statement_id	selected_from_role	record_unit_id	page	constituent_fields	event_count	event_serials	owner_bindings	owner_transition	literal_owner_card_exemplar_layer	source_class	selected_concrete_paraphrase	strongest_rival	repair_cost_0_4	repair_reason	line_crossing	hardest_contradiction	semantic_ceiling
H4-S002	R2_HISTORICAL	H4	f55v	F011	3	61|62|63	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	SINGLE_FIELD_OWNER	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT;STATUS:PAGE_OWNER_ONLY] > E61:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?] > E62:[EXEMPLAR CONDITION] > E63:[EXEMPLAR CONDITION] [CLOSE]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: bemesse einen Anteil, vermenge ihn gleichmäßig und gebrauche ihn einmal als Waschung an der im Rezept vorausgesetzten Stelle.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H4-S003	R2_HISTORICAL	H4	f55v	F012	4	64|65|66|67	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	SINGLE_FIELD_OWNER	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT;STATUS:PAGE_OWNER_ONLY] > E64:[EXEMPLAR TARGET_OR_STATION] > E65:[EXEMPLAR CONDITION] > E66:[EXEMPLAR SOURCE_ARGUMENT] > E67:[EXEMPLAR ACTION] [CLOSE]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: bereite einen zweiten Gebrauchsposten mit einem nicht abgebildeten Medium und verarbeite ihn bei mäßiger Wärme bis zum Abschluss des Arbeitsschritts.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H4-S004	R2_HISTORICAL	H4	f55v	F013	6	68|69|70|71|72|73	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	SINGLE_FIELD_OWNER	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT;STATUS:PAGE_OWNER_ONLY] > E68:[CARD:MASS?] > E69:[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > E70:[EXEMPLAR ACTION] > E71:[CARD:ANSATZ?] > E72:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E73:[EXEMPLAR CONDITION]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: bemesse und vereinige zwei Anteile, verwahre die Bereitung bedeckt und gebrauche die fertige Flüssigkeit frisch.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S001	R2_HISTORICAL	H5	f56r	F014|F015	9	74|75|76|77|78|79|80|81|82	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	CROSS_FIELD_SAME_OWNER_CONTINUATION	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E74:[EXEMPLAR SOURCE_ARGUMENT] > E75:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E76:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E77:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?] > E78:[EXEMPLAR SOURCE_ARGUMENT] > E79:[EXEMPLAR ACTION] > E80:[EXEMPLAR SOURCE_ARGUMENT] > E81:[CARD:ANWENDEN?] > E82:[CARD:ZIEL?]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Von der ganzen abgebildeten Pflanze: sammle sie zur passenden Jahreszeit, nimm einen unterirdischen oder sonst örtlich bestimmten Teil, bemesse ihn, lasse ihn in einem nicht abgebildeten Medium ziehen und führe den gebrauchsfertigen Anteil an die im Rezept vorausgesetzte Zielstelle.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	YES__CROSS_FORMAL_LOCUS	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S002	R2_HISTORICAL	H5	f56r	F016	4	83|84|85|86	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SINGLE_FIELD_OWNER	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E83:[EXEMPLAR ACTION] > E84:[EXEMPLAR TARGET_OR_STATION] > E85:[CARD:ANWENDEN?] > E86:[EXEMPLAR SOURCE_ARGUMENT] [CLOSE]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: nimm Material von einem feuchten oder schattigen Standort, bereite daraus einen anwendbaren Anteil und lasse eine daraus gefertigte Auflage unbedeckt trocknen.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S003	R2_HISTORICAL	H5	f56r	F017	4	87|88|89|90	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SINGLE_FIELD_OWNER	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E87:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E88:[EXEMPLAR ACTION] > E89:[EXEMPLAR SOURCE_ARGUMENT] > E90:[EXEMPLAR ACTION]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: trenne einen kleinen Kopf- oder Samenstand und einen schmalen Blattteil und trockne den Vorrat im Schatten.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S004	R2_HISTORICAL	H5	f56r	F018	3	91|92|93	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SINGLE_FIELD_OWNER	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E91:[EXEMPLAR LOCAL_LINK] > E92:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E93:[EXEMPLAR SUBSTANCE_OR_OBJECT]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: gebrauche die frisch bereitete Zubereitung nach der im Receptarium vorausgesetzten Indikation und bewahre den Rest trocken im Schatten.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S005	R2_HISTORICAL	H5	f56r	F019	4	94|95|96|97	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SINGLE_FIELD_OWNER	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E94:[EXEMPLAR SUBSTANCE_OR_OBJECT] > E95:[EXEMPLAR ACTION] > E96:[EXEMPLAR ACTION] > E97:[EXEMPLAR ACTION]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: nimm den folgenden Teil oder Zusatz, vereinige die frische Bereitung mit einem nicht abgebildeten Bindemittel und gebrauche sie frisch vermischt.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
H5-S006	R2_HISTORICAL	H5	f56r	F020	3	98|99|100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SINGLE_FIELD_OWNER	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB;STATUS:PAGE_OWNER_ONLY] > E98:[CARD:ANTEIL?] > E99:[EXEMPLAR SOURCE_ARGUMENT] > E100:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?]	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Vom selben Pflanzenartikel: nimm den bezeichneten Anteil des hellen geöffneten Blütenteils und bemesse ihn nach örtlicher Vorschrift.	Each head is a separate specimen or growth-stage entry.	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	NO__SINGLE_FIELD	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	HISTORICAL_SOURCE_EXEMPLAR_NOT_TRANSLATION_OR_CARD_VALUE
B1-S001	R3_TECHNICAL	B1	f81v	F021	1	101	F021=PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL	RESET_RECORD -> SET_PAGE_OWNER[F021:PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL]	OWNER[F021=PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL] || E101[CARD=SPÜLEN?]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	Eröffne Buchung `B1-S001` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: schließe den lokalen Spül-/Endposten `B1-S001:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B1: ACTIVE `B1:I001`, TARGET `B1:T001`, PREVIOUS `UNSET`.	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f81v.2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	CREATIVE_SOURCE_CLASS_NOT_WORD_CARD_STEM_SOUND_OR_TRANSLATION
