statement_id	record_unit_id	constituent_fields	v71_revision_action	repair_cost_0_4	reason	retained_from_v69	rejected_from_v69
B1-S009	B1	F031	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S010	B1	F032	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S011	B1	F033	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S012	B1	F034	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S013	B1	F035	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S014	B1	F036	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S015	B1	F037	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S016	B1	F038	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S017	B1	F039	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S018	B1	F040|F041	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S019	B1	F042	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S020	B1	F043	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S021	B1	F044	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S001	B2	F045	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S002	B2	F046	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S003	B2	F047	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S004	B2	F048|F049	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S005	B2	F050|F051	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S006	B2	F052	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S007	B2	F053	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S008	B2	F054	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S009	B2	F055	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S010	B2	F056	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S011	B2	F057	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
B2-S012	B2	F058|F059	SPLIT_AT_V71_OWNER_BOUNDARY; RETAIN_EVENT_ORDER	4	Die V69-Aussage überquert verschiedene V71-Bildbesitzer und muss in lokale Artikelteile getrennt werden.	event order; exact mnemonic cards; strict formal prompts; terminal placement	single global process across owner boundary
B2-S013	B2	F060	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S014	B2	F061	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S015	B2	F062	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S016	B2	F063|F064	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S017	B2	F065	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S018	B2	F066	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S019	B2	F067	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S020	B2	F068	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S021	B2	F069	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B2-S022	B2	F070	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S001	B3	F071	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S002	B3	F072	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S003	B3	F073	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S004	B3	F074	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S005	B3	F075	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S006	B3	F076	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S007	B3	F077	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S008	B3	F078	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S009	B3	F079	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S010	B3	F080	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S011	B3	F081	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S012	B3	F082	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S013	B3	F083	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S014	B3	F084	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S015	B3	F085	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B3-S016	B3	F086|F087	SPLIT_AT_V71_OWNER_BOUNDARY; RETAIN_EVENT_ORDER	4	Die V69-Aussage überquert verschiedene V71-Bildbesitzer und muss in lokale Artikelteile getrennt werden.	event order; exact mnemonic cards; strict formal prompts; terminal placement	single global process across owner boundary
B3-S017	B3	F088	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
B3-S018	B3	F089	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
B3-S019	B3	F090	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
B3-S020	B3	F091	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
B3-S021	B3	F092|F093	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
B3-S022	B3	F094	REPLACE_ASSERTED_OWNER_WITH_TYPED_UNRESOLVED_STATION	3	V71 kann dem Feld keinen sichtbaren Besitzer zuweisen; die konkrete Füllung bleibt daher ein typisiertes Quellenexemplar.	event order; exact mnemonic cards; strict formal prompts; terminal placement	asserted visible owner
