locus	edition	group_count	flat_matches	raw_grouped_line
f66r.55	RF1b	8	1	ykeeody.choekeey.okeod@222;.chekeody.qokeey.dyky.chctho.rotaiin
f66r.56	ZL3b	3	1	dsheol.okaiin.sheodaiin
f66r.56	IT2a	3	1	dsheol.okaiin.sheodaiin
f66r.56	RF1b	3	1	dsheol.okaiin.sheodaiin
f66r.70	ZL3b	11	1	todeeey.keody.chdy.keody.shedy.shekeefy.chdy.sheol.shol.kedy.daly
f66r.70	IT2a	11	1	todeeey.keody.chdy.keody.shedy.shekeefy.chdy.sheol.shol.kedy.daly
f66r.70	RF1b	11	1	todeeey.keody.chd@222;.keody.shedy.shekeefy.chdy.sheol.shol.ke@152;y.@152;aly
f66r.71	ZL3b	10	1	saiir.cheol.kal.sheody.chcthedy.dal.shol.qokeody.chody.kechody
f66r.71	IT2a	10	1	saiir.cheol.kal.sheody.chcthedy.dal.shol.qokeody.chody.kechody
f66r.71	RF1b	10	1	raiir.cheol.kal.sheod@222;.chcthe@152;y.@152;al.shol.qokeody.chody.kecho@152;y
f66r.72	ZL3b	10	1	sshedy.oteedy.ykeeody.sheocthy.ol,ld,lshedy.chokeey.chekey.chey
f66r.72	IT2a	10	1	sshedy.oteedy.ykeeody.sheocthy.ol.ld.lshedy.chokeey.chekey.chey
f66r.72	RF1b	9	1	sshedy.oteedy.ykeeody.sheocthy.olld.lshe@152;y.chokeey.chekey.chey
f66r.73	ZL3b	10	1	ysheeod.qoteeod.qotol,qoky.chckhedy.shey.dcheol.cheky.cheo,dor
f66r.73	IT2a	10	1	ysheeod.qoteeod.qotol.qoky.chckhedy.shey.dcheol.cheky.cheo.dor
f66r.73	RF1b	9	1	ysheeod.qoteeod.qotol.qoky.chckhe@152;y.shey.dcheol.cheky.cheodor
f66r.74	ZL3b	9	1	ydaiin.shedy.otchedy.oteochey.tolchedy.lsheody.qoky,daiin.otam
f66r.74	IT2a	9	1	ydaiin.shody.otchedy.oteochey.tolchedy.lsheody.qoky.daiin.otam
f66r.74	RF1b	8	1	ydaiin.she@152;y.otchedy.oteochey.tolchedy.lsheody.qokydaiin.otag
f66r.75	ZL3b	12	1	tcheo.sheor.oteody.lpchees,ol,ar.alkey.otey.ltsholy.shecthy.r,ol
f66r.75	IT2a	12	1	tcheo.sheor.oteody.lpchees.ol.ar.alkey.otey.ltsholy.shecthy.r.ol
f66r.75	RF1b	11	1	tcheo.sheor.oteody.lpchees.ol.ar.alkey.otey.ltsholy.shecthy.rol
f66r.76	ZL3b	9	1	daiin.sheol.qocthedy.qokedy.lchey.qokaly.shcthy.qotal.otchdy
f66r.76	IT2a	9	1	daiin.sheol.qocthedy.qokedy.lchey.qokaly.shcthy.qotal.otchdy
f66r.76	RF1b	9	1	daiin.sheol.qocthedy.qoke@152;y.lchey.qokaly.shcthy.qotal.otch@152;y
f66r.77	ZL3b	10	1	qokey.ar.olkeol.qokal.cheoky.ykchdy.chody.sheody.qoky.ldy
f66r.77	IT2a	10	1	qokey.ar.olkeol.qokal.cheoky.ykchdy.chody.sheody.qoky.ldy
f66r.77	RF1b	10	1	qokey.ar.olkeol.qokal.cheoky.ykchdy.chody.sheody.qoky.ldy
f66r.78	ZL3b	9	1	dor.aiin.sheeol.lshedy.lchedy.cheedy.shekol.dalol.lodaiin
f66r.78	IT2a	9	1	dor.aiin.sheeol.lshedy.lchedy.cheedy.shekol.dalol.lodaiin
f66r.78	RF1b	9	1	dor.@221;iin.sheeol.lshedy.lchedy.cheedy.shekol.dalol.lo@152;aiin
f66r.79	ZL3b	8	1	sheol.oteey,ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy
f66r.79	IT2a	8	1	sheol.oteey.ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy
f66r.79	RF1b	8	1	sheol.oteey.ldaiin.okalche@152;y.pche@152;y.kody.qotchedy.cfhe@152;y
f66r.80	ZL3b	9	1	daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar
f66r.80	IT2a	9	1	daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar
f66r.80	RF1b	9	1	daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar
f66r.81	ZL3b	5	1	lchey.lkeedy.chety.shekaly.shckhar
f66r.81	IT2a	5	1	lchey.lkeedy.chety.shekaly.shckhar
f66r.81	RF1b	5	1	lche@222;.lkee@152;y.chety.shekaly.shckhar
f70v1.1	ZL3b	38	1	dalalody.oteoshey.okoksheo.shokey.raiin.otor.ochy.s.a[ir:is].cheody.cheey.oteo,[ch:ee]y.daiir.chcthy.dlal.oteodaiin.ykeody.oteody.sheo.daiin.oteedy.chetalchs.zar.shoteeody.okeeo,dal.cheody.okchoteees.oteeody.cheokeo.otaiin.shes.to,ar.oly.daly.sheal
f70v1.1	IT2a	37	1	dalalody.oteoshey.okoksheo.shokey.raiin.otor.ochy.sais.cheody.cheey.oteoeey.oamr.chcthy.dlal.oteodaiin.ykeody.oteody.sheo.daiin.oteedy.chekalchs.dar.shoteeody.okeeo.dal.cheody.okchoteees.oteeody.cheokeo.otaiin.shes.toar.aly.daly.sheal.daly.sheal
f70v1.1	RF1b	36	1	dalalody.oteoshey.okoksheo.shokey.@206;aiin.otor.ochy.s.air.cheody.cheey.oteochy.daiir.chcthy.@152;lal.oteodaiin.ykeo@152;y.oteo@152;y.sheo.daiin.oteedy.chetalchr.mar.shoteeody.okeeodal.cheo@152;y.okchoteees.oteeody.cheokeo.otaiin.shes.to.ar.aly.daly.sheal
f75r.1	ZL3b	7	1	kchedykary<->okeey.qokar.shyk,chedy.qotar.shedy
f75r.1	IT2a	8	1	kchedy.kary<->okeey.qokar.shy.kchedy.qotar.shedy
f75r.1	RF1b	6	1	kchedykary<->okeey.qokar.shykche@152;y.qotar.she@152;y
f75r.2	ZL3b	8	1	dain.shey.ly<->ssheol.qol{chh}dy.chedykar.chekeedy.ror
f75r.2	IT2a	8	1	dain.shey.ly<->ssheol.qolchedy.chedykar.chekeedy.ror
f75r.2	RF1b	8	1	dain.shey.ly<->s{ch'}eol.qol{chh}dy.chedykar.chekeedy.ror
f75r.3	ZL3b	9	1	qokain.chal<->orchey.qey.kain.sheeky.ltain.olkar.or
f75r.3	IT2a	9	1	qokain.chal<->orchey.qey.kain.sheeky.ltain.olkar.or
f75r.3	RF1b	9	1	qokain.chal<->orchey.qey.kain.sheeky.ltain.olkar.or
f75r.4	ZL3b	10	1	dackhy.lkamo<->ykeey.lshey.kal.dy.shey.ok.shey.qokeedy
f75r.4	IT2a	10	1	dackhy.lkamo<->ykeey.lshey.kal.dy.shey.or.shey.qokeedy
f75r.4	RF1b	10	1	dacthy.lkago<->ykeey.l{ch'}ey.kal.dy.shey.ok.{ch'}ey.qokeed@222;
f75r.5	ZL3b	10	1	shey,kar.chey<->ckhey.r.ain.ol.olsheedy.qokeey.qoky
f75r.5	IT2a	11	1	shey.kar.chey<->ckhey.r.ain.ol.ol.sheedy.qokeey.qoky
f75r.5	RF1b	10	1	sheykar.chey<->ckhey.r.ain.ol.ol,sheedy.qokeey.qoky
f75r.6	ZL3b	8	1	pcheykeeor.olky<->dar.okey.qokain.chcthy.qokeedy.qoky
f75r.6	IT2a	9	1	pchey.keeor.olky<->dar.okey.qokain.chcthy.qokeedy.qoky
f75r.6	RF1b	8	1	pcheykeeor.olky<->dar.okey.qokain.chcthy.qokeedy.qoky
f75r.7	ZL3b	9	1	pchedy.qokshdy<->ytain.chedy.qokar.chy.lol.chedy.qoky
f75r.7	IT2a	9	1	pchedy.qokshdy<->ytain.chedy.qokar.chy.lol.chedy.qoky
f75r.7	RF1b	9	1	pchedy.qok{ch'}@152;y<->ytain.che@152;y.qokar.chy.lol.che@152;y.qoky
f75r.8	ZL3b	8	1	sor.chey.qokardy<->dsheckhy.qokain.chckhy.lshedy.okeedy
f75r.8	IT2a	8	1	sor.chey.qotardy<->dsheckhy.qokain.chckhy.lshedy.okeedy
f75r.8	RF1b	8	1	sor.chey.qokardy<->@152;sheckhy.qokain.chckhy.lshe@152;y.okeedy
f75r.9	ZL3b	9	1	qokchdy.chcthy.lo<->qokedy.qokan.checkhy.qokar.olchedy.sal
f75r.9	IT2a	9	1	qokchdy.chcthy.lo<->qokedy.qokan.checkhy.qokar.olchedy.sal
f75r.9	RF1b	9	1	qokchdy.chcthy.lo<->qokedy.qokan.checkhy.qokar.olchedy.sal
f75r.10	ZL3b	10	1	dshor.qotar.chdy<->shey.qokain.chckhy.dy.otey.tedy.lchedy
f75r.10	IT2a	10	1	dshor.qotar.chdy<->shey.qokain.chckhy.dy.otey.tedy.lchedy
f75r.10	RF1b	10	1	dshor.qotar.chdy<->shey.qokain.chckhy.dy.otey.tedy.lchedy
f75r.11	ZL3b	10	1	qokeedy.qokair.oly<->qokeedy.dy.qokal.okar.shedy.dor.chekam
f75r.11	IT2a	10	1	qokeedy.qokain.oly<->qokeedy.dy.qokal.okar.shedy.dor.chekam
f75r.11	RF1b	10	1	qokeedy.qokain.oly<->qokeedy.dy.qokal.okar.shedy.dar.chekam
f75r.12	ZL3b	11	1	ssheckhy.qokal.oly<->shey.r.ol.cheey.shey.dy,olshedy.qoky
f75r.12	IT2a	12	1	ssheckhy.qokal.oly<->shey.r.ol.cheey.shey.dy.ol.shedy.qoky
f75r.12	RF1b	12	1	ssheckhy.qokal.oly<->shey.r.ol.cheey.shey.@152;y.ol,shedy.qoky
f75r.13	ZL3b	8	1	pchedy.keedy.qokedy<->qokedy.qokedy.qokedy.qokain.olshedy
f75r.13	IT2a	8	1	pchedy.keedy.qokedy<->qokedy.qokedy.qokedy.qokain.olshedy
f75r.13	RF1b	8	1	pchedy.keedy.qokedy<->qokedy.qokedy.qoke@152;y.qokain.olshedy
f75r.14	ZL3b	11	1	sain.al,keishy.qokain,dy<->olshedy.qokain.chckhy.qokain.otar,aly
f75r.14	IT2a	11	1	sain.ol.keeshy.qokain.dy<->olshedy.qokain.chckhy.qokain.otar.aly
f75r.14	RF1b	10	1	sair.alkeeshy.qokain.dy<->olshedy.qokain.chckhy.qokain.otar.aly
f75r.15	ZL3b	10	1	sain.qokain.qolkeeoly<->saiin.chedy<->sol.or.shedy.okchdy.qoky
f75r.15	IT2a	11	1	sain.qokain.qol.keeoly<->saiin.chedy<->sol.or.shedy.okchdy.qoky
f75r.15	RF1b	10	1	sain.qokain.qolkeeoly<->saiin.chedy<->sol.or.shedy.okchdy.qoky
f75r.16	ZL3b	9	1	dshedy.qokar.sheedy.lch<->shokain.chy<->okshedy.qokain.chedy
f75r.16	IT2a	9	1	dshedy.qokar.sheedy.lch<->shokain.chy<->otshedy.qokain.chedy
f75r.16	RF1b	9	1	dshedy.qokar.sheedy.lch<->shokain.chy<->ok{ch'}edy.qokain.chedy
f75r.17	ZL3b	9	1	pchedar.shepchy.lshedary<->dal<->shal<->shy,kol.shedy.qokam
f75r.17	IT2a	9	1	pchedar.shepchy.lshedary<->dal.shal<->shy.kol.shedy.qokam
f75r.17	RF1b	9	1	pchedar.shepchy.lshe@152;ary<->dal<->shal<->shy.kol.{ch'}e@152;y.qokam
f75r.18	ZL3b	9	1	sol.sheedy.qol.shedy.qol<->otain.char.sar.oly
f75r.18	IT2a	9	1	sol.sheedy.qol.shedy.qol<->otain.char.sar.oly
f75r.18	RF1b	9	1	sol.sheedy.qol.shedy.qol<->otain.char.s@221;r.oly
f75r.19	ZL3b	8	1	qokshedy.qol,shey.qoky<->shey.{ith}ey.qokain.ar
f75r.19	IT2a	8	1	qokshedy.qol.shey.qoky<->shey.ithey.qokain.ar
f75r.19	RF1b	7	1	qok{ch'}e@152;y.qol{ch'}ey.qoky<->shey.{ith}ey.qokain.ar
f75r.20	ZL3b	9	1	ry,shey.qor.chey.lchey,lo<->ydain.shey.qokain
f75r.20	IT2a	9	1	ry.shey.qor.chey.lchey.lo<->ydain.shey.qokain
f75r.20	RF1b	9	1	ry.shey.qor.chey.lchey.lo<->ydain.shey.qokeiin
f75r.21	ZL3b	8	1	oqokain.chey.qckhsy.or<->ysheor.ol.lor.am
f75r.21	IT2a	8	1	oqekain.chey.qckhsy.or<->ysheor.ol.lor.am
f75r.21	RF1b	8	1	oqokain.chey.qckhsy.or<->ysheor.ol.lor.am
f75r.22	ZL3b	9	1	odar,shey.qokain.chedy<->or,shey.kar.chedy,sar
f75r.22	IT2a	9	1	odar.shey.qokain.chedy<->or.shey.kar.chedy.sar
f75r.22	RF1b	8	1	odar.shey.qokain.chedy<->orshey.kar.che@152;y.rar
f75r.23	ZL3b	7	1	pchey,kshey.qokeey.qokal<->sshey.qol.chedyqokam
f75r.23	IT2a	8	1	pchey.kshey.qokeey.qokal<->sshey.qol.chedy.qokam
f75r.23	RF1b	7	1	pcheykshey.qokeey.qokal<->sshey.qol.chedy,qokam
f75r.24	ZL3b	7	1	qokain.olkeey.qolkary<->sain.checthy.lor.ol
f75r.24	IT2a	7	1	qokain.olkeey.qolkary<->sain.checthy.lor.ol
f75r.24	RF1b	7	1	qokain.olkeey.qolkary<->sain.checthy.lor.ol
f75r.25	ZL3b	8	1	sain.shckhy.qokeedy.shy.dy<->qokeedy.lchedy.ram
f75r.25	IT2a	8	1	saiin.shckhy.qokeedy.shy.dy<->qokeedy.lchedy.ram
f75r.25	RF1b	8	1	sain.shckhy.qokeedy.shy.dy<->qokeedy.lche@152;y.ram
f75r.26	ZL3b	8	1	dain.ol.sheol.dain.ol.qoly<->dar,ajy
f75r.26	IT2a	8	1	dain.ol.sheol.dain.ol.qoly<->dar.ady
f75r.26	RF1b	8	1	dain.ol.sheol.dain.ol.qoly<->dar.ajy
f75r.27	ZL3b	11	1	pdalshor.shtol.qoty.pshar.shedy.okaldy<->dar.otar.otody.dy.rol
f75r.27	IT2a	11	1	pdalshor.shtol.qoty.pshar.shedy.okaldy<->dar.otar.otedy.dy.rol
f75r.27	RF1b	11	1	pdalshor.shtol.qoty.pshar.shedy.okal@152;y<->dar.otar.oto@152;y.dy.@206;ol
f75r.28	ZL3b	11	1	tchedy.pchedy.qokeey.sol.oldair.shecthy.qol<->l.sheedy.qokeedy.lolchedy
f75r.28	IT2a	13	1	tchedy.pchedy.qokeey.sol.ol.dair.shecthy.qol.l.sheedy.qokeedy.lol.chedy
f75r.28	RF1b	11	1	tchedy.pchedy.qokeey.sol.oldair.shecthy.qol<->l.shee@152;y.qokeedy.lolchedy
f75r.29	ZL3b	12	1	dain.chkal.dy.lo,lkaiin.ol.okeedyqol.dain.olchey.qokeedy.chedy.qotan
f75r.29	IT2a	12	1	dain.chkal.dy.lolkaiin.ol.okeedy.qol.dain.olchey.qokeedy.chedy.qotan
f75r.29	RF1b	13	1	dain.chkal.dy.lo.lkaiin.ol.okeedy,qol.@152;ain.olchey.qokeedy.chedy.qotan
f75r.30	ZL3b	14	1	qo,dain.cheeky.qokey.qokain.cheky.qokal.dain.chedy.o,kalol,shedy.okar,olom
f75r.30	IT2a	12	1	qodaiin.cheeky.qokey.qokain.cheky.qokal.dain.chedy.okalol.shedy.okar.olom
f75r.30	RF1b	13	1	qo.dain.cheeky.qokey.qokain.cheky.qokal.@152;ain.chedy.okalol.{ch'}edy.okar.olom
f75r.31	ZL3b	9	1	dshedy.qokey.chckhy.qokar.shedy.chey.qoked.qokedy.daldy
f75r.31	IT2a	9	1	dshedy.qokey.chckhy.qokar.shedy.chey.qoked.qokedy.daldy
f75r.31	RF1b	9	1	dshedy.qokey.chckhy.qokar.shedy.chey.qoke@152;.qoked@222;.dal@152;y
f75r.32	ZL3b	10	1	polshy.dal.shedy.qokain.dar.chsdy.shedy.qotar.shedy.ldy
f75r.32	IT2a	10	1	polshy.dal.shedy.qokain.das.chsdy.shedy.qokar.shedy.ldy
f75r.32	RF1b	10	1	polshy.dal.shedy.qokain.dar.chsdy.shedy.qokar.she@152;y.ldy
f75r.33	ZL3b	10	1	qokeey.l,shedy.qo,l.chedy.qokain.chcthedy.ltedy.darom
f75r.33	IT2a	8	1	qokeey.lshedy.qol.chedy.qokain.chcthedy.ltedy.darom
f75r.33	RF1b	8	1	qokeey.lshedy.qol.ched@222;.qokain.chcthedy.ltedy.darom
f75r.34	ZL3b	10	1	s,olkedy.okal.dar.oty.okar.otar.ol,kain.oltedy
f75r.34	IT2a	9	1	solkedy.okal.dar.oty.otar.otar.ol.kain.olkedy
f75r.34	RF1b	10	1	s.olke@152;y.okal.dar.oty.okar.otar.ol.kain.olkedy
f75r.35	ZL3b	8	1	qokain.sheety.qokain.dar.dar.shedy.qoka[in:r].oldy
f75r.35	IT2a	9	1	qokain.sheety.qokain.dar.dar.shedy.qokar.ol.dy
f75r.35	RF1b	8	1	qokain.sheety.qokain.dar.dar.{ch'}edy.qokain.oldy
f75r.36	ZL3b	7	1	sol.keedy.qokeedy.qokey.okar.otar.dardardy
f75r.36	IT2a	9	1	sol.keedy.qokeedy.qokey.okar.otar.dar.dar.dy
f75r.36	RF1b	9	1	sol.keedy.qokee@152;y.qokey.okar.otar.dar,dar,dy
f75r.37	ZL3b	7	1	qokedy.dy.sheety.qokedy.qokeedy.qokechdy.lol
f75r.37	IT2a	7	1	qokedy.dy.sheety.qokedy.qokchdy.qokechdy.lol
f75r.37	RF1b	7	1	qoke@152;y.dy.sheety.qoke@152;y.qokee@152;y.qokechdy.lol
f75r.38	ZL3b	6	1	qokeedy.qokeedy.qokedy.qokedy.qokeedy.ldy
f75r.38	IT2a	6	1	qokeedy.qokeedy.qokedy.qokedy.qokeedy.ldy
f75r.38	RF1b	6	1	qokee@152;y.qokee@152;y.qokedy.qokedy.qokee@152;y.ldy
f75r.39	ZL3b	6	1	yshedy.qokeedy.qokeedy.olkeedy.otey.koldy
f75r.39	IT2a	6	1	yshedy.qokeedy.qokchdy.olkeedy.otey.koldy
f75r.39	RF1b	6	1	yshedy.qokeedy.qokeedy.olkeedy.otey.koldy
f75r.40	ZL3b	7	1	dar.shedy.qokain.shedy.dal,keedy.rshedy
f75r.40	IT2a	7	1	dar.shedy.qokain.shedy.dal.keedy.rshedy
f75r.40	RF1b	7	1	dar.shedy.qokain.{ch'}e@152;y.dal.keedy.rshedy
f75r.41	ZL3b	7	1	sokeedy.qokeedy.oteedy.qoky.dy,keedy.sy
f75r.41	IT2a	6	1	sokeedy.qokeedy.oteedy.qoky.dykeedy.sy
f75r.41	RF1b	6	1	sokee@152;y.qokee@152;y.oteedy.qoky.dykeedy.sy
f75r.42	ZL3b	6	1	dshedy.qokedy.qokeedy.qoteey.qoteedy.d[o:a]r
f75r.42	IT2a	6	1	dshedy.qokedy.c.qoteey.qoteedy.dar
f75r.42	RF1b	6	1	dshedy.qokedy.qokeedy.qoteey.qotee@152;y.d@221;r
f75r.43	ZL3b	7	1	yshedy.chekar.oldy.qokain.chkar.otar,oldy
f75r.43	IT2a	7	1	yshedy.chekar.oldy.qokain.chkar.otar.oldy
f75r.43	RF1b	7	1	yshedy.chekar.oldy.qokain.chkar.otar.oldy
f75r.44	ZL3b	12	1	dchedy.sain.okedy.qokedy.otedy.okoldy.otar.otam.olaiin.ch<->dar.dy
f75r.44	IT2a	11	1	dchedy.sain.okedy.qokedy.otedy.okoldy.otar.otam.olaiin.chdar.dy
f75r.44	RF1b	12	1	dchedy.sain.oke@152;y.qoke@152;y.ote@152;y.okoldy.otar.otam.olaiin.ch<->dar.dy
f75r.45	ZL3b	10	1	sshedy.shckhy.qokey.okedy.sarol.oty.otedy.qotedy.otedy.okaiin
