source_group_id	locus	edition	left	right	left_separator	right_separator
IT2a|f75r.33|G001	f75r.33	IT2a	LINE_START	lshedy	LINE_START	DEFINITE_SPACE
RF1b|f75r.33|G001	f75r.33	RF1b	LINE_START	lshedy	LINE_START	DEFINITE_SPACE
ZL3b|f76r.2|G012	f76r.2	ZL3b	sheals	LINE_END	UNCERTAIN_SMALL_SPACE	LINE_END
IT2a|f76r.2|G012	f76r.2	IT2a	sheols	LINE_END	DEFINITE_SPACE	LINE_END
RF1b|f76r.2|G012	f76r.2	RF1b	sheals	LINE_END	DEFINITE_SPACE	LINE_END
ZL3b|f76r.3|G002	f76r.3	ZL3b	yshey	qokey	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f76r.3|G002	f76r.3	IT2a	yshey	qokey	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f76r.3|G002	f76r.3	RF1b	yshey	qokey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f76r.5|G002	f76r.5	ZL3b	qokedy	or	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f76r.8|G005	f76r.8	ZL3b	qoked	shedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f76r.8|G005	f76r.8	IT2a	qoked	shedy	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f76r.16|G004	f76r.16	ZL3b	shckhy	okeey	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f76r.16|G004	f76r.16	IT2a	shckhy	okeey	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f76r.16|G004	f76r.16	RF1b	shckhy	okeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f76r.19|G003	f76r.19	ZL3b	qolchey	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f76r.19|G004	f76r.19	ZL3b	qokeey	chedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f76r.19|G003	f76r.19	IT2a	qolchey	qokeey	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f76r.19|G004	f76r.19	IT2a	qokeey	chedy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f76r.19|G003	f76r.19	RF1b	qolchey	qokee@222;	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f76r.24|G011	f76r.24	IT2a	shecthy	lor	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f76r.25|G003	f76r.25	ZL3b	chey	lchedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f76r.25|G003	f76r.25	IT2a	chey	lchedy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f76r.25|G003	f76r.25	RF1b	chey	lchedy	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f76r.56|G004	f76r.56	ZL3b	shedy	or	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f76r.56|G004	f76r.56	IT2a	shedy	or	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f76r.56|G004	f76r.56	RF1b	she@152;y	or	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f77r.19|G007	f77r.19	ZL3b	qokar	laiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f77r.19|G007	f77r.19	IT2a	qokar	laiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f77r.19|G007	f77r.19	RF1b	qokar	laiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f77r.21|G005	f77r.21	ZL3b	qokedy	chedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f77r.21|G005	f77r.21	IT2a	qokedy	chedy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f77r.21|G005	f77r.21	RF1b	qokedy	chedy	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f77r.31|G003	f77r.31	ZL3b	chckhy	qotedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f77r.31|G003	f77r.31	IT2a	chckhy	qotedy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f77r.31|G003	f77r.31	RF1b	chckhy	qote@152;y	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f77r.42|G005	f77r.42	ZL3b	qokeedy	[s:r]	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f77r.42|G005	f77r.42	IT2a	qokeedy	raiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f77r.42|G005	f77r.42	RF1b	qokeedy	r	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f81r.6|G006	f81r.6	ZL3b	shor	ol	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f81r.6|G006	f81r.6	IT2a	shor	ol	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81r.6|G006	f81r.6	RF1b	shor	ol	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f81r.8|G002	f81r.8	ZL3b	pchedy	oty	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f81r.8|G002	f81r.8	IT2a	pchedy	oty	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81r.8|G002	f81r.8	RF1b	pche@152;y	oty	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f81r.12|G005	f81r.12	ZL3b	sheedy	loly	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f81r.12|G005	f81r.12	IT2a	sheedy	loly	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81r.12|G005	f81r.12	RF1b	sheedy	loly	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f81r.20|G004	f81r.20	ZL3b	chedy	odaiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f81r.20|G004	f81r.20	IT2a	chedy	odaiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81r.20|G004	f81r.20	RF1b	chedy	odaiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f81v.11|G002	f81v.11	ZL3b	[y:?]shey	okeey	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f81v.11|G002	f81v.11	IT2a	oshey	okeey	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81v.11|G002	f81v.11	RF1b	yshey	okeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f82r.3|G001	f82r.3	ZL3b	LINE_START	lcheckhedy	LINE_START	DEFINITE_SPACE
IT2a|f82r.3|G001	f82r.3	IT2a	LINE_START	lcheckhedy	LINE_START	DEFINITE_SPACE
RF1b|f82r.3|G001	f82r.3	RF1b	LINE_START	lcheckhedy	LINE_START	DEFINITE_SPACE
ZL3b|f82r.7|G006	f82r.7	ZL3b	solshedy	qoky	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.7|G006	f82r.7	IT2a	solshedy	qoky	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82r.7|G006	f82r.7	RF1b	sol{ch'}edy	qoky	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.8|G001	f82r.8	IT2a	LINE_START	sheedy	LINE_START	DEFINITE_SPACE
ZL3b|f82r.14|G007	f82r.14	ZL3b	deeedy	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.14|G006	f82r.14	IT2a	deeedy	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82r.14|G007	f82r.14	RF1b	deeedy	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f82r.18|G007	f82r.18	ZL3b	chedar	ykeey	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.18|G007	f82r.18	IT2a	chedar	okeey	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82r.18|G007	f82r.18	RF1b	che@152;ar	ykeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f82r.21|G009	f82r.21	ZL3b	chedy	dal	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.21|G009	f82r.21	IT2a	chedy	dal	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82r.21|G009	f82r.21	RF1b	chedy	dal	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f82r.23|G003	f82r.23	ZL3b	qcthey	lcheey	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.23|G003	f82r.23	IT2a	qcthey	lcheey	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82r.23|G003	f82r.23	RF1b	qcthey	lchee@222;	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f82r.24|G006	f82r.24	ZL3b	raiin	lkeey	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f82r.24|G008	f82r.24	ZL3b	lkeey	raiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.24|G003	f82r.24	IT2a	lcheedy	sal	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.24|G006	f82r.24	IT2a	raiin	lkeey	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.24|G008	f82r.24	IT2a	lkeey	raiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82r.24|G006	f82r.24	RF1b	raiin	lkeey	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82r.24|G008	f82r.24	RF1b	lkeey	raiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f82r.30|G006	f82r.30	ZL3b	shedy	lshedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f82r.30|G006	f82r.30	IT2a	shedy	lshedy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82r.30|G007	f82r.30	RF1b	shedy	lshe@152;y	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f83r.5|G007	f83r.5	ZL3b	shedy	rchedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f83r.5|G007	f83r.5	IT2a	shedy	rchedy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f83r.5|G007	f83r.5	RF1b	she@152;y	rchedy	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f83r.20|G003	f83r.20	ZL3b	qoteedy	qokedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f83r.20|G003	f83r.20	IT2a	qoteedy	qokedy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f83r.20|G003	f83r.20	RF1b	qoteedy	qokedy	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f83r.25|G003	f83r.25	ZL3b	qolchey	qokedy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f83r.25|G003	f83r.25	IT2a	qolchey	qokedy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f83r.25|G003	f83r.25	RF1b	qolchey	qokedy	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f83r.26|G002	f83r.26	ZL3b	otchey	qoky	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f83r.26|G002	f83r.26	IT2a	otchey	qoky	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f83r.26|G002	f83r.26	RF1b	otchey	qoky	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f88r.20|G002	f88r.20	ZL3b	dsheol	s	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f88r.20|G002	f88r.20	IT2a	dsheol	s	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f88r.20|G002	f88r.20	RF1b	dsheol	s	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f88v.7|G007	f88v.7	ZL3b	chkeor	daiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f88v.7|G007	f88v.7	IT2a	chkeor	daiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f88v.7|G006	f88v.7	RF1b	chkeor	@152;aiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f88v.17|G001	f88v.17	ZL3b	LINE_START	qokeody	LINE_START	DEFINITE_SPACE
IT2a|f88v.17|G001	f88v.17	IT2a	LINE_START	qokeoda	LINE_START	DEFINITE_SPACE
ZL3b|f88v.19|G004	f88v.19	ZL3b	ol	olaiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f88v.19|G004	f88v.19	IT2a	ol	olaiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f88v.19|G004	f88v.19	RF1b	ol	ol	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f89r1.9|G005	f89r1.9	ZL3b	daiin	daiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f89r1.9|G004	f89r1.9	IT2a	daiin	daiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f89r1.9|G005	f89r1.9	RF1b	daiin	daiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f89r2.8|G005	f89r2.8	ZL3b	daiinody	cheoldy	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f89r2.8|G006	f89r2.8	IT2a	ody	cheoldy	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f89r2.8|G005	f89r2.8	RF1b	daiinody	cheol@152;y	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f89r2.23|G008	f89r2.23	ZL3b	dair	okeol	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f89r2.23|G007	f89r2.23	IT2a	dair	okeol	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f89r2.23|G007	f89r2.23	RF1b	@152;air	okeol	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f89r2.24|G003	f89r2.24	ZL3b	cheol	qokeol	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f89r2.24|G012	f89r2.24	ZL3b	cheey	saiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f89r2.24|G003	f89r2.24	IT2a	cheol	qokeol	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f89r2.24|G012	f89r2.24	IT2a	cheey	saiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f89r2.24|G004	f89r2.24	RF1b	cheol	qokeol	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f89r2.24|G014	f89r2.24	RF1b	cheey	saiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f89r2.26|G008	f89r2.26	ZL3b	keey	daiin	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f89r2.26|G008	f89r2.26	IT2a	keeo	daiin	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f89r2.26|G009	f89r2.26	RF1b	keey	daiin	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f95v1.9|G009	f95v1.9	ZL3b	raiin	qoko	DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f95v1.9|G008	f95v1.9	IT2a	raiin	qoko	DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f95v1.9|G010	f95v1.9	RF1b	aiin	qoko	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f95v2.7|G001	f95v2.7	ZL3b	LINE_START	dar	LINE_START	DEFINITE_SPACE
IT2a|f95v2.7|G001	f95v2.7	IT2a	LINE_START	dar	LINE_START	DEFINITE_SPACE
RF1b|f95v2.7|G001	f95v2.7	RF1b	LINE_START	@152;ar	LINE_START	DEFINITE_SPACE
