world	locus	edition	source_group_ids_json	source_groups_json	separators_json	literal_json	confidence
ASCENT	f100v.15	RF1b	"[""RF1b|f100v.15|G001"", ""RF1b|f100v.15|G002"", ""RF1b|f100v.15|G003"", ""RF1b|f100v.15|G004"", ""RF1b|f100v.15|G005"", ""RF1b|f100v.15|G006"", ""RF1b|f100v.15|G007"", ""RF1b|f100v.15|G008"", ""RF1b|f100v.15|G009"", ""RF1b|f100v.15|G010""]"	"[""sor"", ""cheey"", ""dair"", ""al"", ""cheol"", ""qoolkeey"", ""chol"", ""cheey"", ""qokeol"", ""chotols""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[sor]"", ""[cheey]"", ""[dair]"", ""[al]"", ""[cheol]"", ""[qoolkeey]"", ""[chol]"", ""[cheey]"", ""[qokeol]"", ""[chotols]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
LIGHTNESS	f100v.15	RF1b	"[""RF1b|f100v.15|G001"", ""RF1b|f100v.15|G002"", ""RF1b|f100v.15|G003"", ""RF1b|f100v.15|G004"", ""RF1b|f100v.15|G005"", ""RF1b|f100v.15|G006"", ""RF1b|f100v.15|G007"", ""RF1b|f100v.15|G008"", ""RF1b|f100v.15|G009"", ""RF1b|f100v.15|G010""]"	"[""sor"", ""cheey"", ""dair"", ""al"", ""cheol"", ""qoolkeey"", ""chol"", ""cheey"", ""qokeol"", ""chotols""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[sor]"", ""[cheey]"", ""[dair]"", ""[al]"", ""[cheol]"", ""[qoolkeey]"", ""[chol]"", ""[cheey]"", ""[qokeol]"", ""[chotols]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
ASCENT	f100v.16	ZL3b	"[""ZL3b|f100v.16|G001"", ""ZL3b|f100v.16|G002"", ""ZL3b|f100v.16|G003"", ""ZL3b|f100v.16|G004"", ""ZL3b|f100v.16|G005"", ""ZL3b|f100v.16|G006"", ""ZL3b|f100v.16|G007"", ""ZL3b|f100v.16|G008"", ""ZL3b|f100v.16|G009"", ""ZL3b|f100v.16|G010"", ""ZL3b|f100v.16|G011""]"	"[""ykeeol"", ""chol"", ""chey"", ""eeoseeo"", ""s"", ""sheeo"", ""okeol"", ""ches"", ""okeor"", ""okeol"", ""dy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[ykeeol]"", ""[chol]"", ""[chey]"", ""[eeoseeo]"", ""[s]"", ""[sheeo]"", ""[okeol]"", ""[ches]"", ""[okeor]"", ""[okeol]"", ""[dy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
LIGHTNESS	f100v.16	ZL3b	"[""ZL3b|f100v.16|G001"", ""ZL3b|f100v.16|G002"", ""ZL3b|f100v.16|G003"", ""ZL3b|f100v.16|G004"", ""ZL3b|f100v.16|G005"", ""ZL3b|f100v.16|G006"", ""ZL3b|f100v.16|G007"", ""ZL3b|f100v.16|G008"", ""ZL3b|f100v.16|G009"", ""ZL3b|f100v.16|G010"", ""ZL3b|f100v.16|G011""]"	"[""ykeeol"", ""chol"", ""chey"", ""eeoseeo"", ""s"", ""sheeo"", ""okeol"", ""ches"", ""okeor"", ""okeol"", ""dy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[ykeeol]"", ""[chol]"", ""[chey]"", ""[eeoseeo]"", ""[s]"", ""[sheeo]"", ""[okeol]"", ""[ches]"", ""[okeor]"", ""[okeol]"", ""[dy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
ASCENT	f100v.16	IT2a	"[""IT2a|f100v.16|G001"", ""IT2a|f100v.16|G002"", ""IT2a|f100v.16|G003"", ""IT2a|f100v.16|G004"", ""IT2a|f100v.16|G005"", ""IT2a|f100v.16|G006"", ""IT2a|f100v.16|G007"", ""IT2a|f100v.16|G008"", ""IT2a|f100v.16|G009"", ""IT2a|f100v.16|G010""]"	"[""ykeeol"", ""chol"", ""chey"", ""eeoseeos"", ""sheeo"", ""okeol"", ""ches"", ""okeor"", ""okeol"", ""dy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[ykeeol]"", ""[chol]"", ""[chey]"", ""[eeoseeos]"", ""[sheeo]"", ""[okeol]"", ""[ches]"", ""[okeor]"", ""[okeol]"", ""[dy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
LIGHTNESS	f100v.16	IT2a	"[""IT2a|f100v.16|G001"", ""IT2a|f100v.16|G002"", ""IT2a|f100v.16|G003"", ""IT2a|f100v.16|G004"", ""IT2a|f100v.16|G005"", ""IT2a|f100v.16|G006"", ""IT2a|f100v.16|G007"", ""IT2a|f100v.16|G008"", ""IT2a|f100v.16|G009"", ""IT2a|f100v.16|G010""]"	"[""ykeeol"", ""chol"", ""chey"", ""eeoseeos"", ""sheeo"", ""okeol"", ""ches"", ""okeor"", ""okeol"", ""dy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[ykeeol]"", ""[chol]"", ""[chey]"", ""[eeoseeos]"", ""[sheeo]"", ""[okeol]"", ""[ches]"", ""[okeor]"", ""[okeol]"", ""[dy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
ASCENT	f100v.16	RF1b	"[""RF1b|f100v.16|G001"", ""RF1b|f100v.16|G002"", ""RF1b|f100v.16|G003"", ""RF1b|f100v.16|G004"", ""RF1b|f100v.16|G005"", ""RF1b|f100v.16|G006"", ""RF1b|f100v.16|G007"", ""RF1b|f100v.16|G008"", ""RF1b|f100v.16|G009"", ""RF1b|f100v.16|G010""]"	"[""ykeeol"", ""chol"", ""che@222;"", ""eeoseeos"", ""sheeo"", ""okeol"", ""ches"", ""okeor"", ""okeol"", ""dy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[ykeeol]"", ""[chol]"", ""[che@222;]"", ""[eeoseeos]"", ""[sheeo]"", ""[okeol]"", ""[ches]"", ""[okeor]"", ""[okeol]"", ""[dy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
LIGHTNESS	f100v.16	RF1b	"[""RF1b|f100v.16|G001"", ""RF1b|f100v.16|G002"", ""RF1b|f100v.16|G003"", ""RF1b|f100v.16|G004"", ""RF1b|f100v.16|G005"", ""RF1b|f100v.16|G006"", ""RF1b|f100v.16|G007"", ""RF1b|f100v.16|G008"", ""RF1b|f100v.16|G009"", ""RF1b|f100v.16|G010""]"	"[""ykeeol"", ""chol"", ""che@222;"", ""eeoseeos"", ""sheeo"", ""okeol"", ""ches"", ""okeor"", ""okeol"", ""dy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[ykeeol]"", ""[chol]"", ""[che@222;]"", ""[eeoseeos]"", ""[sheeo]"", ""[okeol]"", ""[ches]"", ""[okeor]"", ""[okeol]"", ""[dy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
ASCENT	f100v.17	ZL3b	"[""ZL3b|f100v.17|G001"", ""ZL3b|f100v.17|G002"", ""ZL3b|f100v.17|G003"", ""ZL3b|f100v.17|G004"", ""ZL3b|f100v.17|G005"", ""ZL3b|f100v.17|G006"", ""ZL3b|f100v.17|G007"", ""ZL3b|f100v.17|G008""]"	"[""chockhey"", ""sholkcheol"", ""qokeol"", ""okol"", ""chol"", ""chotor"", ""chso"", ""solcthy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[chockhey]"", ""[sholkcheol]"", ""[qokeol]"", ""[okol]"", ""[chol]"", ""[chotor]"", ""[chso]"", ""[solcthy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
LIGHTNESS	f100v.17	ZL3b	"[""ZL3b|f100v.17|G001"", ""ZL3b|f100v.17|G002"", ""ZL3b|f100v.17|G003"", ""ZL3b|f100v.17|G004"", ""ZL3b|f100v.17|G005"", ""ZL3b|f100v.17|G006"", ""ZL3b|f100v.17|G007"", ""ZL3b|f100v.17|G008""]"	"[""chockhey"", ""sholkcheol"", ""qokeol"", ""okol"", ""chol"", ""chotor"", ""chso"", ""solcthy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[chockhey]"", ""[sholkcheol]"", ""[qokeol]"", ""[okol]"", ""[chol]"", ""[chotor]"", ""[chso]"", ""[solcthy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
ASCENT	f100v.17	IT2a	"[""IT2a|f100v.17|G001"", ""IT2a|f100v.17|G002"", ""IT2a|f100v.17|G003"", ""IT2a|f100v.17|G004"", ""IT2a|f100v.17|G005"", ""IT2a|f100v.17|G006"", ""IT2a|f100v.17|G007"", ""IT2a|f100v.17|G008""]"	"[""chockhey"", ""cholkcheol"", ""qokeol"", ""okol"", ""chol"", ""chotor"", ""chso"", ""solcthy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[chockhey]"", ""[cholkcheol]"", ""[qokeol]"", ""[okol]"", ""[chol]"", ""[chotor]"", ""[chso]"", ""[solcthy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
LIGHTNESS	f100v.17	IT2a	"[""IT2a|f100v.17|G001"", ""IT2a|f100v.17|G002"", ""IT2a|f100v.17|G003"", ""IT2a|f100v.17|G004"", ""IT2a|f100v.17|G005"", ""IT2a|f100v.17|G006"", ""IT2a|f100v.17|G007"", ""IT2a|f100v.17|G008""]"	"[""chockhey"", ""cholkcheol"", ""qokeol"", ""okol"", ""chol"", ""chotor"", ""chso"", ""solcthy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[chockhey]"", ""[cholkcheol]"", ""[qokeol]"", ""[okol]"", ""[chol]"", ""[chotor]"", ""[chso]"", ""[solcthy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
ASCENT	f100v.17	RF1b	"[""RF1b|f100v.17|G001"", ""RF1b|f100v.17|G002"", ""RF1b|f100v.17|G003"", ""RF1b|f100v.17|G004"", ""RF1b|f100v.17|G005"", ""RF1b|f100v.17|G006"", ""RF1b|f100v.17|G007"", ""RF1b|f100v.17|G008""]"	"[""chocthey"", ""sholkcheol"", ""qokeol"", ""okol"", ""chol"", ""chotor"", ""chso"", ""solcthy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[chocthey]"", ""[sholkcheol]"", ""[qokeol]"", ""[okol]"", ""[chol]"", ""[chotor]"", ""[chso]"", ""[solcthy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
LIGHTNESS	f100v.17	RF1b	"[""RF1b|f100v.17|G001"", ""RF1b|f100v.17|G002"", ""RF1b|f100v.17|G003"", ""RF1b|f100v.17|G004"", ""RF1b|f100v.17|G005"", ""RF1b|f100v.17|G006"", ""RF1b|f100v.17|G007"", ""RF1b|f100v.17|G008""]"	"[""chocthey"", ""sholkcheol"", ""qokeol"", ""okol"", ""chol"", ""chotor"", ""chso"", ""solcthy""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[chocthey]"", ""[sholkcheol]"", ""[qokeol]"", ""[okol]"", ""[chol]"", ""[chotor]"", ""[chso]"", ""[solcthy]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
ASCENT	f100v.18	ZL3b	"[""ZL3b|f100v.18|G001"", ""ZL3b|f100v.18|G002"", ""ZL3b|f100v.18|G003"", ""ZL3b|f100v.18|G004"", ""ZL3b|f100v.18|G005"", ""ZL3b|f100v.18|G006"", ""ZL3b|f100v.18|G007"", ""ZL3b|f100v.18|G008"", ""ZL3b|f100v.18|G009"", ""ZL3b|f100v.18|G010"", ""ZL3b|f100v.18|G011""]"	"[""tachso"", ""s"", ""ol"", ""cheo"", ""cheeor"", ""odaidy"", ""ckhod"", ""sh"", ""chod"", ""qokeol"", ""sal""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tachso]"", ""[s]"", ""[ol]"", ""[cheo]"", ""[cheeor]"", ""[odaidy]"", ""[ckhod]"", ""[sh]"", ""[chod]"", ""[qokeol]"", ""[sal]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
LIGHTNESS	f100v.18	ZL3b	"[""ZL3b|f100v.18|G001"", ""ZL3b|f100v.18|G002"", ""ZL3b|f100v.18|G003"", ""ZL3b|f100v.18|G004"", ""ZL3b|f100v.18|G005"", ""ZL3b|f100v.18|G006"", ""ZL3b|f100v.18|G007"", ""ZL3b|f100v.18|G008"", ""ZL3b|f100v.18|G009"", ""ZL3b|f100v.18|G010"", ""ZL3b|f100v.18|G011""]"	"[""tachso"", ""s"", ""ol"", ""cheo"", ""cheeor"", ""odaidy"", ""ckhod"", ""sh"", ""chod"", ""qokeol"", ""sal""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[tachso]"", ""[s]"", ""[ol]"", ""[cheo]"", ""[cheeor]"", ""[odaidy]"", ""[ckhod]"", ""[sh]"", ""[chod]"", ""[qokeol]"", ""[sal]""]"	C0_CONCRETE_COMPLETION_TRIAL_NOT_WORD_IDENTIFICATION
