shell_id	shell_shape	prefix_channel_id	prefix_stem	prefix_recipe	internal_channel_id	internal_stem	internal_recipe	suffix_channel_id	suffix_stem	suffix_recipe	surface_template	flattened_recipe_trace	literal_working_reading_de	exact_channel_signature	recipe_id	support_rank	support_tier	running_surface_type_count	running_event_count	running_page_count	address_full_formula_count	address_hybrid_shell_count	old_carrier_surface_count
G467-S0011	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C23	aly	AL+Y	otal{NAME_CORE}aly	OT+AL+AL+Y	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · ZIELORT · POSTEN	G466-C01+G466-C23	G468-R1432	118	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0012	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C24	dal	AL	otal{NAME_CORE}dal	OT+AL+AL	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · ZIELORT	G466-C01+G466-C24	G468-R1413	104	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0013	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C25	eey	EE+Y	otal{NAME_CORE}eey	OT+AL+EE+Y	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · GRAD II · POSTEN	G466-C01+G466-C25	G468-R1498	358	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0014	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C26	oin	O+IIN	otal{NAME_CORE}oin	OT+AL+O+IIN	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · AUSFÜHRUNG · STUFE	G466-C01+G466-C26	G468-R1499	105	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0015	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C27	oly	OL+Y	otal{NAME_CORE}oly	OT+AL+OL+Y	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · FORTSETZEN · POSTEN	G466-C01+G466-C27	G468-R1539	120	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0016	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C28	ory	OR+Y	otal{NAME_CORE}ory	OT+AL+OR+Y	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · EINHEIT · POSTEN	G466-C01+G466-C28	G468-R1542	365	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0017	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C29	shy	Y	otal{NAME_CORE}shy	OT+AL+Y	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · POSTEN	G466-C01+G466-C29	G468-R1583	33	RUNNING_EXACT_RECIPE	2	3	3	0	0	2
G467-S0018	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C30	ydy	Y+DY	otal{NAME_CORE}ydy	OT+AL+Y+DY	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · POSTEN · SCHLUSS	G466-C01+G466-C30	G468-R1584	372	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0019	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C31	al	AL	otal{NAME_CORE}al	OT+AL+AL	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · ZIELORT	G466-C01+G466-C31	G468-R1413	104	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0020	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C32	am	AM_ADDR	otal{NAME_CORE}am	OT+AL+AM_ADDR	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · HIER	G466-C01+G466-C32	G468-R1434	55	RUNNING_EXACT_RECIPE	1	1	1	0	0	1
G467-S0021	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C33	ar	AR	otal{NAME_CORE}ar	OT+AL+AR	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · AUSGANG	G466-C01+G466-C33	G468-R1435	346	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0022	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C34	ol	OL	otal{NAME_CORE}ol	OT+AL+OL	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · FORTSETZEN	G466-C01+G466-C34	G468-R1520	362	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0023	PREFIX_CORE_SUFFIX	G466-C01	otal	OT+AL	NONE	NONE	NONE	G466-C35	or	OR	otal{NAME_CORE}or	OT+AL+OR	DANACH · ZIELORT · [OWNER_NAME:NAME_CORE] · EINHEIT	G466-C01+G466-C35	G468-R1541	121	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0024	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C13	olaiin	OL+AIIN	otol{NAME_CORE}olaiin	OT+OL+OL+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · FORTSETZEN · WERT	G466-C02+G466-C13	G468-R1803	109	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0025	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C14	daiin	AIIN	otol{NAME_CORE}daiin	OT+OL+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · WERT	G466-C02+G466-C14	G468-R1672	77	ADDRESS_FULL_FORMULA_ONLY	0	0	0	1	0	1
G467-S0026	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C15	aiin	AIIN	otol{NAME_CORE}aiin	OT+OL+AIIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · WERT	G466-C02+G466-C15	G468-R1672	77	ADDRESS_FULL_FORMULA_ONLY	0	0	0	1	0	1
G467-S0027	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C16	ainy	AIN+Y	otol{NAME_CORE}ainy	OT+OL+AIN+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · ANTEIL · POSTEN	G466-C02+G466-C16	G468-R1674	388	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0028	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C17	alor	AL+OR	otol{NAME_CORE}alor	OT+OL+AL+OR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · ZIELORT · EINHEIT	G466-C02+G466-C17	G468-R1712	122	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0029	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C18	cfhy	CH+LOCAL_CHAR_F+Y	otol{NAME_CORE}cfhy	OT+OL+CH+LOCAL_CHAR_F+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · NEHMEN · HIER · POSTEN	G466-C02+G466-C18	G468-R1738	399	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0030	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C19	cphy	CH+P+Y	otol{NAME_CORE}cphy	OT+OL+CH+P+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · NEHMEN · EINSETZEN · POSTEN	G466-C02+G466-C19	G468-R1739	400	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0031	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C20	cthy	CH+T+Y	otol{NAME_CORE}cthy	OT+OL+CH+T+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · NEHMEN · EINSTELLEN · POSTEN	G466-C02+G466-C20	G468-R1758	124	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0032	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C21	oiin	O+IIN	otol{NAME_CORE}oiin	OT+OL+O+IIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · AUSFÜHRUNG · STUFE	G466-C02+G466-C21	G468-R1781	108	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0033	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C22	ain	AIN	otol{NAME_CORE}ain	OT+OL+AIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · ANTEIL	G466-C02+G466-C22	G468-R1673	387	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0034	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C23	aly	AL+Y	otol{NAME_CORE}aly	OT+OL+AL+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · ZIELORT · POSTEN	G466-C02+G466-C23	G468-R1714	123	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0035	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C24	dal	AL	otol{NAME_CORE}dal	OT+OL+AL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · ZIELORT	G466-C02+G466-C24	G468-R1695	107	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0036	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C25	eey	EE+Y	otol{NAME_CORE}eey	OT+OL+EE+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · GRAD II · POSTEN	G466-C02+G466-C25	G468-R1780	407	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0037	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C26	oin	O+IIN	otol{NAME_CORE}oin	OT+OL+O+IIN	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · AUSFÜHRUNG · STUFE	G466-C02+G466-C26	G468-R1781	108	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0038	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C27	oly	OL+Y	otol{NAME_CORE}oly	OT+OL+OL+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · FORTSETZEN · POSTEN	G466-C02+G466-C27	G468-R1821	125	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0039	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C28	ory	OR+Y	otol{NAME_CORE}ory	OT+OL+OR+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · EINHEIT · POSTEN	G466-C02+G466-C28	G468-R1824	415	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0040	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C29	shy	Y	otol{NAME_CORE}shy	OT+OL+Y	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · POSTEN	G466-C02+G466-C29	G468-R1865	126	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0041	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C30	ydy	Y+DY	otol{NAME_CORE}ydy	OT+OL+Y+DY	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · POSTEN · SCHLUSS	G466-C02+G466-C30	G468-R1866	422	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0042	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C31	al	AL	otol{NAME_CORE}al	OT+OL+AL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · ZIELORT	G466-C02+G466-C31	G468-R1695	107	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0043	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C32	am	AM_ADDR	otol{NAME_CORE}am	OT+OL+AM_ADDR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · HIER	G466-C02+G466-C32	G468-R1716	81	ADDRESS_FULL_FORMULA_ONLY	0	0	0	1	0	1
G467-S0044	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C33	ar	AR	otol{NAME_CORE}ar	OT+OL+AR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · AUSGANG	G466-C02+G466-C33	G468-R1717	395	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0045	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C34	ol	OL	otol{NAME_CORE}ol	OT+OL+OL	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · FORTSETZEN	G466-C02+G466-C34	G468-R1802	411	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0046	PREFIX_CORE_SUFFIX	G466-C02	otol	OT+OL	NONE	NONE	NONE	G466-C35	or	OR	otol{NAME_CORE}or	OT+OL+OR	DANACH · FORTSETZEN · [OWNER_NAME:NAME_CORE] · EINHEIT	G466-C02+G466-C35	G468-R1823	414	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0047	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C13	olaiin	OL+AIIN	kor{NAME_CORE}olaiin	K+OR+OL+AIIN	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · FORTSETZEN · WERT	G466-C03+G466-C13	G468-R0522	112	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0048	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C14	daiin	AIIN	kor{NAME_CORE}daiin	K+OR+AIIN	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · WERT	G466-C03+G466-C14	G468-R0391	188	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0049	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C15	aiin	AIIN	kor{NAME_CORE}aiin	K+OR+AIIN	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · WERT	G466-C03+G466-C15	G468-R0391	188	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0050	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C16	ainy	AIN+Y	kor{NAME_CORE}ainy	K+OR+AIN+Y	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · ANTEIL · POSTEN	G466-C03+G466-C16	G468-R0393	83	ADDRESS_FULL_FORMULA_ONLY	0	0	0	1	0	1
G467-S0051	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C17	alor	AL+OR	kor{NAME_CORE}alor	K+OR+AL+OR	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · ZIELORT · EINHEIT	G466-C03+G466-C17	G468-R0431	196	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0052	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C18	cfhy	CH+LOCAL_CHAR_F+Y	kor{NAME_CORE}cfhy	K+OR+CH+LOCAL_CHAR_F+Y	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · NEHMEN · HIER · POSTEN	G466-C03+G466-C18	G468-R0457	851	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0053	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C19	cphy	CH+P+Y	kor{NAME_CORE}cphy	K+OR+CH+P+Y	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · NEHMEN · EINSETZEN · POSTEN	G466-C03+G466-C19	G468-R0458	852	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0054	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C20	cthy	CH+T+Y	kor{NAME_CORE}cthy	K+OR+CH+T+Y	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · NEHMEN · EINSTELLEN · POSTEN	G466-C03+G466-C20	G468-R0477	204	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0055	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C21	oiin	O+IIN	kor{NAME_CORE}oiin	K+OR+O+IIN	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · AUSFÜHRUNG · STUFE	G466-C03+G466-C21	G468-R0500	208	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0056	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C22	ain	AIN	kor{NAME_CORE}ain	K+OR+AIN	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · ANTEIL	G466-C03+G466-C22	G468-R0392	63	RUNNING_EXACT_RECIPE	1	1	1	0	0	1
G467-S0057	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C23	aly	AL+Y	kor{NAME_CORE}aly	K+OR+AL+Y	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · ZIELORT · POSTEN	G466-C03+G466-C23	G468-R0433	197	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0058	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C24	dal	AL	kor{NAME_CORE}dal	K+OR+AL	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · ZIELORT	G466-C03+G466-C24	G468-R0414	192	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0059	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C25	eey	EE+Y	kor{NAME_CORE}eey	K+OR+EE+Y	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · GRAD II · POSTEN	G466-C03+G466-C25	G468-R0499	886	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0060	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C26	oin	O+IIN	kor{NAME_CORE}oin	K+OR+O+IIN	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · AUSFÜHRUNG · STUFE	G466-C03+G466-C26	G468-R0500	208	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0061	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C27	oly	OL+Y	kor{NAME_CORE}oly	K+OR+OL+Y	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · FORTSETZEN · POSTEN	G466-C03+G466-C27	G468-R0540	214	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0062	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C28	ory	OR+Y	kor{NAME_CORE}ory	K+OR+OR+Y	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · EINHEIT · POSTEN	G466-C03+G466-C28	G468-R0543	922	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0063	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C29	shy	Y	kor{NAME_CORE}shy	K+OR+Y	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · POSTEN	G466-C03+G466-C29	G468-R0584	957	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0064	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C30	ydy	Y+DY	kor{NAME_CORE}ydy	K+OR+Y+DY	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · POSTEN · SCHLUSS	G466-C03+G466-C30	G468-R0585	958	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0065	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C31	al	AL	kor{NAME_CORE}al	K+OR+AL	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · ZIELORT	G466-C03+G466-C31	G468-R0414	192	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0066	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C32	am	AM_ADDR	kor{NAME_CORE}am	K+OR+AM_ADDR	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · HIER	G466-C03+G466-C32	G468-R0435	832	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0067	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C33	ar	AR	kor{NAME_CORE}ar	K+OR+AR	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · AUSGANG	G466-C03+G466-C33	G468-R0436	833	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0068	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C34	ol	OL	kor{NAME_CORE}ol	K+OR+OL	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · FORTSETZEN	G466-C03+G466-C34	G468-R0521	904	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0069	PREFIX_CORE_SUFFIX	G466-C03	kor	K+OR	NONE	NONE	NONE	G466-C35	or	OR	kor{NAME_CORE}or	K+OR+OR	GEBEN · EINHEIT · [OWNER_NAME:NAME_CORE] · EINHEIT	G466-C03+G466-C35	G468-R0542	921	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0070	PREFIX_CORE_SUFFIX	G466-C04	yky	Y+K+Y	NONE	NONE	NONE	G466-C13	olaiin	OL+AIIN	yky{NAME_CORE}olaiin	Y+K+Y+OL+AIIN	POSTEN · GEBEN · POSTEN · [OWNER_NAME:NAME_CORE] · FORTSETZEN · WERT	G466-C04+G466-C13	G468-R2237	128	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0071	PREFIX_CORE_SUFFIX	G466-C04	yky	Y+K+Y	NONE	NONE	NONE	G466-C14	daiin	AIIN	yky{NAME_CORE}daiin	Y+K+Y+AIIN	POSTEN · GEBEN · POSTEN · [OWNER_NAME:NAME_CORE] · WERT	G466-C04+G466-C14	G468-R2106	456	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0072	PREFIX_CORE_SUFFIX	G466-C04	yky	Y+K+Y	NONE	NONE	NONE	G466-C15	aiin	AIIN	yky{NAME_CORE}aiin	Y+K+Y+AIIN	POSTEN · GEBEN · POSTEN · [OWNER_NAME:NAME_CORE] · WERT	G466-C04+G466-C15	G468-R2106	456	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0073	PREFIX_CORE_SUFFIX	G466-C04	yky	Y+K+Y	NONE	NONE	NONE	G466-C16	ainy	AIN+Y	yky{NAME_CORE}ainy	Y+K+Y+AIN+Y	POSTEN · GEBEN · POSTEN · [OWNER_NAME:NAME_CORE] · ANTEIL · POSTEN	G466-C04+G466-C16	G468-R2108	2141	COMPOSITION_ONLY	0	0	0	0	0	0
G467-S0074	PREFIX_CORE_SUFFIX	G466-C04	yky	Y+K+Y	NONE	NONE	NONE	G466-C17	alor	AL+OR	yky{NAME_CORE}alor	Y+K+Y+AL+OR	POSTEN · GEBEN · POSTEN · [OWNER_NAME:NAME_CORE] · ZIELORT · EINHEIT	G466-C04+G466-C17	G468-R2146	464	COMPOSITION_ONLY	0	0	0	0	0	0
