source_id	page	section	unit	statement_position	identity	surface	renderer_body	wrapper	house_surface	identity_position_surface	page_position_surface	house_match	identity_position_match	page_position_match	meaning_change_if_house_surface_used
E181	f82r	BIOLOGICAL	B2-S005	MIDDLE	PROC038	qokaiin	okaiin	q	qokaiin	qokaiin	qokaiin	YES	YES	YES	NO
E186	f82r	BIOLOGICAL	B2-S006	FIRST	PROC048	qokal	okal	q	qokal	qokal	qokal	YES	YES	YES	NO
E188	f82r	BIOLOGICAL	B2-S006	LAST	PROC008	qoky	oky	q	qoky	qoky	qoky	YES	YES	YES	NO
E190	f82r	BIOLOGICAL	B2-S008	FIRST	PROC112	sotaiin	otaiin	s	otaiin	sotaiin	sotaiin	NO	YES	YES	NO
E192	f82r	BIOLOGICAL	B2-S008	LAST	PROC078	shedy	edy	sh	shedy	shedy	shedy	YES	YES	YES	NO
E194	f82r	BIOLOGICAL	B2-S010	FIRST	PROC092	qokeey	okeey	q	qokeey	qokeey	qokeey	YES	YES	YES	NO
E195	f82r	BIOLOGICAL	B2-S010	MIDDLE	PROC008	qoky	oky	q	qoky	choky	qoky	YES	NO	YES	NO
E197	f82r	BIOLOGICAL	B2-S010	LAST	PROC031	cheey	ey	che	cheey	cheey	cheey	YES	YES	YES	NO
E198	f82r	BIOLOGICAL	B2-S011	FIRST	PROC080	okain	okain	BARE	qokain	qokain	okain	NO	NO	YES	NO
E199	f82r	BIOLOGICAL	B2-S011	MIDDLE	PROC003	char	ar	ch	char	char	char	YES	YES	YES	NO
E200	f82r	BIOLOGICAL	B2-S011	MIDDLE	PROC080	okain	okain	BARE	qokain	okain	okain	NO	YES	YES	NO
E203	f82r	BIOLOGICAL	B2-S012	FIRST	PROC031	cheey	ey	che	cheey	cheey	cheey	YES	YES	YES	NO
E204	f82r	BIOLOGICAL	B2-S012	MIDDLE	PROC117	qcthey	cthey	q	qcthey	qcthey	qcthey	YES	YES	YES	NO
E205	f82r	BIOLOGICAL	B2-S012	MIDDLE	PROC092	qokeey	okeey	q	qokeey	qokeey	qokeey	YES	YES	YES	NO
E207	f82r	BIOLOGICAL	B2-S012	MIDDLE	PROC009	daiin	aiin	d	daiin	daiin	aiin	YES	YES	NO	NO
E208	f82r	BIOLOGICAL	B2-S012	LAST	PROC019	chey	y	che	chey	chey	chey	YES	YES	YES	NO
E214	f82r	BIOLOGICAL	B2-S016	FIRST	PROC055	cheal	al	che	dal	cheal	cheal	NO	YES	YES	NO
E217	f82r	BIOLOGICAL	B2-S016	MIDDLE	PROC009	aiin	aiin	BARE	daiin	daiin	aiin	NO	NO	YES	NO
E219	f82r	BIOLOGICAL	B2-S016	MIDDLE	PROC038	qokaiin	okaiin	q	qokaiin	qokaiin	qokaiin	YES	YES	YES	NO
E220	f82r	BIOLOGICAL	B2-S016	LAST	PROC085	okey	okey	BARE	okey	okey	okey	YES	YES	YES	NO
E229	f83r	BIOLOGICAL	B3-S001	ONLY	PROC098	olkeedy	olkeedy	BARE	olkeedy	olkeedy	olkeedy	YES	YES	YES	NO
E230	f83r	BIOLOGICAL	B3-S002	ONLY	PROC131	qotal	otal	q	qotal	qotal	qotal	YES	YES	YES	NO
E232	f83r	BIOLOGICAL	B3-S003	FIRST	PROC019	chey	y	che	chey	chey	chey	YES	YES	YES	NO
E233	f83r	BIOLOGICAL	B3-S003	MIDDLE	PROC009	daiin	aiin	d	daiin	daiin	daiin	YES	YES	YES	NO
E234	f83r	BIOLOGICAL	B3-S003	MIDDLE	PROC019	chey	y	che	chey	chey	chey	YES	YES	YES	NO
E236	f83r	BIOLOGICAL	B3-S004	FIRST	PROC038	qokaiin	okaiin	q	qokaiin	qokaiin	qokaiin	YES	YES	YES	NO
E237	f83r	BIOLOGICAL	B3-S004	MIDDLE	PROC131	qotal	otal	q	qotal	otal	otal	YES	NO	NO	NO
E238	f83r	BIOLOGICAL	B3-S004	LAST	PROC003	dar	ar	d	char	dar	dar	NO	YES	YES	NO
E239	f83r	BIOLOGICAL	B3-S005	ONLY	PROC076	schedy	chedy	s	schedy	dchedy	schedy	YES	NO	YES	NO
E241	f83r	BIOLOGICAL	B3-S006	FIRST	PROC048	qokal	okal	q	qokal	qokal	qokal	YES	YES	YES	NO
E242	f83r	BIOLOGICAL	B3-S006	LAST	PROC079	olchedy	olchedy	BARE	qolchedy	olchedy	olchedy	NO	YES	YES	NO
E243	f83r	BIOLOGICAL	B3-S007	FIRST	PROC038	qokaiin	okaiin	q	qokaiin	qokaiin	qokaiin	YES	YES	YES	NO
E244	f83r	BIOLOGICAL	B3-S007	MIDDLE	PROC042	chedy	dy	che	chedy	chedy	chedy	YES	YES	YES	NO
E247	f83r	BIOLOGICAL	B3-S009	ONLY	PROC008	qoky	oky	q	qoky	qoky	qoky	YES	YES	YES	NO
E251	f83r	BIOLOGICAL	B3-S011	FIRST	PROC008	qoky	oky	q	qoky	qoky	qoky	YES	YES	YES	NO
E252	f83r	BIOLOGICAL	B3-S011	LAST	PROC042	chedy	dy	che	chedy	chedy	chedy	YES	YES	YES	NO
E254	f83r	BIOLOGICAL	B3-S012	FIRST	PROC016	sor	or	s	or	or	or	NO	NO	NO	NO
E255	f83r	BIOLOGICAL	B3-S012	LAST	PROC078	shedy	edy	sh	shedy	shedy	shedy	YES	YES	YES	NO
E256	f83r	BIOLOGICAL	B3-S013	FIRST	PROC038	qokaiin	okaiin	q	qokaiin	qokaiin	qokaiin	YES	YES	YES	NO
E257	f83r	BIOLOGICAL	B3-S013	MIDDLE	PROC069	chkain	kain	ch	kain	kain	chkain	NO	NO	YES	NO
E258	f83r	BIOLOGICAL	B3-S013	MIDDLE	PROC117	shcthey	cthey	sh	qcthey	qcthey	shcthey	NO	NO	YES	NO
E264	f83r	BIOLOGICAL	B3-S016	ONLY	PROC091	qokchedy	okchedy	q	okchedy	okchedy	qokchedy	NO	NO	YES	NO
E266	f83r	BIOLOGICAL	B3-S018	ONLY	PROC078	shedy	edy	sh	shedy	shedy	shedy	YES	YES	YES	NO
E268	f83r	BIOLOGICAL	B3-S020	FIRST	PROC055	dal	al	d	dal	cheal	dal	YES	NO	YES	NO
E270	f83r	BIOLOGICAL	B3-S021	FIRST	PROC038	qokaiin	okaiin	q	qokaiin	qokaiin	qokaiin	YES	YES	YES	NO
E271	f83r	BIOLOGICAL	B3-S021	MIDDLE	PROC014	shcthy	cthy	sh	checthy	checthy	checthy	NO	NO	NO	NO
E272	f83r	BIOLOGICAL	B3-S021	MIDDLE	PROC055	dal	al	d	dal	dal	dal	YES	YES	YES	NO
E273	f83r	BIOLOGICAL	B3-S021	MIDDLE	PROC019	sy	y	s	chey	chey	chey	NO	NO	NO	NO
E274	f83r	BIOLOGICAL	B3-S021	MIDDLE	PROC009	saiin	aiin	s	daiin	daiin	daiin	NO	NO	NO	NO
E277	f83r	BIOLOGICAL	B3-S021	MIDDLE	PROC019	chey	y	che	chey	chey	chey	YES	YES	YES	NO
E278	f83r	BIOLOGICAL	B3-S021	MIDDLE	PROC055	tal	al	t	dal	dal	dal	NO	NO	NO	NO
E279	f83r	BIOLOGICAL	B3-S021	LAST	PROC014	shcthy	cthy	sh	checthy	cthy	shcthy	NO	NO	YES	NO
E283	f83r	BIOLOGICAL	B3-S024	ONLY	PROC076	tchedy	chedy	t	schedy	dchedy	schedy	NO	NO	NO	NO
E287	f83r	BIOLOGICAL	B3-S026	FIRST	PROC042	chedy	dy	che	chedy	chedy	chedy	YES	YES	YES	NO
E288	f83r	BIOLOGICAL	B3-S026	MIDDLE	PROC080	qokain	okain	q	qokain	okain	okain	YES	NO	NO	NO
E289	f83r	BIOLOGICAL	B3-S026	MIDDLE	PROC014	checthy	cthy	che	checthy	checthy	checthy	YES	YES	YES	NO
E291	f83r	BIOLOGICAL	B3-S026	LAST	PROC098	solkeedy	olkeedy	s	olkeedy	olkeedy	solkeedy	NO	NO	YES	NO
E293	f83r	BIOLOGICAL	B3-S028	FIRST	PROC092	qokeey	okeey	q	qokeey	qokeey	qokeey	YES	YES	YES	NO
E295	f83r	BIOLOGICAL	B3-S029	FIRST	PROC013	sol	ol	s	ol	chol	ol	NO	NO	NO	NO
E298	f83r	BIOLOGICAL	B3-S030	FIRST	PROC008	qoky	oky	q	qoky	qoky	qoky	YES	YES	YES	NO
E299	f83r	BIOLOGICAL	B3-S030	LAST	PROC009	saiin	aiin	s	daiin	daiin	saiin	NO	NO	YES	NO
E304	f83r	BIOLOGICAL	B3-S032	FIRST	PROC042	chedy	dy	che	chedy	chedy	chedy	YES	YES	YES	NO
E306	f83r	BIOLOGICAL	B3-S032	LAST	PROC112	otaiin	otaiin	BARE	otaiin	otaiin	otaiin	YES	YES	YES	NO
E309	f83r	BIOLOGICAL	B3-S034	FIRST	PROC097	soiiin	oiiin	s	oiiin	oiiin	soiiin	NO	NO	YES	NO
E310	f83r	BIOLOGICAL	B3-S034	MIDDLE	PROC014	checthy	cthy	che	checthy	checthy	checthy	YES	YES	YES	NO
E311	f83r	BIOLOGICAL	B3-S034	MIDDLE	PROC004	chety	ty	che	chety	chety	chety	YES	YES	YES	NO
E312	f83r	BIOLOGICAL	B3-S034	MIDDLE	PROC112	otaiin	otaiin	BARE	otaiin	otaiin	otaiin	YES	YES	YES	NO
E314	f83r	BIOLOGICAL	B3-S034	LAST	PROC078	shedy	edy	sh	shedy	shedy	shedy	YES	YES	YES	NO
E317	f83r	BIOLOGICAL	B4-S002	FIRST	PROC092	qokeey	okeey	q	qokeey	qokeey	qokeey	YES	YES	YES	NO
E319	f83r	BIOLOGICAL	B4-S003	FIRST	PROC042	chedy	dy	che	chedy	chedy	chedy	YES	YES	YES	NO
E320	f83r	BIOLOGICAL	B4-S003	MIDDLE	PROC131	otal	otal	BARE	qotal	otal	otal	NO	YES	YES	NO
E322	f83r	BIOLOGICAL	B4-S003	MIDDLE	PROC092	qokeey	okeey	q	qokeey	qokeey	qokeey	YES	YES	YES	NO
E323	f83r	BIOLOGICAL	B4-S003	MIDDLE	PROC008	qoky	oky	q	qoky	choky	qoky	YES	NO	YES	NO
E324	f83r	BIOLOGICAL	B4-S003	MIDDLE	PROC013	tol	ol	t	ol	ol	cheol	NO	NO	NO	NO
E325	f83r	BIOLOGICAL	B4-S003	LAST	PROC078	shedy	edy	sh	shedy	shedy	shedy	YES	YES	YES	NO
E328	f83r	BIOLOGICAL	B4-S005	MIDDLE	PROC042	chedy	dy	che	chedy	chedy	chedy	YES	YES	YES	NO
E332	f83r	BIOLOGICAL	B4-S008	FIRST	PROC009	saiin	aiin	s	daiin	saiin	saiin	NO	YES	YES	NO
E336	f83r	BIOLOGICAL	B4-S009	ONLY	PROC078	shedy	edy	sh	shedy	shedy	shedy	YES	YES	YES	NO
E338	f83r	BIOLOGICAL	B4-S011	FIRST	PROC009	saiin	aiin	s	daiin	saiin	saiin	NO	YES	YES	NO
E341	f83r	BIOLOGICAL	B4-S011	MIDDLE	PROC080	okain	okain	BARE	qokain	okain	okain	NO	YES	YES	NO
E342	f83r	BIOLOGICAL	B4-S011	MIDDLE	PROC042	chdy	dy	ch	chedy	chedy	chedy	NO	NO	NO	NO
E343	f83r	BIOLOGICAL	B4-S011	LAST	PROC013	sol	ol	s	ol	qol	sol	NO	NO	YES	NO
E347	f83r	BIOLOGICAL	B4-S013	ONLY	PROC078	shedy	edy	sh	shedy	shedy	shedy	YES	YES	YES	NO
E348	f83r	BIOLOGICAL	B4-S014	FIRST	PROC016	or	or	BARE	or	or	or	YES	YES	YES	NO
E349	f83r	BIOLOGICAL	B4-S014	LAST	PROC019	chey	y	che	chey	chey	chey	YES	YES	YES	NO
E352	f83r	BIOLOGICAL	B4-S015	FIRST	PROC080	qokain	okain	q	qokain	qokain	qokain	YES	YES	YES	NO
E353	f83r	BIOLOGICAL	B4-S015	MIDDLE	PROC031	shey	ey	sh	cheey	shey	shey	NO	YES	YES	NO
E354	f83r	BIOLOGICAL	B4-S015	MIDDLE	PROC069	kain	kain	BARE	kain	kain	chkain	YES	YES	NO	NO
E358	f83r	BIOLOGICAL	B4-S016	FIRST	PROC070	qolkain	olkain	q	olkain	qolkain	qolkain	NO	YES	YES	NO
E359	f83r	BIOLOGICAL	B4-S016	MIDDLE	PROC055	dal	al	d	dal	dal	dal	YES	YES	YES	NO
E361	f83r	BIOLOGICAL	B4-S016	LAST	PROC078	shedy	edy	sh	shedy	shedy	shedy	YES	YES	YES	NO
E365	f83r	BIOLOGICAL	B5-S003	MIDDLE	PROC055	dal	al	d	dal	dal	dal	YES	YES	YES	NO
E366	f83r	BIOLOGICAL	B5-S003	MIDDLE	PROC013	cheol	ol	che	ol	ol	cheol	NO	NO	YES	NO
E369	f83r	BIOLOGICAL	B5-S003	MIDDLE	PROC009	aiin	aiin	BARE	daiin	daiin	daiin	NO	NO	NO	NO
E370	f83r	BIOLOGICAL	B5-S003	MIDDLE	PROC013	sol	ol	s	ol	ol	cheol	NO	NO	NO	NO
E372	f83r	BIOLOGICAL	B5-S003	LAST	PROC042	chedy	dy	che	chedy	chedy	chedy	YES	YES	YES	NO
E376	f83r	BIOLOGICAL	B6-S001	FIRST	PROC013	ol	ol	BARE	ol	chol	ol	YES	NO	YES	NO
E377	f83r	BIOLOGICAL	B6-S001	MIDDLE	PROC009	daiin	aiin	d	daiin	daiin	daiin	YES	YES	YES	NO
E378	f83r	BIOLOGICAL	B6-S001	MIDDLE	PROC013	ol	ol	BARE	ol	ol	cheol	YES	YES	NO	NO
E380	f83r	BIOLOGICAL	B6-S001	LAST	PROC019	chey	y	che	chey	chey	chey	YES	YES	YES	NO
