learned_card_id	component_recipe	workshop_learned_value_de	image_register_value_de	surface_variants	surface_variant_count	events	physical_pages	registers	learning_rule_de
P942-K19	D_ADDR+AR	AUS DEM BEZEICHNETEN TEIL	Unterplatz; Quell- oder Bezugsstelle	dar	1	21	f10r|f13r|f67r2|f69v|f70v|f75r|f81v|f82r|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K20	OK+AR	AUS DER QUELLE ANSETZEN	Bildplatz aktivieren; Quell- oder Bezugsstelle	okar|qokar	2	21	f55v|f56r|f67r2|f69v|f75r|f81v|f82r	BIOLOGICAL|HERBAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K21	SH+EE+Y	LAENGER HALTEN	Bezug festhalten; zweiter Grad; dieser Bildplatz	cheey|sheey	2	21	f68r1|f69v|f70v|f75r|f81v|f82r|f83r|f88r	BIOLOGICAL|PHARMA|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K22	L+CHD+DY	WEITER UMSETZEN; ENDE	Bildverbindung; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	lchedy	1	20	f75r|f81v|f82r|f83r	BIOLOGICAL	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K23	OR	DER ANSATZ	Eintragsklasse	or|qor	2	20	f10r|f55v|f67r2|f75r|f81v|f82r|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K24	OT+AR	DANACH AUS DER QUELLE	nächster Bildplatz; Quell- oder Bezugsstelle	otar|qotar	2	19	f10r|f55v|f67r2|f70v|f75r|f81v|f83r	BIOLOGICAL|HERBAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K25	OK+E+Y	KURZ ANSETZEN	Bildplatz aktivieren; erster Grad; dieser Bildplatz	qokey|okey	2	15	f67r2|f69v|f70v|f75r|f81v|f82r|f83r	BIOLOGICAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K26	OL+DY	DAMIT FORTFAHREN; ENDE	dieselbe Reihe fortführen; Bildeintrag schließen	oldy|qoldy	2	14	f13r|f55v|f67r2|f75r|f81v|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K27	CHEO+L	DEN AUSZUG WEITERFUEHREN	lokaler Eintrag; Bildverbindung	cheol	1	13	f81v|f82r|f83r|f88r	BIOLOGICAL|PHARMA	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K28	CKH+Y	DURCH DEN DURCHLASS FUEHREN	Verbindung oder Durchlass; dieser Bildplatz	chckhy|ckhy|qckhsy	3	13	f10r|f13r|f55v|f75r|f81v|f82r	BIOLOGICAL|HERBAL	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K29	OT+E+DY	NAECHSTEN SCHRITT KURZ; ENDE	nächster Bildplatz; erster Grad; Bildeintrag schließen	otedy|qotedy	2	13	f75r|f81v|f82r|f83r	BIOLOGICAL	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K30	OT+EE+DY	NAECHSTEN SCHRITT LAENGER; ENDE	nächster Bildplatz; zweiter Grad; Bildeintrag schließen	qoteedy|oteedy	2	11	f70v|f75r|f82r|f83r	BIOLOGICAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K31	OT+EE+Y	NAECHSTEN POSTEN LAENGER HALTEN	nächster Bildplatz; zweiter Grad; dieser Bildplatz	oteey|qoteey	2	11	f69v|f70v|f75r|f82r	BIOLOGICAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K32	S+AR	QUELLE WAEHLEN	Bildklasse auswählen; Quell- oder Bezugsstelle	sar	1	11	f55v|f69v|f75r|f81v|f82r|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K33	AM_ADDR	AN DER INNENSTELLE	Innenplatz	am	1	10	f10r|f55v|f67r2|f70v|f75r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K34	CTH+Y	BIS BEREIT FUEHREN	Bereitschaftsklasse; dieser Bildplatz	cthy|checthy	2	10	f10r|f11r|f56r|f75r|f83r	BIOLOGICAL|HERBAL	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K35	O	ARBEITSGANG AUSFUEHREN	Reihe aufrufen	o|qo	2	10	f10r|f56r|f69v|f70v|f75r|f83r	BIOLOGICAL|HERBAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K36	OT+OR	DER NAECHSTE ANSATZ	nächster Bildplatz; Eintragsklasse	otor|qotor	2	10	f10r|f68r1|f70v|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K37	R	ZUSTAND MARKIEREN	Zustandsmarke	r	1	10	f56r|f67r2|f75r|f81v|f82r|f83r	BIOLOGICAL|HERBAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K38	S+AIIN	SOLLWERT WAEHLEN	Bildklasse auswählen; verzeichneter Sollwert	saiin|saii	2	10	f67r2|f70v|f75r|f81v|f83r|f88r	BIOLOGICAL|PHARMA|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K39	CH+OR	VOM ANSATZ ENTNEHMEN	Klasse oder Figur kennzeichnen; Eintragsklasse	chor	1	9	f10r|f13r|f56r|f88r	HERBAL|PHARMA	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K40	S+AIN	EINHEIT WAEHLEN	Bildklasse auswählen; Einheit oder Index	sain	1	9	f67r2|f75r|f82r|f83r	BIOLOGICAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K41	CHK+E+Y	KURZ BEHANDELN	Behandlungsklasse; erster Grad; dieser Bildplatz	cheky|chekey	2	7	f55v|f70v|f75r|f81v|f83r	BIOLOGICAL|HERBAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K42	D_ADDR	DER BEZEICHNETE TEIL	Unterplatz	d	1	7	f11r|f13r|f56r|f69v|f82r	BIOLOGICAL|HERBAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K43	S+AL	ZIELSTELLE WAEHLEN	Bildklasse auswählen; Zielplatz	sal	1	7	f67r2|f70v|f75r|f81v|f82r	BIOLOGICAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K44	SH+EE+DY	LAENGER HALTEN; ENDE	Bezug festhalten; zweiter Grad; Bildeintrag schließen	sheedy	1	7	f75r|f81v|f82r|f83r	BIOLOGICAL	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K45	SH+OL	WEITER HALTEN	Bezug festhalten; dieselbe Reihe fortführen	shol	1	7	f13r|f56r|f70v|f81v|f83r	BIOLOGICAL|HERBAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K46	CHEO+R	AUSZUG MARKIEREN	lokaler Eintrag; Zustandsmarke	cheor	1	6	f68r1|f69v|f82r|f88r	BIOLOGICAL|PHARMA|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P942-K47	HO	SICHTBARER TEIL	Teil oder Mitglied der Bildklasse	cho	1	6	f55v|f56r|f67r2|f69v|f70v	HERBAL|ZODIAC	Eine Bedeutung als Ganzkarte lernen; q/s/ch/d-Varianten werden über dieselbe Komponentenfolge erkannt.
P949-K48	OK+OL	ANSETZEN UND WEITERFÜHREN	Bildgang aktivieren und fortsetzen	qokol|okol|chokchol|chokol|okchol|qokchol	6	14	f10r|f11r|f56r|f67r2|f83r|f88r	BIOLOGICAL|HERBAL|PHARMA|ZODIAC	Als Ganzkarte lernen: 13 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K49	OL+Y	MIT DIESEM POSTEN WEITER	diesem Bildplatz weiter folgen	oly|olchey|choly|qoly|qolchey	5	14	f56r|f67r2|f69v|f70v|f75r|f81v|f82r|f83r	BIOLOGICAL|HERBAL|ZODIAC	Als Ganzkarte lernen: 12 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K50	OK+CHD+DY	ANSETZEN, UMSETZEN; ENDE	Bildgang beginnen, Platz wechseln, schließen	qokchdy|okchdy|okchedy	3	8	f68r1|f75r|f81v|f83r	BIOLOGICAL|ZODIAC	Als Ganzkarte lernen: 7 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K51	OL+CHD+DY	WEITER UMSETZEN; ENDE	Folgeplatz wechseln und Eintrag schließen	olchedy|qolchedy	2	7	f75r|f81v|f82r|f83r	BIOLOGICAL	Als Ganzkarte lernen: 7 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K52	OT+AL	ZUR NÄCHSTEN STELLE	nächster Zielplatz	otal|qotal	2	11	f70v|f82r|f83r	BIOLOGICAL|ZODIAC	Als Ganzkarte lernen: 7 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K53	D_ADDR+OL	DEN BEZEICHNETEN TEIL WEITERFÜHREN	Unterplatz der Folge	dol|dchol	2	6	f11r|f13r|f81v|f82r|f88r	BIOLOGICAL|HERBAL|PHARMA	Als Ganzkarte lernen: 6 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K54	LSH+E+DY	KURZ SPÜLEN; ENDE	lokalen Prüfweg kurz ausführen und schließen	lshedy	1	6	f75r|f81v|f82r|f83r	BIOLOGICAL	Als Ganzkarte lernen: 6 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K55	SH+E+DY	KURZ HALTEN; ENDE	Bezug kurz halten und schließen	dshedy	1	6	f75r|f81v|f82r	BIOLOGICAL	Als Ganzkarte lernen: 6 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K56	SH+E+OL	KURZ HALTEN UND WEITERFÜHREN	Bezug kurz halten und fortsetzen	sheol|dsheol	2	6	f75r|f81v|f82r|f83r|f88r	BIOLOGICAL|PHARMA	Als Ganzkarte lernen: 6 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K57	CHK+EE+Y	DIESEN POSTEN LÄNGER BEHANDELN	diesen Eintrag länger behandeln	cheeky|chkeey	2	5	f55v|f75r|f81v|f82r|f83r	BIOLOGICAL|HERBAL	Als Ganzkarte lernen: 5 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K58	D_ADDR+OR	BEZEICHNETER TEILANSATZ	untergeordnete Reihe	dor	1	5	f11r|f13r|f75r|f83r	BIOLOGICAL|HERBAL	Als Ganzkarte lernen: 5 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K59	K+AR	VON DER ENTNAHMESTELLE ZUGEBEN	Wert am Quellplatz zuordnen	kar|skar	2	5	f55v|f75r|f81v|f83r	BIOLOGICAL|HERBAL	Als Ganzkarte lernen: 5 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K60	K+OL	WEITER ZUGEBEN	Wert in der Folgereihe zuordnen	kchol|kol	2	5	f11r|f13r|f56r|f75r	BIOLOGICAL|HERBAL	Als Ganzkarte lernen: 5 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K61	S+OR	ZUBEREITUNGSVARIANTE	Reihenklasse	sor	1	5	f10r|f67r2|f75r|f83r	BIOLOGICAL|HERBAL|ZODIAC	Als Ganzkarte lernen: 5 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K62	SOLK+EE+DY	LÄNGER AUFFANGEN; ENDE	Sammelplatz länger halten und schließen	olkeedy	1	5	f75r|f81v|f83r	BIOLOGICAL	Als Ganzkarte lernen: 5 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
P949-K63	SOLK+EE+Y	DIESEN POSTEN LÄNGER AUFFANGEN	diesen Sammelplatz länger halten	olkeey|solkeey	2	5	f75r|f81v|f83r|f88r	BIOLOGICAL|PHARMA	Als Ganzkarte lernen: 5 bisher einzeln zusammengesetzte Belege auf mehreren Seiten verwenden dieselbe Formel.
