global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	action_chain	reduction_status	repair_rules	imperative_clause_de
G407-E1728	G407-S141	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chcthedy	CH+CH+T+E+DY	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsanteil [wie zuvor], entnimm den Stationsanteil [wie zuvor] und stelle den Stationsanteil [wie zuvor] ein; auf Grad I; schließe den Schritt.
G407-E3407	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	chcthey	CH+CH+T+E+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; auf Grad I.
G407-E3803	G407-S648	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chcthol	CH+CH+T+OL	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Weiter nimm die Ansatzeinheit [wie zuvor], nimm die Ansatzeinheit [wie zuvor] und stelle die Ansatzeinheit [wie zuvor] ein.
G407-E0246	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.
G407-E0561	G407-S027	f18r	HERBAL	große abgebildete Blütenpflanze	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.
G407-E0650	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.
G407-E1474	G407-S087	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E1495	G407-S094	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E2172	G407-S263	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E2178	G407-S263	f76r	BIOLOGICAL	unbebilderter Textabschnitt A8	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E2546	G407-S361	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E2741	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E2762	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E2901	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E2965	G407-S447	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.
G407-E4576	G407-S715	f95v	HERBAL	F95V_WHOLE_PLANT	chcthy	CH+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein.
G407-E4486	G407-S697	f95v	HERBAL	F95V_WHOLE_PLANT	chcthykedy	CH+CH+T+Y+K+E+DY	CH+CH+T+K	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	VISIBLE_SLOT_BOUNDARY_SPLITS_CHAIN	Nimm den Pflanzenposten, nimm den Pflanzenposten, stelle den Pflanzenposten ein und gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.
G407-E2385	G407-S309	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	checkhey	CH+E+CH+K+E+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I und auf Grad I.
G407-E3261	G407-S510	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	checkho	CH+E+CH+K+O	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I und als Ausführung.
G407-E1328	G407-S073	f72r	CELESTIAL	Tierkreis-Ringgruppe G	chekackhy	CH+E+CH+K+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Positionsposten auf, nimm den Positionsposten auf und ordne den Positionsposten zu; auf Grad I.
G407-E1499	G407-S095	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	checkhy	CH+E+CH+K+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E1982	G407-S223	f76r	BIOLOGICAL	unbebilderter Textabschnitt A4	checkhy	CH+E+CH+K+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E2602	G407-S374	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	checkhy	CH+E+CH+K+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E3010	G407-S454	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	checkhy	CH+E+CH+K+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E3494	G407-S566	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	checkhy	CH+E+CH+K+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.
G407-E4052	G407-S664	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	checkhy	CH+E+CH+K+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I.
G407-E3528	G407-S576	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	checphedy	CH+E+CH+P+E+DY	CH+CH+P	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm die Stationseinheit [wie zuvor], entnimm die Stationseinheit [wie zuvor] und setze die Stationseinheit [wie zuvor] ein; auf Grad I und auf Grad I; schließe den Schritt.
G407-E4013	G407-S660	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	cheockhy	CH+E+O+CH+K+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I und als Ausführung.
G407-E4055	G407-S664	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	cheockhy	CH+E+O+CH+K+Y	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I und als Ausführung.
G407-E4146	G407-S672	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe C	cheocphy	CH+E+O+CH+P+Y	CH+CH+P	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Drogenposten, nimm den Drogenposten und setze den Drogenposten ein; auf Grad I und als Ausführung.
G407-E1044	G407-S054	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	CH+K+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm die Positionseinheit und den Positionsposten auf, ordne die Positionseinheit und den Positionsposten zu und nimm die Positionseinheit und den Positionsposten auf; auf Grad I, als Ausführung und auf Grad I.
G407-E3922	G407-S652	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chetchy	CH+E+T+CH+Y	CH+T+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Drogenposten, stelle den Drogenposten ein und nimm den Drogenposten; auf Grad I.
G407-E2796	G407-S408	f81r	BIOLOGICAL	F81R_UPPER_POOL	chetyry	CH+E+T+Y+R+Y	CH+T+R	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	R_POSITIONAL_TOPOLOGY_NOT_ORDINARY_PAIR	Entnimm den Stationsposten [außen] und den Stationsposten [innen], stelle den Stationsposten [außen] und den Stationsposten [innen] ein und markiere den Stationsposten [außen] und den Stationsposten [innen]; auf Grad I.
G407-E0847	G407-S039	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	cheeckhody	CH+EE+CH+K+O+DY	CH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Pflanzenposten [wie zuvor], nimm den Pflanzenposten [wie zuvor] und gib den Pflanzenposten [wie zuvor] zu; auf Grad II und als Ausführung; schließe den Schritt.
G407-E1058	G407-S054	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	CH+K+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Weiter nimm den Positionsposten [außen] und den Positionsposten [innen] auf, ordne den Positionsposten [außen] und den Positionsposten [innen] zu, nimm den Positionsposten [außen] und den Positionsposten [innen] auf und ordne den Positionsposten [außen] und den Positionsposten [innen] zu.
G407-E1131	G407-S059	f71v	CELESTIAL	dritte lokale Ringgruppe	cheekaiin	CH+K+EE+K+AIIN	CH+K+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Positionswert auf, ordne den Positionswert zu und ordne den Positionswert zu; auf Grad II.
G407-E0144	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ckhyds	CH+K+Y+D_ADDR+S	CH+K+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den laufenden Eintrag, ordne den laufenden Eintrag zu und wähle den laufenden Eintrag; an der bezeichneten Stelle.
G407-E2697	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chlchpsheey	CH+L+CH+P+SH+EE+Y	CH+CH+P+SH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, entnimm den Stationsposten, setze den Stationsposten ein und halte den Stationsposten; über die sichtbare Verbindung; auf Grad II.
G407-E1308	G407-S072	f72r	CELESTIAL	Tierkreis-Ringgruppe G	chocthar	CH+O+CH+T+AR	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm die Positionseinheit [wie zuvor] auf, nimm die Positionseinheit [wie zuvor] auf und stelle die Positionseinheit [wie zuvor] ein; von der Ausgangsposition; als Ausführung.
G407-E4007	G407-S660	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	chocthey	CH+O+CH+T+E+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Drogenposten, nimm den Drogenposten und stelle den Drogenposten ein; als Ausführung und auf Grad I.
G407-E1035	G407-S052	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choctheeey	CH+O+CH+T+EEE+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Positionsposten auf, nimm den Positionsposten auf und stelle den Positionsposten ein; als Ausführung und auf Grad III.
G407-E0059	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.
G407-E0237	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chocthy	CH+O+CH+T+Y	CH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Pflanzenposten, nimm den Pflanzenposten und stelle den Pflanzenposten ein; als Ausführung.
G407-E0220	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chopchal	CH+O+P+CH+AL	CH+P+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Pflanzenposten [wie zuvor], setze den Pflanzenposten [wie zuvor] ein und nimm den Pflanzenposten [wie zuvor]; zur Zielstelle; als Ausführung.
G407-E3253	G407-S509	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	chopchedy	CH+O+P+CHD+Y	CH+P+CHD	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, setze den Stationsposten ein und bearbeite den Stationsposten; als Ausführung.
G407-E3867	G407-S650	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	chosals	CH+O+S+AL+S	CH+S+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Mengenwert [wie zuvor], wähle den Mengenwert [wie zuvor] und wähle den Mengenwert [wie zuvor]; zum Zielgefäß; als Ausführung.
G407-E1082	G407-S056	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	chpchy	CH+P+CH+Y	CH+P+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Positionsposten auf, setze den Positionsposten ein und nimm den Positionsposten auf.
G407-E0073	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphesaiin	CH+P+E+S+AIIN	CH+P+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.
G407-E0092	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	CH+P+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.
G407-E2209	G407-S270	f76r	BIOLOGICAL	unbebilderter Textabschnitt B	chpsheedy	CH+P+SH+EE+DY	CH+P+SH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten [wie zuvor], setze den Stationsposten [wie zuvor] ein und halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.
G407-E0251	G407-S008	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chtchor	CH+T+CH+OR	CH+T+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm die Arbeitseinheit, stelle die Arbeitseinheit ein und nimm die Arbeitseinheit.
G407-E2882	G407-S430	f81r	BIOLOGICAL	F81R_LOWER_POOL	qcthdys	CH+T+D_ADDR+Y+S	CH+T+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, stelle den Stationsposten ein und wähle den Stationsposten; an der bezeichneten Stelle.
G407-E1372	G407-S077	f72r	CELESTIAL	Tierkreis-Ringgruppe H	chteos	CH+T+E+O+S	CH+T+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Positionsposten [wie zuvor] auf, stelle den Positionsposten [wie zuvor] ein und wähle den Positionsposten [wie zuvor]; auf Grad I und als Ausführung.
G407-E0028	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	CH+T+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den laufenden Eintrag [wie zuvor], lege den laufenden Eintrag [wie zuvor] fest und wähle den laufenden Eintrag [wie zuvor]; auf Grad I.
G407-E1110	G407-S057	f71v	CELESTIAL	zweite lokale Figuren-/Sternringgruppe	chtos	CH+T+O+S	CH+T+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Positionsposten [wie zuvor] auf, stelle den Positionsposten [wie zuvor] ein und wähle den Positionsposten [wie zuvor]; als Ausführung.
G407-E0151	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthols	CH+T+OL+S	CH+T+S	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Weiter entnimm den laufenden Eintrag [wie zuvor], lege den laufenden Eintrag [wie zuvor] fest und wähle den laufenden Eintrag [wie zuvor].
G407-E0007	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthres	CH+T+R+E+S	CH+T+R+S	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	R_POSITIONAL_TOPOLOGY_NOT_ORDINARY_PAIR	Entnimm den laufenden Eintrag [wie zuvor], lege den laufenden Eintrag [wie zuvor] fest, kennzeichne den laufenden Eintrag [wie zuvor] und wähle den laufenden Eintrag [wie zuvor]; auf Grad I.
G407-E0506	G407-S024	f17r	HERBAL	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	chypcham	CH+Y+P+CH+AM_ADDR	CH+P+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Nimm den Pflanzenposten, setze den Pflanzenposten ein und nimm den Pflanzenposten; an der bezeichneten Stelle.
G407-E4208	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	dolchsyckheol	D_ADDR+OL+CH+S+Y+CH+K+E+OL	CH+S+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Weiter und weiter nimm den Drogenposten, wähle den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I; an der bezeichneten Stelle.
G407-E1489	G407-S091	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	dsheckhy	D_ADDR+SH+E+CH+K+Y	SH+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I; an der bezeichneten Stelle.
G407-E0691	G407-S033	f55v	HERBAL	große aromatische Doldenpflanze	kcheedchdy	K+CH+EE+D_ADDR+CHD+Y	K+CH+CHD	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	VISIBLE_SLOT_BOUNDARY_SPLITS_CHAIN	Gib den Pflanzenposten zu, nimm den Pflanzenposten und bearbeite den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.
G407-E1425	G407-S082	f75r	BIOLOGICAL	großes Bad-/Stationsblatt mit dreieckiger Insel	kchedykary	K+CHD+Y+K+AR+Y	K+CHD+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Führe den Stationsposten [außen] und den Stationsposten [innen] zu, bearbeite den Stationsposten [außen] und den Stationsposten [innen] und führe den Stationsposten [außen] und den Stationsposten [innen] zu; von der Ausgangsstation.
G407-E4365	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	keeokechy	K+EE+O+K+E+CH+Y	K+K+CH	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Gib den Drogenposten zu, gib den Drogenposten zu und nimm den Drogenposten; auf Grad II, als Ausführung und auf Grad I.
G407-E0649	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	kochky	K+O+CH+K+Y	K+CH+K	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Gib den Pflanzenposten zu, nimm den Pflanzenposten und gib den Pflanzenposten zu; als Ausführung.
G407-E3576	G407-S588	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchcphedy	L+CH+CH+P+E+DY	CH+CH+P	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.
G407-E3056	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	lchpchdy	L+CH+P+CHD+Y	CH+P+CHD	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Entnimm den Stationsposten, setze den Stationsposten ein und bearbeite den Stationsposten; über die sichtbare Verbindung.
G407-E2108	G407-S253	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	lshcthy	L+SH+CH+T+Y	SH+CH+T	ALL_ADJACENT_PAIRS_ATTESTED	NONE	Halte den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein; über die sichtbare Verbindung.
G407-E1398	G407-S079	f72r	CELESTIAL	Tierkreis-Ringgruppe I	okaipchy	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	OK+P+CH	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	VISIBLE_SLOT_BOUNDARY_SPLITS_CHAIN	Setze den Positionsposten, setze den Positionsposten ein und nimm den Positionsposten auf; an der bezeichneten Stelle und mit der lokalen Variante.
