component_recipe	action_count	action_chain	adjacent_pair_count	adjacent_pairs	attested_adjacent_pair_count	missing_adjacent_pair_count	repair_rules	reduction_status	event_count	register_count	registers	page_count	surfaces	portable_reading_de	new_chain_card_required
CH+CH+T+Y+K+E+DY	4	CH+CH+T+K	3	CH+CH|CH+T|T+K	2	1	VISIBLE_SLOT_BOUNDARY_SPLITS_CHAIN	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	HERBAL	1	chcthykedy	NEHMEN · NEHMEN · EINSTELLEN · POSTEN · GEBEN · GRAD I · SCHLUSS	NO
CH+E+CH+K+E+Y	3	CH+CH+K	2	CH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	checkhey	NEHMEN · GRAD I · NEHMEN · GEBEN · GRAD I · POSTEN	NO
CH+E+CH+K+O	3	CH+CH+K	2	CH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	checkho	NEHMEN · GRAD I · NEHMEN · GEBEN · AUSFÜHRUNG	NO
CH+E+CH+K+Y	3	CH+CH+K	2	CH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	7	3	BIOLOGICAL|CELESTIAL|PHARMA	7	checkhy|chekackhy	NEHMEN · GRAD I · NEHMEN · GEBEN · POSTEN	NO
CH+E+CH+P+E+DY	3	CH+CH+P	2	CH+CH|CH+P	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	checphedy	NEHMEN · GRAD I · NEHMEN · EINSETZEN · GRAD I · SCHLUSS	NO
CH+E+O+CH+K+Y	3	CH+CH+K	2	CH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	2	1	PHARMA	1	cheockhy	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · GEBEN · POSTEN	NO
CH+E+O+CH+P+Y	3	CH+CH+P	2	CH+CH|CH+P	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	PHARMA	1	cheocphy	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · EINSETZEN · POSTEN	NO
CH+E+O+K+OR+CH+E+Y	3	CH+K+CH	2	CH+K|K+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	cheokorchey	NEHMEN · GRAD I · AUSFÜHRUNG · GEBEN · EINHEIT · NEHMEN · GRAD I · POSTEN	NO
CH+E+T+CH+Y	3	CH+T+CH	2	CH+T|T+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	PHARMA	1	chetchy	NEHMEN · GRAD I · EINSTELLEN · NEHMEN · POSTEN	NO
CH+E+T+Y+R+Y	3	CH+T+R	2	CH+T|T+R	1	1	R_POSITIONAL_TOPOLOGY_NOT_ORDINARY_PAIR	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	BIOLOGICAL	1	chetyry	NEHMEN · GRAD I · EINSTELLEN · POSTEN · MARKIEREN · POSTEN	NO
CH+EE+CH+K+O+DY	3	CH+CH+K	2	CH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	HERBAL	1	cheeckhody	NEHMEN · GRAD II · NEHMEN · GEBEN · AUSFÜHRUNG · SCHLUSS	NO
CH+K+CH+Y+K+OL+Y	4	CH+K+CH+K	3	CH+K|K+CH|CH+K	3	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	chkchykoly	NEHMEN · GEBEN · NEHMEN · POSTEN · GEBEN · FORTSETZEN · POSTEN	NO
CH+K+EE+K+AIIN	3	CH+K+K	2	CH+K|K+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	cheekaiin	NEHMEN · GEBEN · GRAD II · GEBEN · WERT	NO
CH+K+Y+D_ADDR+S	3	CH+K+S	2	CH+K|K+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	SOURCE_SECTION_T	1	ckhyds	NEHMEN · GEBEN · POSTEN · HIER · WÄHLEN	NO
CH+L+CH+P+SH+EE+Y	4	CH+CH+P+SH	3	CH+CH|CH+P|P+SH	3	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	chlchpsheey	NEHMEN · VERBINDUNG · NEHMEN · EINSETZEN · HALTEN · GRAD II · POSTEN	NO
CH+O+CH+T+AR	3	CH+CH+T	2	CH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	chocthar	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AUSGANG	NO
CH+O+CH+T+E+Y	3	CH+CH+T	2	CH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	PHARMA	1	chocthey	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · GRAD I · POSTEN	NO
CH+O+CH+T+EEE+Y	3	CH+CH+T	2	CH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	choctheeey	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · GRAD III · POSTEN	NO
CH+O+CH+T+Y	3	CH+CH+T	2	CH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	2	2	HERBAL|SOURCE_SECTION_T	2	chocthy	NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	NO
CH+O+P+CH+AL	3	CH+P+CH	2	CH+P|P+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	HERBAL	1	chopchal	NEHMEN · AUSFÜHRUNG · EINSETZEN · NEHMEN · ZIELORT	NO
CH+O+P+CHD+Y	3	CH+P+CHD	2	CH+P|P+CHD	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	chopchedy	NEHMEN · AUSFÜHRUNG · EINSETZEN · BEARBEITEN · POSTEN	NO
CH+O+S+AL+S	3	CH+S+S	2	CH+S|S+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	PHARMA	1	chosals	NEHMEN · AUSFÜHRUNG · WÄHLEN · ZIELORT · WÄHLEN	NO
CH+P+CH+Y	3	CH+P+CH	2	CH+P|P+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	chpchy	NEHMEN · EINSETZEN · NEHMEN · POSTEN	NO
CH+P+E+S+AIIN	3	CH+P+S	2	CH+P|P+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	SOURCE_SECTION_T	1	cphesaiin	NEHMEN · EINSETZEN · GRAD I · WÄHLEN · WERT	NO
CH+P+O+D_ADDR+AIIN+L+S	3	CH+P+S	2	CH+P|P+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	SOURCE_SECTION_T	1	cphodaiils	NEHMEN · EINSETZEN · AUSFÜHRUNG · HIER · WERT · VERBINDUNG · WÄHLEN	NO
CH+P+SH+EE+DY	3	CH+P+SH	2	CH+P|P+SH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	chpsheedy	NEHMEN · EINSETZEN · HALTEN · GRAD II · SCHLUSS	NO
CH+T+CH+OR	3	CH+T+CH	2	CH+T|T+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	HERBAL	1	chtchor	NEHMEN · EINSTELLEN · NEHMEN · EINHEIT	NO
CH+T+D_ADDR+Y+S	3	CH+T+S	2	CH+T|T+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	qcthdys	NEHMEN · EINSTELLEN · HIER · POSTEN · WÄHLEN	NO
CH+T+E+O+S	3	CH+T+S	2	CH+T|T+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	chteos	NEHMEN · EINSTELLEN · GRAD I · AUSFÜHRUNG · WÄHLEN	NO
CH+T+E+S	3	CH+T+S	2	CH+T|T+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	SOURCE_SECTION_T	1	cthes	NEHMEN · EINSTELLEN · GRAD I · WÄHLEN	NO
CH+T+O+S	3	CH+T+S	2	CH+T|T+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	chtos	NEHMEN · EINSTELLEN · AUSFÜHRUNG · WÄHLEN	NO
CH+T+OL+S	3	CH+T+S	2	CH+T|T+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	SOURCE_SECTION_T	1	cthols	NEHMEN · EINSTELLEN · FORTSETZEN · WÄHLEN	NO
CH+T+R+E+S	4	CH+T+R+S	3	CH+T|T+R|R+S	2	1	R_POSITIONAL_TOPOLOGY_NOT_ORDINARY_PAIR	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	SOURCE_SECTION_T	1	cthres	NEHMEN · EINSTELLEN · MARKIEREN · GRAD I · WÄHLEN	NO
CH+Y+P+CH+AM_ADDR	3	CH+P+CH	2	CH+P|P+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	HERBAL	1	chypcham	NEHMEN · POSTEN · EINSETZEN · NEHMEN · HIER	NO
D_ADDR+OL+CH+S+Y+CH+K+E+OL	4	CH+S+CH+K	3	CH+S|S+CH|CH+K	3	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	PHARMA	1	dolchsyckheol	HIER · FORTSETZEN · NEHMEN · WÄHLEN · POSTEN · NEHMEN · GEBEN · GRAD I · FORTSETZEN	NO
D_ADDR+SH+E+CH+K+Y	3	SH+CH+K	2	SH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	dsheckhy	HIER · HALTEN · GRAD I · NEHMEN · GEBEN · POSTEN	NO
K+CH+EE+D_ADDR+CHD+Y	3	K+CH+CHD	2	K+CH|CH+CHD	1	1	VISIBLE_SLOT_BOUNDARY_SPLITS_CHAIN	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	HERBAL	1	kcheedchdy	GEBEN · NEHMEN · GRAD II · HIER · BEARBEITEN · POSTEN	NO
K+CHD+Y+K+AR+Y	3	K+CHD+K	2	K+CHD|CHD+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	kchedykary	GEBEN · BEARBEITEN · POSTEN · GEBEN · AUSGANG · POSTEN	NO
K+EE+O+K+E+CH+Y	3	K+K+CH	2	K+K|K+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	PHARMA	1	keeokechy	GEBEN · GRAD II · AUSFÜHRUNG · GEBEN · GRAD I · NEHMEN · POSTEN	NO
K+O+CH+K+Y	3	K+CH+K	2	K+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	HERBAL	1	kochky	GEBEN · AUSFÜHRUNG · NEHMEN · GEBEN · POSTEN	NO
L+CH+CH+P+E+DY	3	CH+CH+P	2	CH+CH|CH+P	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	lchcphedy	VERBINDUNG · NEHMEN · NEHMEN · EINSETZEN · GRAD I · SCHLUSS	NO
L+CH+P+CHD+Y	3	CH+P+CHD	2	CH+P|P+CHD	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	lchpchdy	VERBINDUNG · NEHMEN · EINSETZEN · BEARBEITEN · POSTEN	NO
L+SH+CH+T+Y	3	SH+CH+T	2	SH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	lshcthy	VERBINDUNG · HALTEN · NEHMEN · EINSTELLEN · POSTEN	NO
OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	3	OK+P+CH	2	OK+P|P+CH	1	1	VISIBLE_SLOT_BOUNDARY_SPLITS_CHAIN	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	CELESTIAL	1	okaipchy	SETZEN · HIER · VARIANTE · EINSETZEN · NEHMEN · POSTEN	NO
OK+CH+E+O+R	3	OK+CH+R	2	OK+CH|CH+R	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	2	2	HERBAL|PHARMA	2	qokcheody|qokcheor	SETZEN · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	NO
OK+CHD+S+DY	3	OK+CHD+S	2	OK+CHD|CHD+S	1	1	PEER_ACTION_CHUNK_BREAK	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	BIOLOGICAL	1	qokchsdy	SETZEN · BEARBEITEN · WÄHLEN · SCHLUSS	NO
OK+OK+CH+Y	3	OK+OK+CH	2	OK+OK|OK+CH	1	1	REPEATED_ACTION_SCOPE	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	HERBAL	1	qokokchy	SETZEN · SETZEN · NEHMEN · POSTEN	NO
P+CH+O+CH+T+Y	4	P+CH+CH+T	3	P+CH|CH+CH|CH+T	3	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	HERBAL	1	pchocthy	EINSETZEN · NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	NO
P+O+R+A_ADDR+CH+OL	3	P+R+CH	2	P+R|R+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	PHARMA	1	porachol	EINSETZEN · AUSFÜHRUNG · MARKIEREN · HIER · NEHMEN · FORTSETZEN	NO
P+O+S+A_ADDR+L+SH+Y	3	P+S+SH	2	P+S|S+SH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	posalshy	EINSETZEN · AUSFÜHRUNG · WÄHLEN · HIER · VERBINDUNG · HALTEN · POSTEN	NO
P+OT+CH+OK+OR	3	P+CH+OK	2	P+CH|CH+OK	1	1	PEER_ACTION_CHUNK_BREAK	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	BIOLOGICAL	1	potchokor	EINSETZEN · DANACH · NEHMEN · SETZEN · EINHEIT	NO
R+CH+E+S	3	R+CH+S	2	R+CH|CH+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	rches	MARKIEREN · NEHMEN · GRAD I · WÄHLEN	NO
R+CH+S	3	R+CH+S	2	R+CH|CH+S	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	rchs	MARKIEREN · NEHMEN · WÄHLEN	NO
R+O+SH+CH+K+Y	4	R+SH+CH+K	3	R+SH|SH+CH|CH+K	3	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	PHARMA	1	roshckhy	MARKIEREN · AUSFÜHRUNG · HALTEN · NEHMEN · GEBEN · POSTEN	NO
S+AL+CH+T+E+D_ADDR+Y+T+AR	4	S+CH+T+T	3	S+CH|CH+T|T+T	2	1	REPEATED_ACTION_SCOPE	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	BIOLOGICAL	1	salchtedytar	WÄHLEN · ZIELORT · NEHMEN · EINSTELLEN · GRAD I · HIER · POSTEN · EINSTELLEN · AUSGANG	NO
S+A_ADDR+L+SH+CH+T+D_ADDR+Y	4	S+SH+CH+T	3	S+SH|SH+CH|CH+T	3	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	salshcthdy	WÄHLEN · HIER · VERBINDUNG · HALTEN · NEHMEN · EINSTELLEN · HIER · POSTEN	NO
S+CH+E+O+R	3	S+CH+R	2	S+CH|CH+R	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	PHARMA	1	scheor	WÄHLEN · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	NO
S+CH+E+T+Y	3	S+CH+T	2	S+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	schety	WÄHLEN · NEHMEN · GRAD I · EINSTELLEN · POSTEN	NO
S+CH+K+E+Y	3	S+CH+K	2	S+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	SOURCE_SECTION_T	1	sckhey	WÄHLEN · NEHMEN · GEBEN · GRAD I · POSTEN	NO
S+E+P+CH+Y	3	S+P+CH	2	S+P|P+CH	1	1	VISIBLE_SLOT_BOUNDARY_SPLITS_CHAIN	ALL_GAPS_REDUCED_BY_OLD_SCOPE_OR_CHUNKS	1	1	HERBAL	1	zepchy	WÄHLEN · GRAD I · EINSETZEN · NEHMEN · POSTEN	NO
S+K+CHD+DY	3	S+K+CHD	2	S+K|K+CHD	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	HERBAL	1	skchdy	WÄHLEN · GEBEN · BEARBEITEN · SCHLUSS	NO
S+O+CH+T+O+D_ADDR+Y	3	S+CH+T	2	S+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	HERBAL	1	socthody	WÄHLEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AUSFÜHRUNG · HIER · POSTEN	NO
S+OK+CH+EE+Y	3	S+OK+CH	2	S+OK|OK+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	sokcheey	WÄHLEN · SETZEN · NEHMEN · GRAD II · POSTEN	NO
S+OL+CH+K+AL	3	S+CH+K	2	S+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	solchkal	WÄHLEN · FORTSETZEN · NEHMEN · GEBEN · ZIELORT	NO
S+SH+E+CH+K+Y	4	S+SH+CH+K	3	S+SH|SH+CH|CH+K	3	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	ssheckhy	WÄHLEN · HALTEN · GRAD I · NEHMEN · GEBEN · POSTEN	NO
S+SH+O+L+SH+E+CH+T+Y	5	S+SH+SH+CH+T	4	S+SH|SH+SH|SH+CH|CH+T	4	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	ssholshecthy	WÄHLEN · HALTEN · AUSFÜHRUNG · VERBINDUNG · HALTEN · GRAD I · NEHMEN · EINSTELLEN · POSTEN	NO
SH+CH+K+E+DY	3	SH+CH+K	2	SH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	3	1	BIOLOGICAL	2	shckhedy	HALTEN · NEHMEN · GEBEN · GRAD I · SCHLUSS	NO
SH+CH+K+E+Y	3	SH+CH+K	2	SH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	3	2	BIOLOGICAL|SOURCE_SECTION_T	3	shckhey	HALTEN · NEHMEN · GEBEN · GRAD I · POSTEN	NO
SH+CH+K+Y	3	SH+CH+K	2	SH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	11	1	BIOLOGICAL	4	shckhy	HALTEN · NEHMEN · GEBEN · POSTEN	NO
SH+CH+T+AIIN	3	SH+CH+T	2	SH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	SOURCE_SECTION_T	1	shcthaiin	HALTEN · NEHMEN · EINSTELLEN · WERT	NO
SH+CH+T+E+Y	3	SH+CH+T	2	SH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	2	1	BIOLOGICAL	2	shcthey	HALTEN · NEHMEN · EINSTELLEN · GRAD I · POSTEN	NO
SH+CH+T+Y	3	SH+CH+T	2	SH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	5	2	BIOLOGICAL|HERBAL	3	shcthy	HALTEN · NEHMEN · EINSTELLEN · POSTEN	NO
SH+E+CH+K+AL	3	SH+CH+K	2	SH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	sheckhal	HALTEN · GRAD I · NEHMEN · GEBEN · ZIELORT	NO
SH+E+CH+K+D_ADDR+Y	3	SH+CH+K	2	SH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	sheckhdy	HALTEN · GRAD I · NEHMEN · GEBEN · HIER · POSTEN	NO
SH+E+CH+K+E+DY	3	SH+CH+K	2	SH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	2	1	BIOLOGICAL	2	sheckhedy	HALTEN · GRAD I · NEHMEN · GEBEN · GRAD I · SCHLUSS	NO
SH+E+CH+K+E+Y	3	SH+CH+K	2	SH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	2	1	BIOLOGICAL	2	sheckhey	HALTEN · GRAD I · NEHMEN · GEBEN · GRAD I · POSTEN	NO
SH+E+CH+K+Y	3	SH+CH+K	2	SH+CH|CH+K	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	4	1	BIOLOGICAL	3	sheckhy	HALTEN · GRAD I · NEHMEN · GEBEN · POSTEN	NO
SH+E+CH+P+Y	3	SH+CH+P	2	SH+CH|CH+P	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	shecphy	HALTEN · GRAD I · NEHMEN · EINSETZEN · POSTEN	NO
SH+E+CH+T+CHD+Y	4	SH+CH+T+CHD	3	SH+CH|CH+T|T+CHD	3	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	shecthedchy	HALTEN · GRAD I · NEHMEN · EINSTELLEN · BEARBEITEN · POSTEN	NO
SH+E+CH+T+E+D_ADDR+Y	3	SH+CH+T	2	SH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	shecthedy	HALTEN · GRAD I · NEHMEN · EINSTELLEN · GRAD I · HIER · POSTEN	NO
SH+E+CH+T+Y	3	SH+CH+T	2	SH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	5	1	BIOLOGICAL	3	shecthy	HALTEN · GRAD I · NEHMEN · EINSTELLEN · POSTEN	NO
SH+E+K+SH+E+Y	3	SH+K+SH	2	SH+K|K+SH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	HERBAL	1	shekshey	HALTEN · GRAD I · GEBEN · HALTEN · GRAD I · POSTEN	NO
SH+E+P+CH+OL	3	SH+P+CH	2	SH+P|P+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	shepchol	HALTEN · GRAD I · EINSETZEN · NEHMEN · FORTSETZEN	NO
SH+E+Y+CH+T+Y	3	SH+CH+T	2	SH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	sheycthy	HALTEN · GRAD I · POSTEN · NEHMEN · EINSTELLEN · POSTEN	NO
SH+EE+K+CH+Y	3	SH+K+CH	2	SH+K|K+CH	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	sheekchy	HALTEN · GRAD II · GEBEN · NEHMEN · POSTEN	NO
SH+K+CHD+DY	3	SH+K+CHD	2	SH+K|K+CHD	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	sshkchdy	HALTEN · GEBEN · BEARBEITEN · SCHLUSS	NO
SH+O+CH+P+E+DY	3	SH+CH+P	2	SH+CH|CH+P	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	BIOLOGICAL	1	shocphedy	HALTEN · AUSFÜHRUNG · NEHMEN · EINSETZEN · GRAD I · SCHLUSS	NO
SH+O+CH+T+Y	3	SH+CH+T	2	SH+CH|CH+T	2	0	NONE	ALL_ADJACENT_PAIRS_ATTESTED	1	1	CELESTIAL	1	shocthy	HALTEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	NO
