case	candidate_id	table	position1	position2	raw1	raw2	changed_position	name1	name2	element1	element2	explicit_conflict
ZL3b_TOP_DOWN	12138	A	1	8	rary	fary	1	Albus	Rubeus	AIR	WATER	True
ZL3b_TOP_DOWN	12138	A	4	8	dary	fary	1	Amissio	Rubeus	UNKNOWN	WATER	False
ZL3b_TOP_DOWN	12138	A	6	7	saly	salf	4	Conjunctio	Via	EARTH	WATER	True
ZL3b_TOP_DOWN	12138	B	1	4	rary	dary	1	Albus	Amissio	EARTH	FIRE	True
ZL3b_TOP_DOWN	12138	B	1	8	rary	fary	1	Albus	Rubeus	EARTH	FIRE	True
ZL3b_TOP_DOWN	12138	B	4	8	dary	fary	1	Amissio	Rubeus	FIRE	FIRE	False
ZL3b_TOP_DOWN	12138	B	6	7	saly	salf	4	Conjunctio	Via	AIR	WATER	True
ZL3b_TOP_DOWN	12138	C	1	4	rary	dary	1	Albus	Amissio	WATER	FIRE	True
ZL3b_TOP_DOWN	12138	C	1	8	rary	fary	1	Albus	Rubeus	WATER	FIRE	True
ZL3b_TOP_DOWN	12138	C	4	8	dary	fary	1	Amissio	Rubeus	FIRE	FIRE	False
ZL3b_TOP_DOWN	12138	C	6	7	saly	salf	4	Conjunctio	Via	AIR	WATER	True
ZL3b_TOP_DOWN	13356	A	1	4	rary	dary	1	Fortuna major	Fortuna minor	FIRE	FIRE	False
ZL3b_TOP_DOWN	13356	A	1	8	rary	fary	1	Fortuna major	Laetitia	FIRE	FIRE	False
ZL3b_TOP_DOWN	13356	A	4	8	dary	fary	1	Fortuna minor	Laetitia	FIRE	FIRE	False
ZL3b_TOP_DOWN	13356	A	6	7	saly	salf	4	Acquisitio	Amissio	WATER	UNKNOWN	False
ZL3b_TOP_DOWN	13356	B	1	4	rary	dary	1	Fortuna major	Fortuna minor	FIRE	AIR	True
ZL3b_TOP_DOWN	13356	B	1	8	rary	fary	1	Fortuna major	Laetitia	FIRE	AIR	True
ZL3b_TOP_DOWN	13356	B	4	8	dary	fary	1	Fortuna minor	Laetitia	AIR	AIR	False
ZL3b_TOP_DOWN	13356	B	6	7	saly	salf	4	Acquisitio	Amissio	WATER	FIRE	True
ZL3b_TOP_DOWN	13356	C	1	4	rary	dary	1	Fortuna major	Fortuna minor	EARTH	FIRE	True
ZL3b_TOP_DOWN	13356	C	1	8	rary	fary	1	Fortuna major	Laetitia	EARTH	AIR	True
ZL3b_TOP_DOWN	13356	C	4	8	dary	fary	1	Fortuna minor	Laetitia	FIRE	AIR	True
ZL3b_TOP_DOWN	13356	C	6	7	saly	salf	4	Acquisitio	Amissio	AIR	FIRE	True
ZL3b_TOP_DOWN	13359	A	1	4	rary	dary	1	Fortuna major	Via	FIRE	WATER	True
ZL3b_TOP_DOWN	13359	A	1	8	rary	fary	1	Fortuna major	Carcer	FIRE	EARTH	True
ZL3b_TOP_DOWN	13359	A	4	8	dary	fary	1	Via	Carcer	WATER	EARTH	True
ZL3b_TOP_DOWN	13359	A	6	7	saly	salf	4	Acquisitio	Puella	WATER	EARTH	True
ZL3b_TOP_DOWN	13359	B	1	4	rary	dary	1	Fortuna major	Via	FIRE	WATER	True
ZL3b_TOP_DOWN	13359	B	1	8	rary	fary	1	Fortuna major	Carcer	FIRE	EARTH	True
ZL3b_TOP_DOWN	13359	B	4	8	dary	fary	1	Via	Carcer	WATER	EARTH	True
ZL3b_TOP_DOWN	13359	B	6	7	saly	salf	4	Acquisitio	Puella	WATER	AIR	True
ZL3b_TOP_DOWN	13359	C	1	4	rary	dary	1	Fortuna major	Via	EARTH	WATER	True
ZL3b_TOP_DOWN	13359	C	1	8	rary	fary	1	Fortuna major	Carcer	EARTH	EARTH	False
ZL3b_TOP_DOWN	13359	C	4	8	dary	fary	1	Via	Carcer	WATER	EARTH	True
ZL3b_TOP_DOWN	13359	C	6	7	saly	salf	4	Acquisitio	Puella	AIR	WATER	True
ZL3b_TOP_DOWN	13594	A	1	4	rary	dary	1	Fortuna major	Amissio	FIRE	UNKNOWN	False
ZL3b_TOP_DOWN	13594	A	1	8	rary	fary	1	Fortuna major	Cauda draconis	FIRE	WATER	True
ZL3b_TOP_DOWN	13594	A	4	8	dary	fary	1	Amissio	Cauda draconis	UNKNOWN	WATER	False
ZL3b_TOP_DOWN	13594	A	6	7	saly	salf	4	Rubeus	Carcer	WATER	EARTH	True
ZL3b_TOP_DOWN	13594	B	1	4	rary	dary	1	Fortuna major	Amissio	FIRE	FIRE	False
ZL3b_TOP_DOWN	13594	B	1	8	rary	fary	1	Fortuna major	Cauda draconis	FIRE	WATER	True
ZL3b_TOP_DOWN	13594	B	4	8	dary	fary	1	Amissio	Cauda draconis	FIRE	WATER	True
ZL3b_TOP_DOWN	13594	B	6	7	saly	salf	4	Rubeus	Carcer	FIRE	EARTH	True
ZL3b_TOP_DOWN	13594	C	1	4	rary	dary	1	Fortuna major	Amissio	EARTH	FIRE	True
ZL3b_TOP_DOWN	13594	C	1	8	rary	fary	1	Fortuna major	Cauda draconis	EARTH	FIRE	True
ZL3b_TOP_DOWN	13594	C	4	8	dary	fary	1	Amissio	Cauda draconis	FIRE	FIRE	False
ZL3b_TOP_DOWN	13594	C	6	7	saly	salf	4	Rubeus	Carcer	FIRE	EARTH	True
ZL3b_TOP_DOWN	13903	A	1	4	rary	dary	1	Fortuna major	Via	FIRE	WATER	True
ZL3b_TOP_DOWN	13903	A	1	8	rary	fary	1	Fortuna major	Carcer	FIRE	EARTH	True
ZL3b_TOP_DOWN	13903	A	4	8	dary	fary	1	Via	Carcer	WATER	EARTH	True
ZL3b_TOP_DOWN	13903	A	6	7	saly	salf	4	Caput draconis	Puer	EARTH	FIRE	True
ZL3b_TOP_DOWN	13903	B	1	4	rary	dary	1	Fortuna major	Via	FIRE	WATER	True
ZL3b_TOP_DOWN	13903	B	1	8	rary	fary	1	Fortuna major	Carcer	FIRE	EARTH	True
ZL3b_TOP_DOWN	13903	B	4	8	dary	fary	1	Via	Carcer	WATER	EARTH	True
ZL3b_TOP_DOWN	13903	B	6	7	saly	salf	4	Caput draconis	Puer	EARTH	FIRE	True
ZL3b_TOP_DOWN	13903	C	1	4	rary	dary	1	Fortuna major	Via	EARTH	WATER	True
ZL3b_TOP_DOWN	13903	C	1	8	rary	fary	1	Fortuna major	Carcer	EARTH	EARTH	False
ZL3b_TOP_DOWN	13903	C	4	8	dary	fary	1	Via	Carcer	WATER	EARTH	True
ZL3b_TOP_DOWN	13903	C	6	7	saly	salf	4	Caput draconis	Puer	EARTH	AIR	True
ZL3b_TOP_DOWN	16922	A	1	4	rary	dary	1	Rubeus	Amissio	WATER	UNKNOWN	False
ZL3b_TOP_DOWN	16922	A	1	8	rary	fary	1	Rubeus	Albus	WATER	AIR	True
ZL3b_TOP_DOWN	16922	A	4	8	dary	fary	1	Amissio	Albus	UNKNOWN	AIR	False
ZL3b_TOP_DOWN	16922	A	6	7	saly	salf	4	Laetitia	Acquisitio	FIRE	WATER	True
ZL3b_TOP_DOWN	16922	B	1	4	rary	dary	1	Rubeus	Amissio	FIRE	FIRE	False
ZL3b_TOP_DOWN	16922	B	1	8	rary	fary	1	Rubeus	Albus	FIRE	EARTH	True
ZL3b_TOP_DOWN	16922	B	4	8	dary	fary	1	Amissio	Albus	FIRE	EARTH	True
ZL3b_TOP_DOWN	16922	B	6	7	saly	salf	4	Laetitia	Acquisitio	AIR	WATER	True
ZL3b_TOP_DOWN	16922	C	1	4	rary	dary	1	Rubeus	Amissio	FIRE	FIRE	False
ZL3b_TOP_DOWN	16922	C	1	8	rary	fary	1	Rubeus	Albus	FIRE	WATER	True
ZL3b_TOP_DOWN	16922	C	4	8	dary	fary	1	Amissio	Albus	FIRE	WATER	True
ZL3b_TOP_DOWN	16922	C	6	7	saly	salf	4	Laetitia	Acquisitio	AIR	AIR	False
ZL3b_TOP_DOWN	18203	A	1	4	rary	dary	1	Rubeus	Puella	WATER	EARTH	True
ZL3b_TOP_DOWN	18203	A	1	8	rary	fary	1	Rubeus	Caput draconis	WATER	EARTH	True
ZL3b_TOP_DOWN	18203	A	4	8	dary	fary	1	Puella	Caput draconis	EARTH	EARTH	False
ZL3b_TOP_DOWN	18203	A	6	7	saly	salf	4	Fortuna minor	Acquisitio	FIRE	WATER	True
ZL3b_TOP_DOWN	18203	B	1	4	rary	dary	1	Rubeus	Puella	FIRE	AIR	True
ZL3b_TOP_DOWN	18203	B	1	8	rary	fary	1	Rubeus	Caput draconis	FIRE	EARTH	True
ZL3b_TOP_DOWN	18203	B	4	8	dary	fary	1	Puella	Caput draconis	AIR	EARTH	True
ZL3b_TOP_DOWN	18203	B	6	7	saly	salf	4	Fortuna minor	Acquisitio	AIR	WATER	True
ZL3b_TOP_DOWN	18203	C	1	4	rary	dary	1	Rubeus	Puella	FIRE	WATER	True
ZL3b_TOP_DOWN	18203	C	1	8	rary	fary	1	Rubeus	Caput draconis	FIRE	EARTH	True
ZL3b_TOP_DOWN	18203	C	4	8	dary	fary	1	Puella	Caput draconis	WATER	EARTH	True
ZL3b_TOP_DOWN	18203	C	6	7	saly	salf	4	Fortuna minor	Acquisitio	FIRE	AIR	True
ZL3b_TOP_DOWN	18458	A	1	4	rary	dary	1	Rubeus	Amissio	WATER	UNKNOWN	False
ZL3b_TOP_DOWN	18458	A	1	8	rary	fary	1	Rubeus	Albus	WATER	AIR	True
ZL3b_TOP_DOWN	18458	A	4	8	dary	fary	1	Amissio	Albus	UNKNOWN	AIR	False
ZL3b_TOP_DOWN	18458	A	6	7	saly	salf	4	Laetitia	Tristitia	FIRE	AIR	True
ZL3b_TOP_DOWN	18458	B	1	4	rary	dary	1	Rubeus	Amissio	FIRE	FIRE	False
ZL3b_TOP_DOWN	18458	B	1	8	rary	fary	1	Rubeus	Albus	FIRE	EARTH	True
ZL3b_TOP_DOWN	18458	B	4	8	dary	fary	1	Amissio	Albus	FIRE	EARTH	True
ZL3b_TOP_DOWN	18458	B	6	7	saly	salf	4	Laetitia	Tristitia	AIR	EARTH	True
ZL3b_TOP_DOWN	18458	C	1	4	rary	dary	1	Rubeus	Amissio	FIRE	FIRE	False
ZL3b_TOP_DOWN	18458	C	1	8	rary	fary	1	Rubeus	Albus	FIRE	WATER	True
ZL3b_TOP_DOWN	18458	C	4	8	dary	fary	1	Amissio	Albus	FIRE	WATER	True
ZL3b_TOP_DOWN	18458	C	6	7	saly	salf	4	Laetitia	Tristitia	AIR	EARTH	True
ZL3b_TOP_DOWN	18459	A	1	4	rary	dary	1	Rubeus	Puella	WATER	EARTH	True
ZL3b_TOP_DOWN	18459	A	1	8	rary	fary	1	Rubeus	Fortuna major	WATER	FIRE	True
ZL3b_TOP_DOWN	18459	A	4	8	dary	fary	1	Puella	Fortuna major	EARTH	FIRE	True
ZL3b_TOP_DOWN	18459	A	6	7	saly	salf	4	Laetitia	Tristitia	FIRE	AIR	True
ZL3b_TOP_DOWN	18459	B	1	4	rary	dary	1	Rubeus	Puella	FIRE	AIR	True
ZL3b_TOP_DOWN	18459	B	1	8	rary	fary	1	Rubeus	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	18459	B	4	8	dary	fary	1	Puella	Fortuna major	AIR	FIRE	True
ZL3b_TOP_DOWN	18459	B	6	7	saly	salf	4	Laetitia	Tristitia	AIR	EARTH	True
ZL3b_TOP_DOWN	18459	C	1	4	rary	dary	1	Rubeus	Puella	FIRE	WATER	True
ZL3b_TOP_DOWN	18459	C	1	8	rary	fary	1	Rubeus	Fortuna major	FIRE	EARTH	True
ZL3b_TOP_DOWN	18459	C	4	8	dary	fary	1	Puella	Fortuna major	WATER	EARTH	True
ZL3b_TOP_DOWN	18459	C	6	7	saly	salf	4	Laetitia	Tristitia	AIR	EARTH	True
ZL3b_TOP_DOWN	18557	A	1	4	rary	dary	1	Rubeus	Puer	WATER	FIRE	True
ZL3b_TOP_DOWN	18557	A	1	8	rary	fary	1	Rubeus	Fortuna major	WATER	FIRE	True
ZL3b_TOP_DOWN	18557	A	4	8	dary	fary	1	Puer	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	18557	A	6	7	saly	salf	4	Puella	Albus	EARTH	AIR	True
ZL3b_TOP_DOWN	18557	B	1	4	rary	dary	1	Rubeus	Puer	FIRE	FIRE	False
ZL3b_TOP_DOWN	18557	B	1	8	rary	fary	1	Rubeus	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	18557	B	4	8	dary	fary	1	Puer	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	18557	B	6	7	saly	salf	4	Puella	Albus	AIR	EARTH	True
ZL3b_TOP_DOWN	18557	C	1	4	rary	dary	1	Rubeus	Puer	FIRE	AIR	True
ZL3b_TOP_DOWN	18557	C	1	8	rary	fary	1	Rubeus	Fortuna major	FIRE	EARTH	True
ZL3b_TOP_DOWN	18557	C	4	8	dary	fary	1	Puer	Fortuna major	AIR	EARTH	True
ZL3b_TOP_DOWN	18557	C	6	7	saly	salf	4	Puella	Albus	WATER	WATER	False
ZL3b_TOP_DOWN	18621	A	1	4	rary	dary	1	Rubeus	Puer	WATER	FIRE	True
ZL3b_TOP_DOWN	18621	A	1	8	rary	fary	1	Rubeus	Fortuna major	WATER	FIRE	True
ZL3b_TOP_DOWN	18621	A	4	8	dary	fary	1	Puer	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	18621	A	6	7	saly	salf	4	Carcer	Albus	EARTH	AIR	True
ZL3b_TOP_DOWN	18621	B	1	4	rary	dary	1	Rubeus	Puer	FIRE	FIRE	False
ZL3b_TOP_DOWN	18621	B	1	8	rary	fary	1	Rubeus	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	18621	B	4	8	dary	fary	1	Puer	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	18621	B	6	7	saly	salf	4	Carcer	Albus	EARTH	EARTH	False
ZL3b_TOP_DOWN	18621	C	1	4	rary	dary	1	Rubeus	Puer	FIRE	AIR	True
ZL3b_TOP_DOWN	18621	C	1	8	rary	fary	1	Rubeus	Fortuna major	FIRE	EARTH	True
ZL3b_TOP_DOWN	18621	C	4	8	dary	fary	1	Puer	Fortuna major	AIR	EARTH	True
ZL3b_TOP_DOWN	18621	C	6	7	saly	salf	4	Carcer	Albus	EARTH	WATER	True
ZL3b_TOP_DOWN	18663	A	1	4	rary	dary	1	Rubeus	Caput draconis	WATER	EARTH	True
ZL3b_TOP_DOWN	18663	A	1	8	rary	fary	1	Rubeus	Tristitia	WATER	AIR	True
ZL3b_TOP_DOWN	18663	A	4	8	dary	fary	1	Caput draconis	Tristitia	EARTH	AIR	True
ZL3b_TOP_DOWN	18663	A	6	7	saly	salf	4	Puella	Fortuna major	EARTH	FIRE	True
ZL3b_TOP_DOWN	18663	B	1	4	rary	dary	1	Rubeus	Caput draconis	FIRE	EARTH	True
ZL3b_TOP_DOWN	18663	B	1	8	rary	fary	1	Rubeus	Tristitia	FIRE	EARTH	True
ZL3b_TOP_DOWN	18663	B	4	8	dary	fary	1	Caput draconis	Tristitia	EARTH	EARTH	False
ZL3b_TOP_DOWN	18663	B	6	7	saly	salf	4	Puella	Fortuna major	AIR	FIRE	True
ZL3b_TOP_DOWN	18663	C	1	4	rary	dary	1	Rubeus	Caput draconis	FIRE	EARTH	True
ZL3b_TOP_DOWN	18663	C	1	8	rary	fary	1	Rubeus	Tristitia	FIRE	EARTH	True
ZL3b_TOP_DOWN	18663	C	4	8	dary	fary	1	Caput draconis	Tristitia	EARTH	EARTH	False
ZL3b_TOP_DOWN	18663	C	6	7	saly	salf	4	Puella	Fortuna major	WATER	EARTH	True
ZL3b_TOP_DOWN	18667	A	1	4	rary	dary	1	Rubeus	Puella	WATER	EARTH	True
ZL3b_TOP_DOWN	18667	A	1	8	rary	fary	1	Rubeus	Tristitia	WATER	AIR	True
ZL3b_TOP_DOWN	18667	A	4	8	dary	fary	1	Puella	Tristitia	EARTH	AIR	True
ZL3b_TOP_DOWN	18667	A	6	7	saly	salf	4	Amissio	Fortuna major	UNKNOWN	FIRE	False
ZL3b_TOP_DOWN	18667	B	1	4	rary	dary	1	Rubeus	Puella	FIRE	AIR	True
ZL3b_TOP_DOWN	18667	B	1	8	rary	fary	1	Rubeus	Tristitia	FIRE	EARTH	True
ZL3b_TOP_DOWN	18667	B	4	8	dary	fary	1	Puella	Tristitia	AIR	EARTH	True
ZL3b_TOP_DOWN	18667	B	6	7	saly	salf	4	Amissio	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	18667	C	1	4	rary	dary	1	Rubeus	Puella	FIRE	WATER	True
ZL3b_TOP_DOWN	18667	C	1	8	rary	fary	1	Rubeus	Tristitia	FIRE	EARTH	True
ZL3b_TOP_DOWN	18667	C	4	8	dary	fary	1	Puella	Tristitia	WATER	EARTH	True
ZL3b_TOP_DOWN	18667	C	6	7	saly	salf	4	Amissio	Fortuna major	FIRE	EARTH	True
ZL3b_TOP_DOWN	20867	A	1	4	rary	dary	1	Acquisitio	Fortuna major	WATER	FIRE	True
ZL3b_TOP_DOWN	20867	A	1	8	rary	fary	1	Acquisitio	Puer	WATER	FIRE	True
ZL3b_TOP_DOWN	20867	A	4	8	dary	fary	1	Fortuna major	Puer	FIRE	FIRE	False
ZL3b_TOP_DOWN	20867	A	6	7	saly	salf	4	Laetitia	Tristitia	FIRE	AIR	True
ZL3b_TOP_DOWN	20867	B	1	4	rary	dary	1	Acquisitio	Fortuna major	WATER	FIRE	True
ZL3b_TOP_DOWN	20867	B	1	8	rary	fary	1	Acquisitio	Puer	WATER	FIRE	True
ZL3b_TOP_DOWN	20867	B	4	8	dary	fary	1	Fortuna major	Puer	FIRE	FIRE	False
ZL3b_TOP_DOWN	20867	B	6	7	saly	salf	4	Laetitia	Tristitia	AIR	EARTH	True
ZL3b_TOP_DOWN	20867	C	1	4	rary	dary	1	Acquisitio	Fortuna major	AIR	EARTH	True
ZL3b_TOP_DOWN	20867	C	1	8	rary	fary	1	Acquisitio	Puer	AIR	AIR	False
ZL3b_TOP_DOWN	20867	C	4	8	dary	fary	1	Fortuna major	Puer	EARTH	AIR	True
ZL3b_TOP_DOWN	20867	C	6	7	saly	salf	4	Laetitia	Tristitia	AIR	EARTH	True
ZL3b_TOP_DOWN	22260	A	1	4	rary	dary	1	Acquisitio	Rubeus	WATER	WATER	False
ZL3b_TOP_DOWN	22260	A	1	8	rary	fary	1	Acquisitio	Amissio	WATER	UNKNOWN	False
ZL3b_TOP_DOWN	22260	A	4	8	dary	fary	1	Rubeus	Amissio	WATER	UNKNOWN	False
ZL3b_TOP_DOWN	22260	A	6	7	saly	salf	4	Via	Conjunctio	WATER	EARTH	True
ZL3b_TOP_DOWN	22260	B	1	4	rary	dary	1	Acquisitio	Rubeus	WATER	FIRE	True
ZL3b_TOP_DOWN	22260	B	1	8	rary	fary	1	Acquisitio	Amissio	WATER	FIRE	True
ZL3b_TOP_DOWN	22260	B	4	8	dary	fary	1	Rubeus	Amissio	FIRE	FIRE	False
ZL3b_TOP_DOWN	22260	B	6	7	saly	salf	4	Via	Conjunctio	WATER	AIR	True
ZL3b_TOP_DOWN	22260	C	1	4	rary	dary	1	Acquisitio	Rubeus	AIR	FIRE	True
ZL3b_TOP_DOWN	22260	C	1	8	rary	fary	1	Acquisitio	Amissio	AIR	FIRE	True
ZL3b_TOP_DOWN	22260	C	4	8	dary	fary	1	Rubeus	Amissio	FIRE	FIRE	False
ZL3b_TOP_DOWN	22260	C	6	7	saly	salf	4	Via	Conjunctio	WATER	AIR	True
ZL3b_TOP_DOWN	22546	A	1	4	rary	dary	1	Acquisitio	Albus	WATER	AIR	True
ZL3b_TOP_DOWN	22546	A	1	8	rary	fary	1	Acquisitio	Amissio	WATER	UNKNOWN	False
