form	core	family	edition	direction	exposure	occurrence_count	no_paragraph_capacity	target_boundary_uncertain	written_anchor_present	unresolved_source	missing_written_anchor	decision
olkain	kain	DIAGNOSTIC	ZL3b	BACK	DESIGN_LEAF	12	0	1	2	7	2	REJECT_MISSING_WRITTEN_ANCHOR
olkain	kain	DIAGNOSTIC	ZL3b	BACK	OTHER_EXPOSED_LEAF	20	0	1	1	16	2	REJECT_MISSING_WRITTEN_ANCHOR
olkain	kain	DIAGNOSTIC	ZL3b	FORWARD	DESIGN_LEAF	12	0	1	5	2	4	REJECT_MISSING_WRITTEN_ANCHOR
olkain	kain	DIAGNOSTIC	ZL3b	FORWARD	OTHER_EXPOSED_LEAF	20	0	1	0	13	6	REJECT_MISSING_WRITTEN_ANCHOR
olkain	kain	DIAGNOSTIC	IT2a	BACK	DESIGN_LEAF	11	0	0	3	0	8	REJECT_MISSING_WRITTEN_ANCHOR
olkain	kain	DIAGNOSTIC	IT2a	BACK	OTHER_EXPOSED_LEAF	21	0	0	2	1	18	REJECT_MISSING_WRITTEN_ANCHOR
olkain	kain	DIAGNOSTIC	IT2a	FORWARD	DESIGN_LEAF	11	0	0	5	0	6	REJECT_MISSING_WRITTEN_ANCHOR
olkain	kain	DIAGNOSTIC	IT2a	FORWARD	OTHER_EXPOSED_LEAF	21	0	0	1	3	17	REJECT_MISSING_WRITTEN_ANCHOR
olkain	kain	DIAGNOSTIC	RF1b	BACK	DESIGN_LEAF	12	12	0	0	0	0	NO_PARAGRAPH_CAPACITY
olkain	kain	DIAGNOSTIC	RF1b	BACK	OTHER_EXPOSED_LEAF	20	20	0	0	0	0	NO_PARAGRAPH_CAPACITY
olkain	kain	DIAGNOSTIC	RF1b	FORWARD	DESIGN_LEAF	12	12	0	0	0	0	NO_PARAGRAPH_CAPACITY
olkain	kain	DIAGNOSTIC	RF1b	FORWARD	OTHER_EXPOSED_LEAF	20	20	0	0	0	0	NO_PARAGRAPH_CAPACITY
olkeedy	keedy	DIAGNOSTIC	ZL3b	BACK	DESIGN_LEAF	3	0	0	0	3	0	COMPATIBLE_OR_UNRESOLVED
olkeedy	keedy	DIAGNOSTIC	ZL3b	BACK	OTHER_EXPOSED_LEAF	38	1	3	3	22	9	REJECT_MISSING_WRITTEN_ANCHOR
olkeedy	keedy	DIAGNOSTIC	ZL3b	FORWARD	DESIGN_LEAF	3	0	0	0	2	1	REJECT_MISSING_WRITTEN_ANCHOR
olkeedy	keedy	DIAGNOSTIC	ZL3b	FORWARD	OTHER_EXPOSED_LEAF	38	1	3	2	24	8	REJECT_MISSING_WRITTEN_ANCHOR
olkeedy	keedy	DIAGNOSTIC	IT2a	BACK	DESIGN_LEAF	3	0	0	0	0	3	REJECT_MISSING_WRITTEN_ANCHOR
olkeedy	keedy	DIAGNOSTIC	IT2a	BACK	OTHER_EXPOSED_LEAF	37	1	0	4	1	31	REJECT_MISSING_WRITTEN_ANCHOR
olkeedy	keedy	DIAGNOSTIC	IT2a	FORWARD	DESIGN_LEAF	3	0	0	0	0	3	REJECT_MISSING_WRITTEN_ANCHOR
olkeedy	keedy	DIAGNOSTIC	IT2a	FORWARD	OTHER_EXPOSED_LEAF	37	1	0	3	3	30	REJECT_MISSING_WRITTEN_ANCHOR
olkeedy	keedy	DIAGNOSTIC	RF1b	BACK	DESIGN_LEAF	2	2	0	0	0	0	NO_PARAGRAPH_CAPACITY
olkeedy	keedy	DIAGNOSTIC	RF1b	BACK	OTHER_EXPOSED_LEAF	27	27	0	0	0	0	NO_PARAGRAPH_CAPACITY
olkeedy	keedy	DIAGNOSTIC	RF1b	FORWARD	DESIGN_LEAF	2	2	0	0	0	0	NO_PARAGRAPH_CAPACITY
olkeedy	keedy	DIAGNOSTIC	RF1b	FORWARD	OTHER_EXPOSED_LEAF	27	27	0	0	0	0	NO_PARAGRAPH_CAPACITY
olchey	chey	DIAGNOSTIC	ZL3b	BACK	DESIGN_LEAF	6	0	1	1	4	0	TARGET_BOUNDARY_UNCERTAIN
olchey	chey	DIAGNOSTIC	ZL3b	BACK	OTHER_EXPOSED_LEAF	14	1	1	2	8	2	REJECT_MISSING_WRITTEN_ANCHOR
olchey	chey	DIAGNOSTIC	ZL3b	FORWARD	DESIGN_LEAF	6	0	1	1	3	1	REJECT_MISSING_WRITTEN_ANCHOR
olchey	chey	DIAGNOSTIC	ZL3b	FORWARD	OTHER_EXPOSED_LEAF	14	1	1	4	6	2	REJECT_MISSING_WRITTEN_ANCHOR
olchey	chey	DIAGNOSTIC	IT2a	BACK	DESIGN_LEAF	6	0	0	1	0	5	REJECT_MISSING_WRITTEN_ANCHOR
olchey	chey	DIAGNOSTIC	IT2a	BACK	OTHER_EXPOSED_LEAF	15	1	0	2	2	10	REJECT_MISSING_WRITTEN_ANCHOR
olchey	chey	DIAGNOSTIC	IT2a	FORWARD	DESIGN_LEAF	6	0	0	2	0	4	REJECT_MISSING_WRITTEN_ANCHOR
olchey	chey	DIAGNOSTIC	IT2a	FORWARD	OTHER_EXPOSED_LEAF	15	1	0	6	1	7	REJECT_MISSING_WRITTEN_ANCHOR
olchey	chey	DIAGNOSTIC	RF1b	BACK	DESIGN_LEAF	5	5	0	0	0	0	NO_PARAGRAPH_CAPACITY
olchey	chey	DIAGNOSTIC	RF1b	BACK	OTHER_EXPOSED_LEAF	13	13	0	0	0	0	NO_PARAGRAPH_CAPACITY
olchey	chey	DIAGNOSTIC	RF1b	FORWARD	DESIGN_LEAF	5	5	0	0	0	0	NO_PARAGRAPH_CAPACITY
olchey	chey	DIAGNOSTIC	RF1b	FORWARD	OTHER_EXPOSED_LEAF	13	13	0	0	0	0	NO_PARAGRAPH_CAPACITY
