source_group_id	edition	page	locus	form	core	family	physical_leaf	exposure	paragraph_id	left_separator	right_separator
RF1b|f78v.5|G003	RF1b	f78v	f78v.5	olkain	kain	DIAGNOSTIC	78	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f78v.9|G003	RF1b	f78v	f78v.9	olkeedy	keedy	DIAGNOSTIC	78	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80r.22|G009	RF1b	f80r	f80r.22	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80r.27|G006	RF1b	f80r	f80r.27	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80r.34|G008	RF1b	f80r	f80r.34	olchey	chey	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80r.44|G004	RF1b	f80r	f80r.44	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE
RF1b|f80r.46|G003	RF1b	f80r	f80r.46	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.12|G007	RF1b	f80v	f80v.12	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.2|G003	RF1b	f80v	f80v.2	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.26|G008	RF1b	f80v	f80v.26	olchey	chey	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f80v.29|G002	RF1b	f80v	f80v.29	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.29|G003	RF1b	f80v	f80v.29	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.30|G003	RF1b	f80v	f80v.30	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.31|G004	RF1b	f80v	f80v.31	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.31|G008	RF1b	f80v	f80v.31	olshey	shey	PRIMARY	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.33|G003	RF1b	f80v	f80v.33	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.33|G004	RF1b	f80v	f80v.33	olshedy	shedy	PRIMARY	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.34|G004	RF1b	f80v	f80v.34	olshey	shey	PRIMARY	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.34|G007	RF1b	f80v	f80v.34	olkain	kain	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.36|G007	RF1b	f80v	f80v.36	olshedy	shedy	PRIMARY	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f80v.5|G003	RF1b	f80v	f80v.5	olkeedy	keedy	DIAGNOSTIC	80	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82v.18|G008	RF1b	f82v	f82v.18	olkeedy	keedy	DIAGNOSTIC	82	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82v.21|G007	RF1b	f82v	f82v.21	olkain	kain	DIAGNOSTIC	82	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82v.33|G006	RF1b	f82v	f82v.33	olkain	kain	DIAGNOSTIC	82	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82v.34|G009	RF1b	f82v	f82v.34	olkain	kain	DIAGNOSTIC	82	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f82v.37|G009	RF1b	f82v	f82v.37	olkain	kain	DIAGNOSTIC	82	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f82v.5|G009	RF1b	f82v	f82v.5	olshedy	shedy	PRIMARY	82	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f86v5.19|G009	RF1b	f86v5	f86v5.19	olkeedy	keedy	DIAGNOSTIC	86	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f86v5.33|G005	RF1b	f86v5	f86v5.33	olkeedy	keedy	DIAGNOSTIC	86	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f86v6.3|G002	RF1b	f86v6	f86v6.3	olkeedy	keedy	DIAGNOSTIC	86	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f86v6.4|G006	RF1b	f86v6	f86v6.4	olkeedy	keedy	DIAGNOSTIC	86	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f94r.7|G010	RF1b	f94r	f94r.7	olkain	kain	DIAGNOSTIC	94	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f96v.6|G003	RF1b	f96v	f96v.6	olchey	chey	DIAGNOSTIC	96	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
