model	grammar	paragraph	mention	form	axis	value	patient	patient_form	rule	debts	changed_fields	input_eligible	row_status
R	J	f9v|f9v.5-f9v.12	f9v.10:4	chy	thermal	hot	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3		False	recorded
R	J	f9v|f9v.5-f9v.12	f9v.11:3	oky	thermal	warm	f9v.11:2	chshoty	LOCAL_LEFT			False	recorded
R	M	f9v|f9v.5-f9v.12	f9v.9:2	chy	thermal	hot			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	M	f9v|f9v.5-f9v.12	f9v.10:1	oty	thermal	cold	f9v.10:2	kchol	LOCAL_RIGHT			False	recorded
R	M	f9v|f9v.5-f9v.12	f9v.10:4	chy	thermal	hot	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3		False	recorded
R	M	f9v|f9v.5-f9v.12	f9v.11:3	oky	thermal	warm	f9v.11:2	chshoty	LOCAL_LEFT			False	recorded
PR	B	f9v|f9v.5-f9v.12	f9v.9:2	chy	thermal	hot			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	B	f9v|f9v.5-f9v.12	f9v.10:1	oty	thermal	cold	f9v.10:2	kchol	LOCAL_RIGHT			False	recorded
PR	B	f9v|f9v.5-f9v.12	f9v.10:4	chy	thermal	hot	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3		False	recorded
PR	B	f9v|f9v.5-f9v.12	f9v.11:3	oky	thermal	warm	f9v.11:2	chshoty	LOCAL_LEFT			False	recorded
PR	J	f9v|f9v.5-f9v.12	f9v.9:2	chy	thermal	hot			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	J	f9v|f9v.5-f9v.12	f9v.10:1	oty	thermal	cold	f9v.10:2	kchol	LOCAL_RIGHT			False	recorded
PR	J	f9v|f9v.5-f9v.12	f9v.10:4	chy	thermal	hot	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3		False	recorded
PR	J	f9v|f9v.5-f9v.12	f9v.11:3	oky	thermal	warm	f9v.11:2	chshoty	LOCAL_LEFT			False	recorded
PR	M	f9v|f9v.5-f9v.12	f9v.9:2	chy	thermal	hot			MISSING	MISSING_MATERIAL_BINDING		False	recorded
PR	M	f9v|f9v.5-f9v.12	f9v.10:1	oty	thermal	cold	f9v.10:2	kchol	LOCAL_RIGHT			False	recorded
PR	M	f9v|f9v.5-f9v.12	f9v.10:4	chy	thermal	hot	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3		False	recorded
PR	M	f9v|f9v.5-f9v.12	f9v.11:3	oky	thermal	warm	f9v.11:2	chshoty	LOCAL_LEFT			False	recorded
U	B	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
U	J	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
U	M	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
P	B	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
P	J	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
P	M	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
R	B	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
R	J	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
R	M	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
PR	B	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
PR	J	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
PR	M	f17v|f17v.1-f17v.23	f17v.9:2	shol	moisture	wet	f17v.9:3	kchol	LOCAL_RIGHT			False	recorded
U	B	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
U	B	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
U	B	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
U	J	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
U	J	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
U	J	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
U	M	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
U	M	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
U	M	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
P	B	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
P	B	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
P	B	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
P	J	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
P	J	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
P	J	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
P	M	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
P	M	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
P	M	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
R	B	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
R	B	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
R	B	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
R	J	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
R	J	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
R	J	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
R	M	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
R	M	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
R	M	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
PR	B	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
PR	B	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
PR	B	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
PR	J	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
PR	J	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
PR	J	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
PR	M	f19v|f19v.8-f19v.14	f19v.9:2	oky	thermal	warm	f19v.9:3	chor	LOCAL_RIGHT			False	recorded
PR	M	f19v|f19v.8-f19v.14	f19v.9:6	oky	thermal	warm	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4		False	recorded
PR	M	f19v|f19v.8-f19v.14	f19v.13:3	oty	thermal	cold	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6		False	recorded
U	B	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
U	B	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	B	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	J	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
U	J	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	J	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	M	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
U	M	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
U	M	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	B	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
P	B	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	B	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	J	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
P	J	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	J	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	M	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
P	M	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
P	M	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	B	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
R	B	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	B	f22v|f22v.6-f22v.16	f22v.14:3	shol	moisture	wet			MISSING	MISSING_MATERIAL_BINDING		False	recorded
R	J	f22v|f22v.6-f22v.16	f22v.6:2	shy	moisture	wet	f22v.6:3	tchor	LOCAL_RIGHT			False	recorded
R	J	f22v|f22v.6-f22v.16	f22v.11:2	oty	thermal	cold			MISSING	MISSING_MATERIAL_BINDING		False	recorded
