edition	grammar	paragraph	operation	form	old_patient	joint_patient	joint_patient_form	old_debts	joint_debts	changed_fields	new_action	interaction	row_status
ZL3b	B	f9v|f9v.5-f9v.12	f9v.7:3	chol	f9v.7:6	f9v.7:6	otal	UNREAD_BETWEEN:f9v.7:4	UNREAD_BETWEEN:f9v.7:4		False		recorded
ZL3b	B	f9v|f9v.5-f9v.12	f9v.8:3	qokcho	f9v.7:6	f9v.7:6	otal	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f9v|f9v.5-f9v.12	f9v.10:3	chol	f9v.10:2	f9v.10:2	kchol				False		recorded
ZL3b	B	f9v|f9v.5-f9v.12	f9v.12:2	ckhy	f9v.12:3	f9v.12:3	chor				False		recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.5:1	pchor				MISSING_PATIENT	MISSING_PATIENT		False		recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.5:3	qotor				MISSING_PATIENT	MISSING_PATIENT		False		recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.7:1	qo	f9v.6:4	f9v.6:4	chody	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.7:2	chol	f9v.6:4	f9v.6:4	chody	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.7:3	chol	f9v.7:6	f9v.7:6	otal	UNREAD_BETWEEN:f9v.7:4	UNREAD_BETWEEN:f9v.7:4		False		recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.8:3	qokcho	f9v.7:6	f9v.7:6	otal	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.10:3	chol	f9v.10:2	f9v.10:2	kchol				False		recorded
ZL3b	J	f9v|f9v.5-f9v.12	f9v.12:2	ckhy	f9v.12:3	f9v.12:3	chor				False		recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.5:1	pchor				MISSING_PATIENT	MISSING_PATIENT		False		recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.5:3	qotor				MISSING_PATIENT	MISSING_PATIENT		False		recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.7:1	qo	f9v.6:4	f9v.6:4	chody	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.7:2	chol	f9v.6:4	f9v.6:4	chody	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.7:3	chol	f9v.7:6	f9v.7:6	otal	UNREAD_BETWEEN:f9v.7:4	UNREAD_BETWEEN:f9v.7:4		False		recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.8:3	qokcho	f9v.7:6	f9v.7:6	otal	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.10:3	chol	f9v.10:2	f9v.10:2	kchol				False		recorded
ZL3b	M	f9v|f9v.5-f9v.12	f9v.12:2	ckhy	f9v.12:3	f9v.12:3	chor				False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.5:1	ychol	f17v.4:1	f17v.4:1	kchor	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.5:2	chol	f17v.5:4	f17v.5:4	tchol	UNREAD_BETWEEN:f17v.5:3	UNREAD_BETWEEN:f17v.5:3		False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	f17v.5:4	f17v.5:4	tchol				False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	f17v.7:4	f17v.7:4	cheor	UNREAD_BETWEEN:f17v.7:3	UNREAD_BETWEEN:f17v.7:3		False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	f17v.7:4	f17v.7:4	cheor	IMPLICIT_SUBJECT_CONTINUATION	IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.11:4	chol	f17v.10:4	f17v.10:4	okol	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.12:6	f17v.12:6	chor	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.13:3	chol	f17v.13:4	f17v.13:4	cthol				False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.16:2	chol	f17v.16:3	f17v.16:3	okeol				False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.17:3	she	f17v.17:6	f17v.17:6	cthor	UNREAD_BETWEEN:f17v.17:5	UNREAD_BETWEEN:f17v.17:5		False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.18:4	chol	f17v.18:2	f17v.18:2	cheeor				False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.19:2	chey	f17v.19:4	f17v.19:4	cthor	UNREAD_BETWEEN:f17v.19:3	UNREAD_BETWEEN:f17v.19:3		False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.19:4	f17v.19:4	cthor	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.20:2	okeey	f17v.20:3	f17v.20:3	cheor				False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.20:4	chol	f17v.20:3	f17v.20:3	cheor				False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.22:3	chey	f17v.22:4	f17v.22:4	keeor				False		recorded
ZL3b	B	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	f17v.23:2	f17v.23:2	okeor				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.5:1	ychol	f17v.4:1	f17v.4:1	kchor	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.5:2	chol	f17v.5:4	f17v.5:4	tchol	UNREAD_BETWEEN:f17v.5:3	UNREAD_BETWEEN:f17v.5:3		False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	f17v.5:4	f17v.5:4	tchol				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	f17v.7:4	f17v.7:4	cheor	UNREAD_BETWEEN:f17v.7:3	UNREAD_BETWEEN:f17v.7:3		False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	f17v.7:4	f17v.7:4	cheor	IMPLICIT_SUBJECT_CONTINUATION	IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.11:4	chol	f17v.10:4	f17v.10:4	okol	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:4	f17v.13:4	cthol				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.13:3	chol	f17v.13:4	f17v.13:4	cthol				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.16:2	chol	f17v.16:3	f17v.16:3	okeol				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.17:3	she	f17v.17:6	f17v.17:6	cthor	UNREAD_BETWEEN:f17v.17:5	UNREAD_BETWEEN:f17v.17:5		False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.18:4	chol	f17v.18:2	f17v.18:2	cheeor				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.19:2	chey	f17v.19:4	f17v.19:4	cthor	UNREAD_BETWEEN:f17v.19:3	UNREAD_BETWEEN:f17v.19:3		False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:3	f17v.20:3	cheor				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.20:2	okeey	f17v.20:3	f17v.20:3	cheor				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.20:4	chol	f17v.20:3	f17v.20:3	cheor				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.22:3	chey	f17v.22:4	f17v.22:4	keeor				False		recorded
ZL3b	J	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	f17v.23:2	f17v.23:2	okeor				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.5:1	ychol	f17v.4:1	f17v.4:1	kchor	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.5:2	chol	f17v.5:4	f17v.5:4	tchol	UNREAD_BETWEEN:f17v.5:3	UNREAD_BETWEEN:f17v.5:3		False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	f17v.5:4	f17v.5:4	tchol				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	f17v.7:4	f17v.7:4	cheor	UNREAD_BETWEEN:f17v.7:3	UNREAD_BETWEEN:f17v.7:3		False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	f17v.7:4	f17v.7:4	cheor	IMPLICIT_SUBJECT_CONTINUATION	IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.11:4	chol	f17v.10:4	f17v.10:4	okol	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:4	f17v.13:4	cthol				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.13:3	chol	f17v.13:4	f17v.13:4	cthol				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.16:2	chol	f17v.16:3	f17v.16:3	okeol				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.17:3	she	f17v.17:6	f17v.17:6	cthor	UNREAD_BETWEEN:f17v.17:5	UNREAD_BETWEEN:f17v.17:5		False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.18:4	chol	f17v.18:2	f17v.18:2	cheeor				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.19:2	chey	f17v.19:4	f17v.19:4	cthor	UNREAD_BETWEEN:f17v.19:3	UNREAD_BETWEEN:f17v.19:3		False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:3	f17v.20:3	cheor				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.20:2	okeey	f17v.20:3	f17v.20:3	cheor				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.20:4	chol	f17v.20:3	f17v.20:3	cheor				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.22:3	chey	f17v.22:4	f17v.22:4	keeor				False		recorded
ZL3b	M	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	f17v.23:2	f17v.23:2	okeor				False		recorded
ZL3b	B	f19v|f19v.8-f19v.14	f19v.8:3	qo				MISSING_PATIENT	MISSING_PATIENT		False		recorded
ZL3b	B	f19v|f19v.8-f19v.14	f19v.9:5	chol	f19v.9:3	f19v.9:3	chor	UNREAD_BETWEEN:f19v.9:4	UNREAD_BETWEEN:f19v.9:4		False		recorded
ZL3b	J	f19v|f19v.8-f19v.14	f19v.8:3	qo				MISSING_PATIENT	MISSING_PATIENT		False		recorded
ZL3b	J	f19v|f19v.8-f19v.14	f19v.9:5	chol	f19v.9:3	f19v.9:3	chor	UNREAD_BETWEEN:f19v.9:4	UNREAD_BETWEEN:f19v.9:4		False		recorded
ZL3b	M	f19v|f19v.8-f19v.14	f19v.8:3	qo				MISSING_PATIENT	MISSING_PATIENT		False		recorded
ZL3b	M	f19v|f19v.8-f19v.14	f19v.9:5	chol	f19v.9:3	f19v.9:3	chor	UNREAD_BETWEEN:f19v.9:4	UNREAD_BETWEEN:f19v.9:4		False		recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	f22v.8:2	f22v.8:2	cthy				False		recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.9:3	chol	f22v.9:2	f22v.9:2	shody				False		recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	f22v.9:5	f22v.9:5	otaiin	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False		recorded
ZL3b	B	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	f22v.15:2	f22v.15:2	cthy	UNREAD_BETWEEN:f22v.15:3	UNREAD_BETWEEN:f22v.15:3		False		recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	f22v.8:2	f22v.8:2	cthy				False		recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.9:3	chol	f22v.9:2	f22v.9:2	shody				False		recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	f22v.9:5	f22v.9:5	otaiin	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False		recorded
ZL3b	J	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	f22v.15:2	f22v.15:2	cthy	UNREAD_BETWEEN:f22v.15:3	UNREAD_BETWEEN:f22v.15:3		False		recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	f22v.8:2	f22v.8:2	cthy				False		recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.9:3	chol	f22v.9:2	f22v.9:2	shody				False		recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	f22v.9:5	f22v.9:5	otaiin	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False		recorded
ZL3b	M	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	f22v.15:2	f22v.15:2	cthy	UNREAD_BETWEEN:f22v.15:3	UNREAD_BETWEEN:f22v.15:3		False		recorded
ZL3b	B	f23r|f23r.4-f23r.5	f23r.4:5	qokeey				MISSING_PATIENT	MISSING_PATIENT		False		recorded
