model	edition	paragraph	at	word	kind	carrier	carrier_word	input	input_status
N	IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.18|G001	daiin	VALUE				
N	IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.18|G010	qotaiin	OPERATION				MISSING_INPUT
N	IT2a	f77r|f77r.9-f77r.24	IT2a|f77r.24|G001	daiin	VALUE	IT2a|f77r.22|G006	chy		
N	IT2a	f79r|f79r.1-f79r.6	IT2a|f79r.2|G006	shey	QUALITY				
N	IT2a	f79r|f79r.1-f79r.6	IT2a|f79r.5|G012	chol	QUALITY	IT2a|f79r.2|G009	qoteey		
N	IT2a	f79r|f79r.1-f79r.6	IT2a|f79r.6|G001	shol	QUALITY	IT2a|f79r.5|G013	chy		
N	IT2a	f82r|f82r.11-f82r.18	IT2a|f82r.15|G008	daiin	VALUE				
N	IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.21|G001	daiin	VALUE				
N	IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.21|G005	daiin	VALUE				
N	IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.23|G005	daiin	VALUE				
N	IT2a	f82r|f82r.20-f82r.33	IT2a|f82r.32|G003	daiin	VALUE	IT2a|f82r.30|G004	qoteey		
N	IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.23|G008	qotaiin	OPERATION				MISSING_INPUT
N	IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.24|G003	qotchy	OPERATION			shedy	UNKNOWN_INPUT
N	IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.25|G005	daiin	VALUE				
N	IT2a	f86v3|f86v3.23-f86v3.28	IT2a|f86v3.25|G009	daiin	VALUE				
N	IT2a	f86v3|f86v3.29-f86v3.36	IT2a|f86v3.30|G006	daiin	VALUE				
N	IT2a	f86v3|f86v3.29-f86v3.36	IT2a|f86v3.32|G005	qotaiin	OPERATION			cheody	UNKNOWN_INPUT
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.4|G001	qotchy	OPERATION	ZL3b|f18v.1|G002	shor	qokay	UNKNOWN_INPUT
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G005	daiin	VALUE	ZL3b|f18v.6|G005	chy		
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G002	qotchy	OPERATION	ZL3b|f18v.6|G005	chy	qokchy	UNKNOWN_INPUT
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G003	dair	VALUE	ZL3b|f18v.6|G005	chy		
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G007	dair	VALUE	ZL3b|f2v.1|G006	chor		
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G004	shol	QUALITY	ZL3b|f2v.1|G006	chor		
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G009	daiin	VALUE	ZL3b|f2v.2|G008	chor		
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G004	chol	QUALITY	ZL3b|f2v.3|G002	chor		
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G008	daiin	VALUE	ZL3b|f2v.3|G002	chor		
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.9|G003	shol	QUALITY				
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.11|G003	daiin	VALUE	ZL3b|f56r.10|G009	okaiin		
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G002	chol	QUALITY	ZL3b|f56r.10|G009	okaiin		
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.14|G004	qotchy	OPERATION	ZL3b|f56r.10|G009	okaiin		MISSING_INPUT
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.15|G003	chol	QUALITY	ZL3b|f56r.10|G009	okaiin		
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.16|G001	qotchy	OPERATION	ZL3b|f56r.15|G004	cthy	chody	UNKNOWN_INPUT
N	ZL3b	f56r|f56r.9-f56r.19	ZL3b|f56r.19|G003	daiin	VALUE	ZL3b|f56r.15|G004	cthy		
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.4|G001	qotchy	OPERATION			qokay	UNKNOWN_INPUT
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.7|G005	daiin	VALUE	IT2a|f18v.6|G005	chy		
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.9|G002	qotchy	OPERATION	IT2a|f18v.6|G005	chy	qokchy	UNKNOWN_INPUT
N	IT2a	f18v|f18v.1-f18v.10	IT2a|f18v.10|G003	dair	VALUE	IT2a|f18v.6|G005	chy		
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G006	dain	VALUE	IT2a|f2v.1|G001	kooiin		
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G008	dair	VALUE	IT2a|f2v.1|G007	chor		
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G004	shol	QUALITY	IT2a|f2v.1|G007	chor		
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G009	daiin	VALUE	IT2a|f2v.2|G008	chor		
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G004	chol	QUALITY	IT2a|f2v.3|G002	chor		
