model	grammar	paragraph	mention	form	patient	patient_form	rule	debts	input_eligible	changed_fields	row_status
A	M	f6v|f6v.6-f6v.21	f6v.15:4	chy	f6v.14:3	cthol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	False		recorded
A	M	f6v|f6v.6-f6v.21	f6v.19:3	chy	f6v.19:1	ocholy	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	False		recorded
N	B	f6v|f6v.6-f6v.21	f6v.12:2	shy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	B	f6v|f6v.6-f6v.21	f6v.15:4	chy	f6v.14:3	cthol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	False		recorded
N	B	f6v|f6v.6-f6v.21	f6v.19:3	chy	f6v.19:1	ocholy	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	False		recorded
N	J	f6v|f6v.6-f6v.21	f6v.12:2	shy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	J	f6v|f6v.6-f6v.21	f6v.15:4	chy	f6v.14:3	cthol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	False		recorded
N	J	f6v|f6v.6-f6v.21	f6v.19:3	chy	f6v.19:1	ocholy	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	False		recorded
N	M	f6v|f6v.6-f6v.21	f6v.12:2	shy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	M	f6v|f6v.6-f6v.21	f6v.15:4	chy	f6v.14:3	cthol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	False		recorded
N	M	f6v|f6v.6-f6v.21	f6v.19:3	chy	f6v.19:1	ocholy	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	False		recorded
U	B	f9v|f9v.5-f9v.12	f9v.9:2	chy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	B	f9v|f9v.5-f9v.12	f9v.10:1	oty	f9v.10:2	kchol	LOCAL_RIGHT		False		recorded
U	B	f9v|f9v.5-f9v.12	f9v.10:4	chy	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	False		recorded
U	B	f9v|f9v.5-f9v.12	f9v.11:3	oky	f9v.11:2	chshoty	LOCAL_LEFT		False		recorded
U	J	f9v|f9v.5-f9v.12	f9v.9:2	chy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	J	f9v|f9v.5-f9v.12	f9v.10:1	oty	f9v.10:2	kchol	LOCAL_RIGHT		False		recorded
U	J	f9v|f9v.5-f9v.12	f9v.10:4	chy	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	False		recorded
U	J	f9v|f9v.5-f9v.12	f9v.11:3	oky	f9v.11:2	chshoty	LOCAL_LEFT		False		recorded
U	M	f9v|f9v.5-f9v.12	f9v.9:2	chy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	M	f9v|f9v.5-f9v.12	f9v.10:1	oty	f9v.10:2	kchol	LOCAL_RIGHT		False		recorded
U	M	f9v|f9v.5-f9v.12	f9v.10:4	chy	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	False		recorded
U	M	f9v|f9v.5-f9v.12	f9v.11:3	oky	f9v.11:2	chshoty	LOCAL_LEFT		False		recorded
A	B	f9v|f9v.5-f9v.12	f9v.9:2	chy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	B	f9v|f9v.5-f9v.12	f9v.10:1	oty	f9v.10:2	kchol	LOCAL_RIGHT		False		recorded
A	B	f9v|f9v.5-f9v.12	f9v.10:4	chy	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	False		recorded
A	B	f9v|f9v.5-f9v.12	f9v.11:3	oky	f9v.11:2	chshoty	LOCAL_LEFT		False		recorded
A	J	f9v|f9v.5-f9v.12	f9v.9:2	chy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	J	f9v|f9v.5-f9v.12	f9v.10:1	oty	f9v.10:2	kchol	LOCAL_RIGHT		False		recorded
A	J	f9v|f9v.5-f9v.12	f9v.10:4	chy	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	False		recorded
A	J	f9v|f9v.5-f9v.12	f9v.11:3	oky	f9v.11:2	chshoty	LOCAL_LEFT		False		recorded
A	M	f9v|f9v.5-f9v.12	f9v.9:2	chy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	M	f9v|f9v.5-f9v.12	f9v.10:1	oty	f9v.10:2	kchol	LOCAL_RIGHT		False		recorded
A	M	f9v|f9v.5-f9v.12	f9v.10:4	chy	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	False		recorded
A	M	f9v|f9v.5-f9v.12	f9v.11:3	oky	f9v.11:2	chshoty	LOCAL_LEFT		False		recorded
N	B	f9v|f9v.5-f9v.12	f9v.9:2	chy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	B	f9v|f9v.5-f9v.12	f9v.10:1	oty	f9v.10:2	kchol	LOCAL_RIGHT		False		recorded
N	B	f9v|f9v.5-f9v.12	f9v.10:4	chy	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	False		recorded
N	B	f9v|f9v.5-f9v.12	f9v.11:3	oky	f9v.11:2	chshoty	LOCAL_LEFT		False		recorded
N	J	f9v|f9v.5-f9v.12	f9v.9:2	chy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	J	f9v|f9v.5-f9v.12	f9v.10:1	oty	f9v.10:2	kchol	LOCAL_RIGHT		False		recorded
N	J	f9v|f9v.5-f9v.12	f9v.10:4	chy	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	False		recorded
N	J	f9v|f9v.5-f9v.12	f9v.11:3	oky	f9v.11:2	chshoty	LOCAL_LEFT		False		recorded
N	M	f9v|f9v.5-f9v.12	f9v.9:2	chy			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	M	f9v|f9v.5-f9v.12	f9v.10:1	oty	f9v.10:2	kchol	LOCAL_RIGHT		False		recorded
N	M	f9v|f9v.5-f9v.12	f9v.10:4	chy	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	False		recorded
N	M	f9v|f9v.5-f9v.12	f9v.11:3	oky	f9v.11:2	chshoty	LOCAL_LEFT		False		recorded
U	B	f17v|f17v.1-f17v.23	f17v.9:2	shol	f17v.9:3	kchol	LOCAL_RIGHT		False		recorded
U	J	f17v|f17v.1-f17v.23	f17v.9:2	shol	f17v.9:3	kchol	LOCAL_RIGHT		False		recorded
U	M	f17v|f17v.1-f17v.23	f17v.9:2	shol	f17v.9:3	kchol	LOCAL_RIGHT		False		recorded
A	B	f17v|f17v.1-f17v.23	f17v.9:2	shol	f17v.9:3	kchol	LOCAL_RIGHT		False		recorded
A	J	f17v|f17v.1-f17v.23	f17v.9:2	shol	f17v.9:3	kchol	LOCAL_RIGHT		False		recorded
A	M	f17v|f17v.1-f17v.23	f17v.9:2	shol	f17v.9:3	kchol	LOCAL_RIGHT		False		recorded
N	B	f17v|f17v.1-f17v.23	f17v.9:2	shol	f17v.9:3	kchol	LOCAL_RIGHT		False		recorded
N	J	f17v|f17v.1-f17v.23	f17v.9:2	shol	f17v.9:3	kchol	LOCAL_RIGHT		False		recorded
N	M	f17v|f17v.1-f17v.23	f17v.9:2	shol	f17v.9:3	kchol	LOCAL_RIGHT		False		recorded
U	B	f19v|f19v.8-f19v.14	f19v.9:2	oky	f19v.9:3	chor	LOCAL_RIGHT		False		recorded
U	B	f19v|f19v.8-f19v.14	f19v.9:6	oky	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	False		recorded
U	B	f19v|f19v.8-f19v.14	f19v.13:3	oty	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	False		recorded
U	J	f19v|f19v.8-f19v.14	f19v.9:2	oky	f19v.9:3	chor	LOCAL_RIGHT		False		recorded
U	J	f19v|f19v.8-f19v.14	f19v.9:6	oky	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	False		recorded
U	J	f19v|f19v.8-f19v.14	f19v.13:3	oty	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	False		recorded
U	M	f19v|f19v.8-f19v.14	f19v.9:2	oky	f19v.9:3	chor	LOCAL_RIGHT		False		recorded
U	M	f19v|f19v.8-f19v.14	f19v.9:6	oky	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	False		recorded
U	M	f19v|f19v.8-f19v.14	f19v.13:3	oty	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	False		recorded
A	B	f19v|f19v.8-f19v.14	f19v.9:2	oky	f19v.9:3	chor	LOCAL_RIGHT		False		recorded
A	B	f19v|f19v.8-f19v.14	f19v.9:6	oky	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	False		recorded
A	B	f19v|f19v.8-f19v.14	f19v.13:3	oty	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	False		recorded
A	J	f19v|f19v.8-f19v.14	f19v.9:2	oky	f19v.9:3	chor	LOCAL_RIGHT		False		recorded
A	J	f19v|f19v.8-f19v.14	f19v.9:6	oky	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	False		recorded
A	J	f19v|f19v.8-f19v.14	f19v.13:3	oty	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	False		recorded
A	M	f19v|f19v.8-f19v.14	f19v.9:2	oky	f19v.9:3	chor	LOCAL_RIGHT		False		recorded
A	M	f19v|f19v.8-f19v.14	f19v.9:6	oky	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	False		recorded
A	M	f19v|f19v.8-f19v.14	f19v.13:3	oty	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	False		recorded
N	B	f19v|f19v.8-f19v.14	f19v.9:2	oky	f19v.9:3	chor	LOCAL_RIGHT		False		recorded
N	B	f19v|f19v.8-f19v.14	f19v.9:6	oky	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	False		recorded
N	B	f19v|f19v.8-f19v.14	f19v.13:3	oty	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	False		recorded
N	J	f19v|f19v.8-f19v.14	f19v.9:2	oky	f19v.9:3	chor	LOCAL_RIGHT		False		recorded
N	J	f19v|f19v.8-f19v.14	f19v.9:6	oky	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	False		recorded
N	J	f19v|f19v.8-f19v.14	f19v.13:3	oty	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	False		recorded
N	M	f19v|f19v.8-f19v.14	f19v.9:2	oky	f19v.9:3	chor	LOCAL_RIGHT		False		recorded
N	M	f19v|f19v.8-f19v.14	f19v.9:6	oky	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	False		recorded
N	M	f19v|f19v.8-f19v.14	f19v.13:3	oty	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	False		recorded
U	B	f22v|f22v.6-f22v.16	f22v.6:2	shy	f22v.6:3	tchor	LOCAL_RIGHT		False		recorded
U	B	f22v|f22v.6-f22v.16	f22v.11:2	oty			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	B	f22v|f22v.6-f22v.16	f22v.14:3	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	J	f22v|f22v.6-f22v.16	f22v.6:2	shy	f22v.6:3	tchor	LOCAL_RIGHT		False		recorded
U	J	f22v|f22v.6-f22v.16	f22v.11:2	oty			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	J	f22v|f22v.6-f22v.16	f22v.14:3	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	M	f22v|f22v.6-f22v.16	f22v.6:2	shy	f22v.6:3	tchor	LOCAL_RIGHT		False		recorded
U	M	f22v|f22v.6-f22v.16	f22v.11:2	oty			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	M	f22v|f22v.6-f22v.16	f22v.14:3	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	B	f22v|f22v.6-f22v.16	f22v.6:2	shy	f22v.6:3	tchor	LOCAL_RIGHT		False		recorded
A	B	f22v|f22v.6-f22v.16	f22v.11:2	oty			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	B	f22v|f22v.6-f22v.16	f22v.14:3	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	J	f22v|f22v.6-f22v.16	f22v.6:2	shy	f22v.6:3	tchor	LOCAL_RIGHT		False		recorded
A	J	f22v|f22v.6-f22v.16	f22v.11:2	oty			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	J	f22v|f22v.6-f22v.16	f22v.14:3	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	M	f22v|f22v.6-f22v.16	f22v.6:2	shy	f22v.6:3	tchor	LOCAL_RIGHT		False		recorded
A	M	f22v|f22v.6-f22v.16	f22v.11:2	oty			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	M	f22v|f22v.6-f22v.16	f22v.14:3	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	B	f22v|f22v.6-f22v.16	f22v.6:2	shy	f22v.6:3	tchor	LOCAL_RIGHT		False		recorded
N	B	f22v|f22v.6-f22v.16	f22v.11:2	oty			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	B	f22v|f22v.6-f22v.16	f22v.14:3	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	J	f22v|f22v.6-f22v.16	f22v.6:2	shy	f22v.6:3	tchor	LOCAL_RIGHT		False		recorded
N	J	f22v|f22v.6-f22v.16	f22v.11:2	oty			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	J	f22v|f22v.6-f22v.16	f22v.14:3	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	M	f22v|f22v.6-f22v.16	f22v.6:2	shy	f22v.6:3	tchor	LOCAL_RIGHT		False		recorded
N	M	f22v|f22v.6-f22v.16	f22v.11:2	oty			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	M	f22v|f22v.6-f22v.16	f22v.14:3	shol			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	B	f24r|f24r.1-f24r.20	f24r.2:5	oky	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	False		recorded
U	B	f24r|f24r.1-f24r.20	f24r.17:5	oky	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	False		recorded
U	J	f24r|f24r.1-f24r.20	f24r.2:5	oky	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	False		recorded
U	J	f24r|f24r.1-f24r.20	f24r.17:5	oky	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	False		recorded
U	M	f24r|f24r.1-f24r.20	f24r.2:5	oky	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	False		recorded
U	M	f24r|f24r.1-f24r.20	f24r.17:5	oky	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	False		recorded
A	B	f24r|f24r.1-f24r.20	f24r.2:5	oky	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	False		recorded
A	B	f24r|f24r.1-f24r.20	f24r.17:5	oky	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	False		recorded
A	J	f24r|f24r.1-f24r.20	f24r.2:5	oky	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	False		recorded
A	J	f24r|f24r.1-f24r.20	f24r.17:5	oky	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	False		recorded
A	M	f24r|f24r.1-f24r.20	f24r.2:5	oky	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	False		recorded
A	M	f24r|f24r.1-f24r.20	f24r.17:5	oky	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	False		recorded
N	B	f24r|f24r.1-f24r.20	f24r.2:5	oky	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	False		recorded
N	B	f24r|f24r.1-f24r.20	f24r.17:5	oky	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	False		recorded
N	J	f24r|f24r.1-f24r.20	f24r.2:5	oky	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	False		recorded
N	J	f24r|f24r.1-f24r.20	f24r.17:5	oky	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	False		recorded
N	M	f24r|f24r.1-f24r.20	f24r.2:5	oky	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	False		recorded
N	M	f24r|f24r.1-f24r.20	f24r.17:5	oky	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	False		recorded
U	B	f45v|f45v.5-f45v.11	f45v.5:5	oty	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	False		recorded
U	B	f45v|f45v.5-f45v.11	f45v.10:3	oky			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	J	f45v|f45v.5-f45v.11	f45v.5:5	oty	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	False		recorded
U	J	f45v|f45v.5-f45v.11	f45v.10:3	oky			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	M	f45v|f45v.5-f45v.11	f45v.5:5	oty	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	False		recorded
U	M	f45v|f45v.5-f45v.11	f45v.10:3	oky			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	B	f45v|f45v.5-f45v.11	f45v.5:5	oty	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	False		recorded
A	B	f45v|f45v.5-f45v.11	f45v.10:3	oky			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	J	f45v|f45v.5-f45v.11	f45v.5:5	oty	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	False		recorded
A	J	f45v|f45v.5-f45v.11	f45v.10:3	oky			MISSING	MISSING_MATERIAL_BINDING	False		recorded
A	M	f45v|f45v.5-f45v.11	f45v.5:5	oty	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	False		recorded
A	M	f45v|f45v.5-f45v.11	f45v.10:3	oky			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	B	f45v|f45v.5-f45v.11	f45v.5:5	oty	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	False		recorded
N	B	f45v|f45v.5-f45v.11	f45v.10:3	oky			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	J	f45v|f45v.5-f45v.11	f45v.5:5	oty	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	False		recorded
N	J	f45v|f45v.5-f45v.11	f45v.10:3	oky			MISSING	MISSING_MATERIAL_BINDING	False		recorded
N	M	f45v|f45v.5-f45v.11	f45v.5:5	oty	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	False		recorded
N	M	f45v|f45v.5-f45v.11	f45v.10:3	oky			MISSING	MISSING_MATERIAL_BINDING	False		recorded
U	B	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
U	B	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	False		recorded
