edition	model	paragraph	locus	raw	row_status
ZL3b	A	f93r|f93r.1-f93r.32	f93r.17	tcheo l cholchecthody	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.18	olkees shodaiin shody	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.19	tchor shol r sheoky	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.20	ychockhy cthol osos	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.21	dol shol daiin shcthy	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.22	kchor cthy chakal daiin	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.23	oain okor shody teols	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.24	ychocthy chotey teey s	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.25	ysaiin chotar shody	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.26	ocheodaiin tchos sor	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.27	qokor cheo los ckheody	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.28	ychor odol chodaiin s	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.29	dain {ck}cho ctho ctho[s:e]g	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.30	shodaiin qokcho cthol	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.31	ol chol cthol olchod	recorded
ZL3b	A	f93r|f93r.1-f93r.32	f93r.32	dol chokal schos	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.1	kodshol otolsheeos octhodaly opalepam oepchksheey qotodain s oar	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.2	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.3	dsho dal dalody ytchchy dam chody dal ol schodchy qotchd	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.4	sol shotol qokchodal shody chotol s otol ytchdg	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.5	ol chody cfhol dol qokol otodar chodain	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.6	tar otor s cho s chol sheoees	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.7	shor shol ody cheodaiin s	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.8	lor sheeody chodaiin s odar	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.9	shodam okcheody cthoctho'l	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.10	ychos chey keol cheol ckhody	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.11	okeol oteol s odam sheo al sal	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.12	qokor shey okcheor sheodom	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.13	shodaiin qotchy kchol r	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.14	ychey ckhos okcheod chr	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.15	ochol shodal dol cheodam	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.16	choshy qokor chckhs	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.17	tcheo l cholchecthody	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.18	olkees shodaiin shody	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.19	tchor shol r sheoky	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.20	ychockhy cthol osos	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.21	dol shol daiin shcthy	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.22	kchor cthy chakal daiin	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.23	oain okor shody teols	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.24	ychocthy chotey teey s	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.25	ysaiin chotar shody	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.26	ocheodaiin tchos sor	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.27	qokor cheo los ckheody	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.28	ychor odol chodaiin s	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.29	dain {ck}cho ctho ctho[s:e]g	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.30	shodaiin qokcho cthol	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.31	ol chol cthol olchod	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.32	dol chokal schos	recorded
ZL3b	U	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	recorded
ZL3b	U	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol ockhey chol cheodal okeo r alcheeg orar	recorded
ZL3b	U	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keear okeey daiin okeol s aiin olaiir oolsal	recorded
ZL3b	U	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
ZL3b	U	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	recorded
ZL3b	U	f99r|f99r.47-f99r.52	f99r.52	ychor ols or agairom	recorded
ZL3b	A	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	recorded
ZL3b	A	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol ockhey chol cheodal okeo r alcheeg orar	recorded
ZL3b	A	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keear okeey daiin okeol s aiin olaiir oolsal	recorded
ZL3b	A	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
ZL3b	A	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	recorded
ZL3b	A	f99r|f99r.47-f99r.52	f99r.52	ychor ols or agairom	recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol ockhey chol cheodal okeo r alcheeg orar	recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keear okeey daiin okeol s aiin olaiir oolsal	recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.51	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.52	ychor ols or agairom	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.1	kodshol otolsheeos octhodaly opalefom oepchksheey qotodain s oar	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.2	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.3	dsho dal dalody ytchchy dam chody dal ol schodchy qotchd	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.4	sol shotol qokchodal shody chotols otol ykchdg	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.5	ol chody cfhol dol qokol otodar chodain	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.6	tor otor s cho s chol sheoees	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.7	shor shol ody cheodaiin s	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.8	lor sheeody chodaiin sodar	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.9	shodam okcheody ctho ckhol	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.10	ychor chey keol cheol ckhody	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.11	okeol oteol sodal sheo al sal	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.12	qokor shey okcheor sheedom	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.13	shodaiin qotchy kchol s	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.14	ychey ckhos okcheod chs	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.15	ochol shodal dol cheodam	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.16	choshy qokor chckhs	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.17	tcheo l cho lch cthody	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.18	olkees shodaiin shody	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.19	tchor shol s sheoky	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.20	ychockhy cthol osos	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.21	dol shol daiin shcthy	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.22	kchor cthy chokal daiin	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.23	oain okor shody teols	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.24	ychocthy chotey teeys	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.25	ysaiin chotar shody	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.26	ocheodaiin tchos sor	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.27	qokor cheo los ckheody	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.28	ychor odol cho daiin s	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.29	dain ckcho ctho cthosm	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.30	shodaiin qokcho cthol	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.31	ol chol cthol olchod	recorded
IT2a	U	f93r|f93r.1-f93r.32	f93r.32	dol chokal schos	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.1	kodshol otolsheeos octhodaly opalefom oepchksheey qotodain s oar	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.2	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.3	dsho dal dalody ytchchy dam chody dal ol schodchy qotchd	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.4	sol shotol qokchodal shody chotols otol ykchdg	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.5	ol chody cfhol dol qokol otodar chodain	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.6	tor otor s cho s chol sheoees	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.7	shor shol ody cheodaiin s	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.8	lor sheeody chodaiin sodar	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.9	shodam okcheody ctho ckhol	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.10	ychor chey keol cheol ckhody	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.11	okeol oteol sodal sheo al sal	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.12	qokor shey okcheor sheedom	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.13	shodaiin qotchy kchol s	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.14	ychey ckhos okcheod chs	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.15	ochol shodal dol cheodam	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.16	choshy qokor chckhs	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.17	tcheo l cho lch cthody	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.18	olkees shodaiin shody	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.19	tchor shol s sheoky	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.20	ychockhy cthol osos	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.21	dol shol daiin shcthy	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.22	kchor cthy chokal daiin	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.23	oain okor shody teols	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.24	ychocthy chotey teeys	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.25	ysaiin chotar shody	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.26	ocheodaiin tchos sor	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.27	qokor cheo los ckheody	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.28	ychor odol cho daiin s	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.29	dain ckcho ctho cthosm	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.30	shodaiin qokcho cthol	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.31	ol chol cthol olchod	recorded
IT2a	A	f93r|f93r.1-f93r.32	f93r.32	dol chokal schos	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.1	kodshol otolsheeos octhodaly opalefom oepchksheey qotodain s oar	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.2	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.3	dsho dal dalody ytchchy dam chody dal ol schodchy qotchd	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.4	sol shotol qokchodal shody chotols otol ykchdg	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.5	ol chody cfhol dol qokol otodar chodain	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.6	tor otor s cho s chol sheoees	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.7	shor shol ody cheodaiin s	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.8	lor sheeody chodaiin sodar	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.9	shodam okcheody ctho ckhol	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.10	ychor chey keol cheol ckhody	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.11	okeol oteol sodal sheo al sal	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.12	qokor shey okcheor sheedom	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.13	shodaiin qotchy kchol s	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.14	ychey ckhos okcheod chs	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.15	ochol shodal dol cheodam	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.16	choshy qokor chckhs	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.17	tcheo l cho lch cthody	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.18	olkees shodaiin shody	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.19	tchor shol s sheoky	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.20	ychockhy cthol osos	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.21	dol shol daiin shcthy	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.22	kchor cthy chokal daiin	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.23	oain okor shody teols	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.24	ychocthy chotey teeys	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.25	ysaiin chotar shody	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.26	ocheodaiin tchos sor	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.27	qokor cheo los ckheody	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.28	ychor odol cho daiin s	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.29	dain ckcho ctho cthosm	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.30	shodaiin qokcho cthol	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.31	ol chol cthol olchod	recorded
IT2a	N	f93r|f93r.1-f93r.32	f93r.32	dol chokal schos	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol o ckheo chol cheodal okeo r olcheem orar	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeor okeey daiin okeols aiin olaiir oolsal	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.51	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	U	f99r|f99r.47-f99r.52	f99r.52	ychor ols or am air om	recorded
IT2a	A	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	recorded
IT2a	A	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol o ckheo chol cheodal okeo r olcheem orar	recorded
IT2a	A	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeor okeey daiin okeols aiin olaiir oolsal	recorded
IT2a	A	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	A	f99r|f99r.47-f99r.52	f99r.51	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	A	f99r|f99r.47-f99r.52	f99r.52	ychor ols or am air om	recorded
IT2a	N	f99r|f99r.47-f99r.52	f99r.47	tol keey ctheey	recorded
IT2a	N	f99r|f99r.47-f99r.52	f99r.48	ykeol okeol o ckheo chol cheodal okeo r olcheem orar	recorded
IT2a	N	f99r|f99r.47-f99r.52	f99r.49	okeeey keey keeor okeey daiin okeols aiin olaiir oolsal	recorded
IT2a	N	f99r|f99r.47-f99r.52	f99r.50	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	recorded
IT2a	N	f99r|f99r.47-f99r.52	f99r.51	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	N	f99r|f99r.47-f99r.52	f99r.52	ychor ols or am air om	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.1	kodshol otolsheeos octhodaly opalefom oepchksheey qotodain s oar	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.2	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.3	dsho dal @152;alody ytchchy dam chody dal ol scho@152;chy qotchd	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.4	sol shotol qokcho @152;al shody chotol s otol ykchdg	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.5	ol chody cfhol dol qokol otodar chodain	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.6	tor otor s cho s chol sheoees	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.7	shor shol ody cheo@152;aiin s	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.8	lor sheeody chodaiin s odar	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.9	shodam okcheody cthockho'l	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.10	ychos chey keol cheol ckhody	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.11	okeol oteol s odal sheo al sal	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.12	qokor shey okcheor sheodom	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.13	shodaiin qotchy kchol s	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.14	ychey ckhos okcheod chs	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.15	ochol shodal dol cheodam	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.16	choshy qokor chckhs	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.17	tcheo l cho lche ctho@152;y	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.18	olkees {ch'}o@152;aiin shody	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.19	tchor shol s sheoky	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.20	ychockhy cthol osos	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.21	dol shol daiin shcthy	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.22	kchor cthy ch@221;tal daiin	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.23	oain okor shody teols	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.24	ychocthy chotey teeys	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.25	ysaiin chotar shody	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.26	ocheodaiin tchos sos	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.27	qokor cheo los ckheody	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.28	ychor odol chodaiin s	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.29	dain {ck}cho ctho cthos g	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.30	shodaiin qokcho cthol	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.31	ol chol cthol olchod	recorded
RF1b	U	f93r|f93r.1-f93r.32	f93r.32	dol chokal schos	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.1	kodshol otolsheeos octhodaly opalefom oepchksheey qotodain s oar	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.2	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.3	dsho dal @152;alody ytchchy dam chody dal ol scho@152;chy qotchd	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.4	sol shotol qokcho @152;al shody chotol s otol ykchdg	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.5	ol chody cfhol dol qokol otodar chodain	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.6	tor otor s cho s chol sheoees	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.7	shor shol ody cheo@152;aiin s	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.8	lor sheeody chodaiin s odar	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.9	shodam okcheody cthockho'l	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.10	ychos chey keol cheol ckhody	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.11	okeol oteol s odal sheo al sal	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.12	qokor shey okcheor sheodom	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.13	shodaiin qotchy kchol s	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.14	ychey ckhos okcheod chs	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.15	ochol shodal dol cheodam	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.16	choshy qokor chckhs	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.17	tcheo l cho lche ctho@152;y	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.18	olkees {ch'}o@152;aiin shody	recorded
RF1b	A	f93r|f93r.1-f93r.32	f93r.19	tchor shol s sheoky	recorded
