edition	model	grammar	paragraph	target	meaning	patient	patient_form	debts	nominal_uses	partition_source	partition_output	quantity_binding	semantic_obligation	raw_line	row_status
ZL3b	A	J	f99r|f99r.47-f99r.52	f99r.51:6	teile ab	f99r.49:6	okeol	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;IMPLICIT_SUBJECT_CONTINUATION		f99r.49:6			OUTPUT_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	recorded
ZL3b	A	M	f99r|f99r.47-f99r.52	f99r.51:6	teile ab	f99r.49:6	okeol	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;IMPLICIT_SUBJECT_CONTINUATION		f99r.49:6			OUTPUT_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	recorded
ZL3b	N	B	f99r|f99r.47-f99r.52	f99r.51:6	abgeteilter Anteil				f99r.51:7				SOURCE_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	recorded
ZL3b	N	J	f99r|f99r.47-f99r.52	f99r.51:6	abgeteilter Anteil				f99r.51:7				SOURCE_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	recorded
ZL3b	N	M	f99r|f99r.47-f99r.52	f99r.51:6	abgeteilter Anteil				f99r.51:7				SOURCE_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey octhey dy daiin okor okeey sh{cty}sh	recorded
IT2a	U	B	f93r|f93r.1-f93r.32	f93r.23:2	[ungelesen: okor]								UNREAD	oain okor shody teols	recorded
IT2a	U	J	f93r|f93r.1-f93r.32	f93r.23:2	[ungelesen: okor]								UNREAD	oain okor shody teols	recorded
IT2a	U	M	f93r|f93r.1-f93r.32	f93r.23:2	[ungelesen: okor]								UNREAD	oain okor shody teols	recorded
IT2a	A	B	f93r|f93r.1-f93r.32	f93r.23:2	teile ab	f93r.23:3	shody			f93r.23:3			OUTPUT_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
IT2a	A	J	f93r|f93r.1-f93r.32	f93r.23:2	teile ab	f93r.23:3	shody			f93r.23:3			OUTPUT_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
IT2a	A	M	f93r|f93r.1-f93r.32	f93r.23:2	teile ab	f93r.23:3	shody			f93r.23:3			OUTPUT_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
IT2a	N	B	f93r|f93r.1-f93r.32	f93r.23:2	abgeteilter Anteil								SOURCE_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
IT2a	N	J	f93r|f93r.1-f93r.32	f93r.23:2	abgeteilter Anteil								SOURCE_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
IT2a	N	M	f93r|f93r.1-f93r.32	f93r.23:2	abgeteilter Anteil								SOURCE_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
IT2a	U	B	f99r|f99r.47-f99r.52	f99r.51:6	[ungelesen: okor]								UNREAD	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	U	J	f99r|f99r.47-f99r.52	f99r.51:6	[ungelesen: okor]								UNREAD	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	U	M	f99r|f99r.47-f99r.52	f99r.51:6	[ungelesen: okor]								UNREAD	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	A	B	f99r|f99r.47-f99r.52	f99r.51:6	teile ab	f99r.49:3	keeor	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;IMPLICIT_SUBJECT_CONTINUATION		f99r.49:3			OUTPUT_AND_QUANTITY_UNBOUND	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	A	J	f99r|f99r.47-f99r.52	f99r.51:6	teile ab	f99r.49:3	keeor	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;IMPLICIT_SUBJECT_CONTINUATION		f99r.49:3			OUTPUT_AND_QUANTITY_UNBOUND	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	A	M	f99r|f99r.47-f99r.52	f99r.51:6	teile ab	f99r.49:3	keeor	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;IMPLICIT_SUBJECT_CONTINUATION		f99r.49:3			OUTPUT_AND_QUANTITY_UNBOUND	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	N	B	f99r|f99r.47-f99r.52	f99r.51:6	abgeteilter Anteil				f99r.51:7				SOURCE_AND_QUANTITY_UNBOUND	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	N	J	f99r|f99r.47-f99r.52	f99r.51:6	abgeteilter Anteil				f99r.51:7				SOURCE_AND_QUANTITY_UNBOUND	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
IT2a	N	M	f99r|f99r.47-f99r.52	f99r.51:6	abgeteilter Anteil				f99r.51:7				SOURCE_AND_QUANTITY_UNBOUND	yshain ykhey octhey dy daiin okor okeey shcty sh	recorded
RF1b	U	B	f93r|f93r.1-f93r.32	f93r.23:2	[ungelesen: okor]								UNREAD	oain okor shody teols	recorded
RF1b	U	J	f93r|f93r.1-f93r.32	f93r.23:2	[ungelesen: okor]								UNREAD	oain okor shody teols	recorded
RF1b	U	M	f93r|f93r.1-f93r.32	f93r.23:2	[ungelesen: okor]								UNREAD	oain okor shody teols	recorded
RF1b	A	B	f93r|f93r.1-f93r.32	f93r.23:2	teile ab	f93r.23:3	shody			f93r.23:3			OUTPUT_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
RF1b	A	J	f93r|f93r.1-f93r.32	f93r.23:2	teile ab	f93r.23:3	shody			f93r.23:3			OUTPUT_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
RF1b	A	M	f93r|f93r.1-f93r.32	f93r.23:2	teile ab	f93r.23:3	shody			f93r.23:3			OUTPUT_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
RF1b	N	B	f93r|f93r.1-f93r.32	f93r.23:2	abgeteilter Anteil								SOURCE_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
RF1b	N	J	f93r|f93r.1-f93r.32	f93r.23:2	abgeteilter Anteil								SOURCE_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
RF1b	N	M	f93r|f93r.1-f93r.32	f93r.23:2	abgeteilter Anteil								SOURCE_AND_QUANTITY_UNBOUND	oain okor shody teols	recorded
RF1b	U	B	f99r|f99r.47-f99r.52	f99r.51:6	[ungelesen: okor]								UNREAD	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	U	J	f99r|f99r.47-f99r.52	f99r.51:6	[ungelesen: okor]								UNREAD	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	U	M	f99r|f99r.47-f99r.52	f99r.51:6	[ungelesen: okor]								UNREAD	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	A	B	f99r|f99r.47-f99r.52	f99r.51:6	teile ab	f99r.49:7	okeol	UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:5;IMPLICIT_SUBJECT_CONTINUATION		f99r.49:7			OUTPUT_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	A	J	f99r|f99r.47-f99r.52	f99r.51:6	teile ab	f99r.49:7	okeol	UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:5;IMPLICIT_SUBJECT_CONTINUATION		f99r.49:7			OUTPUT_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	A	M	f99r|f99r.47-f99r.52	f99r.51:6	teile ab	f99r.49:7	okeol	UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:5;IMPLICIT_SUBJECT_CONTINUATION		f99r.49:7			OUTPUT_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	N	B	f99r|f99r.47-f99r.52	f99r.51:6	abgeteilter Anteil				f99r.51:7				SOURCE_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	N	J	f99r|f99r.47-f99r.52	f99r.51:6	abgeteilter Anteil				f99r.51:7				SOURCE_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
RF1b	N	M	f99r|f99r.47-f99r.52	f99r.51:6	abgeteilter Anteil				f99r.51:7				SOURCE_AND_QUANTITY_UNBOUND	yshaiin {ykh}ey @221;cthey dy @152;aiin okor okeey sh{cty}sh	recorded
