event_id	page	record	statement_id	locus	card_no	surface	silent_owner_de	invariant_operation_code	invariant_operation_de	owner_or_slot_fill	filled_local_verb_de	new_whole_word_introduced	resolved
E136	f81v	B1	B1-S008	f81v.18	PROC078	shedy	gemeinsame zweireihige Figuren-/Beckenstation	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E140	f81v	B1	B1-S011	f81v.18	PROC008	qoky	gemeinsame zweireihige Figuren-/Beckenstation	ACTIVATE_CURRENT_ITEM	diesen Posten in Einsatz bringen	VISIBLE_PATH_OR_FLOW	einleiten	NO	YES
E145	f81v	B1	B1-S014	f81v.21	PROC042	chedy	gemeinsame zweireihige Figuren-/Beckenstation	TRANSFER_CURRENT_ITEM	diesen Posten umsetzen	BASE_OPERATION	umsetzen	NO	YES
E153	f81v	B1	B1-S016	f81v.24	PROC092	okeey	gemeinsame zweireihige Figuren-/Beckenstation	SUSTAIN_ACTIVE_ITEM	den laufenden Posten länger in Einsatz halten	CONTACT_OR_APPLICATION_OWNER	wirken lassen	NO	YES
E155	f81v	B1	B1-S016	f81v.24	PROC078	cheedy	gemeinsame zweireihige Figuren-/Beckenstation	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E163	f81v	B1	B1-S019	f81v.27	PROC078	tedy	gemeinsame zweireihige Figuren-/Beckenstation	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E167	f82r	B2	B2-S001	f82r.2	PROC076	dchedy	oberes Beckenpaar mit Zylinder	COMMIT_TRANSFER	den laufenden Posten überführen; Schritt schließen	BASE_OPERATION	überführen	NO	YES
E175	f82r	B2	B2-S004	f82r.3	PROC092	qokeey	oberes Beckenpaar mit Zylinder	SUSTAIN_ACTIVE_ITEM	den laufenden Posten länger in Einsatz halten	CONTACT_OR_APPLICATION_OWNER	wirken lassen	NO	YES
E180	f82r	B2	B2-S005	f82r.3	PROC038	qokaiin	oberes Beckenpaar mit Zylinder	ACTIVATE_TO_MEASURE	den laufenden Posten nach Sollmaß ansetzen	VISIBLE_PATH_OR_FLOW	einleiten	NO	YES
E181	f82r	B2	B2-S005	f82r.4	PROC038	qokaiin	oberes Beckenpaar mit Zylinder	ACTIVATE_TO_MEASURE	den laufenden Posten nach Sollmaß ansetzen	VISIBLE_PATH_OR_FLOW	einleiten	NO	YES
E188	f82r	B2	B2-S006	f82r.4	PROC008	qoky	oberes Beckenpaar mit Zylinder	ACTIVATE_CURRENT_ITEM	diesen Posten in Einsatz bringen	BASE_OPERATION	einsetzen	NO	YES
E192	f82r	B2	B2-S008	f82r.7	PROC078	shedy	mittleres linkes Handgerät mit Inline-Knoten	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E194	f82r	B2	B2-S010	f82r.7	PROC092	qokeey	mittleres linkes Handgerät mit Inline-Knoten	SUSTAIN_ACTIVE_ITEM	den laufenden Posten länger in Einsatz halten	CONTACT_OR_APPLICATION_OWNER	wirken lassen	NO	YES
E195	f82r	B2	B2-S010	f82r.7	PROC008	qoky	mittleres linkes Handgerät mit Inline-Knoten	ACTIVATE_CURRENT_ITEM	diesen Posten in Einsatz bringen	BASE_OPERATION	einsetzen	NO	YES
E205	f82r	B2	B2-S012	f82r.23	PROC092	qokeey	unteres grünes Mehrfigurenbecken	SUSTAIN_ACTIVE_ITEM	den laufenden Posten länger in Einsatz halten	CONTACT_OR_APPLICATION_OWNER	wirken lassen	NO	YES
E210	f82r	B2	B2-S013	f82r.23	PROC120	lchedy	unteres grünes Mehrfigurenbecken	COMMIT_GUIDED_TRANSFER	den laufenden Posten weiterleiten und überführen; Schritt schließen	VISIBLE_SOURCE_OR_DRAIN	abführen + überführen	NO	YES
E219	f82r	B2	B2-S016	f82r.26	PROC038	qokaiin	kleine Randstationen des unteren Beckens	ACTIVATE_TO_MEASURE	den laufenden Posten nach Sollmaß ansetzen	BASE_OPERATION	einsetzen	NO	YES
E235	f83r	B3	B3-S003	f83r.3	PROC120	lchedy	obere offene Fächerstation am Rand	COMMIT_GUIDED_TRANSFER	den laufenden Posten weiterleiten und überführen; Schritt schließen	MEASURE_SLOT	abführen + abmessen und umsetzen	NO	YES
E236	f83r	B3	B3-S004	f83r.3	PROC038	qokaiin	obere offene Fächerstation am Rand	ACTIVATE_TO_MEASURE	den laufenden Posten nach Sollmaß ansetzen	BASE_OPERATION	einsetzen	NO	YES
E239	f83r	B3	B3-S005	f83r.6	PROC076	schedy	mittlere Randfigur im runden Gefäß	COMMIT_TRANSFER	den laufenden Posten überführen; Schritt schließen	VISIBLE_TARGET	umfüllen	NO	YES
E243	f83r	B3	B3-S007	f83r.6	PROC038	qokaiin	mittlere Randfigur im runden Gefäß	ACTIVATE_TO_MEASURE	den laufenden Posten nach Sollmaß ansetzen	BASE_OPERATION	einsetzen	NO	YES
E244	f83r	B3	B3-S007	f83r.6	PROC042	chedy	mittlere Randfigur im runden Gefäß	TRANSFER_CURRENT_ITEM	diesen Posten umsetzen	BASE_OPERATION	umsetzen	NO	YES
E246	f83r	B3	B3-S008	f83r.6	PROC120	lchedy	mittlere Randfigur im runden Gefäß	COMMIT_GUIDED_TRANSFER	den laufenden Posten weiterleiten und überführen; Schritt schließen	VISIBLE_SOURCE_OR_DRAIN	abführen + überführen	NO	YES
E247	f83r	B3	B3-S009	f83r.6	PROC008	qoky	mittlere Randfigur im runden Gefäß	ACTIVATE_CURRENT_ITEM	diesen Posten in Einsatz bringen	BASE_OPERATION	einsetzen	NO	YES
E251	f83r	B3	B3-S011	f83r.8	PROC008	qoky	untere Randfigur im korbartigen Gefäß	ACTIVATE_CURRENT_ITEM	diesen Posten in Einsatz bringen	BASE_OPERATION	einsetzen	NO	YES
E252	f83r	B3	B3-S011	f83r.8	PROC042	chedy	untere Randfigur im korbartigen Gefäß	TRANSFER_CURRENT_ITEM	diesen Posten umsetzen	BASE_OPERATION	umsetzen	NO	YES
E255	f83r	B3	B3-S012	f83r.11	PROC078	shedy	untere Randfigur im korbartigen Gefäß	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E256	f83r	B3	B3-S013	f83r.11	PROC038	qokaiin	untere Randfigur im korbartigen Gefäß	ACTIVATE_TO_MEASURE	den laufenden Posten nach Sollmaß ansetzen	BASE_OPERATION	einsetzen	NO	YES
E262	f83r	B3	B3-S015	f83r.11	PROC120	lchedy	untere Randfigur im korbartigen Gefäß	COMMIT_GUIDED_TRANSFER	den laufenden Posten weiterleiten und überführen; Schritt schließen	VISIBLE_SOURCE_OR_DRAIN	abführen + überführen	NO	YES
E266	f83r	B3	B3-S018	f83r.14	PROC078	shedy	unverbundener Zwischenbereich	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E269	f83r	B3	B3-S020	f83r.14	PROC120	lchedy	unverbundener Zwischenbereich	COMMIT_GUIDED_TRANSFER	den laufenden Posten weiterleiten und überführen; Schritt schließen	VISIBLE_TARGET	hinleiten + umfüllen	NO	YES
E270	f83r	B3	B3-S021	f83r.14	PROC038	qokaiin	unverbundener Zwischenbereich	ACTIVATE_TO_MEASURE	den laufenden Posten nach Sollmaß ansetzen	BASE_OPERATION	einsetzen	NO	YES
E282	f83r	B3	B3-S023	f83r.15	PROC120	lchedy	unverbundener Zwischenbereich	COMMIT_GUIDED_TRANSFER	den laufenden Posten weiterleiten und überführen; Schritt schließen	VISIBLE_SOURCE_OR_DRAIN	abführen + überführen	NO	YES
E283	f83r	B3	B3-S024	f83r.16	PROC076	tchedy	unverbundener Zwischenbereich	COMMIT_TRANSFER	den laufenden Posten überführen; Schritt schließen	BASE_OPERATION	überführen	NO	YES
E287	f83r	B3	B3-S026	f83r.16	PROC042	chedy	unverbundener Zwischenbereich	TRANSFER_CURRENT_ITEM	diesen Posten umsetzen	BASE_OPERATION	umsetzen	NO	YES
E293	f83r	B3	B3-S028	f83r.20	PROC092	qokeey	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	SUSTAIN_ACTIVE_ITEM	den laufenden Posten länger in Einsatz halten	CONTACT_OR_APPLICATION_OWNER	wirken lassen	NO	YES
E298	f83r	B3	B3-S030	f83r.20	PROC008	qoky	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	ACTIVATE_CURRENT_ITEM	diesen Posten in Einsatz bringen	BASE_OPERATION	einsetzen	NO	YES
E304	f83r	B3	B3-S032	f83r.22	PROC042	chedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	TRANSFER_CURRENT_ITEM	diesen Posten umsetzen	MEASURE_SLOT	abmessen und umsetzen	NO	YES
E311	f83r	B3	B3-S034	f83r.24	PROC004	chety	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	INTO_ACTIVE_ENTRY	diesen Posten in das aktive Fach übernehmen	BASE_OPERATION	eintragen	NO	YES
E314	f83r	B3	B3-S034	f83r.24	PROC078	shedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	VISIBLE_DEPOSIT_TARGET	ablagern	NO	YES
E317	f83r	B4	B4-S002	f83r.25	PROC092	qokeey	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SUSTAIN_ACTIVE_ITEM	den laufenden Posten länger in Einsatz halten	CONTACT_OR_APPLICATION_OWNER	wirken lassen	NO	YES
E319	f83r	B4	B4-S003	f83r.25	PROC042	chedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TRANSFER_CURRENT_ITEM	diesen Posten umsetzen	BASE_OPERATION	umsetzen	NO	YES
E322	f83r	B4	B4-S003	f83r.26	PROC092	qokeey	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SUSTAIN_ACTIVE_ITEM	den laufenden Posten länger in Einsatz halten	CONTACT_OR_APPLICATION_OWNER	anlegen	NO	YES
E323	f83r	B4	B4-S003	f83r.26	PROC008	qoky	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	ACTIVATE_CURRENT_ITEM	diesen Posten in Einsatz bringen	BASE_OPERATION	einsetzen	NO	YES
E325	f83r	B4	B4-S003	f83r.26	PROC078	shedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E328	f83r	B4	B4-S005	f83r.27	PROC042	chedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	TRANSFER_CURRENT_ITEM	diesen Posten umsetzen	MEASURE_SLOT	abmessen und umsetzen	NO	YES
E333	f83r	B4	B4-S008	f83r.28	PROC046	cheeky	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SUSTAIN_TEMPERATURE	diesen Posten länger temperieren	THERMAL_STATE	warm halten	NO	YES
E336	f83r	B4	B4-S009	f83r.28	PROC078	shedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E342	f83r	B4	B4-S011	f83r.35	PROC042	chdy	linke Hauptstation mit offenem Fransenlauf	TRANSFER_CURRENT_ITEM	diesen Posten umsetzen	BASE_OPERATION	umsetzen	NO	YES
E345	f83r	B4	B4-S012	f83r.37	PROC120	lchedy	linke Hauptstation mit offenem Fransenlauf	COMMIT_GUIDED_TRANSFER	den laufenden Posten weiterleiten und überführen; Schritt schließen	VISIBLE_SOURCE_OR_DRAIN	abführen + überführen	NO	YES
E347	f83r	B4	B4-S013	f83r.37	PROC078	shedy	linke Hauptstation mit offenem Fransenlauf	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E357	f83r	B4	B4-S015	f83r.41	PROC120	lchedy	rechte Hauptstation mit S-Lauf und Mehrarmknoten	COMMIT_GUIDED_TRANSFER	den laufenden Posten weiterleiten und überführen; Schritt schließen	VISIBLE_SOURCE_OR_DRAIN	abführen + überführen	NO	YES
E361	f83r	B4	B4-S016	f83r.44	PROC078	shedy	rechte Hauptstation mit S-Lauf und Mehrarmknoten	COMMIT_DEPOSIT	den laufenden Posten absetzen; Schritt schließen	BASE_OPERATION	absetzen lassen	NO	YES
E372	f83r	B5	B5-S003	f83r.49	PROC042	chedy	linke Fransenstation im B5-Nachtrag	TRANSFER_CURRENT_ITEM	diesen Posten umsetzen	MEASURE_SLOT	abmessen und umsetzen	NO	YES
