order_mark_id	component_recipe	identity	surface	order_id	master_section	page	stage	unit	unit_position	position_index	unit_length	left_surface	right_surface	q_carrier	selector_feature_set	selector_key	predicted_surface	selector_match
WH01-R084	AL	A3:G044	dal	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	4	38	ykar	ykady	NO	MEMORIZED_IDENTITY	A3:G044	dal	YES
WH01-R086	NONE	A3:G046	iokeeor	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	6	38	ykady	cheey	NO	MEMORIZED_IDENTITY	A3:G046	iokeeor	YES
WH01-R088	OL+Y	A3:G048	choly	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	8	38	cheey	ykeeal	NO	MASTER_SECTION	WHEN	choly	YES
WH01-R093	SH+EE+Y	A3:G053	sheey	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	13	38	ockhy	aiin	NO	UNIT	f69v.2	sheey	YES
WH01-R094	AIIN	A3:G054	aiin	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	14	38	sheey	y	NO	MASTER_SECTION	WHEN	aiin	YES
WH01-R095	Y	A3:G055	y	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	15	38	aiin	daiial	NO	MEMORIZED_IDENTITY	A3:G055	y	YES
WH01-R096	NONE	A3:G056	daiial	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	16	38	y	cheody	NO	MEMORIZED_IDENTITY	A3:G056	daiial	YES
WH01-R098	AL	A3:G058	cheal	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	18	38	cheody	yetey	NO	MEMORIZED_IDENTITY	A3:G058	cheal	YES
WH01-R101	Y	A3:G061	y	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	21	38	chear	dy	NO	MEMORIZED_IDENTITY	A3:G061	y	YES
WH01-R102	Y	A3:G062	dy	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	22	38	y	ykey	NO	MEMORIZED_IDENTITY	A3:G062	dy	YES
WH01-R105	Y	A3:G065	y	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	25	38	ch	dy	NO	MEMORIZED_IDENTITY	A3:G065	y	YES
WH01-R106	Y	A3:G066	dy	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	26	38	y	chol	NO	MEMORIZED_IDENTITY	A3:G066	dy	YES
WH01-R107	OL	A3:G067	chol	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	27	38	dy	ykar	NO	MEMORIZED_IDENTITY	A3:G067	chol	YES
WH01-R109	OL	A3:G069	ol	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	29	38	ykar	y	NO	MEMORIZED_IDENTITY	A3:G069	ol	YES
WH01-R110	Y	A3:G070	y	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	30	38	ol	ykeeody	NO	MEMORIZED_IDENTITY	A3:G070	y	YES
WH01-R112	Y	A3:G072	chey	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	32	38	ykeeody	dal	NO	MEMORIZED_IDENTITY	A3:G072	chey	YES
WH01-R113	AL	A3:G073	dal	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	33	38	chey	ody	NO	MEMORIZED_IDENTITY	A3:G073	dal	YES
WH01-R116	OK+Y	A3:G076	choky	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	MIDDLE	36	38	airchy	ychey	NO	SECTION_PLUS_POSITION	WHEN|MIDDLE	choky	YES
WH01-R118	Y	A3:G078	chey	WH01	WHEN	f69v	CONDITION_C5@f69v.2	f69v.2	LAST	38	38	ychey	UNIT_END	NO	MEMORIZED_IDENTITY	A3:G078	chey	YES
WH02-R006	SH+EE+Y	PROC031	cheey	WH02	WHAT	f11r	MAKE_B.X4	H3-S001	MIDDLE	6	7	cphy	tchody	NO	UNIT	H3-S001	cheey	YES
WH02-R010	Y	PROC019	chey	WH02	WHAT	f11r	MAKE_B.X4	H3-S003	MIDDLE	2	5	schol	kchy	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH02-R012	Y	PROC019	chey	WH02	WHAT	f11r	MAKE_B.X4	H3-S003	MIDDLE	4	5	kchy	daiin	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH02-R013	AIIN	PROC009	daiin	WH02	WHAT	f11r	MAKE_B.X4	H3-S003	LAST	5	5	chey	UNIT_END	NO	MASTER_SECTION	WHAT	daiin	YES
WH02-R014	OT+Y	PROC036	qotchy	WH02	WHAT	f11r	MAKE_B.X4	H3-S004	FIRST	1	4	UNIT_START	okchol	YES	MASTER_SECTION	WHAT	qotchy	YES
WH02-R015	OK+OL	PROC037	okchol	WH02	WHAT	f11r	MAKE_B.X4	H3-S004	MIDDLE	2	4	qotchy	checthy	NO	MASTER_SECTION	WHAT	okchol	YES
WH02-R017	Y	PROC019	chey	WH02	WHAT	f11r	MAKE_B.X4	H3-S004	LAST	4	4	checthy	UNIT_END	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH02-R018	CHD+DY	PROC076	schedy	WH02	HOW	f82r	APPLY_B2	B2-S001	ONLY	1	1	UNIT_START	UNIT_END	NO	UNIT	B2-S001	schedy	YES
WH02-R021	Y	PROC019	chey	WH02	HOW	f82r	APPLY_B2	B2-S003	MIDDLE	2	3	qokain	qokeedy	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH02-R034	CHK+EE+Y	PROC107	chkeey	WH02	HOW	f82r	APPLY_B2	B2-S005	MIDDLE	7	8	octheol	ldy	NO	ORDER	WH02	chkeey	YES
WH02-R039	OK+Y	PROC008	qoky	WH02	HOW	f82r	APPLY_B2	B2-S006	LAST	4	4	sheckhy	UNIT_END	YES	SECTION_PLUS_POSITION	HOW|LAST	qoky	YES
WH02-R046	OK+Y	PROC008	qoky	WH02	HOW	f82r	APPLY_B2	B2-S010	MIDDLE	2	4	qokeey	ls	YES	SECTION_PLUS_POSITION	HOW|MIDDLE	qoky	YES
WH02-R047	OL	PROC115	ls	WH02	HOW	f82r	APPLY_B2	B2-S010	MIDDLE	3	4	qoky	cheey	NO	MEMORIZED_IDENTITY	PROC115	ls	YES
WH02-R048	SH+EE+Y	PROC031	cheey	WH02	HOW	f82r	APPLY_B2	B2-S010	LAST	4	4	ls	UNIT_END	NO	UNIT	B2-S010	cheey	YES
WH02-R050	AR	PROC003	char	WH02	HOW	f82r	APPLY_B2	B2-S011	MIDDLE	2	4	qokain	qokain	NO	MASTER_SECTION	HOW	char	YES
WH02-R054	SH+EE+Y	PROC031	cheey	WH02	HOW	f82r	APPLY_B2	B2-S012	MIDDLE	2	8	lchy	qcthey	NO	UNIT	B2-S012	cheey	YES
WH02-R058	AIIN	PROC009	daiin	WH02	HOW	f82r	APPLY_B2	B2-S012	MIDDLE	6	8	lcheey	chey	NO	MASTER_SECTION	HOW	daiin	YES
WH02-R059	Y	PROC019	chey	WH02	HOW	f82r	APPLY_B2	B2-S012	MIDDLE	7	8	daiin	qokeeedy	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH02-R065	AL	PROC055	dal	WH02	HOW	f82r	APPLY_B2	B2-S016	FIRST	1	8	UNIT_START	lchedar	NO	MEMORIZED_IDENTITY	PROC055	dal	YES
WH02-R068	AIIN	PROC009	daiin	WH02	HOW	f82r	APPLY_B2	B2-S016	MIDDLE	4	8	ches	oteey	NO	MASTER_SECTION	HOW	daiin	YES
WH03-R003	AR	PROC003	char	WH03	WHAT	f10r	MAKE_A.G2	H1-S001	MIDDLE	3	10	cthoor	chety	NO	MASTER_SECTION	WHAT	char	YES
WH03-R008	OK+Y	PROC008	qoky	WH03	WHAT	f10r	MAKE_A.G2	H1-S001	MIDDLE	8	10	otytchol	daiin	YES	SECTION_PLUS_POSITION	WHAT|MIDDLE	qoky	YES
WH03-R009	AIIN	PROC009	daiin	WH03	WHAT	f10r	MAKE_A.G2	H1-S001	MIDDLE	9	10	qoky	etyd	NO	MASTER_SECTION	WHAT	daiin	YES
WH03-R011	OK+Y	PROC011	qokchy	WH03	WHAT	f10r	MAKE_A.G2	H1-S002	FIRST	1	4	UNIT_START	qotchol	YES	SECTION_PLUS_POSITION	WHAT|FIRST	qokchy	YES
WH03-R013	OL	PROC013	ol	WH03	WHAT	f10r	MAKE_A.G2	H1-S002	MIDDLE	3	4	qotchol	checthy	NO	MEMORIZED_IDENTITY	PROC013	ol	YES
WH03-R018	Y	PROC019	chey	WH03	HOW	f83r	APPLY_B3	B3-S003	FIRST	1	4	UNIT_START	daiin	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH03-R019	AIIN	PROC009	daiin	WH03	HOW	f83r	APPLY_B3	B3-S003	MIDDLE	2	4	chey	chey	NO	MASTER_SECTION	HOW	daiin	YES
WH03-R020	Y	PROC019	chey	WH03	HOW	f83r	APPLY_B3	B3-S003	MIDDLE	3	4	daiin	lchedy	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH03-R024	AR	PROC003	char	WH03	HOW	f83r	APPLY_B3	B3-S004	LAST	3	3	qotal	UNIT_END	NO	MASTER_SECTION	HOW	char	YES
WH03-R025	CHD+DY	PROC076	schedy	WH03	HOW	f83r	APPLY_B3	B3-S005	ONLY	1	1	UNIT_START	UNIT_END	NO	UNIT	B3-S005	schedy	YES
WH03-R026	CHD+Y	PROC133	chedchy	WH03	HOW	f83r	APPLY_B3	B3-S006	FIRST	1	3	UNIT_START	qokal	NO	STAGE_PLUS_POSITION	APPLY_B3|FIRST	chedchy	YES
WH03-R030	CHD+Y	PROC042	chedy	WH03	HOW	f83r	APPLY_B3	B3-S007	MIDDLE	2	3	qokaiin	qokeedy	NO	STAGE_PLUS_POSITION	APPLY_B3|MIDDLE	chedy	YES
WH03-R033	OK+Y	PROC008	qoky	WH03	HOW	f83r	APPLY_B3	B3-S009	ONLY	1	1	UNIT_START	UNIT_END	YES	SECTION_PLUS_POSITION	HOW|ONLY	qoky	YES
WH03-R037	OK+Y	PROC008	qoky	WH03	HOW	f83r	APPLY_B3	B3-S011	MIDDLE	2	4	shecthedchy	chedy	YES	SECTION_PLUS_POSITION	HOW|MIDDLE	qoky	YES
WH03-R038	CHD+Y	PROC042	chedy	WH03	HOW	f83r	APPLY_B3	B3-S011	MIDDLE	3	4	qoky	chary	NO	STAGE_PLUS_POSITION	APPLY_B3|MIDDLE	chedy	YES
WH03-R050	OK+CHD+DY	PROC091	okchedy	WH03	HOW	f83r	APPLY_B3	B3-S016	LAST	2	2	lo	UNIT_END	NO	UNIT_POSITION	LAST	okchedy	YES
WH03-R054	AL	PROC055	dal	WH03	HOW	f83r	APPLY_B3	B3-S020	FIRST	1	2	UNIT_START	lchedy	NO	MEMORIZED_IDENTITY	PROC055	dal	YES
WH03-R058	AL	PROC055	dal	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	3	11	checthy	chey	NO	MEMORIZED_IDENTITY	PROC055	dal	YES
WH03-R059	Y	PROC019	chey	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	4	11	dal	daiin	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH03-R060	AIIN	PROC009	daiin	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	5	11	chey	shedal	NO	MASTER_SECTION	HOW	daiin	YES
WH03-R063	Y	PROC019	chey	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	8	11	shecthy	dal	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH03-R064	AL	PROC055	dal	WH03	HOW	f83r	APPLY_B3	B3-S021	MIDDLE	9	11	chey	checthy	NO	MEMORIZED_IDENTITY	PROC055	dal	YES
WH03-R067	OT+CHD+DY	PROC145	qotchedy	WH03	HOW	f83r	APPLY_B3	B3-S022	ONLY	1	1	UNIT_START	UNIT_END	YES	ORDER_PLUS_POSITION	WH03|ONLY	qotchedy	YES
WH03-R069	CHD+DY	PROC076	schedy	WH03	HOW	f83r	APPLY_B3	B3-S024	ONLY	1	1	UNIT_START	UNIT_END	NO	UNIT	B3-S024	schedy	YES
WH03-R070	OK+CHD+DY	PROC082	qokchdy	WH03	HOW	f83r	APPLY_B3	B3-S025	ONLY	1	1	UNIT_START	UNIT_END	YES	UNIT_POSITION	ONLY	qokchdy	YES
WH03-R073	CHD+Y	PROC042	chedy	WH03	HOW	f83r	APPLY_B3	B3-S026	MIDDLE	3	7	chldaiin	qokain	NO	STAGE_PLUS_POSITION	APPLY_B3|MIDDLE	chedy	YES
WH03-R081	OL	PROC013	ol	WH03	HOW	f83r	APPLY_B3	B3-S029	FIRST	1	3	UNIT_START	cheeety	NO	MEMORIZED_IDENTITY	PROC013	ol	YES
WH03-R084	OK+Y	PROC008	qoky	WH03	HOW	f83r	APPLY_B3	B3-S030	FIRST	1	4	UNIT_START	daiin	YES	SECTION_PLUS_POSITION	HOW|FIRST	qoky	YES
WH03-R085	AIIN	PROC009	daiin	WH03	HOW	f83r	APPLY_B3	B3-S030	MIDDLE	2	4	qoky	schedair	NO	MASTER_SECTION	HOW	daiin	YES
WH03-R087	OT+CHD+DY	PROC145	otchedy	WH03	HOW	f83r	APPLY_B3	B3-S030	LAST	4	4	schedair	UNIT_END	NO	ORDER_PLUS_POSITION	WH03|LAST	otchedy	YES
WH03-R090	CHD+Y	PROC042	chedy	WH03	HOW	f83r	APPLY_B3	B3-S032	MIDDLE	2	5	chedain	qotedaiin	NO	STAGE_PLUS_POSITION	APPLY_B3|MIDDLE	chedy	YES
WH04-R002	AIIN	PROC009	daiin	WH04	WHAT	f55v	MAKE_C.W2	H4-S001	MIDDLE	2	5	qokaiin	ykain	NO	MASTER_SECTION	WHAT	daiin	YES
WH04-R006	AIIN	PROC009	daiin	WH04	WHAT	f55v	MAKE_C.W2	H4-S002	FIRST	1	3	UNIT_START	chedy	NO	MASTER_SECTION	WHAT	daiin	YES
WH04-R007	CHD+Y	PROC042	chedy	WH04	WHAT	f55v	MAKE_C.W2	H4-S002	MIDDLE	2	3	daiin	talam	NO	STAGE_PLUS_POSITION	MAKE_C.W2|MIDDLE	chedy	YES
WH04-R011	CHK+EE+Y	PROC046	cheeky	WH04	WHAT	f55v	MAKE_C.W2	H4-S003	MIDDLE	3	4	cheoar	oldy	NO	ORDER	WH04	cheeky	YES
WH04-R013	AIIN	PROC009	daiin	WH04	WHAT	f55v	MAKE_C.W2	H4-S004	FIRST	1	6	UNIT_START	qokal	NO	MASTER_SECTION	WHAT	daiin	YES
WH04-R017	Y	PROC019	chey	WH04	WHAT	f55v	MAKE_C.W2	H4-S004	MIDDLE	5	6	or	orain	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH04-R020	OL+Y	PROC154	qolchey	WH04	HOW	f83r	APPLY_B4	B4-S002	FIRST	1	3	UNIT_START	qokeey	YES	MASTER_SECTION	HOW	qolchey	YES
WH04-R023	CHD+Y	PROC042	chedy	WH04	HOW	f83r	APPLY_B4	B4-S003	FIRST	1	7	UNIT_START	qotal	NO	STAGE_PLUS_POSITION	APPLY_B4|FIRST	chedy	YES
WH04-R025	OT+Y	PROC065	otchey	WH04	HOW	f83r	APPLY_B4	B4-S003	MIDDLE	3	7	qotal	qokeey	NO	MASTER_SECTION	HOW	otchey	YES
WH04-R027	OK+Y	PROC008	qoky	WH04	HOW	f83r	APPLY_B4	B4-S003	MIDDLE	5	7	qokeey	ol	YES	SECTION_PLUS_POSITION	HOW|MIDDLE	qoky	YES
WH04-R028	OL	PROC013	ol	WH04	HOW	f83r	APPLY_B4	B4-S003	MIDDLE	6	7	qoky	shedy	NO	MEMORIZED_IDENTITY	PROC013	ol	YES
WH04-R032	CHD+Y	PROC042	chedy	WH04	HOW	f83r	APPLY_B4	B4-S005	MIDDLE	2	3	dain	qokeedy	NO	STAGE_PLUS_POSITION	APPLY_B4|MIDDLE	chedy	YES
WH04-R036	AIIN	PROC009	daiin	WH04	HOW	f83r	APPLY_B4	B4-S008	FIRST	1	4	UNIT_START	cheeky	NO	MASTER_SECTION	HOW	daiin	YES
WH04-R037	CHK+EE+Y	PROC046	cheeky	WH04	HOW	f83r	APPLY_B4	B4-S008	MIDDLE	2	4	daiin	sheey	NO	ORDER	WH04	cheeky	YES
WH04-R038	SH+EE+Y	PROC157	sheey	WH04	HOW	f83r	APPLY_B4	B4-S008	MIDDLE	3	4	cheeky	qokedy	NO	UNIT	B4-S008	sheey	YES
WH04-R042	AIIN	PROC009	daiin	WH04	HOW	f83r	APPLY_B4	B4-S011	FIRST	1	7	UNIT_START	cheky	NO	MASTER_SECTION	HOW	daiin	YES
WH04-R046	CHD+Y	PROC042	chedy	WH04	HOW	f83r	APPLY_B4	B4-S011	MIDDLE	5	7	qokain	ol	NO	STAGE_PLUS_POSITION	APPLY_B4|MIDDLE	chedy	YES
WH04-R047	OL	PROC013	ol	WH04	HOW	f83r	APPLY_B4	B4-S011	MIDDLE	6	7	chedy	lkedy	NO	MEMORIZED_IDENTITY	PROC013	ol	YES
WH04-R050	OK+OL	PROC160	qokol	WH04	HOW	f83r	APPLY_B4	B4-S013	FIRST	1	2	UNIT_START	shedy	YES	MASTER_SECTION	HOW	qokol	YES
WH04-R053	Y	PROC019	chey	WH04	HOW	f83r	APPLY_B4	B4-S014	MIDDLE	2	4	or	qockhey	NO	MEMORIZED_IDENTITY	PROC019	chey	YES
WH04-R057	SH+EE+Y	PROC031	cheey	WH04	HOW	f83r	APPLY_B4	B4-S015	MIDDLE	2	6	qokain	kain	NO	UNIT	B4-S015	cheey	YES
WH04-R063	AL	PROC055	dal	WH04	HOW	f83r	APPLY_B4	B4-S016	MIDDLE	2	4	olkain	skar	NO	MEMORIZED_IDENTITY	PROC055	dal	YES
WH04-R069	CHD+Y	A3:G082	chdy	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	4	29	dair	otoar	NO	STAGE_PLUS_POSITION	CONDITION_C6@f69v.3|MIDDLE	chdy	YES
WH04-R071	AR	A3:G084	ar	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	6	29	otoar	chy	NO	MASTER_SECTION	WHEN	ar	YES
WH04-R072	Y	A3:G085	chy	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	7	29	ar	qoteor	NO	MEMORIZED_IDENTITY	A3:G085	chy	YES
WH04-R079	AR	A3:G092	ar	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	14	29	cheor	air	NO	MASTER_SECTION	WHEN	ar	YES
WH04-R090	Y	A3:G103	chey	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	25	29	dair	okody	NO	MEMORIZED_IDENTITY	A3:G103	chey	YES
WH04-R092	AL	A3:G105	dal	WH04	WHEN	f69v	CONDITION_C6@f69v.3	f69v.3	MIDDLE	27	29	okody	oteey	NO	MEMORIZED_IDENTITY	A3:G105	dal	YES
WH05-R006	SH+EE+Y	PROC031	cheey	WH05	WHAT	f11r	MAKE_B.X1	H3-S001	MIDDLE	6	7	cphy	tchody	NO	UNIT	H3-S001	cheey	YES
WH05-R008	OT+CHD+DY	PROC166	otchdy	WH05	HOW	f83r	APPLY_B5	B5-S001	ONLY	1	1	UNIT_START	UNIT_END	NO	ORDER_PLUS_POSITION	WH05|ONLY	otchdy	YES
WH05-R009	OK+CHD+DY	PROC082	qokchdy	WH05	HOW	f83r	APPLY_B5	B5-S002	ONLY	1	1	UNIT_START	UNIT_END	YES	UNIT_POSITION	ONLY	qokchdy	YES
WH05-R011	AL	PROC055	dal	WH05	HOW	f83r	APPLY_B5	B5-S003	MIDDLE	2	9	shedal	ol	NO	MEMORIZED_IDENTITY	PROC055	dal	YES
WH05-R012	OL	PROC013	ol	WH05	HOW	f83r	APPLY_B5	B5-S003	MIDDLE	3	9	dal	lol	NO	MEMORIZED_IDENTITY	PROC013	ol	YES
WH05-R015	AIIN	PROC009	daiin	WH05	HOW	f83r	APPLY_B5	B5-S003	MIDDLE	6	9	chdal	ol	NO	MASTER_SECTION	HOW	daiin	YES
WH05-R016	OL	PROC013	ol	WH05	HOW	f83r	APPLY_B5	B5-S003	MIDDLE	7	9	daiin	daiiin	NO	MEMORIZED_IDENTITY	PROC013	ol	YES
WH05-R018	CHD+Y	PROC042	chedy	WH05	HOW	f83r	APPLY_B5	B5-S003	LAST	9	9	daiiin	UNIT_END	NO	STAGE_PLUS_POSITION	APPLY_B5|LAST	chedy	YES
WH06-R004	AIIN	PROC009	daiin	WH06	WHAT	f56r	MAKE_D.P1	H5-S001	MIDDLE	4	9	chodaly	cho	NO	MASTER_SECTION	WHAT	daiin	YES
WH06-R008	OK+Y	PROC008	qoky	WH06	WHAT	f56r	MAKE_D.P1	H5-S001	MIDDLE	8	9	otchor	dal	YES	SECTION_PLUS_POSITION	WHAT|MIDDLE	qoky	YES
WH06-R009	AL	PROC055	dal	WH06	WHAT	f56r	MAKE_D.P1	H5-S001	LAST	9	9	qoky	UNIT_END	NO	MEMORIZED_IDENTITY	PROC055	dal	YES
WH06-R012	OK+Y	PROC008	qoky	WH06	WHAT	f56r	MAKE_D.P1	H5-S002	MIDDLE	3	4	choy	cheeckhody	YES	SECTION_PLUS_POSITION	WHAT|MIDDLE	qoky	YES
WH06-R017	OL	PROC013	ol	WH06	HOW	f83r	APPLY_B6	B6-S001	MIDDLE	4	9	raly	daiin	NO	MEMORIZED_IDENTITY	PROC013	ol	YES
WH06-R018	AIIN	PROC009	daiin	WH06	HOW	f83r	APPLY_B6	B6-S001	MIDDLE	5	9	ol	ol	NO	MASTER_SECTION	HOW	daiin	YES
WH06-R019	OL	PROC013	ol	WH06	HOW	f83r	APPLY_B6	B6-S001	MIDDLE	6	9	daiin	dain	NO	MEMORIZED_IDENTITY	PROC013	ol	YES
