model	edition	paragraph	at	word	gloss
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G004	qokeody	⟦qokeody⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G005	qoteold	⟦qoteold⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G006	qokeol	⟦qokeol⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G007	so	⟦so⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G008	raiin	⟦raiin⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G009	otal	⟦otal⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G010	yk[eee:ech]o	⟦yk[eee:ech]o⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G001	dcheor	⟦dcheor⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G002	shol	feucht
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G003	qokeeol	⟦qokeeol⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G004	chor	Blüten
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G005	chol	getrocknet
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G006	qokeeody	⟦qokeeody⟧
V	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G007	dareu	⟦dareu⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G001	pchedal	⟦pchedal⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G002	shdy	⟦shdy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G003	ytechypchy	⟦ytechypchy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G004	otey	⟦otey⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G005	?lshey	⟦?lshey⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G006	qoteey	Material U
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G007	qotal	⟦qotal⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G008	shedy	⟦shedy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G009	yshdal	⟦yshdal⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G010	dain	Masse B·Uₚ
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G011	okal	⟦okal⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G012	daldy	⟦daldy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G001	dain	Masse B·Uₚ
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G002	shek	⟦shek⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G003	ch{cphh}dy	⟦ch{cphh}dy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G004	daloky	⟦daloky⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G005	opchedy	⟦opchedy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G006	peshol	⟦peshol⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G007	chep	⟦chep⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G008	ar	Anteil
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G009	otchy	Material T
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G010	sal	⟦sal⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G011	lkeey	⟦lkeey⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G012	sar	⟦sar⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G013	ain	⟦ain⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G014	ok??	⟦ok??⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G015	chedy	⟦chedy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G001	yshdain	⟦yshdain⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G002	sheek	⟦sheek⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G003	cheoty	⟦cheoty⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G004	eeokal	⟦eeokal⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G005	chedy	⟦chedy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G006	chckhy	⟦chckhy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G007	or	⟦or⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G008	orol	⟦orol⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G009	okaiin	Zubereitung
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G010	eeal	⟦eeal⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G011	ot	⟦ot⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G012	kar	⟦kar⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G013	otar	⟦otar⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G014	cha[l:?]	⟦cha[l:?]⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G001	ychedy	⟦ychedy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G002	qokedy	⟦qokedy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G003	okedy	⟦okedy⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G004	qokeey	⟦qokeey⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G005	okey	⟦okey⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G006	chdar	⟦chdar⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G007	ol	auch
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G008	loty	⟦loty⟧
V	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G009	chedaraly	⟦chedaraly⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G001	tchoky	⟦tchoky⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G002	okeal	⟦okeal⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G003	shedy	⟦shedy⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G004	qokal	⟦qokal⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G005	oty	⟦oty⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G006	opchedy	⟦opchedy⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G007	qotain	⟦qotain⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G008	shcthy	⟦shcthy⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G009	otey	⟦otey⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G010	dain	Masse B·Uₚ
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G011	oteey	⟦oteey⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G012	oky	⟦oky⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G001	dar	⟦dar⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G002	shey	erwärmen
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G003	qokain	⟦qokain⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G004	chckhey	⟦chckhey⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G005	chey	⟦chey⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G006	kain	⟦kain⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G007	chedal	⟦chedal⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G008	okeeey	⟦okeeey⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G009	qoodain	⟦qoodain⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G010	okain	⟦okain⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G011	[o:?]teey	⟦[o:?]teey⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G012	ol	auch
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G001	oteedy	⟦oteedy⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G002	okeey	⟦okeey⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G003	qot[ch:ee]y	⟦qot[ch:ee]y⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G004	shey	erwärmen
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G005	olcheedar	⟦olcheedar⟧
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G006	shey	erwärmen
V	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G007	lotor	⟦lotor⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G001	qokeey	⟦qokeey⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G002	sheeol	⟦sheeol⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G003	shckhy	⟦shckhy⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G004	sheol	⟦sheol⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G005	shodyol	⟦shodyol⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G006	aiin	⟦aiin⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G007	otedy	⟦otedy⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G008	qoteey	Material U
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G009	lotar	⟦lotar⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G010	otam	⟦otam⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G001	cheol	⟦cheol⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G002	sheeey	⟦sheeey⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G003	qotey	⟦qotey⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G004	oteeal	⟦oteeal⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G005	oteedy	⟦oteedy⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G006	shet	⟦shet⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G007	sho	mit
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G008	keeo	⟦keeo⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G009	s	und
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G010	shey	erwärmen
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G011	qokeedy	⟦qokeedy⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G012	qokal	⟦qokal⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G013	dal	⟦dal⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G001	tshey	⟦tshey⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G002	sheol	⟦sheol⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G003	cheolshy	⟦cheolshy⟧
V	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G004	chalal	⟦chalal⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G001	qokeedy	⟦qokeedy⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G002	chedy	⟦chedy⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G003	qoteey	Material U
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G004	oteedy	⟦oteedy⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G005	lkedy	⟦lkedy⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G006	shedy	⟦shedy⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G007	qokal	⟦qokal⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G008	ol	auch
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G009	char	⟦char⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G010	otal	⟦otal⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G011	opchedy	⟦opchedy⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G001	yshear	⟦yshear⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G002	ol	auch
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G003	oqaiin	⟦oqaiin⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G004	chckhey	⟦chckhey⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G005	lchedy	⟦lchedy⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G006	chedy	⟦chedy⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G007	olaiin	⟦olaiin⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G008	oteedy	⟦oteedy⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G009	qokeedal	⟦qokeedal⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G010	larorol	⟦larorol⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G001	daiin	Masse C·Uₚ
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G002	chey	⟦chey⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G003	lkeey	⟦lkeey⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G004	chalkar	⟦chalkar⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G005	cheeey	⟦cheeey⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G006	l	⟦l⟧
V	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G007	chealainor	⟦chealainor⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G001	pcholor	⟦pcholor⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G002	ar	Anteil
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G003	aiin	⟦aiin⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G004	alkchdy	⟦alkchdy⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G005	qotal	⟦qotal⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G006	chol	getrocknet
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G007	qoar	⟦qoar⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G008	aiin	⟦aiin⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G009	qopcheedy	⟦qopcheedy⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G010	qotair	⟦qotair⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G011	ofaiino	⟦ofaiino⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G001	olkeeos	⟦olkeeos⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G002	olkaiin	⟦olkaiin⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G003	oair	⟦oair⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G004	qcthy	⟦qcthy⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G005	oiinol	⟦oiinol⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G006	al	⟦al⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G007	ly	⟦ly⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G008	oeear	⟦oeear⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G009	chcthy	⟦chcthy⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G010	olched	⟦olched⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G011	qotaiiin	⟦qotaiiin⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G001	qoteey	Material U
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G002	qokeor	⟦qokeor⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G003	soiir	⟦soiir⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G004	qoty	⟦qoty⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G005	qokl	⟦qokl⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G006	lkaiin	⟦lkaiin⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G007	yteedy	⟦yteedy⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G008	qokain	⟦qokain⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G009	oqockhy	⟦oqockhy⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G010	dar	⟦dar⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.42|G001	y	⟦y⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.42|G002	lshedy	⟦lshedy⟧
V	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.42|G003	cholkar	⟦cholkar⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G001	tchedy	⟦tchedy⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G002	qotechy	⟦qotechy⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G003	otcheeo	⟦otcheeo⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G004	l	⟦l⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G005	keedy	⟦keedy⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G006	qoty	⟦qoty⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G007	raiin	⟦raiin⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G008	cheedy	⟦cheedy⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G009	qotaiin	abseihen
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G010	otchdy	⟦otchdy⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G011	qotain	⟦qotain⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G001	oteedchey	⟦oteedchey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G002	qoeeda	⟦qoeeda⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G003	lchal	⟦lchal⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G004	cheedy	⟦cheedy⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G005	qoteey	Material U
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G006	sheey	⟦sheey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G007	teeeo	⟦teeeo⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G008	dar	⟦dar⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G009	cheed	⟦cheed⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G010	qotain	⟦qotain⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G011	chedy	⟦chedy⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G001	chey	⟦chey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G002	keeey	⟦keeey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G003	qockheey	⟦qockheey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G004	lkeey	⟦lkeey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G005	o	⟦o⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G006	keeedy	⟦keeedy⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G007	qokeey	⟦qokeey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G008	okchey	⟦okchey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G009	qot[?:e]odaiin	⟦qot[?:e]odaiin⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G010	okain	⟦okain⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G011	orom	⟦orom⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G001	daiin	Masse C·Uₚ
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G002	y	⟦y⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G003	cheeo	⟦cheeo⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G004	chey	⟦chey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G005	okeeey	⟦okeeey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G006	qokeeey	⟦qokeeey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G007	okeey	⟦okeey⟧
V	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G008	okeey	⟦okeey⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G001	pcheodar	⟦pcheodar⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G002	shol	feucht
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G003	ka[in:ir]	⟦ka[in:ir]⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G004	ok{e'e}chedy	⟦ok{e'e}chedy⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G005	qoteey	Material U
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G006	shotchy	⟦shotchy⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G007	qoty	⟦qoty⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G008	lpaiin	⟦lpaiin⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G009	shedy	⟦shedy⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G010	lar	⟦lar⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G001	daiiral	⟦daiiral⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G002	sheol	⟦sheol⟧
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G003	daiin	Masse C·Uₚ
V	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G004	otedy	⟦otedy⟧
