gdt750_dispatch_id	gdt749_occurrence_id	target_surface	page	physical_folio	locus	token_ordinal	reader_exact	gdt748_discovery_position	outside_discovery_primary	gdt749_prior_axes	distance1_multi_reference_prior_axes	active_selected_ring	active_contributing_hosts	active_emitted_axes	active_conflicts	active_outside_card	radius2_discovery_selected_ring	radius2_discovery_axes	radius2_discovery_hosts	distance2_sensitivity_axes	distance2_sensitivity_hosts	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G750-D0029	G749-O0029	cheey	f102v2	f102	f102v2.38	2	1	0	1	DRY	DRY|END_STAGE	1	1:ckheey:END_STAGE:d1	END_STAGE	NONE	1	1	END_STAGE	1:ckheey:END_STAGE:d1	END_STAGE	1:ckheey:END_STAGE:d1	dar cheey ckheey qokeor okey chos sho ykeey okeeo rain	OPEN	0	0
G750-D0030	G749-O0030	okal	f103r	f103	f103r.1	11	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy	OPEN	0	0
G750-D0031	G749-O0031	okeey	f103r	f103	f103r.13	4	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	OPEN	0	0
G750-D0032	G749-O0032	cheey	f103r	f103	f103r.16	4	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	OPEN	0	0
G750-D0033	G749-O0033	okeey	f103r	f103	f103r.16	6	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	OPEN	0	0
G750-D0034	G749-O0034	oty	f103r	f103	f103r.17	8	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sar shey qokey keedy qokeey chckhy qokal oty or aiin	OPEN	0	0
G750-D0035	G749-O0035	qokaiin	f103r	f103	f103r.19	5	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr	OPEN	0	0
G750-D0036	G749-O0036	chdy	f103r	f103	f103r.2	3	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	OPEN	0	0
G750-D0037	G749-O0037	lkeey	f103r	f103	f103r.2	11	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	OPEN	0	0
G750-D0038	G749-O0038	qokaiin	f103r	f103	f103r.20	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ychain shckhy qokaiin shey qokaiin shedy olor	OPEN	0	0
G750-D0039	G749-O0039	qokaiin	f103r	f103	f103r.20	5	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ychain shckhy qokaiin shey qokaiin shedy olor	OPEN	0	0
G750-D0040	G749-O0040	okedy	f103r	f103	f103r.21	7	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	OPEN	0	0
G750-D0041	G749-O0041	oty	f103r	f103	f103r.24	5	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tchoky okeal shedy qokal oty opchedy qotain shcthy otey dain oteey oky	OPEN	0	0
G750-D0042	G749-O0042	okeey	f103r	f103	f103r.26	2	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oteedy okeey qotchy shey olcheedar shey lotor	OPEN	0	0
G750-D0043	G749-O0043	okeey	f103r	f103	f103r.27	2	1	0	1	HOT	HOT|END_STAGE	1	1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	NONE	1	1	HOT|END_STAGE	1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	1:qokeey:HOT|END_STAGE:d1	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	OPEN	0	0
G750-D0044	G749-O0044	sheey	f103r	f103	f103r.27	5	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	OPEN	0	0
G750-D0045	G749-O0045	okeey	f103r	f103	f103r.27	10	0	1	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	OPEN	0	0
G750-D0046	G749-O0046	cheey	f103r	f103	f103r.28	10	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	OPEN	0	0
G750-D0047	G749-O0047	qochey	f103r	f103	f103r.29	3	1	1	0	DRY|MIDDLE_STAGE	DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qokeeechy shokeey qochey qokeey chal chedy	OPEN	0	0
G750-D0048	G749-O0048	okeey	f103r	f103	f103r.32	1	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	okeey shedy qokedy qokal shety otedy shcthy oraiin	OPEN	0	0
G750-D0049	G749-O0049	qokedy	f103r	f103	f103r.32	3	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	okeey shedy qokedy qokal shety otedy shcthy oraiin	OPEN	0	0
G750-D0050	G749-O0050	okeey	f103r	f103	f103r.38	9	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey	OPEN	0	0
G750-D0051	G749-O0051	qokedy	f103r	f103	f103r.4	2	1	0	1	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	2	NONE	NONE	NONE	NONE	ychedy qokedy okedy qokeey okey chdar ol loty chedaraly	OPEN	0	0
G750-D0052	G749-O0052	okedy	f103r	f103	f103r.4	3	1	1	0	HOT	NONE	NONE	NONE	NONE	NONE	0	2	NONE	NONE	HOT|END_STAGE	1:qokeey:HOT|END_STAGE:d2	ychedy qokedy okedy qokeey okey chdar ol loty chedaraly	OPEN	0	0
G750-D0053	G749-O0053	cheol	f103r	f103	f103r.41	1	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	OPEN	0	0
G750-D0054	G749-O0054	sheey	f103r	f103	f103r.43	4	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	OPEN	0	0
G750-D0055	G749-O0055	qokaiin	f103r	f103	f103r.43	11	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	OPEN	0	0
G750-D0056	G749-O0056	cheol	f103r	f103	f103r.46	4	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan	OPEN	0	0
G750-D0057	G749-O0057	okeey	f103r	f103	f103r.49	1	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	OPEN	0	0
G750-D0058	G749-O0058	cheey	f103r	f103	f103r.50	5	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	OPEN	0	0
G750-D0059	G749-O0059	okeey	f103r	f103	f103r.50	8	1	0	1	HOT	HOT|END_STAGE	1	-1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	NONE	1	1	HOT|END_STAGE	-1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	-1:qokeey:HOT|END_STAGE:d1	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	OPEN	0	0
G750-D0060	G749-O0060	cheey	f103r	f103	f103r.50	10	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	OPEN	0	0
G750-D0061	G749-O0061	qokedy	f103r	f103	f103r.53	2	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sshey qokedy qokaiin shdy qokeey chedy qokeey qokeey lchedy loty	OPEN	0	0
G750-D0062	G749-O0062	qokaiin	f103r	f103	f103r.53	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sshey qokedy qokaiin shdy qokeey chedy qokeey qokeey lchedy loty	OPEN	0	0
G750-D0063	G749-O0063	okechy	f103r	f103	f103r.8	6	0	1	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daroal okey chedy okey rain okechy qoisal qotar adchey ofeeo ltdy olkechdy lo	OPEN	0	0
G750-D0064	G749-O0064	okeey	f103r	f103	f103r.9	4	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	OPEN	0	0
G750-D0065	G749-O0065	cheey	f103v	f103	f103v.10	2	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy	OPEN	0	0
G750-D0066	G749-O0066	okeey	f103v	f103	f103v.10	4	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy	OPEN	0	0
G750-D0067	G749-O0067	okeey	f103v	f103	f103v.13	7	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey	OPEN	0	0
G750-D0068	G749-O0068	lkeey	f103v	f103	f103v.19	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin chey lkeey chalkar cheeey l chealainor	OPEN	0	0
G750-D0069	G749-O0069	cheey	f103v	f103	f103v.23	4	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	OPEN	0	0
G750-D0070	G749-O0070	oty	f103v	f103	f103v.25	7	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	OPEN	0	0
G750-D0071	G749-O0071	okeey	f103v	f103	f103v.27	3	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	fcheody arar okeey okeey lchedy oteal lpar otedy qotar otaryly	OPEN	0	0
G750-D0072	G749-O0072	okeey	f103v	f103	f103v.27	4	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	fcheody arar okeey okeey lchedy oteal lpar otedy qotar otaryly	OPEN	0	0
G750-D0073	G749-O0073	okeey	f103v	f103	f103v.31	1	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	okeey l chey qokeey o qokeey chedy qekchy daiin chckhy sar olainy	OPEN	0	0
G750-D0074	G749-O0074	lkeey	f103v	f103	f103v.33	2	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	OPEN	0	0
G750-D0075	G749-O0075	sheey	f103v	f103	f103v.34	2	1	0	1	END_STAGE	MOIST|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	OPEN	0	0
G750-D0076	G749-O0076	qokaiin	f103v	f103	f103v.34	7	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	OPEN	0	0
G750-D0077	G749-O0077	okeey	f103v	f103	f103v.35	4	0	0	0	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	OPEN	0	0
G750-D0078	G749-O0078	oty	f103v	f103	f103v.35	8	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	OPEN	0	0
G750-D0079	G749-O0079	okedy	f103v	f103	f103v.35	9	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	OPEN	0	0
G750-D0080	G749-O0080	oty	f103v	f103	f103v.39	9	1	0	1	COLD	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	polshor keeolshey okey lcharar shol okeedar shes aiin oty lchdy	OPEN	0	0
G750-D0081	G749-O0081	cheey	f103v	f103	f103v.4	2	0	0	0	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	y cheey qokeey okeey lkees ol qoteedy ykeedy	OPEN	0	0
G750-D0082	G749-O0082	okeey	f103v	f103	f103v.4	4	1	0	1	HOT	HOT|END_STAGE	1	-1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	NONE	1	1	HOT|END_STAGE	-1:qokeey:HOT|END_STAGE:d1	HOT|END_STAGE	-1:qokeey:HOT|END_STAGE:d1	y cheey qokeey okeey lkees ol qoteedy ykeedy	OPEN	0	0
G750-D0083	G749-O0083	qokaiin	f103v	f103	f103v.40	7	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	OPEN	0	0
G750-D0084	G749-O0084	qokaiin	f103v	f103	f103v.43	3	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	OPEN	0	0
G750-D0085	G749-O0085	chdy	f103v	f103	f103v.43	8	0	0	0	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	orain chckhey qokaiin shckhy shtal opchy lkeedy chdy lchedy	OPEN	0	0
G750-D0086	G749-O0086	cheey	f103v	f103	f103v.45	3	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	OPEN	0	0
G750-D0087	G749-O0087	chdy	f103v	f103	f103v.46	6	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	tain shol qokain chckhy rorol chdy raly osaiin chary	OPEN	0	0
G750-D0088	G749-O0088	cheky	f103v	f103	f103v.5	3	1	0	1	MIDDLE_STAGE	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly	OPEN	0	0
G750-D0089	G749-O0089	qokaiin	f103v	f103	f103v.5	5	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly	OPEN	0	0
G750-D0090	G749-O0090	qokaiin	f103v	f103	f103v.5	9	0	0	0	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly	OPEN	0	0
G750-D0091	G749-O0091	cheol	f103v	f103	f103v.6	4	1	0	1	DRY	DRY	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam	OPEN	0	0
G750-D0092	G749-O0092	qokaiin	f103v	f103	f103v.6	9	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dain shey qokeedy cheol qoeeor lshor qoky shedy qokaiin chedy qokam	OPEN	0	0
G750-D0093	G749-O0093	qokaiin	f103v	f103	f103v.7	10	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy	OPEN	0	0
G750-D0094	G749-O0094	okeey	f103v	f103	f103v.8	6	1	0	1	HOT	HOT|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sain shey olsheey dair chekoal okeey	OPEN	0	0
G750-D0095	G749-O0095	cheey	f104r	f104	f104r.11	6	1	0	1	DRY	DRY|END_STAGE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	otodchy lkeody qokair otoly shodar cheey okar olkeedy	OPEN	0	0
G750-D0096	G749-O0096	chdy	f104r	f104	f104r.13	10	1	0	1	DRY	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	olcheol qodain chokar okcho lkain okar cheody okeeody qodam chdy	OPEN	0	0
G750-D0097	G749-O0097	okal	f104r	f104	f104r.15	6	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	sor chodaiin chody okar otolkeechdy okal kaiin cheodaiin	OPEN	0	0
G750-D0098	G749-O0098	qokedy	f104r	f104	f104r.17	6	0	0	0	END_STAGE	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	ykeeshedy olkeeody qotey qokar chedy qokedy oteechy chyteody okar ody	OPEN	0	0
G750-D0099	G749-O0099	qokaiin	f104r	f104	f104r.20	4	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam	OPEN	0	0
G750-D0100	G749-O0100	qokaiin	f104r	f104	f104r.21	2	1	0	1	HOT	NONE	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	dsheedy qokaiin chear olkchedy charaiin	OPEN	0	0
