visible_unit_serial	register	page	locus	record_or_diagram	position	surface	exact_identity	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_lineage
13	PROSE_HERBAL	f10r	f10r.5	H1	F002:E13	chol	dcda95c81a5460feb191	LINK_ACTIVE_STATE+FRAME_O	UNKNOWN	Mit der vorigen Zubereitung weiter	Rest lagern [lokaler H1-Musterbogenschritt 13/14; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
14	PROSE_HERBAL	f10r	f10r.5	H1	F002:E14	cthy	e0b630cb1b5df5e7105b	OPAQUE_EXACT_CARD	BEREIT?	Sobald die Zubereitung gebrauchsfertig ist	Rest lagern [lokaler H1-Musterbogenschritt 14/14; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
15	PROSE_HERBAL	f10r	f10r.6	H2	F003:E1	ycheor	7249edc4df3419c26999	OPAQUE_EXACT_CARD	UNKNOWN	sie wächst auf feuchtem Wiesengrund	obere Pflanzenteile übernehmen [lokaler H2-Musterbogenschritt 1/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
16	PROSE_HERBAL	f10r	f10r.6	H2	F003:E2	cthy	e0b630cb1b5df5e7105b	OPAQUE_EXACT_CARD	BEREIT?	Sobald die Zubereitung gebrauchsfertig ist	obere Pflanzenteile übernehmen [lokaler H2-Musterbogenschritt 2/24; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
17	PROSE_HERBAL	f10r	f10r.6	H2	F003:E3	chor	7a4bb8136330ee4e6e56	OPAQUE_EXACT_CARD	BEREITUNG?	Die bereitete Arbeitsflüssigkeit	obere Pflanzenteile übernehmen [lokaler H2-Musterbogenschritt 3/24; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
18	PROSE_HERBAL	f10r	f10r.6	H2	F003:E4	cthaiin	f3c23f42baf625639e1e	OPAQUE_EXACT_CARD	UNKNOWN	gib den ausgepressten Saft hinzu	obere Pflanzenteile übernehmen [lokaler H2-Musterbogenschritt 4/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
19	PROSE_HERBAL	f10r	f10r.6	H2	F003:E5	qoctholy	af816c04e65874a0f2fa	OPAQUE_EXACT_CARD	UNKNOWN	koche es sanft	obere Pflanzenteile übernehmen [lokaler H2-Musterbogenschritt 5/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
20	PROSE_HERBAL	f10r	f10r.6	H2	F003:E6	dy	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	obere Pflanzenteile übernehmen [lokaler H2-Musterbogenschritt 6/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
21	PROSE_HERBAL	f10r	f10r.6	H2	F003:E7	chy	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	ausziehen [lokaler H2-Musterbogenschritt 7/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
22	PROSE_HERBAL	f10r	f10r.6	H2	F003:E8	taiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD	MASS?	Ein vorgeschriebenes Maß	ausziehen [lokaler H2-Musterbogenschritt 8/24; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
23	PROSE_HERBAL	f10r	f10r.6	H2	F003:E9	shy	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	ausziehen [lokaler H2-Musterbogenschritt 9/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
24	PROSE_HERBAL	f10r	f10r.8	H2	F004:E10	qotchor	10488b911aae52b3b334	FRAME_OT	UNKNOWN	vor der Blüte gesammelt	ausziehen [lokaler H2-Musterbogenschritt 10/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
25	PROSE_HERBAL	f10r	f10r.8	H2	F004:E11	chor	7a4bb8136330ee4e6e56	OPAQUE_EXACT_CARD	BEREITUNG?	Die bereitete Arbeitsflüssigkeit	ausziehen [lokaler H2-Musterbogenschritt 11/24; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
26	PROSE_HERBAL	f10r	f10r.8	H2	F004:E12	otol	497cbd9c7401810ff56b	FRAME_OT	UNKNOWN	eine Handvoll	ausziehen [lokaler H2-Musterbogenschritt 12/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
27	PROSE_HERBAL	f10r	f10r.8	H2	F004:E13	chol	dcda95c81a5460feb191	LINK_ACTIVE_STATE+FRAME_O	UNKNOWN	Mit der vorigen Zubereitung weiter	mit einem Träger verbinden [lokaler H2-Musterbogenschritt 13/24; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
28	PROSE_HERBAL	f10r	f10r.8	H2	F004:E14	cholor	dec401773c1f0347793d	OPAQUE_EXACT_CARD	ZUVOR?	Aus dem vorigen Ansatz entnehmen	mit einem Träger verbinden [lokaler H2-Musterbogenschritt 14/24; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
29	PROSE_HERBAL	f10r	f10r.8	H2	F004:E15	chol	dcda95c81a5460feb191	LINK_ACTIVE_STATE+FRAME_O	UNKNOWN	Mit der vorigen Zubereitung weiter	mit einem Träger verbinden [lokaler H2-Musterbogenschritt 15/24; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
30	PROSE_HERBAL	f10r	f10r.8	H2	F004:E16	daiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD	MASS?	Ein vorgeschriebenes Maß	mit einem Träger verbinden [lokaler H2-Musterbogenschritt 16/24; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
31	PROSE_HERBAL	f10r	f10r.8	H2	F004:E17	dar	4d4559019a961b834aa1	OPAQUE_EXACT_CARD	UNKNOWN	Daraus, aus demselben Ansatz	mit einem Träger verbinden [lokaler H2-Musterbogenschritt 17/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
32	PROSE_HERBAL	f10r	f10r.9	H2	F005:E18	oykchor	27d97af8c96eb056c2e6	OPAQUE_EXACT_CARD	UNKNOWN	wenn sich die Blüte geöffnet hat	mit einem Träger verbinden [lokaler H2-Musterbogenschritt 18/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
33	PROSE_HERBAL	f10r	f10r.9	H2	F005:E19	shor	7a4bb8136330ee4e6e56	OPAQUE_EXACT_CARD	BEREITUNG?	Die bereitete Arbeitsflüssigkeit	zweite Charge buchen [lokaler H2-Musterbogenschritt 19/24; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
34	PROSE_HERBAL	f10r	f10r.9	H2	F005:E20	chor	7a4bb8136330ee4e6e56	OPAQUE_EXACT_CARD	BEREITUNG?	Die bereitete Arbeitsflüssigkeit	zweite Charge buchen [lokaler H2-Musterbogenschritt 20/24; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
35	PROSE_HERBAL	f10r	f10r.9	H2	F005:E21	chy	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	zweite Charge buchen [lokaler H2-Musterbogenschritt 21/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
36	PROSE_HERBAL	f10r	f10r.9	H2	F005:E22	kaiiin	409de02322e7b2ca0c62	OPAQUE_EXACT_CARD	UNKNOWN	bis ein bitterer Geschmack bleibt	zweite Charge buchen [lokaler H2-Musterbogenschritt 22/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
37	PROSE_HERBAL	f10r	f10r.9	H2	F005:E23	dy	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	zweite Charge buchen [lokaler H2-Musterbogenschritt 23/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
38	PROSE_HERBAL	f10r	f10r.9	H2	F005:E24	chodaiin	834825c61d048a6b5628	FRAME_O	UNKNOWN	bewahre diesen Anteil unter Öl	zweite Charge buchen [lokaler H2-Musterbogenschritt 24/24; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
39	PROSE_HERBAL	f11r	f11r.1	H3	F006:E1	tshol	953ad19b79517fc8a211	OPAQUE_EXACT_CARD	UNKNOWN	sammle die Wurzel im Frühjahr	Blüten- oder Krautanteil übernehmen [lokaler H3-Musterbogenschritt 1/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
40	PROSE_HERBAL	f11r	f11r.1	H3	F006:E2	schoal	428a5e3662aa57b4b256	OPAQUE_EXACT_CARD	UNKNOWN	vom schattigen Waldort	Blüten- oder Krautanteil übernehmen [lokaler H3-Musterbogenschritt 2/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
41	PROSE_HERBAL	f11r	f11r.1	H3	F006:E3	cfhy	bdad9f9ea8b80f141496	OPAQUE_EXACT_CARD	UNKNOWN	bevor sich die Blütenkrone öffnet	Blüten- oder Krautanteil übernehmen [lokaler H3-Musterbogenschritt 3/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
42	PROSE_HERBAL	f11r	f11r.1	H3	F006:E4	shfydaiin	a8af08e69edab8e54f15	OPAQUE_EXACT_CARD	UNKNOWN	presse die gequetschte Wurzel durch ein Tuch	Blüten- oder Krautanteil übernehmen [lokaler H3-Musterbogenschritt 4/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
43	PROSE_HERBAL	f11r	f11r.1	H3	F006:E5	cphy	deb377381ceaf55ea310	OPAQUE_EXACT_CARD	UNKNOWN	seihe die Flüssigkeit ein zweites Mal	Blüten- oder Krautanteil übernehmen [lokaler H3-Musterbogenschritt 5/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
44	PROSE_HERBAL	f11r	f11r.1	H3	F006:E6	shey	b5df9126607030b95175	OPAQUE_EXACT_CARD	KLAR?	Bis die Flüssigkeit klar abläuft	ausziehen [lokaler H3-Musterbogenschritt 6/17; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
45	PROSE_HERBAL	f11r	f11r.1	H3	F006:E7	tchody	2e2027b1951d79911e24	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	lasse die geseihte Flüssigkeit offen abkühlen	ausziehen [lokaler H3-Musterbogenschritt 7/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
46	PROSE_HERBAL	f11r	f11r.1	H3	F007:E8	shoyty	577c03a928d674d420d7	OPAQUE_EXACT_CARD	UNKNOWN	behalte die Blütenkrone zurück	ausziehen [lokaler H3-Musterbogenschritt 8/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
47	PROSE_HERBAL	f11r	f11r.4	H3	F008:E9	dchol	d665560c8ff80799a82c	OPAQUE_EXACT_CARD	UNKNOWN	von diesem abgebildeten Simplex	ausziehen [lokaler H3-Musterbogenschritt 9/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
48	PROSE_HERBAL	f11r	f11r.4	H3	F008:E10	chy	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	filtrieren [lokaler H3-Musterbogenschritt 10/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
49	PROSE_HERBAL	f11r	f11r.4	H3	F008:E11	kchy	b2812c8283c3a62438bd	OPAQUE_EXACT_CARD	UNKNOWN	binde es auf die geschwollene Stelle	filtrieren [lokaler H3-Musterbogenschritt 11/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
50	PROSE_HERBAL	f11r	f11r.4	H3	F008:E12	dy	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	filtrieren [lokaler H3-Musterbogenschritt 12/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
51	PROSE_HERBAL	f11r	f11r.4	H3	F008:E13	daiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD	MASS?	Ein vorgeschriebenes Maß	filtrieren [lokaler H3-Musterbogenschritt 13/17; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
52	PROSE_HERBAL	f11r	f11r.7	H3	F009:E14	qotchy	a48efd6c4491a046ba78	FRAME_OT	UNKNOWN	bereite aus den Blättern einen warmen Umschlag	getrennt verwahren [lokaler H3-Musterbogenschritt 14/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
53	PROSE_HERBAL	f11r	f11r.7	H3	F009:E15	okchol	322281bd391aa621f568	OPAQUE_EXACT_CARD	UNKNOWN	lege ihn warm auf	getrennt verwahren [lokaler H3-Musterbogenschritt 15/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
54	PROSE_HERBAL	f11r	f11r.7	H3	F009:E16	cthy	e0b630cb1b5df5e7105b	OPAQUE_EXACT_CARD	BEREIT?	Sobald die Zubereitung gebrauchsfertig ist	getrennt verwahren [lokaler H3-Musterbogenschritt 16/17; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
55	PROSE_HERBAL	f11r	f11r.7	H3	F009:E17	dy	b921a237be883a820352	OPAQUE_EXACT_CARD	UNKNOWN	Diese aktive Portion	getrennt verwahren [lokaler H3-Musterbogenschritt 17/17; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
56	PROSE_HERBAL	f55v	f55v.5	H4	F010:E1	qokaiin	b5fcea1eaed06b2f2291	SET_STANDARD_SLOT	UNKNOWN	beginne den nächsten abgemessenen Posten	Blattflotte ansetzen [lokaler H4-Musterbogenschritt 1/18; keine Kartenbedeutung]	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
57	PROSE_HERBAL	f55v	f55v.5	H4	F010:E2	chaiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD	MASS?	Ein vorgeschriebenes Maß	Blattflotte ansetzen [lokaler H4-Musterbogenschritt 2/18; keine Kartenbedeutung]	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
58	PROSE_HERBAL	f55v	f55v.5	H4	F010:E3	ykain	403c1592f918c8f23b88	OPAQUE_EXACT_CARD	UNKNOWN	koche das breite Blatt sanft	Blattflotte ansetzen [lokaler H4-Musterbogenschritt 3/18; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
59	PROSE_HERBAL	f55v	f55v.5	H4	F010:E4	ykan	d929a14ec45749b2e805	OPAQUE_EXACT_CARD	UNKNOWN	in Weißwein	Blattflotte ansetzen [lokaler H4-Musterbogenschritt 4/18; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
60	PROSE_HERBAL	f55v	f55v.5	H4	F010:E5	ody	97cc9ac109148723c472	OPAQUE_EXACT_CARD+TERMINAL	UNKNOWN	lasse es ziehen, bis die Flüssigkeit klar ist	Blattflotte ansetzen [lokaler H4-Musterbogenschritt 5/18; keine Kartenbedeutung]	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1
