prose_event_id	page	physical_line	record_number	unit_id	field_id	field_ordinal	event_index_on_line	event_index_in_field	field_position	surface	exact_opaque_id	page_host_coordinate	formal_formula	formal_operation_German	selected_atomic_value_German	selected_atomic_status	global_default_mnemonic_German	mnemonic_license	licensed_context_prompt_German	context_prompt_license	closure_status	creative_local_event_expansion_German_V49	unit_reading_ref	line_is_sentence	semantic_contract	source_artifact
P0029	f10r	f10r.8	2	H2	F0004	1	6	6	MIDDLE	chol	dcda95c81a5460feb191	l	FRAME_O(LINK)	AKTIVEN ARBEITSSTAND VERKNUEPFEN	VERKNÜPFEN	FORMAL_OPERATION	UNKNOWN_EXEMPLAR	NONE	AKTIVEN ARBEITSSTAND VERKNUEPFEN	P04	NONCLOSE	Mit der vorigen Zubereitung weiter	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0030	f10r	f10r.8	2	H2	F0004	1	7	7	MIDDLE	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	NONE_SELECTED	MASS?	WEAK_MNEMONIC	MASS?	V51_CARD_AIIN;V56_P05	VORGABEPARAMETER?	P01	NONCLOSE	Ein vorgeschriebenes Maß	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0031	f10r	f10r.8	2	H2	F0004	1	8	8	LAST	dar	4d4559019a961b834aa1	ar	UNKNOWN_HOST[AR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Daraus, aus demselben Ansatz	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0032	f10r	f10r.9	2	H2	F0005	1	1	1	FIRST	oykchor	27d97af8c96eb056c2e6	oykchor	UNKNOWN_HOST[OYKCHOR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	wenn sich die Blüte geöffnet hat	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0033	f10r	f10r.9	2	H2	F0005	1	2	2	MIDDLE	shor	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	NONE_SELECTED	BEREITUNG?	WEAK_MNEMONIC	BEREITUNG?	V50_HOST_OR;V56_P08	NONE	NONE	NONCLOSE	Die bereitete Arbeitsflüssigkeit	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0034	f10r	f10r.9	2	H2	F0005	1	3	3	MIDDLE	chor	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	NONE_SELECTED	BEREITUNG?	WEAK_MNEMONIC	BEREITUNG?	V50_HOST_OR;V56_P08	NONE	NONE	NONCLOSE	Die bereitete Arbeitsflüssigkeit	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0035	f10r	f10r.9	2	H2	F0005	1	4	4	MIDDLE	chy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Diese aktive Portion	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0036	f10r	f10r.9	2	H2	F0005	1	5	5	MIDDLE	kaiiin	409de02322e7b2ca0c62	kaiiin	UNKNOWN_HOST[KAIIIN]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	bis ein bitterer Geschmack bleibt	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0037	f10r	f10r.9	2	H2	F0005	1	6	6	MIDDLE	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Diese aktive Portion	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0038	f10r	f10r.9	2	H2	F0005	1	7	7	LAST	chodaiin	834825c61d048a6b5628	d	FRAME_O(UNKNOWN_HOST[D] + <ARG_AIIN>)	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	bewahre diesen Anteil unter Öl	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0039	f11r	f11r.1	1	H3	F0006	1	1	1	FIRST	tshol	953ad19b79517fc8a211	shol	UNKNOWN_HOST[SHOL]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	sammle die Wurzel im Frühjahr	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0040	f11r	f11r.1	1	H3	F0006	1	2	2	MIDDLE	schoal	428a5e3662aa57b4b256	cho	UNKNOWN_HOST[CHO] + <ARG_AL>	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	vom schattigen Waldort	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0041	f11r	f11r.1	1	H3	F0006	1	3	3	MIDDLE	cfhy	bdad9f9ea8b80f141496	cfhy	UNKNOWN_HOST[CFHY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	bevor sich die Blütenkrone öffnet	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0042	f11r	f11r.1	1	H3	F0006	1	4	4	MIDDLE	shfydaiin	a8af08e69edab8e54f15	fyd	UNKNOWN_HOST[FYD] + <ARG_AIIN>	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	presse die gequetschte Wurzel durch ein Tuch	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0043	f11r	f11r.1	1	H3	F0006	1	5	5	MIDDLE	cphy	deb377381ceaf55ea310	cphy	UNKNOWN_HOST[CPHY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	seihe die Flüssigkeit ein zweites Mal	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0044	f11r	f11r.1	1	H3	F0006	1	6	6	MIDDLE	shey	b5df9126607030b95175	ey	UNKNOWN_HOST[EY]	NONE_SELECTED	KLAR?	WEAK_MNEMONIC	KLAR?	V51_CARD_EY;V56_P10	NONE	NONE	NONCLOSE	Bis die Flüssigkeit klar abläuft	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0045	f11r	f11r.1	1	H3	F0006	1	7	7	LAST	tchody	2e2027b1951d79911e24	cho	CLOSE(UNKNOWN_HOST[CHO])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	ATTACHED_FIELD_FINAL_CLOSE	lasse die geseihte Flüssigkeit offen abkühlen	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0046	f11r	f11r.1	1	H3	F0007	2	8	1	ONLY	shoyty	577c03a928d674d420d7	oyty	UNKNOWN_HOST[OYTY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	behalte die Blütenkrone zurück	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0047	f11r	f11r.4	1	H3	F0008	1	1	1	FIRST	dchol	d665560c8ff80799a82c	chol	UNKNOWN_HOST[CHOL]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	von diesem abgebildeten Simplex	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0048	f11r	f11r.4	1	H3	F0008	1	2	2	MIDDLE	chy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Diese aktive Portion	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0049	f11r	f11r.4	1	H3	F0008	1	3	3	MIDDLE	kchy	b2812c8283c3a62438bd	kchy	UNKNOWN_HOST[KCHY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	binde es auf die geschwollene Stelle	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0050	f11r	f11r.4	1	H3	F0008	1	4	4	MIDDLE	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Diese aktive Portion	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0051	f11r	f11r.4	1	H3	F0008	1	5	5	LAST	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	NONE_SELECTED	MASS?	WEAK_MNEMONIC	MASS?	V51_CARD_AIIN;V56_P05	VORGABEPARAMETER?	P01	NONCLOSE	Ein vorgeschriebenes Maß	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0052	f11r	f11r.7	1	H3	F0009	1	1	1	FIRST	qotchy	a48efd6c4491a046ba78	chy	FRAME_OT(UNKNOWN_HOST[CHY])	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	bereite aus den Blättern einen warmen Umschlag	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0053	f11r	f11r.7	1	H3	F0009	1	2	2	MIDDLE	okchol	322281bd391aa621f568	okchol	UNKNOWN_HOST[OKCHOL]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	lege ihn warm auf	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0054	f11r	f11r.7	1	H3	F0009	1	3	3	MIDDLE	cthy	e0b630cb1b5df5e7105b	cthy	UNKNOWN_HOST[CTHY]	NONE_SELECTED	BEREIT?	WEAK_MNEMONIC	BEREIT?	V51_CARD_CTHY;V56_P07	NONE	NONE	NONCLOSE	Sobald die Zubereitung gebrauchsfertig ist	H3	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
