ledger_row_id	domain	page	unit_id	physical_line_or_locus	field_or_slot_id	event_index	surface	exact_opaque_id	opaque_id_status	formal_coordinates_or_diagram_role	formal_operation_German	selected_atomic_value_German	selected_atomic_status	global_default_mnemonic_German	mnemonic_license	licensed_context_prompt_German	local_event_or_slot_expansion	unit_reading_ref	closure_status	line_is_sentence	direct_f68_f69_join	semantic_contract	source_artifact
L0027	PROSE	f10r	H2	f10r.8	F0004	4	chol	dcda95c81a5460feb191	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	FRAME_O(LINK)	AKTIVEN ARBEITSSTAND VERKNUEPFEN	VERKNÜPFEN	FORMAL_OPERATION	UNKNOWN_EXEMPLAR	NONE	AKTIVEN ARBEITSSTAND VERKNUEPFEN	Mit der vorigen Zubereitung weiter	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0028	PROSE	f10r	H2	f10r.8	F0004	5	cholor	dec401773c1f0347793d	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OLOR]	NONE_SELECTED	ZUVOR?	WEAK_MNEMONIC	ZUVOR?	V51_CARD_OLOR;V56_P11	NONE	Aus dem vorigen Ansatz entnehmen	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0029	PROSE	f10r	H2	f10r.8	F0004	6	chol	dcda95c81a5460feb191	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	FRAME_O(LINK)	AKTIVEN ARBEITSSTAND VERKNUEPFEN	VERKNÜPFEN	FORMAL_OPERATION	UNKNOWN_EXEMPLAR	NONE	AKTIVEN ARBEITSSTAND VERKNUEPFEN	Mit der vorigen Zubereitung weiter	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0030	PROSE	f10r	H2	f10r.8	F0004	7	daiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[AIIN]	NONE_SELECTED	MASS?	WEAK_MNEMONIC	MASS?	V51_CARD_AIIN;V56_P05	VORGABEPARAMETER?	Ein vorgeschriebenes Maß	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0031	PROSE	f10r	H2	f10r.8	F0004	8	dar	4d4559019a961b834aa1	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[AR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	Daraus, aus demselben Ansatz	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0032	PROSE	f10r	H2	f10r.9	F0005	1	oykchor	27d97af8c96eb056c2e6	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OYKCHOR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	wenn sich die Blüte geöffnet hat	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0033	PROSE	f10r	H2	f10r.9	F0005	2	shor	7a4bb8136330ee4e6e56	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OR]	NONE_SELECTED	BEREITUNG?	WEAK_MNEMONIC	BEREITUNG?	V50_HOST_OR;V56_P08	NONE	Die bereitete Arbeitsflüssigkeit	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0034	PROSE	f10r	H2	f10r.9	F0005	3	chor	7a4bb8136330ee4e6e56	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OR]	NONE_SELECTED	BEREITUNG?	WEAK_MNEMONIC	BEREITUNG?	V50_HOST_OR;V56_P08	NONE	Die bereitete Arbeitsflüssigkeit	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0035	PROSE	f10r	H2	f10r.9	F0005	4	chy	b921a237be883a820352	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	Diese aktive Portion	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0036	PROSE	f10r	H2	f10r.9	F0005	5	kaiiin	409de02322e7b2ca0c62	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[KAIIIN]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	bis ein bitterer Geschmack bleibt	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0037	PROSE	f10r	H2	f10r.9	F0005	6	dy	b921a237be883a820352	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	Diese aktive Portion	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0038	PROSE	f10r	H2	f10r.9	F0005	7	chodaiin	834825c61d048a6b5628	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	FRAME_O(UNKNOWN_HOST[D] + <ARG_AIIN>)	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	bewahre diesen Anteil unter Öl	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0039	PROSE	f11r	H3	f11r.1	F0006	1	tshol	953ad19b79517fc8a211	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[SHOL]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	sammle die Wurzel im Frühjahr	H3	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0040	PROSE	f11r	H3	f11r.1	F0006	2	schoal	428a5e3662aa57b4b256	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[CHO] + <ARG_AL>	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	vom schattigen Waldort	H3	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0041	PROSE	f11r	H3	f11r.1	F0006	3	cfhy	bdad9f9ea8b80f141496	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[CFHY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	bevor sich die Blütenkrone öffnet	H3	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0042	PROSE	f11r	H3	f11r.1	F0006	4	shfydaiin	a8af08e69edab8e54f15	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[FYD] + <ARG_AIIN>	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	presse die gequetschte Wurzel durch ein Tuch	H3	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0043	PROSE	f11r	H3	f11r.1	F0006	5	cphy	deb377381ceaf55ea310	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[CPHY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	seihe die Flüssigkeit ein zweites Mal	H3	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0044	PROSE	f11r	H3	f11r.1	F0006	6	shey	b5df9126607030b95175	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[EY]	NONE_SELECTED	KLAR?	WEAK_MNEMONIC	KLAR?	V51_CARD_EY;V56_P10	NONE	Bis die Flüssigkeit klar abläuft	H3	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0045	PROSE	f11r	H3	f11r.1	F0006	7	tchody	2e2027b1951d79911e24	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	CLOSE(UNKNOWN_HOST[CHO])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	lasse die geseihte Flüssigkeit offen abkühlen	H3	ATTACHED_FIELD_FINAL_CLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0046	PROSE	f11r	H3	f11r.1	F0007	8	shoyty	577c03a928d674d420d7	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OYTY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	behalte die Blütenkrone zurück	H3	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0047	PROSE	f11r	H3	f11r.4	F0008	1	dchol	d665560c8ff80799a82c	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[CHOL]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	von diesem abgebildeten Simplex	H3	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
