field_id	page	physical_line	record_number	unit_id	field_ordinal	event_count	surface_sequence	exact_opaque_id_sequence	formal_sequence	formal_operation_sequence_German	global_mnemonic_sequence_German	licensed_context_prompt_sequence_German	closure_status	creative_local_field_expansion_German_V49	unit_reading_ref	line_is_sentence	field_grammar	text_completion_contract	source_artifact
F0019	f56r	f56r.18	1	H5	1	4	sho chokchy kchoar sotodan	2cc054357a929df85f64 | 9ad66e67803a12e745de | c71c72da4e09e0833392 | 61a075bc54793c1c781f	UNKNOWN_HOST[O] | UNKNOWN_HOST[OKCHY] | UNKNOWN_HOST[KCHO] + <ARG_AR> | UNKNOWN_HOST[OTODAN]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	OPEN	nimm danach den folgenden Zusatz oder Pflanzenteil ; gebrauche die frisch bereitete Arznei ; mische es mit Honig ; gebrauche es frisch vermischt	H5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0020	f56r	f56r.19	1	H5	1	3	otchey keol daiin	faf321940aed922846a9 | 9bb7122b386ebbc6138f | 2f1c5e56e8f0ff459065	FRAME_OT(UNKNOWN_HOST[CHEY]) | UNKNOWN_HOST[KEOL] | UNKNOWN_HOST[AIIN]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	TEIL? | UNKNOWN_EXEMPLAR | MASS?	NONE | NONE | VORGABEPARAMETER?	OPEN	Nimm den bezeichneten Anteil ; die helle geöffnete Blüte ; Ein vorgeschriebenes Maß	H5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0021	f81v	f81v.2	1	B1	1	1	qokedy	7db18b2f0fb7ed0fcfd3	CLOSE(UNKNOWN_HOST[OKE])	FELDABSCHLUSS	SPÜLEN?	NONE	CLOSED	spüle die bezeichnete Stelle einmal und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0022	f81v	f81v.2	1	B1	2	11	okaiin kair okal sar ol kain olkain al ol rol dl	b5fcea1eaed06b2f2291 | 22fb87a5a83e5c3fb510 | 308e8ea2d5d190c498e8 | 4d4559019a961b834aa1 | dcda95c81a5460feb191 | 9da1b6ac2c929daea697 | 94df4847b7b16c98394a | dd0ecaf5e27d81befffc | dcda95c81a5460feb191 | 1496a731803a9f48d2e1 | 0f18de177ed7c878bf95	SET(<ARG_AIIN>) | UNKNOWN_HOST[K] + <ARG_AIR> | SET(<ARG_AL>) | UNKNOWN_HOST[AR] | FRAME_O(LINK) | UNKNOWN_HOST[K] + <ARG_AIN> | UNKNOWN_HOST[OLK] + <ARG_AIN> | UNKNOWN_HOST[AL] | FRAME_O(LINK) | UNKNOWN_HOST[ROL] | LINK	STANDARDSLOT SETZEN | NONE_SELECTED | LOKALEN RELATIONSSLOT SETZEN | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | VERKNÜPFEN	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | AN? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	STANDARDSLOT SETZEN | NONE | LOKALEN RELATIONSSLOT SETZEN | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE | NONE | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE | NONE	OPEN	beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0023	f81v	f81v.7	1	B1	1	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	dec401773c1f0347793d | dcda95c81a5460feb191 | 4eab1841ed655c20a348 | 2f1c5e56e8f0ff459065 | 93f69c38fdedee1598e9 | 2f1c5e56e8f0ff459065 | 2cc8bb3c2af19607888f | 259b2b3b0bf859882e2c	UNKNOWN_HOST[OLOR] | FRAME_O(LINK) | UNKNOWN_HOST[ECKH] + <ARG_AL> | UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[OKEED] + <ARG_AL> | UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[CKHY] | CLOSE(UNKNOWN_HOST[CHE])	NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	ZUVOR? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | MASS? | UNKNOWN_EXEMPLAR | MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE | VORGABEPARAMETER? | NONE | VORGABEPARAMETER? | NONE | NONE	CLOSED	Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0024	f81v	f81v.7	1	B1	2	1	qol	dcda95c81a5460feb191	FRAME_O(LINK)	AKTIVEN ARBEITSSTAND VERKNUEPFEN	UNKNOWN_EXEMPLAR	AKTIVEN ARBEITSSTAND VERKNUEPFEN	OPEN	Mit der vorigen Zubereitung weiter	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0025	f81v	f81v.17	1	B1	1	1	sshkchdy	54e32e9c1414b20640e9	CLOSE(UNKNOWN_HOST[SHKCH])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	halte es warm und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0026	f81v	f81v.17	1	B1	2	3	chedy ol shedy	6f7ff8287eddf4da9fdb | dcda95c81a5460feb191 | bc4f1f5c006c74a4d26d	VARIANT_D(UNKNOWN_HOST[Y]) | FRAME_O(LINK) | CLOSE(UNKNOWN_HOST[E])	NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE	CLOSED	rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0027	f81v	f81v.17	1	B1	3	1	qolchedy	28ffbc88b97772a75f1e	CLOSE(UNKNOWN_HOST[OLCHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0028	f81v	f81v.17	1	B1	4	4	qokain shckhy dl ral	1645e612504fcef59ced | 2cc8bb3c2af19607888f | 0f18de177ed7c878bf95 | 4da0f0f7b5fc7ac20067	SET(<ARG_AIN>) | UNKNOWN_HOST[CKHY] | LINK | UNKNOWN_HOST[R] + <ARG_AL>	SETZEN | NONE_SELECTED | VERKNÜPFEN | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	OPEN	gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0029	f81v	f81v.18	1	B1	1	1	qokchdy	87411f84689b4f93a303	CLOSE(UNKNOWN_HOST[OKCH])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	erwärme es einmal und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0030	f81v	f81v.18	1	B1	2	5	chey ol cheky ol shedy	b921a237be883a820352 | dcda95c81a5460feb191 | d904bf7b044dd3922781 | dcda95c81a5460feb191 | bc4f1f5c006c74a4d26d	UNKNOWN_HOST[Y] | FRAME_O(LINK) | UNKNOWN_HOST[KY] | FRAME_O(LINK) | CLOSE(UNKNOWN_HOST[E])	NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE	CLOSED	Diese aktive Portion ; Mit der vorigen Zubereitung weiter ; bei sanfter Wärme ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0031	f81v	f81v.18	1	B1	3	1	qokedy	7db18b2f0fb7ed0fcfd3	CLOSE(UNKNOWN_HOST[OKE])	FELDABSCHLUSS	SPÜLEN?	NONE	CLOSED	spüle die bezeichnete Stelle einmal und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0032	f81v	f81v.18	1	B1	4	1	qokedy	7db18b2f0fb7ed0fcfd3	CLOSE(UNKNOWN_HOST[OKE])	FELDABSCHLUSS	SPÜLEN?	NONE	CLOSED	spüle die bezeichnete Stelle einmal und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0033	f81v	f81v.18	1	B1	5	2	chckhy qoky	2cc8bb3c2af19607888f | 276a7c2d74d1143446f4	UNKNOWN_HOST[CKHY] | UNKNOWN_HOST[OKY]	NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | VERWENDEN?	NONE | NONE	OPEN	durch die verbundenen Läufe ; Die aktive Portion verwenden	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0034	f81v	f81v.21	1	B1	1	3	lsho qokey lshedy	be0974b366c981dc1eef | 08bd5ca0c2ad137a056d | 2e7e89e0bd12b999c280	UNKNOWN_HOST[LSHO] | UNKNOWN_HOST[OKEY] | CLOSE(UNKNOWN_HOST[LSHE])	NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE	CLOSED	beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0035	f81v	f81v.21	1	B1	2	1	lshedy	2e7e89e0bd12b999c280	CLOSE(UNKNOWN_HOST[LSHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	wasche einmal und beende diesen Durchgang	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0036	f81v	f81v.21	1	B1	3	5	chedy qolky lchedal qol otar	6f7ff8287eddf4da9fdb | c205570c49d4d93c23d3 | 433713294b25b0a12f66 | dcda95c81a5460feb191 | b6b654722e55729cc947	VARIANT_D(UNKNOWN_HOST[Y]) | UNKNOWN_HOST[OLKY] | UNKNOWN_HOST[LCHED] + <ARG_AL> | FRAME_O(LINK) | MARK(<ARG_AR>)	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | MARKIEREN	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE	OPEN	rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0037	f81v	f81v.24	1	B1	1	2	ytey okchedy	a7af89ab31ce5e247395 | 07913ef9b1fb773cd325	UNKNOWN_HOST[YTEY] | CLOSE(UNKNOWN_HOST[OKCHE])	NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0038	f81v	f81v.24	1	B1	2	4	qokal okeey qol cheedy	308e8ea2d5d190c498e8 | 0275fbf14e07935b0a45 | dcda95c81a5460feb191 | bc4f1f5c006c74a4d26d	SET(<ARG_AL>) | UNKNOWN_HOST[OKEEY] | FRAME_O(LINK) | CLOSE(UNKNOWN_HOST[E])	LOKALEN RELATIONSSLOT SETZEN | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | WARM? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	LOKALEN RELATIONSSLOT SETZEN | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE	CLOSED	mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0039	f81v	f81v.24	1	B1	3	3	sal teol dchdy	dd0ecaf5e27d81befffc | a06244ef1f2b37ca44c1 | d225b7a7b95da7aee437	UNKNOWN_HOST[AL] | UNKNOWN_HOST[EOL] | CLOSE(UNKNOWN_HOST[CH])	NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	AN? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE	CLOSED	An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0040	f81v	f81v.24	1	B1	4	1	ly	b38d70daefd663d74625	UNKNOWN_HOST[LY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	NONE	OPEN	fülle danach das Gefäß	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0041	f81v	f81v.27	1	B1	1	3	dsheol oiiin olkeedy	74c76d589d44120f647b | 2c82523794dcb7d2b343 | 3b70942557b3a40e8030	UNKNOWN_HOST[SHEOL] | UNKNOWN_HOST[OIIIN] | CLOSE(UNKNOWN_HOST[OLKEE])	NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE	CLOSED	wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0042	f81v	f81v.27	1	B1	2	1	tedy	bc4f1f5c006c74a4d26d	CLOSE(UNKNOWN_HOST[E])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	lasse es bis zur Bereitschaft stehen und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0043	f81v	f81v.27	1	B1	3	2	cheky shckhedy	d904bf7b044dd3922781 | d68bc8de3bcee09db23c	UNKNOWN_HOST[KY] | CLOSE(UNKNOWN_HOST[CKHE])	NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0044	f81v	f81v.27	1	B1	4	1	chal	dd0ecaf5e27d81befffc	UNKNOWN_HOST[AL]	NONE_SELECTED	AN?	NONE	OPEN	An die bezeichnete Zielstelle führen	B1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0045	f82r	f82r.2	1	B2	1	1	dchedy	259b2b3b0bf859882e2c	CLOSE(UNKNOWN_HOST[CHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0046	f82r	f82r.2	1	B2	2	1	qolchedy	28ffbc88b97772a75f1e	CLOSE(UNKNOWN_HOST[OLCHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0047	f82r	f82r.2	1	B2	3	3	qokain dy qokeedy	1645e612504fcef59ced | b921a237be883a820352 | 7d25241b0e56c836372a	SET(<ARG_AIN>) | UNKNOWN_HOST[Y] | CLOSE(UNKNOWN_HOST[OKEE])	SETZEN | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE	CLOSED	gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0048	f82r	f82r.2	1	B2	4	3	qokal lcheckhy lched	308e8ea2d5d190c498e8 | f329f2051370174e9a38 | ba8142680851f24c9ff2	SET(<ARG_AL>) | UNKNOWN_HOST[LCHECKHY] | UNKNOWN_HOST[LCHED]	LOKALEN RELATIONSSLOT SETZEN | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	LOKALEN RELATIONSSLOT SETZEN | NONE | NONE	OPEN	mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0049	f82r	f82r.3	1	B2	1	2	qokeey lcheckhedy	0275fbf14e07935b0a45 | c1db6b0a28d5cbb5d3d2	UNKNOWN_HOST[OKEEY] | CLOSE(UNKNOWN_HOST[LCHECKHE])	NONE_SELECTED | FELDABSCHLUSS	WARM? | UNKNOWN_EXEMPLAR	NONE | NONE	CLOSED	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0050	f82r	f82r.3	1	B2	2	4	qokaly solkaiin chckhy qokaiin	4a7a6326ac95a8809302 | 2d2e37ccb2dacc53ee5a | 2cc8bb3c2af19607888f | b5fcea1eaed06b2f2291	UNKNOWN_HOST[OKALY] | UNKNOWN_HOST[OLK] + <ARG_AIIN> | UNKNOWN_HOST[CKHY] | SET(<ARG_AIIN>)	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | STANDARDSLOT SETZEN	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | STANDARDSLOT SETZEN	OPEN	fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0051	f82r	f82r.4	1	B2	1	4	qokaiin octheol chkeey ldy	b5fcea1eaed06b2f2291 | a8f891de626fc00028e9 | f0db6d30cd34f4cb2a4d | 04a3877f0fc81b7597c9	SET(<ARG_AIIN>) | UNKNOWN_HOST[OCTHEOL] | UNKNOWN_HOST[KEEY] | CLOSE(LINK)	STANDARDSLOT SETZEN | NONE_SELECTED | NONE_SELECTED | VERKNÜPFEN + FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	STANDARDSLOT SETZEN | NONE | NONE | NONE	CLOSED	beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0052	f82r	f82r.4	1	B2	2	4	oteey qokal sheckhy qoky	5d5e0b288cf36864ed9d | 308e8ea2d5d190c498e8 | c1913ec4ff84148da6d3 | 276a7c2d74d1143446f4	FRAME_OT(UNKNOWN_HOST[EEY]) | SET(<ARG_AL>) | UNKNOWN_HOST[ECKHY] | UNKNOWN_HOST[OKY]	NONE_SELECTED | LOKALEN RELATIONSSLOT SETZEN | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | VERWENDEN?	NONE | LOKALEN RELATIONSSLOT SETZEN | NONE | NONE	OPEN	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0053	f82r	f82r.7	1	B2	1	1	dshedy	cbb42a4fe68068325d6b	CLOSE(UNKNOWN_HOST[SHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	gib sauberes Wasser hinzu und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0054	f82r	f82r.7	1	B2	2	3	sotaiin qokar shedy	54d0e228ca346110af05 | 3ae9a121ba0045b913e8 | bc4f1f5c006c74a4d26d	MARK(<ARG_AIIN>) | SET(<ARG_AR>) | CLOSE(UNKNOWN_HOST[E])	MARKIEREN | SETZEN | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE	CLOSED	für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0055	f82r	f82r.7	1	B2	3	1	solshedy	daa1347f456415fe8737	CLOSE(UNKNOWN_HOST[OLSHE])	FELDABSCHLUSS	UNKNOWN_EXEMPLAR	NONE	CLOSED	halte es warm und beende den Schritt	B2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
