unified_serial	unified_id	section	unit_id	page	locus	local_container	opaque_identity	local_owner	local_namespace	autonomous_operational_class	autonomous_readback_token	visible_group_count	source_token_count	read_once_status	owner_reset_status	optional_master_gloss	occurrence_bound_exemplar	occurrence_content_confidence	purpose_lead_unit_role	purpose_rival_unit_role	strongest_local_rival	strongest_local_contradiction	order_join_policy	semantic_ceiling
11	P:E011	HERBAL	H1	f10r	f10r.5	F002	9ad66e67803a12e745de	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	0.29	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
12	P:E012	HERBAL	H1	f10r	f10r.5	F002	e8a6105b5c3a6220b440	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Erwärme ihn gelinde]	0.30	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
13	P:E013	HERBAL	H1	f10r	f10r.5	F002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	FORMAL_LINK_OR_SLOT	[FORMAL_LINK]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	[EXEMPLAR:keine eigene Sachangabe; der Master verbindet die benachbarten Quellenglieder an dieser formalen Linkstelle]	0.46	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: formale Verknüpfung mit dem laufenden Wurzelauszug dem lokalen Posten buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
14	P:E014	HERBAL	H1	f10r	f10r.5	F002	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	0.46	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gebrauchsreife.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
15	P:E015	HERBAL	H2	f10r	f10r.6	F003	7249edc4df3419c26999	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	0.36	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen, Blütenstände, Blätter.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
16	P:E016	HERBAL	H2	f10r	f10r.6	F003	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	0.46	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
17	P:E017	HERBAL	H2	f10r	f10r.6	F003	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Führe sie als frischen Ansatz]	0.46	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
18	P:E018	HERBAL	H2	f10r	f10r.6	F003	f3c23f42baf625639e1e	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Zerstoße das Kraut]	0.32	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Kraut.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
19	P:E019	HERBAL	H2	f10r	f10r.6	F003	af816c04e65874a0f2fa	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Presse den Saft durch ein Tuch]	0.32	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Pflanzensaft, Tuch.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
20	P:E020	HERBAL	H2	f10r	f10r.6	F003	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Fange die erste Fraktion auf]	0.29	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Fraktion.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
21	P:E021	HERBAL	H2	f10r	f10r.6	F003	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Gib Olivenöl hinzu]	0.24	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Olivenöl.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
22	P:E022	HERBAL	H2	f10r	f10r.6	F003	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	FORMAL_PARAMETER_CHANNEL	[FORMAL:VORGABEPARAMETER; KEIN_WORT]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	0.46	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
23	P:E023	HERBAL	H2	f10r	f10r.6	F003	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Erwärme gelinde]	0.30	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
24	P:E024	HERBAL	H2	f10r	f10r.8	F004	10488b911aae52b3b334	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	0.32	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
25	P:E025	HERBAL	H2	f10r	f10r.8	F004	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Führe den ersten Ansatz weiter]	0.46	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
26	P:E026	HERBAL	H2	f10r	f10r.8	F004	497cbd9c7401810ff56b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Nimm eine Handvoll]	0.31	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Handvoll.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
27	P:E027	HERBAL	H2	f10r	f10r.8	F004	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	FORMAL_LINK_OR_SLOT	[FORMAL_LINK]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	[EXEMPLAR:keine eigene Sachangabe; der Master verbindet die benachbarten Quellenglieder an dieser formalen Linkstelle]	0.46	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
