statement_id	record_unit_id	section	page	statement_ordinal_in_record	constituent_fields	physical_lines	event_count	event_serials	exact_card_order	autonomous_primary_order	occurrence_bound_exemplar_sequence	selected_source_sentence	owner_transition	visible_owner_resets	cross_field_transitions	cross_physical_line_transitions	line_crossing	source_class	process_or_content_rival	notation_rival	repair_cost_0_4	hardest_contradiction	semantic_ceiling
H4-S002	H4	HERBAL	f55v	2	F011	f55v.5	3	61|62|63	2f1c5e56e8f0ff459065 > 6f7ff8287eddf4da9fdb > e026af581c99322fbd46	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Miss eine Portion des Ansatzes ab] [EXEMPLAR:Wring sie durch Leinwand und lass sie klar absetzen] [EXEMPLAR:Verwahre den klaren Auszug; damit endet der Posten]	[EXEMPLAR:Miss eine Portion des Ansatzes ab. Wring sie durch Leinwand und lass sie klar absetzen. Verwahre den klaren Auszug; damit endet der Posten.]	SINGLE_FIELD_OWNER	0	0	0	NO__SINGLE_FIELD	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
H4-S003	H4	HERBAL	f55v	3	F012	f55v.11	4	64|65|66|67	f7dc90b2c31fd341f0a4 > 807591efc3d3f7ddbfab > 2c1a5fd92b9e3c762242 > 1b1ffdd869fb1429ad03	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Wasche damit eine unreine äußere Wunde] [EXEMPLAR:Verwende dazu den klaren Auszug] [EXEMPLAR:Einmal oder nach örtlicher Vorschrift] [EXEMPLAR:Beende diesen Gebrauch]	[EXEMPLAR:Wasche damit eine unreine äußere Wunde. Verwende dazu den klaren Auszug. Einmal oder nach örtlicher Vorschrift. Beende diesen Gebrauch.]	SINGLE_FIELD_OWNER	0	0	0	NO__SINGLE_FIELD	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
H4-S004	H4	HERBAL	f55v	4	F013	f55v.11	6	68|69|70|71|72|73	2f1c5e56e8f0ff459065 > 308e8ea2d5d190c498e8 > 204b04837409088c48f9 > 7a4bb8136330ee4e6e56 > b921a237be883a820352 > 6afeb5c9ab9f6cbdea0d	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm ein örtliches Maß der zurückbehaltenen Blätter] [EXEMPLAR:Lege sie an die bezeichnete äußere Stelle] [EXEMPLAR:Erwärme sie gelinde] [EXEMPLAR:Führe sie als zweiten Ansatz] [EXEMPLAR:Mische sie mit Honig] [EXEMPLAR:Lege den warmen Umschlag frisch auf]	[EXEMPLAR:Nimm ein örtliches Maß der zurückbehaltenen Blätter. Lege sie an die bezeichnete äußere Stelle. Erwärme sie gelinde. Führe sie als zweiten Ansatz. Mische sie mit Honig. Lege den warmen Umschlag frisch auf.]	SINGLE_FIELD_OWNER	0	0	0	NO__SINGLE_FIELD	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
H5-S001	H5	HERBAL	f56r	1	F014|F015	f56r.5|f56r.7	9	74|75|76|77|78|79|80|81|82	b9d7b6d68209a9019e7a > 2cc054357a929df85f64 > 0ec6a45e2950e8e7061d > 2f1c5e56e8f0ff459065 > 2cc054357a929df85f64 > 893c570f3fa3fce99711 > 10488b911aae52b3b334 > 276a7c2d74d1143446f4 > dd0ecaf5e27d81befffc	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze] [EXEMPLAR:Sammle das ganze oberirdische Kraut an einem feuchten Standort] [EXEMPLAR:Nimm es zu Beginn der Blüte] [EXEMPLAR:Nimm nur ein kleines örtliches Maß] [EXEMPLAR:Zerstoße die frischen klebrigen Blätter] [EXEMPLAR:Lege sie als Auflage auf] [EXEMPLAR:Auf eine einzelne Warze oder ein Hühnerauge] [EXEMPLAR:Lass die Auflage nur kurz einwirken] [EXEMPLAR:An der örtlich bezeichneten Hautstelle]	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze. Sammle das ganze oberirdische Kraut an einem feuchten Standort. Nimm es zu Beginn der Blüte. Nimm nur ein kleines örtliches Maß. Zerstoße die frischen klebrigen Blätter. Lege sie als Auflage auf. Auf eine einzelne Warze oder ein Hühnerauge. Lass die Auflage nur kurz einwirken. An der örtlich bezeichneten Hautstelle.]	CROSS_FIELD_SAME_OWNER_CONTINUATION	0	1	1	YES__CROSS_FORMAL_LOCUS	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
H5-S002	H5	HERBAL	f56r	2	F016	f56r.8	4	83|84|85|86	d665560c8ff80799a82c > c10aec6d4dd877ec8bd8 > 276a7c2d74d1143446f4 > 95987d6f198d6d247511	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm die Auflage wieder ab] [EXEMPLAR:Wasche die Stelle mit Wasser] [EXEMPLAR:Wiederhole den Gebrauch nur, wenn er vertragen wird] [EXEMPLAR:Beende die äußere Anwendung]	[EXEMPLAR:Nimm die Auflage wieder ab. Wasche die Stelle mit Wasser. Wiederhole den Gebrauch nur, wenn er vertragen wird. Beende die äußere Anwendung.]	SINGLE_FIELD_OWNER	0	0	0	NO__SINGLE_FIELD	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
H5-S003	H5	HERBAL	f56r	3	F017	f56r.12	4	87|88|89|90	ad3581d3144f69a5912d > 2cc054357a929df85f64 > b74e9e65637b7c8538dd > 1322bc176443fc2a8a86	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm vom übrigen Kraut die blühenden Stiele] [EXEMPLAR:Trockne sie im Schatten] [EXEMPLAR:Zerreibe sie grob] [EXEMPLAR:Verwahre sie trocken]	[EXEMPLAR:Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.]	SINGLE_FIELD_OWNER	0	0	0	NO__SINGLE_FIELD	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
H5-S004	H5	HERBAL	f56r	4	F018	f56r.13	3	91|92|93	9ad66e67803a12e745de > 087a47b5423438cd6b6a > 75a523fcf039b006f97b	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Setze daraus einen schwachen Auszug an] [EXEMPLAR:Nimm milden Wein als Medium] [EXEMPLAR:Seihe ihn durch ein Tuch]	[EXEMPLAR:Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.]	SINGLE_FIELD_OWNER	0	0	0	NO__SINGLE_FIELD	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
H5-S005	H5	HERBAL	f56r	5	F019	f56r.18	4	94|95|96|97	2cc054357a929df85f64 > 9ad66e67803a12e745de > c71c72da4e09e0833392 > 61a075bc54793c1c781f	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Gib Honig hinzu] [EXEMPLAR:Erwärme gelinde] [EXEMPLAR:Gib den Auszug als Brusttrank] [EXEMPLAR:Gebrauche ihn bei trockenem Husten]	[EXEMPLAR:Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.]	SINGLE_FIELD_OWNER	0	0	0	NO__SINGLE_FIELD	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
H5-S006	H5	HERBAL	f56r	6	F020	f56r.19	3	98|99|100	faf321940aed922846a9 > 9bb7122b386ebbc6138f > 2f1c5e56e8f0ff459065	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	[EXEMPLAR:Führe den ausgewählten Trankanteil als Gabe] [EXEMPLAR:Je Gabe] [EXEMPLAR:Nimm ein kleines örtliches Maß]	[EXEMPLAR:Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.]	SINGLE_FIELD_OWNER	0	0	0	NO__SINGLE_FIELD	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S001	B1	BIOLOGICAL	f81v	1	F021	f81v.2	1	101	7db18b2f0fb7ed0fcfd3	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	RESET_RECORD -> SET_PAGE_OWNER[F021:PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.2	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	0	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S002	B1	BIOLOGICAL	f81v	2	F022|F023	f81v.2|f81v.7	19	102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120	b5fcea1eaed06b2f2291 > 22fb87a5a83e5c3fb510 > 308e8ea2d5d190c498e8 > 4d4559019a961b834aa1 > dcda95c81a5460feb191 > 9da1b6ac2c929daea697 > 94df4847b7b16c98394a > dd0ecaf5e27d81befffc > dcda95c81a5460feb191 > 1496a731803a9f48d2e1 > 0f18de177ed7c878bf95 > dec401773c1f0347793d > dcda95c81a5460feb191 > 4eab1841ed655c20a348 > 2f1c5e56e8f0ff459065 > 93f69c38fdedee1598e9 > 2f1c5e56e8f0ff459065 > 2cc8bb3c2af19607888f > 259b2b3b0bf859882e2c	[FORMAL_RELATION_OR_ENTRY] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied] [EXEMPLAR:den zurücklaufenden Strom] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Daraus, aus demselben Ansatz] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Ein abgemessener Anteil] [EXEMPLAR:Das untere Becken] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Bevor es abkühlt] [EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz] [EXEMPLAR:Den vorigen recordlokalen Posten wieder aufnehmen] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Eine mäßige Menge] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Der eingetauchte Teil] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Durch die verbundenen Läufe] [EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der zurücklaufende Strom. Den aktiven Posten an der örtlich bezeichneten Station führen. Daraus, aus demselben Ansatz. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Ein abgemessener Anteil. Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bevor es abkühlt. Der vorbereitete Bade- oder Waschzusatz. Den vorigen recordlokalen Posten wieder aufnehmen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Eine mäßige Menge. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der eingetauchte Teil. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Durch die verbundenen Läufe. Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.]	INHERIT_OWNER[F022:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F023:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	1	1	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	LOCAL_TARGET_ASSIGNMENT_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S003	B1	BIOLOGICAL	f81v	3	F024|F025	f81v.7|f81v.17	2	121|122	dcda95c81a5460feb191 > 54e32e9c1414b20640e9	[FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Halte es warm und beende den Schritt]	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Halte es warm und beende den Schritt.]	INHERIT_OWNER[F024:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F025:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	1	1	YES:f81v.7→f81v.17; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	RECORD_LOCAL_LINK_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S004	B1	BIOLOGICAL	f81v	4	F026	f81v.17	3	123|124|125	6f7ff8287eddf4da9fdb > dcda95c81a5460feb191 > bc4f1f5c006c74a4d26d	[EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	INHERIT_OWNER[F026:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.17	RECORD_LOCAL_LINK_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S005	B1	BIOLOGICAL	f81v	5	F027	f81v.17	1	126	28ffbc88b97772a75f1e	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.]	INHERIT_OWNER[F027:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.17	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S006	B1	BIOLOGICAL	f81v	6	F028	f81v.17	4	127|128|129|130	1645e612504fcef59ced > 2cc8bb3c2af19607888f > 0f18de177ed7c878bf95 > 4da0f0f7b5fc7ac20067	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Durch die verbundenen Läufe] [EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz] [EXEMPLAR:Und lasse es abkühlen]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß. Durch die verbundenen Läufe. Der vorbereitete Bade- oder Waschzusatz. Und lasse es abkühlen.]	INHERIT_OWNER[F028:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.17	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S007	B1	BIOLOGICAL	f81v	7	F029	f81v.18	1	131	87411f84689b4f93a303	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Erwärme es einmal und beende den Schritt]	[EXEMPLAR:Erwärme es einmal und beende den Schritt.]	INHERIT_OWNER[F029:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.18	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
B1-S008	B1	BIOLOGICAL	f81v	8	F030	f81v.18	5	132|133|134|135|136	b921a237be883a820352 > dcda95c81a5460feb191 > d904bf7b044dd3922781 > dcda95c81a5460feb191 > bc4f1f5c006c74a4d26d	[EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Diese aktive Portion] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Bei sanfter Wärme] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:Diese aktive Portion. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bei sanfter Wärme. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	INHERIT_OWNER[F030:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NO:f81v.18	RECORD_LOCAL_LINK_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_SEGMENTATION_AND_SOURCE_CLASS_EXEMPLAR__NOT_SENTENCE_TRANSLATION
