card_rank	joint_tuple_id	surface_examples_display_only	visible_occurrences	pages	formal_formula_opaque	autonomous_operational_class	autonomous_readback_token	formal_channel_status	optional_master_gloss	exact_1414_category_if_any	historical_attestation_status	historical_attestation_detail	v77_frozen_decision	withdrawn_v69_class	portable_word_status	source_dependency	semantic_ceiling
13	10488b911aae52b3b334	otchor|qotchor	2	f10r|f56r	FRAME_OT(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
14	12efe866f335461823a6	chair	1	f10r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
15	1322bc176443fc2a8a86	qokokchy	1	f56r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
16	1496a731803a9f48d2e1	rol	1	f81v	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
17	1645e612504fcef59ced	okain|qokain	7	f81v|f82r|f83r	SET(<ARG_AIN>)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
18	1779decef17481ec2853	qotedaiin	1	f83r	FRAME_OT(OPAQUE_PAYLOAD + <ARG_AIIN>)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
19	1b1ffdd869fb1429ad03	oldy	2	f55v|f83r	CLOSE(FRAME_O(LINK))	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
20	1bfd786e6b8b63734a59	solkeey	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
21	204b04837409088c48f9	oltchy	1	f55v	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
22	21ed2873b71e57269c08	chckhal	1	f83r	OPAQUE_PAYLOAD + <ARG_AL>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
23	22fb87a5a83e5c3fb510	kair	1	f81v	OPAQUE_PAYLOAD + <ARG_AIR>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
24	232195d6ff2f326322f7	qokol	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
25	259b2b3b0bf859882e2c	dchedy|schedy|tchedy	4	f81v|f82r|f83r	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
26	276a7c2d74d1143446f4	choky|oky|qoky	10	f10r|f56r|f81v|f82r|f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	EXACT_WORKING_MNEMONIC	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
27	27d97af8c96eb056c2e6	oykchor	1	f10r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
28	28ffbc88b97772a75f1e	olchedy|qolchedy	3	f81v|f82r|f83r	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
29	29e0eb222ef2fb99523a	lar	1	f82r	LINK(<ARG_AR>)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
30	2b7fa918d1b2f5c656e3	lo	1	f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
31	2bc2ed2630dbdaaa6b59	dalchdy	1	f83r	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
32	2c1a5fd92b9e3c762242	cheeky	2	f55v|f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
33	2c82523794dcb7d2b343	oiiin|soiiin	2	f81v|f83r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
34	2cc054357a929df85f64	cho|sho	4	f56r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
35	2cc8bb3c2af19607888f	chckhy|shckhy	4	f81v|f82r	OPAQUE_PAYLOAD	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
36	2d2e37ccb2dacc53ee5a	solkaiin	1	f82r	OPAQUE_PAYLOAD + <ARG_AIIN>	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
37	2e2027b1951d79911e24	tchody	1	f11r	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
38	2e7e89e0bd12b999c280	lshedy	2	f81v	CLOSE(OPAQUE_PAYLOAD)	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	OPAQUE_EXACT_CARD_ONLY	NONE	NONE	NONE	NONE_OR_NOT_APPLICABLE	NOT_IN_FROZEN_24_TARGET__UNKNOWN	UNKNOWN_EXEMPLAR_WHOLE_CARD	NO__NO_CARD_LEVEL_MEANING	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
39	2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	20	f10r|f11r|f55v|f56r|f81v|f82r|f83r	OPAQUE_PAYLOAD	FORMAL_PARAMETER_CHANNEL	[FORMAL:VORGABEPARAMETER; KEIN_WORT]	FROZEN_FORMAL_NONWORD_CHANNEL	NONE	NONE	NOT_APPLICABLE__STRUCTURAL_LABEL	NONE_OR_NOT_APPLICABLE	FORMAL_LABEL_NOT_WORD	MNEMONIC_AND_FORMAL_CHANNELS	NO__FORMAL_NONWORD	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
40	308e8ea2d5d190c498e8	okal|qokal	6	f55v|f81v|f82r|f83r	SET(<ARG_AL>)	FORMAL_RELATION_SLOT_CHANNEL	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN_WORT]	FROZEN_FORMAL_NONWORD_CHANNEL	NONE	NONE	NOT_APPLICABLE__STRUCTURAL_LABEL	NONE_OR_NOT_APPLICABLE	FORMAL_LABEL_NOT_WORD	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	NO__FORMAL_NONWORD	EXACT_FORM_INTERNAL__OPTIONAL_GLOSS_AND_CONTENT_MASTER_DEPENDENT	EXACT_CARD_OR_FORMAL_CHANNEL_NOT_WORD_LEXEME_STEM_SOUND_LANGUAGE_OR_TRANSLATION
