field_id	section	record_unit_id	page	locus	statement_id	event_serials	image_owner_id	operational_sequence	master_exemplar_field_text	strongest_content_rival	parse_status	unsupported_nouns	content_status	semantic_ceiling
F011	HERBAL	H4	f55v	f55v.5	H4-S002	61|62|63	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E061:FORMAL_NONWORD_CHANNEL > E062:OPAQUE_EXEMPLAR_CARD > E063:OPAQUE_EXEMPLAR_CARD	Miss eine Portion des Ansatzes ab. Wring sie durch Leinwand und lass sie klar absetzen. Verwahre den klaren Auszug; damit endet der Posten.	Technischer Pflanzenmaterial-Rivale: Sollmenge aus dem lokalen Posten abteilen. Technischer Pflanzenmaterial-Rivale: weichen Blattrest aus der Flotte heben. Technischer Pflanzenmaterial-Rivale: Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen.	AMBIGUOUS	Dosis|Leinwand|Klarstand|Vorratsgefäß	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F012	HERBAL	H4	f55v	f55v.11	H4-S003	64|65|66|67	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E064:OPAQUE_EXEMPLAR_CARD > E065:OPAQUE_EXEMPLAR_CARD > E066:OPAQUE_EXEMPLAR_CARD > E067:OPAQUE_EXEMPLAR_CARD	Wasche damit eine unreine äußere Wunde. Verwende dazu den klaren Auszug. Einmal oder nach örtlicher Vorschrift. Beende diesen Gebrauch.	Technischer Pflanzenmaterial-Rivale: zweite Blattfraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: zweite Fraktion mit frischem Wasser waschen. Technischer Pflanzenmaterial-Rivale: Fraktion warm mazerieren. Technischer Pflanzenmaterial-Rivale: zweite Blattflotte dem lokalen Posten seihen und schließen.	UNPARSED	Wunde|Auszug|Anwendungshäufigkeit|Gebrauchsabschluss	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F013	HERBAL	H4	f55v	f55v.11	H4-S004	68|69|70|71|72|73	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E068:FORMAL_NONWORD_CHANNEL > E069:FORMAL_NONWORD_CHANNEL > E070:OPAQUE_EXEMPLAR_CARD > E071:OPAQUE_EXEMPLAR_CARD > E072:OPAQUE_EXEMPLAR_CARD > E073:OPAQUE_EXEMPLAR_CARD	Nimm ein örtliches Maß der zurückbehaltenen Blätter. Lege sie an die bezeichnete äußere Stelle. Erwärme sie gelinde. Führe sie als zweiten Ansatz. Mische sie mit Honig. Lege den warmen Umschlag frisch auf.	Technischer Pflanzenmaterial-Rivale: Sollmenge der zweiten Flotte buchen. Technischer Pflanzenmaterial-Rivale: opaken Relationsslot für Fraktionspaar und Lagergefäß setzen. Technischer Pflanzenmaterial-Rivale: erste und zweite Flotte nebeneinander prüfen. Technischer Pflanzenmaterial-Rivale: zweite Flotte als aktiven Ansatz dem lokalen Posten führen. Technischer Pflanzenmaterial-Rivale: Presskuchen und Flotten als Paarposten etikettieren. Technischer Pflanzenmaterial-Rivale: Paarposten dem lokalen Posten bedeckt lagern.	AMBIGUOUS	Blätter|Dosis|äußere Zielstelle|Wärme|Arbeitsansatz|Honig|Umschlag	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F014	HERBAL	H5	f56r	f56r.5	H5-S001	74|75|76|77	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E074:OPAQUE_EXEMPLAR_CARD > E075:OPAQUE_EXEMPLAR_CARD > E076:OPAQUE_EXEMPLAR_CARD > E077:FORMAL_NONWORD_CHANNEL	Von der abgebildeten, unbenannten Pflanze. Sammle das ganze oberirdische Kraut an einem feuchten Standort. Nimm es zu Beginn der Blüte. Nimm nur ein kleines örtliches Maß.	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H5 als drüsiges Feuchtland-Rohlos dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: kleine Gesamtpflanzenprobe sammeln. Technischer Pflanzenmaterial-Rivale: feine Wurzel- und Krautfraktion trennen. Technischer Pflanzenmaterial-Rivale: Sollmenge der Krautfraktion buchen.	AMBIGUOUS	oberirdisches Kraut|feuchter Standort|Blütezeit|Dosis	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F015	HERBAL	H5	f56r	f56r.7	H5-S001	78|79|80|81|82	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E078:OPAQUE_EXEMPLAR_CARD > E079:OPAQUE_EXEMPLAR_CARD > E080:OPAQUE_EXEMPLAR_CARD > E081:OPAQUE_EXEMPLAR_CARD > E082:OPAQUE_EXEMPLAR_CARD	Zerstoße die frischen klebrigen Blätter. Lege sie als Auflage auf. Auf eine einzelne Warze oder ein Hühnerauge. Lass die Auflage nur kurz einwirken. An der örtlich bezeichneten Hautstelle.	Technischer Pflanzenmaterial-Rivale: Krautfraktion in wenig Wasser einweichen. Technischer Pflanzenmaterial-Rivale: weiches Material quetschen. Technischer Pflanzenmaterial-Rivale: klebrige Flüssigkeit als Prüfcharge dem lokalen Posten auffangen. Technischer Pflanzenmaterial-Rivale: aktive Prüfcharge dem lokalen Posten auf Prüffläche dem lokalen Posten einsetzen. Technischer Pflanzenmaterial-Rivale: Zieladresse dem lokalen Posten nach dem Auftrag im Register festhalten.	AMBIGUOUS	klebrige Blätter|Auflage|Warze|Hühnerauge|Einwirkdauer|Hautstelle	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F016	HERBAL	H5	f56r	f56r.8	H5-S002	83|84|85|86	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E083:OPAQUE_EXEMPLAR_CARD > E084:OPAQUE_EXEMPLAR_CARD > E085:OPAQUE_EXEMPLAR_CARD > E086:OPAQUE_EXEMPLAR_CARD	Nimm die Auflage wieder ab. Wasche die Stelle mit Wasser. Wiederhole den Gebrauch nur, wenn er vertragen wird. Beende die äußere Anwendung.	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktive Charge wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: zweite Prüffläche dem lokalen Posten bereitstellen. Technischer Pflanzenmaterial-Rivale: aktive Charge auf dem lokalen Posten einsetzen. Technischer Pflanzenmaterial-Rivale: beschichtete Prüffläche lufttrocknen lassen und schließen.	AMBIGUOUS	Auflage|Wasser|Verträglichkeit|Wiederholung|äußere Anwendung	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F017	HERBAL	H5	f56r	f56r.12	H5-S003	87|88|89|90	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E087:OPAQUE_EXEMPLAR_CARD > E088:OPAQUE_EXEMPLAR_CARD > E089:OPAQUE_EXEMPLAR_CARD > E090:OPAQUE_EXEMPLAR_CARD	Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.	Technischer Pflanzenmaterial-Rivale: Kopf- oder Knospenfraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: schmale Blattfraktion dem lokalen Posten getrennt einführen. Technischer Pflanzenmaterial-Rivale: beide Fraktionen mit Loszeichen versehen. Technischer Pflanzenmaterial-Rivale: beide im Schatten trocknen.	UNPARSED	blühende Stiele|Schatten|Zerreibung|Vorrat	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F018	HERBAL	H5	f56r	f56r.13	H5-S004	91|92|93	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E091:OPAQUE_EXEMPLAR_CARD > E092:OPAQUE_EXEMPLAR_CARD > E093:OPAQUE_EXEMPLAR_CARD	Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.	Technischer Pflanzenmaterial-Rivale: getrocknete Blattfraktion dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: Lagerfach dem lokalen Posten zuweisen. Technischer Pflanzenmaterial-Rivale: Fraktion trocken im Lagerfach verwahren.	UNPARSED	Auszug|Wein|Tuch	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F019	HERBAL	H5	f56r	f56r.18	H5-S005	94|95|96|97	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E094:OPAQUE_EXEMPLAR_CARD > E095:OPAQUE_EXEMPLAR_CARD > E096:OPAQUE_EXEMPLAR_CARD > E097:OPAQUE_EXEMPLAR_CARD	Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.	Technischer Pflanzenmaterial-Rivale: frischen Pflanzenrest dem lokalen Posten als neue Arbeitscharge einführen. Technischer Pflanzenmaterial-Rivale: Rest mit wenig Wasser wieder anfeuchten. Technischer Pflanzenmaterial-Rivale: Rest zu gleichmäßiger Klebmasse arbeiten. Technischer Pflanzenmaterial-Rivale: frische Masse dem lokalen Posten im bedeckten Topf lagern.	UNPARSED	Honig|Wärme|Brusttrank|Husten	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F020	HERBAL	H5	f56r	f56r.19	H5-S006	98|99|100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	E098:OPAQUE_EXEMPLAR_CARD > E099:OPAQUE_EXEMPLAR_CARD > E100:FORMAL_NONWORD_CHANNEL	Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.	Technischer Pflanzenmaterial-Rivale: bezeichnete Blütenfraktion dem lokalen Posten wählen. Technischer Pflanzenmaterial-Rivale: geöffnete Blüte als Referenzteil einlegen. Technischer Pflanzenmaterial-Rivale: Sollmenge des Referenzloses buchen.	AMBIGUOUS	Trankanteil|Gabe|Dosis	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F021	BIOLOGICAL	B1	f81v	f81v.2	B1-S001	101	B1_SHARED_TWO_ROW_POOL	E101:OPAQUE_EXEMPLAR_CARD	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	UNIQUE	Waschflotte|Lauf|Station|Spülen	OCCURRENCE_BOUND_BATH_OR_STATION_EXEMPLAR	LOCAL_STATION_FORM_VISIBLE__CONTENT_NOT_DECODED
