unified_serial	section	page	unit_id	local_id	visible_identity	owner_or_namespace	operational_formal_value	optional_master_word_gloss	source_token_count	master_exemplar_content	strongest_local_rival	leading_book_model	rival_book_model	content_status	source_artifact
11	HERBAL	f10r	H1	E011	9ad66e67803a12e745de	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
12	HERBAL	f10r	H1	E012	e8a6105b5c3a6220b440	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Erwärme ihn gelinde]	Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
13	HERBAL	f10r	H1	E013	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_LINK_OR_SLOT	ET?__UND_ODER_AUCH?	1	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	Technischer Pflanzenmaterial-Rivale: formale Verknüpfung mit dem laufenden Wurzelauszug dem lokalen Posten buchen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
14	HERBAL	f10r	H1	E014	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
15	HERBAL	f10r	H2	E015	7249edc4df3419c26999	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
16	HERBAL	f10r	H2	E016	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
17	HERBAL	f10r	H2	E017	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Führe sie als frischen Ansatz]	Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
18	HERBAL	f10r	H2	E018	f3c23f42baf625639e1e	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Zerstoße das Kraut]	Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
19	HERBAL	f10r	H2	E019	af816c04e65874a0f2fa	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Presse den Saft durch ein Tuch]	Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
20	HERBAL	f10r	H2	E020	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Fange die erste Fraktion auf]	Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
21	HERBAL	f10r	H2	E021	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Gib Olivenöl hinzu]	Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
22	HERBAL	f10r	H2	E022	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_NONWORD_CHANNEL	NONE	1	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
23	HERBAL	f10r	H2	E023	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Erwärme gelinde]	Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
24	HERBAL	f10r	H2	E024	10488b911aae52b3b334	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
25	HERBAL	f10r	H2	E025	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Führe den ersten Ansatz weiter]	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
26	HERBAL	f10r	H2	E026	497cbd9c7401810ff56b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Nimm eine Handvoll]	Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
27	HERBAL	f10r	H2	E027	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_LINK_OR_SLOT	ET?__UND_ODER_AUCH?	1	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
28	HERBAL	f10r	H2	E028	dec401773c1f0347793d	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
29	HERBAL	f10r	H2	E029	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_LINK_OR_SLOT	ET?__UND_ODER_AUCH?	1	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	Technischer Pflanzenmaterial-Rivale: diese vorige Charge an Vergleich dem lokalen Posten verknüpfen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
30	HERBAL	f10r	H2	E030	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_NONWORD_CHANNEL	NONE	1	[EXEMPLAR:Gib von beiden das gleiche örtliche Maß]	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
31	HERBAL	f10r	H2	E031	4d4559019a961b834aa1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Vereinige die beiden Fraktionen]	Technischer Pflanzenmaterial-Rivale: frühe Fraktion vollständig mazerieren.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
32	HERBAL	f10r	H2	E032	27d97af8c96eb056c2e6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Gib sie in ein glasiertes Gefäß]	Technischer Pflanzenmaterial-Rivale: späte Erntefraktion dem lokalen Posten eröffnen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
33	HERBAL	f10r	H2	E033	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Führe die Mischung als Salbenansatz]	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als ersten aktiven Ansatz führen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
34	HERBAL	f10r	H2	E034	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten]	Technischer Pflanzenmaterial-Rivale: späte Teilcharge dem lokalen Posten als zweiten aktiven Ansatz führen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
35	HERBAL	f10r	H2	E035	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Rühre bei kleinem Feuer]	Technischer Pflanzenmaterial-Rivale: beide Ernteauszüge in getrennten Gefäßen umrühren.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
36	HERBAL	f10r	H2	E036	409de02322e7b2ca0c62	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Bis eine weiche Salbe entsteht]	Technischer Pflanzenmaterial-Rivale: beide durch dasselbe Tuch seihen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
37	HERBAL	f10r	H2	E037	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Bewahre sie bedeckt]	Technischer Pflanzenmaterial-Rivale: Farbe und Bodensatz als Vergleichsmerkmale notieren.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
38	HERBAL	f10r	H2	E038	834825c61d048a6b5628	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	Technischer Pflanzenmaterial-Rivale: Vergleichspaar dem lokalen Posten/dem lokalen Posten verschlossen lagern.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
39	HERBAL	f11r	H3	E039	953ad19b79517fc8a211	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	OPAQUE_EXEMPLAR_CARD	NONE	1	[EXEMPLAR:Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze]	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H3 als Blüten-Kraut-Los dem lokalen Posten eröffnen.	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	V80_R4_CANONICAL_381_PROSE_EVENT_INTERLINEAR.tsv
