unified_serial	item_kind	section	page	unit_id	locus	local_id	opaque_identity	surface_display_only	owner	namespace	autonomous_primary_reading	optional_master_gloss	occurrence_bound_exemplar	visible_count	source_token_count	strongest_contradiction	semantic_ceiling
11	PROSE_EVENT	HERBAL	f10r	H1	f10r.5	E011	9ad66e67803a12e745de	qokchy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
12	PROSE_EVENT	HERBAL	f10r	H1	f10r.5	E012	e8a6105b5c3a6220b440	qotchol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Erwärme ihn gelinde]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
13	PROSE_EVENT	HERBAL	f10r	H1	f10r.5	E013	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
14	PROSE_EVENT	HERBAL	f10r	H1	f10r.5	E014	e0b630cb1b5df5e7105b	cthy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gebrauchsreife.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
15	PROSE_EVENT	HERBAL	f10r	H2	f10r.6	E015	7249edc4df3419c26999	ycheor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	1	1	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen, Blütenstände, Blätter.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
16	PROSE_EVENT	HERBAL	f10r	H2	f10r.6	E016	e0b630cb1b5df5e7105b	cthy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
17	PROSE_EVENT	HERBAL	f10r	H2	f10r.6	E017	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Führe sie als frischen Ansatz]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
18	PROSE_EVENT	HERBAL	f10r	H2	f10r.6	E018	f3c23f42baf625639e1e	cthaiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Zerstoße das Kraut]	1	1	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Kraut.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
19	PROSE_EVENT	HERBAL	f10r	H2	f10r.6	E019	af816c04e65874a0f2fa	qoctholy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Presse den Saft durch ein Tuch]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Pflanzensaft, Tuch.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
20	PROSE_EVENT	HERBAL	f10r	H2	f10r.6	E020	b921a237be883a820352	dy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Fange die erste Fraktion auf]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Fraktion.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
21	PROSE_EVENT	HERBAL	f10r	H2	f10r.6	E021	b921a237be883a820352	chy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gib Olivenöl hinzu]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Olivenöl.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
22	PROSE_EVENT	HERBAL	f10r	H2	f10r.6	E022	2f1c5e56e8f0ff459065	taiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
23	PROSE_EVENT	HERBAL	f10r	H2	f10r.6	E023	b921a237be883a820352	shy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Erwärme gelinde]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
24	PROSE_EVENT	HERBAL	f10r	H2	f10r.8	E024	10488b911aae52b3b334	qotchor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	1	1	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
25	PROSE_EVENT	HERBAL	f10r	H2	f10r.8	E025	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Führe den ersten Ansatz weiter]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
26	PROSE_EVENT	HERBAL	f10r	H2	f10r.8	E026	497cbd9c7401810ff56b	otol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm eine Handvoll]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Handvoll.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
27	PROSE_EVENT	HERBAL	f10r	H2	f10r.8	E027	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
28	PROSE_EVENT	HERBAL	f10r	H2	f10r.8	E028	dec401773c1f0347793d	cholor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind vorheriger Posten.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
29	PROSE_EVENT	HERBAL	f10r	H2	f10r.8	E029	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
30	PROSE_EVENT	HERBAL	f10r	H2	f10r.8	E030	2f1c5e56e8f0ff459065	daiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Gib von beiden das gleiche örtliche Maß]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
31	PROSE_EVENT	HERBAL	f10r	H2	f10r.8	E031	4d4559019a961b834aa1	dar	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Vereinige die beiden Fraktionen]	1	1	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Fraktionen.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
32	PROSE_EVENT	HERBAL	f10r	H2	f10r.9	E032	27d97af8c96eb056c2e6	oykchor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gib sie in ein glasiertes Gefäß]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind glasiertes Gefäß.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
33	PROSE_EVENT	HERBAL	f10r	H2	f10r.9	E033	7a4bb8136330ee4e6e56	shor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Führe die Mischung als Salbenansatz]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbenansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
34	PROSE_EVENT	HERBAL	f10r	H2	f10r.9	E034	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbenansatz.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
35	PROSE_EVENT	HERBAL	f10r	H2	f10r.9	E035	b921a237be883a820352	chy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühre bei kleinem Feuer]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Feuer.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
36	PROSE_EVENT	HERBAL	f10r	H2	f10r.9	E036	409de02322e7b2ca0c62	kaiiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Bis eine weiche Salbe entsteht]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbe.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
37	PROSE_EVENT	HERBAL	f10r	H2	f10r.9	E037	b921a237be883a820352	dy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Bewahre sie bedeckt]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Vorratsgefäß.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
38	PROSE_EVENT	HERBAL	f10r	H2	f10r.9	E038	834825c61d048a6b5628	chodaiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Geschwür, Schwellung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
39	PROSE_EVENT	HERBAL	f11r	H3	f11r.1	E039	953ad19b79517fc8a211	tshol	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze]	1	1	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blüten, junge Blätter; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Frühjahr.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
40	PROSE_EVENT	HERBAL	f11r	H3	f11r.1	E040	428a5e3662aa57b4b256	schoal	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Koche sie in reinem Wein]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wein.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
41	PROSE_EVENT	HERBAL	f11r	H3	f11r.1	E041	bdad9f9ea8b80f141496	cfhy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wring den Ansatz durch ein feines Tuch]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Tuch.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
42	PROSE_EVENT	HERBAL	f11r	H3	f11r.1	E042	a8af08e69edab8e54f15	shfydaiin	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lass den Auszug stehen]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
43	PROSE_EVENT	HERBAL	f11r	H3	f11r.1	E043	deb377381ceaf55ea310	cphy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Seihe ihn nochmals durch ein Tuch]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Tuch.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
44	PROSE_EVENT	HERBAL	f11r	H3	f11r.1	E044	b5df9126607030b95175	shey	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Warte, bis der örtlich verlangte klare Zustand erreicht ist]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Klarzustand.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
45	PROSE_EVENT	HERBAL	f11r	H3	f11r.1	E045	2e2027b1951d79911e24	tchody	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lass ihn abkühlen; damit endet der erste Posten]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Abkühlung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
46	PROSE_EVENT	HERBAL	f11r	H3	f11r.1	E046	577c03a928d674d420d7	shoyty	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück]	1	1	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blüten; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind zweite Arznei.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
47	PROSE_EVENT	HERBAL	f11r	H3	f11r.4	E047	d665560c8ff80799a82c	dchol	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm den ersten Auszug wieder auf]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind erster Auszug.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
48	PROSE_EVENT	HERBAL	f11r	H3	f11r.4	E048	b921a237be883a820352	chy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm davon einen Anteil]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Anteil.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
49	PROSE_EVENT	HERBAL	f11r	H3	f11r.4	E049	b2812c8283c3a62438bd	kchy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gib ihn als Trank]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Trank.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
50	PROSE_EVENT	HERBAL	f11r	H3	f11r.4	E050	b921a237be883a820352	dy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gemütsbeschwerde, Brustbeschwerde.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
51	PROSE_EVENT	HERBAL	f11r	H3	f11r.4	E051	2f1c5e56e8f0ff459065	daiin	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	NONE	[EXEMPLAR:Gib ein kleines örtliches Maß]	1	1	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
52	PROSE_EVENT	HERBAL	f11r	H3	f11r.7	E052	a48efd6c4491a046ba78	qotchy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PROSE_RECORD_LOCAL	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Nimm die zurückbehaltenen Blüten]	1	1	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blüten.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS
