field_id	record_unit_id	section	page	physical_locus	statement_id	visible_event_count	source_token_count	visible_event_ids	image_owner_id	visible_owner_reset_events	autonomous_formal_sequence	optional_master_gloss_occurrences	read_once_status	occurrence_bound_readable_field	parse_status	mean_occurrence_content_confidence	strongest_field_rival	unsupported_exemplar_nouns	strongest_field_contradiction	semantic_ceiling
F011	H4	HERBAL	f55v	f55v.5	H4-S002	3	3	E061|E062|E063	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONE	E061=[FORMAL:VORGABEPARAMETER; KEIN_WORT] E062=[EXEMPLAR_VALUE_UNKNOWN] E063=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:Miss eine Portion des Ansatzes ab. Wring sie durch Leinwand und lass sie klar absetzen. Verwahre den klaren Auszug; damit endet der Posten.]	AMBIGUOUS	0.380	Technischer Pflanzenmaterial-Rivale: Sollmenge aus dem lokalen Posten abteilen. Technischer Pflanzenmaterial-Rivale: weichen Blattrest aus der Flotte heben. Technischer Pflanzenmaterial-Rivale: Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen.	Dosis|Leinwand|Klarstand|Vorratsgefäß	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F012	H4	HERBAL	f55v	f55v.11	H4-S003	4	4	E064|E065|E066|E067	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONE	E064=[EXEMPLAR_VALUE_UNKNOWN] E065=[EXEMPLAR_VALUE_UNKNOWN] E066=[EXEMPLAR_VALUE_UNKNOWN] E067=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:Wasche damit eine unreine äußere Wunde. Verwende dazu den klaren Auszug. Einmal oder nach örtlicher Vorschrift. Beende diesen Gebrauch.]	UNPARSED	0.285	Technischer Pflanzenmaterial-Rivale: zweite Blattfraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: zweite Fraktion mit frischem Wasser waschen. Technischer Pflanzenmaterial-Rivale: Fraktion warm mazerieren. Technischer Pflanzenmaterial-Rivale: zweite Blattflotte dem lokalen Posten seihen und schließen.	Wunde|Auszug|Anwendungshäufigkeit|Gebrauchsabschluss	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F013	H4	HERBAL	f55v	f55v.11	H4-S004	6	6	E068|E069|E070|E071|E072|E073	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONE	E068=[FORMAL:VORGABEPARAMETER; KEIN_WORT] E069=[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN_WORT] E070=[EXEMPLAR_VALUE_UNKNOWN] E071=[EXEMPLAR_VALUE_UNKNOWN] E072=[EXEMPLAR_VALUE_UNKNOWN] E073=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:Nimm ein örtliches Maß der zurückbehaltenen Blätter. Lege sie an die bezeichnete äußere Stelle. Erwärme sie gelinde. Führe sie als zweiten Ansatz. Mische sie mit Honig. Lege den warmen Umschlag frisch auf.]	AMBIGUOUS	0.362	Technischer Pflanzenmaterial-Rivale: Sollmenge der zweiten Flotte buchen. Technischer Pflanzenmaterial-Rivale: opaken Relationsslot für Fraktionspaar und Lagergefäß setzen. Technischer Pflanzenmaterial-Rivale: erste und zweite Flotte nebeneinander prüfen. Technischer Pflanzenmaterial-Rivale: zweite Flotte als aktiven Ansatz dem lokalen Posten führen. Technischer Pflanzenmaterial-Rivale: Presskuchen und Flotten als Paarposten etikettieren. Technischer Pflanzenmaterial-Rivale: Paarposten dem lokalen Posten bedeckt lagern.	Blätter|Dosis|äußere Zielstelle|Wärme|Arbeitsansatz|Honig|Umschlag	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F014	H5	HERBAL	f56r	f56r.5	H5-S001	4	4	E074|E075|E076|E077	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	E074=[EXEMPLAR_VALUE_UNKNOWN] E075=[EXEMPLAR_VALUE_UNKNOWN] E076=[EXEMPLAR_VALUE_UNKNOWN] E077=[FORMAL:VORGABEPARAMETER; KEIN_WORT]	NONE	NONE	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze. Sammle das ganze oberirdische Kraut an einem feuchten Standort. Nimm es zu Beginn der Blüte. Nimm nur ein kleines örtliches Maß.]	AMBIGUOUS	0.385	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H5 als drüsiges Feuchtland-Rohlos dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: kleine Gesamtpflanzenprobe sammeln. Technischer Pflanzenmaterial-Rivale: feine Wurzel- und Krautfraktion trennen. Technischer Pflanzenmaterial-Rivale: Sollmenge der Krautfraktion buchen.	oberirdisches Kraut|feuchter Standort|Blütezeit|Dosis	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F015	H5	HERBAL	f56r	f56r.7	H5-S001	5	5	E078|E079|E080|E081|E082	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	E078=[EXEMPLAR_VALUE_UNKNOWN] E079=[EXEMPLAR_VALUE_UNKNOWN] E080=[EXEMPLAR_VALUE_UNKNOWN] E081=[EXEMPLAR_VALUE_UNKNOWN] E082=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:Zerstoße die frischen klebrigen Blätter. Lege sie als Auflage auf. Auf eine einzelne Warze oder ein Hühnerauge. Lass die Auflage nur kurz einwirken. An der örtlich bezeichneten Hautstelle.]	AMBIGUOUS	0.338	Technischer Pflanzenmaterial-Rivale: Krautfraktion in wenig Wasser einweichen. Technischer Pflanzenmaterial-Rivale: weiches Material quetschen. Technischer Pflanzenmaterial-Rivale: klebrige Flüssigkeit als Prüfcharge dem lokalen Posten auffangen. Technischer Pflanzenmaterial-Rivale: aktive Prüfcharge dem lokalen Posten auf Prüffläche dem lokalen Posten einsetzen. Technischer Pflanzenmaterial-Rivale: Zieladresse dem lokalen Posten nach dem Auftrag im Register festhalten.	klebrige Blätter|Auflage|Warze|Hühnerauge|Einwirkdauer|Hautstelle	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F016	H5	HERBAL	f56r	f56r.8	H5-S002	4	4	E083|E084|E085|E086	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	E083=[EXEMPLAR_VALUE_UNKNOWN] E084=[EXEMPLAR_VALUE_UNKNOWN] E085=[EXEMPLAR_VALUE_UNKNOWN] E086=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:Nimm die Auflage wieder ab. Wasche die Stelle mit Wasser. Wiederhole den Gebrauch nur, wenn er vertragen wird. Beende die äußere Anwendung.]	AMBIGUOUS	0.358	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktive Charge wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: zweite Prüffläche dem lokalen Posten bereitstellen. Technischer Pflanzenmaterial-Rivale: aktive Charge auf dem lokalen Posten einsetzen. Technischer Pflanzenmaterial-Rivale: beschichtete Prüffläche lufttrocknen lassen und schließen.	Auflage|Wasser|Verträglichkeit|Wiederholung|äußere Anwendung	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F017	H5	HERBAL	f56r	f56r.12	H5-S003	4	4	E087|E088|E089|E090	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	E087=[EXEMPLAR_VALUE_UNKNOWN] E088=[EXEMPLAR_VALUE_UNKNOWN] E089=[EXEMPLAR_VALUE_UNKNOWN] E090=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.]	UNPARSED	0.307	Technischer Pflanzenmaterial-Rivale: Kopf- oder Knospenfraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: schmale Blattfraktion dem lokalen Posten getrennt einführen. Technischer Pflanzenmaterial-Rivale: beide Fraktionen mit Loszeichen versehen. Technischer Pflanzenmaterial-Rivale: beide im Schatten trocknen.	blühende Stiele|Schatten|Zerreibung|Vorrat	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F018	H5	HERBAL	f56r	f56r.13	H5-S004	3	3	E091|E092|E093	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	E091=[EXEMPLAR_VALUE_UNKNOWN] E092=[EXEMPLAR_VALUE_UNKNOWN] E093=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.]	UNPARSED	0.270	Technischer Pflanzenmaterial-Rivale: getrocknete Blattfraktion dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: Lagerfach dem lokalen Posten zuweisen. Technischer Pflanzenmaterial-Rivale: Fraktion trocken im Lagerfach verwahren.	Auszug|Wein|Tuch	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F019	H5	HERBAL	f56r	f56r.18	H5-S005	4	4	E094|E095|E096|E097	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	E094=[EXEMPLAR_VALUE_UNKNOWN] E095=[EXEMPLAR_VALUE_UNKNOWN] E096=[EXEMPLAR_VALUE_UNKNOWN] E097=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.]	UNPARSED	0.242	Technischer Pflanzenmaterial-Rivale: frischen Pflanzenrest dem lokalen Posten als neue Arbeitscharge einführen. Technischer Pflanzenmaterial-Rivale: Rest mit wenig Wasser wieder anfeuchten. Technischer Pflanzenmaterial-Rivale: Rest zu gleichmäßiger Klebmasse arbeiten. Technischer Pflanzenmaterial-Rivale: frische Masse dem lokalen Posten im bedeckten Topf lagern.	Honig|Wärme|Brusttrank|Husten	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F020	H5	HERBAL	f56r	f56r.19	H5-S006	3	3	E098|E099|E100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	E098=[EXEMPLAR_VALUE_UNKNOWN] E099=[EXEMPLAR_VALUE_UNKNOWN] E100=[FORMAL:VORGABEPARAMETER; KEIN_WORT]	NONE	NONE	[EXEMPLAR:Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.]	AMBIGUOUS	0.403	Technischer Pflanzenmaterial-Rivale: bezeichnete Blütenfraktion dem lokalen Posten wählen. Technischer Pflanzenmaterial-Rivale: geöffnete Blüte als Referenzteil einlegen. Technischer Pflanzenmaterial-Rivale: Sollmenge des Referenzloses buchen.	Trankanteil|Gabe|Dosis	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F021	B1	BIOLOGICAL	f81v	f81v.2	B1-S001	1	1	E101	B1_SHARED_TWO_ROW_POOL	NONE	E101=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	UNIQUE	0.460	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Waschflotte|Lauf|Station|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F022	B1	BIOLOGICAL	f81v	f81v.2	B1-S002	11	11	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112	B1_SHARED_TWO_ROW_POOL	NONE	E102=[FORMAL_RELATION_OR_ENTRY] E103=[EXEMPLAR_VALUE_UNKNOWN] E104=[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN_WORT] E105=[EXEMPLAR_VALUE_UNKNOWN] E106=[FORMAL_LINK] E107=[EXEMPLAR_VALUE_UNKNOWN] E108=[EXEMPLAR_VALUE_UNKNOWN] E109=[EXEMPLAR_VALUE_UNKNOWN] E110=[FORMAL_LINK] E111=[EXEMPLAR_VALUE_UNKNOWN] E112=[EXEMPLAR_VALUE_UNKNOWN]	E102:PER? = DURCH/GEMÄSS?__OPTIONAL_MASTER_GLOSS_ONLY|E106:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY|E110:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der zurücklaufende Strom. Den aktiven Posten an der örtlich bezeichneten Station führen. Daraus, aus demselben Ansatz. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Ein abgemessener Anteil. Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bevor es abkühlt. Der vorbereitete Bade- oder Waschzusatz.]	AMBIGUOUS	0.395	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Ausgangsstand im Anlagenbuch markieren; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	Posten|Strom/Flussrichtung|Station|Ansatz|Anteil|Maß/Menge|Becken|Wärme/Temperatur|Bade-/Waschzusatz|Waschung/Bad|Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F023	B1	BIOLOGICAL	f81v	f81v.7	B1-S002	8	8	E113|E114|E115|E116|E117|E118|E119|E120	B1_SHARED_TWO_ROW_POOL	NONE	E113=[EXEMPLAR_VALUE_UNKNOWN] E114=[FORMAL_LINK] E115=[EXEMPLAR_VALUE_UNKNOWN] E116=[FORMAL:VORGABEPARAMETER; KEIN_WORT] E117=[EXEMPLAR_VALUE_UNKNOWN] E118=[FORMAL:VORGABEPARAMETER; KEIN_WORT] E119=[EXEMPLAR_VALUE_UNKNOWN] E120=[EXEMPLAR_VALUE_UNKNOWN]	E114:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den vorigen recordlokalen Posten wieder aufnehmen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Eine mäßige Menge. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der eingetauchte Teil. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Durch die verbundenen Läufe. Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.]	AMBIGUOUS	0.408	Badehaus-technischer Rivale am selben Besitzer: Vorcharge im recordlokalen Register B1; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F023; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	Posten|Maß/Menge|Lauf|Strom/Flussrichtung|Gefäß|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F024	B1	BIOLOGICAL	f81v	f81v.7	B1-S003	1	1	E121	B1_SHARED_TWO_ROW_POOL	NONE	E121=[FORMAL_LINK]	E121:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	UNIQUE	0.460	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F024; keine Vererbung über einen Stationswechsel.	Posten	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F025	B1	BIOLOGICAL	f81v	f81v.17	B1-S003	1	1	E122	B1_SHARED_TWO_ROW_POOL	NONE	E122=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Halte es warm und beende den Schritt.]	UNPARSED	0.400	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F026	B1	BIOLOGICAL	f81v	f81v.17	B1-S004	3	3	E123|E124|E125	B1_SHARED_TWO_ROW_POOL	NONE	E123=[EXEMPLAR_VALUE_UNKNOWN] E124=[FORMAL_LINK] E125=[EXEMPLAR_VALUE_UNKNOWN]	E124:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	AMBIGUOUS	0.400	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F026; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Posten|Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F027	B1	BIOLOGICAL	f81v	f81v.17	B1-S005	1	1	E126	B1_SHARED_TWO_ROW_POOL	NONE	E126=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.]	UNPARSED	0.400	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Mischung|Gefäß|Station	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F028	B1	BIOLOGICAL	f81v	f81v.17	B1-S006	4	4	E127|E128|E129|E130	B1_SHARED_TWO_ROW_POOL	NONE	E127=[EXEMPLAR_VALUE_UNKNOWN] E128=[EXEMPLAR_VALUE_UNKNOWN] E129=[EXEMPLAR_VALUE_UNKNOWN] E130=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Gib einen abgemessenen Anteil in das Gefäß. Durch die verbundenen Läufe. Der vorbereitete Bade- oder Waschzusatz. Und lasse es abkühlen.]	UNPARSED	0.340	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rücklauf erneut zuführen; keine Vererbung über einen Stationswechsel.	Anteil|Gefäß|Maß/Menge|Lauf|Strom/Flussrichtung|Bade-/Waschzusatz|Waschung/Bad|Bereitschaft|Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F029	B1	BIOLOGICAL	f81v	f81v.18	B1-S007	1	1	E131	B1_SHARED_TWO_ROW_POOL	NONE	E131=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Erwärme es einmal und beende den Schritt.]	UNPARSED	0.400	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F030	B1	BIOLOGICAL	f81v	f81v.18	B1-S008	5	5	E132|E133|E134|E135|E136	B1_SHARED_TWO_ROW_POOL	NONE	E132=[EXEMPLAR_VALUE_UNKNOWN] E133=[FORMAL_LINK] E134=[EXEMPLAR_VALUE_UNKNOWN] E135=[FORMAL_LINK] E136=[EXEMPLAR_VALUE_UNKNOWN]	E133:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY|E135:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Diese aktive Portion. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bei sanfter Wärme. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	AMBIGUOUS	0.400	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Portion|Posten|Wärme/Temperatur|Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
F031	B1	BIOLOGICAL	f81v	f81v.18	B1-S009	1	1	E137	B1_SHARED_TWO_ROW_POOL	NONE	E137=[EXEMPLAR_VALUE_UNKNOWN]	NONE	NONE	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	UNIQUE	0.460	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Waschflotte|Lauf|Station|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_FORMAL_SEQUENCE_PLUS_OCCURRENCE_EXEMPLAR_NOT_TRANSLATION
