statement_id	record_unit_id	section	page	sentence_index_in_record	constituent_fields	physical_lines	visible_event_count	source_token_count	visible_event_ids	exact_card_order	autonomous_formal_sequence	optional_master_gloss_occurrences	occurrence_bound_readable_statement	owner_transition	visible_owner_resets	cross_field_transitions	cross_physical_line_transitions	read_once_status	source_class	strongest_process_or_content_rival	strongest_notation_rival	repair_cost_0_4	strongest_statement_contradiction	semantic_ceiling
H4-S002	H4	HERBAL	f55v	2	F011	f55v.5	3	3	E061|E062|E063	2f1c5e56e8f0ff459065 > 6f7ff8287eddf4da9fdb > e026af581c99322fbd46	E061=[FORMAL:VORGABEPARAMETER; KEIN_WORT] E062=[EXEMPLAR_VALUE_UNKNOWN] E063=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Miss eine Portion des Ansatzes ab. Wring sie durch Leinwand und lass sie klar absetzen. Verwahre den klaren Auszug; damit endet der Posten.]	SINGLE_FIELD_OWNER	0	0	0	NONE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
H4-S003	H4	HERBAL	f55v	3	F012	f55v.11	4	4	E064|E065|E066|E067	f7dc90b2c31fd341f0a4 > 807591efc3d3f7ddbfab > 2c1a5fd92b9e3c762242 > 1b1ffdd869fb1429ad03	E064=[EXEMPLAR_VALUE_UNKNOWN] E065=[EXEMPLAR_VALUE_UNKNOWN] E066=[EXEMPLAR_VALUE_UNKNOWN] E067=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Wasche damit eine unreine äußere Wunde. Verwende dazu den klaren Auszug. Einmal oder nach örtlicher Vorschrift. Beende diesen Gebrauch.]	SINGLE_FIELD_OWNER	0	0	0	NONE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
H4-S004	H4	HERBAL	f55v	4	F013	f55v.11	6	6	E068|E069|E070|E071|E072|E073	2f1c5e56e8f0ff459065 > 308e8ea2d5d190c498e8 > 204b04837409088c48f9 > 7a4bb8136330ee4e6e56 > b921a237be883a820352 > 6afeb5c9ab9f6cbdea0d	E068=[FORMAL:VORGABEPARAMETER; KEIN_WORT] E069=[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN_WORT] E070=[EXEMPLAR_VALUE_UNKNOWN] E071=[EXEMPLAR_VALUE_UNKNOWN] E072=[EXEMPLAR_VALUE_UNKNOWN] E073=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Nimm ein örtliches Maß der zurückbehaltenen Blätter. Lege sie an die bezeichnete äußere Stelle. Erwärme sie gelinde. Führe sie als zweiten Ansatz. Mische sie mit Honig. Lege den warmen Umschlag frisch auf.]	SINGLE_FIELD_OWNER	0	0	0	NONE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
H5-S001	H5	HERBAL	f56r	1	F014|F015	f56r.5|f56r.7	9	9	E074|E075|E076|E077|E078|E079|E080|E081|E082	b9d7b6d68209a9019e7a > 2cc054357a929df85f64 > 0ec6a45e2950e8e7061d > 2f1c5e56e8f0ff459065 > 2cc054357a929df85f64 > 893c570f3fa3fce99711 > 10488b911aae52b3b334 > 276a7c2d74d1143446f4 > dd0ecaf5e27d81befffc	E074=[EXEMPLAR_VALUE_UNKNOWN] E075=[EXEMPLAR_VALUE_UNKNOWN] E076=[EXEMPLAR_VALUE_UNKNOWN] E077=[FORMAL:VORGABEPARAMETER; KEIN_WORT] E078=[EXEMPLAR_VALUE_UNKNOWN] E079=[EXEMPLAR_VALUE_UNKNOWN] E080=[EXEMPLAR_VALUE_UNKNOWN] E081=[EXEMPLAR_VALUE_UNKNOWN] E082=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze. Sammle das ganze oberirdische Kraut an einem feuchten Standort. Nimm es zu Beginn der Blüte. Nimm nur ein kleines örtliches Maß. Zerstoße die frischen klebrigen Blätter. Lege sie als Auflage auf. Auf eine einzelne Warze oder ein Hühnerauge. Lass die Auflage nur kurz einwirken. An der örtlich bezeichneten Hautstelle.]	CROSS_FIELD_SAME_OWNER_CONTINUATION	0	1	1	NONE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
H5-S002	H5	HERBAL	f56r	2	F016	f56r.8	4	4	E083|E084|E085|E086	d665560c8ff80799a82c > c10aec6d4dd877ec8bd8 > 276a7c2d74d1143446f4 > 95987d6f198d6d247511	E083=[EXEMPLAR_VALUE_UNKNOWN] E084=[EXEMPLAR_VALUE_UNKNOWN] E085=[EXEMPLAR_VALUE_UNKNOWN] E086=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Nimm die Auflage wieder ab. Wasche die Stelle mit Wasser. Wiederhole den Gebrauch nur, wenn er vertragen wird. Beende die äußere Anwendung.]	SINGLE_FIELD_OWNER	0	0	0	NONE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
H5-S003	H5	HERBAL	f56r	3	F017	f56r.12	4	4	E087|E088|E089|E090	ad3581d3144f69a5912d > 2cc054357a929df85f64 > b74e9e65637b7c8538dd > 1322bc176443fc2a8a86	E087=[EXEMPLAR_VALUE_UNKNOWN] E088=[EXEMPLAR_VALUE_UNKNOWN] E089=[EXEMPLAR_VALUE_UNKNOWN] E090=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.]	SINGLE_FIELD_OWNER	0	0	0	NONE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
H5-S004	H5	HERBAL	f56r	4	F018	f56r.13	3	3	E091|E092|E093	9ad66e67803a12e745de > 087a47b5423438cd6b6a > 75a523fcf039b006f97b	E091=[EXEMPLAR_VALUE_UNKNOWN] E092=[EXEMPLAR_VALUE_UNKNOWN] E093=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.]	SINGLE_FIELD_OWNER	0	0	0	NONE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
H5-S005	H5	HERBAL	f56r	5	F019	f56r.18	4	4	E094|E095|E096|E097	2cc054357a929df85f64 > 9ad66e67803a12e745de > c71c72da4e09e0833392 > 61a075bc54793c1c781f	E094=[EXEMPLAR_VALUE_UNKNOWN] E095=[EXEMPLAR_VALUE_UNKNOWN] E096=[EXEMPLAR_VALUE_UNKNOWN] E097=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.]	SINGLE_FIELD_OWNER	0	0	0	NONE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
H5-S006	H5	HERBAL	f56r	6	F020	f56r.19	3	3	E098|E099|E100	faf321940aed922846a9 > 9bb7122b386ebbc6138f > 2f1c5e56e8f0ff459065	E098=[EXEMPLAR_VALUE_UNKNOWN] E099=[EXEMPLAR_VALUE_UNKNOWN] E100=[FORMAL:VORGABEPARAMETER; KEIN_WORT]	NONE	[EXEMPLAR:Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.]	SINGLE_FIELD_OWNER	0	0	0	NONE	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	3	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S001	B1	BIOLOGICAL	f81v	1	F021	f81v.2	1	1	E101	7db18b2f0fb7ed0fcfd3	E101=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	RESET_RECORD -> SET_PAGE_OWNER[F021:PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	0	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S002	B1	BIOLOGICAL	f81v	2	F022|F023	f81v.2|f81v.7	19	19	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	b5fcea1eaed06b2f2291 > 22fb87a5a83e5c3fb510 > 308e8ea2d5d190c498e8 > 4d4559019a961b834aa1 > dcda95c81a5460feb191 > 9da1b6ac2c929daea697 > 94df4847b7b16c98394a > dd0ecaf5e27d81befffc > dcda95c81a5460feb191 > 1496a731803a9f48d2e1 > 0f18de177ed7c878bf95 > dec401773c1f0347793d > dcda95c81a5460feb191 > 4eab1841ed655c20a348 > 2f1c5e56e8f0ff459065 > 93f69c38fdedee1598e9 > 2f1c5e56e8f0ff459065 > 2cc8bb3c2af19607888f > 259b2b3b0bf859882e2c	E102=[FORMAL_RELATION_OR_ENTRY] E103=[EXEMPLAR_VALUE_UNKNOWN] E104=[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN_WORT] E105=[EXEMPLAR_VALUE_UNKNOWN] E106=[FORMAL_LINK] E107=[EXEMPLAR_VALUE_UNKNOWN] E108=[EXEMPLAR_VALUE_UNKNOWN] E109=[EXEMPLAR_VALUE_UNKNOWN] E110=[FORMAL_LINK] E111=[EXEMPLAR_VALUE_UNKNOWN] E112=[EXEMPLAR_VALUE_UNKNOWN] E113=[EXEMPLAR_VALUE_UNKNOWN] E114=[FORMAL_LINK] E115=[EXEMPLAR_VALUE_UNKNOWN] E116=[FORMAL:VORGABEPARAMETER; KEIN_WORT] E117=[EXEMPLAR_VALUE_UNKNOWN] E118=[FORMAL:VORGABEPARAMETER; KEIN_WORT] E119=[EXEMPLAR_VALUE_UNKNOWN] E120=[EXEMPLAR_VALUE_UNKNOWN]	E102:PER? = DURCH/GEMÄSS?__OPTIONAL_MASTER_GLOSS_ONLY|E106:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY|E110:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY|E114:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der zurücklaufende Strom. Den aktiven Posten an der örtlich bezeichneten Station führen. Daraus, aus demselben Ansatz. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Ein abgemessener Anteil. Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bevor es abkühlt. Der vorbereitete Bade- oder Waschzusatz. Den vorigen recordlokalen Posten wieder aufnehmen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Eine mäßige Menge. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der eingetauchte Teil. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Durch die verbundenen Läufe. Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.]	INHERIT_OWNER[F022:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F023:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	1	1	NONE	LOCAL_TARGET_ASSIGNMENT_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S003	B1	BIOLOGICAL	f81v	3	F024|F025	f81v.7|f81v.17	2	2	E121|E122	dcda95c81a5460feb191 > 54e32e9c1414b20640e9	E121=[FORMAL_LINK] E122=[EXEMPLAR_VALUE_UNKNOWN]	E121:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Halte es warm und beende den Schritt.]	INHERIT_OWNER[F024:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F025:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	1	1	NONE	RECORD_LOCAL_LINK_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S004	B1	BIOLOGICAL	f81v	4	F026	f81v.17	3	3	E123|E124|E125	6f7ff8287eddf4da9fdb > dcda95c81a5460feb191 > bc4f1f5c006c74a4d26d	E123=[EXEMPLAR_VALUE_UNKNOWN] E124=[FORMAL_LINK] E125=[EXEMPLAR_VALUE_UNKNOWN]	E124:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	INHERIT_OWNER[F026:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	RECORD_LOCAL_LINK_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S005	B1	BIOLOGICAL	f81v	5	F027	f81v.17	1	1	E126	28ffbc88b97772a75f1e	E126=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.]	INHERIT_OWNER[F027:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S006	B1	BIOLOGICAL	f81v	6	F028	f81v.17	4	4	E127|E128|E129|E130	1645e612504fcef59ced > 2cc8bb3c2af19607888f > 0f18de177ed7c878bf95 > 4da0f0f7b5fc7ac20067	E127=[EXEMPLAR_VALUE_UNKNOWN] E128=[EXEMPLAR_VALUE_UNKNOWN] E129=[EXEMPLAR_VALUE_UNKNOWN] E130=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß. Durch die verbundenen Läufe. Der vorbereitete Bade- oder Waschzusatz. Und lasse es abkühlen.]	INHERIT_OWNER[F028:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S007	B1	BIOLOGICAL	f81v	7	F029	f81v.18	1	1	E131	87411f84689b4f93a303	E131=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Erwärme es einmal und beende den Schritt.]	INHERIT_OWNER[F029:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S008	B1	BIOLOGICAL	f81v	8	F030	f81v.18	5	5	E132|E133|E134|E135|E136	b921a237be883a820352 > dcda95c81a5460feb191 > d904bf7b044dd3922781 > dcda95c81a5460feb191 > bc4f1f5c006c74a4d26d	E132=[EXEMPLAR_VALUE_UNKNOWN] E133=[FORMAL_LINK] E134=[EXEMPLAR_VALUE_UNKNOWN] E135=[FORMAL_LINK] E136=[EXEMPLAR_VALUE_UNKNOWN]	E133:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY|E135:ET? = UND/AUCH?__OPTIONAL_MASTER_GLOSS_ONLY	[EXEMPLAR:Diese aktive Portion. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bei sanfter Wärme. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	INHERIT_OWNER[F030:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	RECORD_LOCAL_LINK_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S009	B1	BIOLOGICAL	f81v	9	F031	f81v.18	1	1	E137	7db18b2f0fb7ed0fcfd3	E137=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	INHERIT_OWNER[F031:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	0	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S010	B1	BIOLOGICAL	f81v	10	F032	f81v.18	1	1	E138	7db18b2f0fb7ed0fcfd3	E138=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	INHERIT_OWNER[F032:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	0	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S011	B1	BIOLOGICAL	f81v	11	F033	f81v.18	2	2	E139|E140	2cc8bb3c2af19607888f > 276a7c2d74d1143446f4	E139=[EXEMPLAR_VALUE_UNKNOWN] E140=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Durch die verbundenen Läufe. Die Badecharge am vorgesehenen Waschplatz gebrauchen.]	INHERIT_OWNER[F033:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	LOCAL_ACTION_OR_CONDITION_ENTRY	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	1	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
B1-S012	B1	BIOLOGICAL	f81v	12	F034	f81v.21	3	3	E141|E142|E143	be0974b366c981dc1eef > 08bd5ca0c2ad137a056d > 2e7e89e0bd12b999c280	E141=[EXEMPLAR_VALUE_UNKNOWN] E142=[EXEMPLAR_VALUE_UNKNOWN] E143=[EXEMPLAR_VALUE_UNKNOWN]	NONE	[EXEMPLAR:Beginne die Spülung. Warmes Wasser. Wasche einmal und beende diesen Durchgang.]	INHERIT_OWNER[F034:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	0	NONE	TYPED_EXEMPLAR_ENTRY	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	2	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	STATEMENT_MEMBERSHIP_AND_FORMAL_ORDER_NOT_PLAINTEXT_OR_TRANSLATION
