group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	local_image_owner	owner_status	local_namespace	local_content_class	autonomous_primary_reading	occurrence_bound_exemplar	source_status	meaning_confidence	strongest_historical_rival	strongest_contradiction	orientation_status	f68_f69_mapping	prose_card_import	semantic_ceiling	source_lineage
109	A1	f67r2	f67r2.43	4	A1:G109	qsg	A1_LEFT_LOCAL_FIELD_43	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 04/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L43: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
110	A1	f67r2	f67r2.44	1	A1:G110	ofydy	A1_LEFT_LOCAL_FIELD_44	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
111	A1	f67r2	f67r2.44	2	A1:G111	sheody	A1_LEFT_LOCAL_FIELD_44	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
112	A1	f67r2	f67r2.44	3	A1:G112	aiin	A1_LEFT_LOCAL_FIELD_44	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
113	A1	f67r2	f67r2.45	1	A1:G113	ycheody	A1_LEFT_LOCAL_FIELD_45	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
114	A1	f67r2	f67r2.45	2	A1:G114	es	A1_LEFT_LOCAL_FIELD_45	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
115	A1	f67r2	f67r2.45	3	A1:G115	odaiiin	A1_LEFT_LOCAL_FIELD_45	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
116	A1	f67r2	f67r2.46	1	A1:G116	yekees	A1_LEFT_LOCAL_FIELD_46	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L46: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
117	A1	f67r2	f67r2.46	2	A1:G117	oraly	A1_LEFT_LOCAL_FIELD_46	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L46: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
118	A1	f67r2	f67r2.47	1	A1:G118	yfain	A1_LEFT_LOCAL_FIELD_47	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L47: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
119	A1	f67r2	f67r2.48	1	A1:G119	todaiin	A1_LEFT_LOCAL_FIELD_48	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
120	A1	f67r2	f67r2.48	2	A1:G120	dain	A1_LEFT_LOCAL_FIELD_48	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
121	A1	f67r2	f67r2.48	3	A1:G121	dy	A1_LEFT_LOCAL_FIELD_48	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
122	A1	f67r2	f67r2.49	1	A1:G122	os	A1_LEFT_LOCAL_FIELD_49	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
123	A1	f67r2	f67r2.49	2	A1:G123	choer	A1_LEFT_LOCAL_FIELD_49	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
124	A1	f67r2	f67r2.49	3	A1:G124	aiin	A1_LEFT_LOCAL_FIELD_49	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
125	A1	f67r2	f67r2.50	1	A1:G125	choeea	A1_LEFT_LOCAL_FIELD_50	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L50: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
126	A1	f67r2	f67r2.50	2	A1:G126	sal	A1_LEFT_LOCAL_FIELD_50	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L50: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
127	A1	f67r2	f67r2.51	1	A1:G127	dadaiin	A1_LEFT_LOCAL_FIELD_51	INHERITED_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L51: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.]	INHERITED_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.24	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
128	A1	f67r2	f67r2.52	1	A1:G128	qotoear	A1_LEFT_OUTER_STAR_STATION_01	DIRECT_VISIBLE	A1_LEFT_WHEEL_ONLY	LEFT_WHEEL_OUTER_STAR_POSITION	COPY_OPAQUE_GROUP_IN_LOCAL_NAMESPACE	[EXEMPLAR:Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L01: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.]	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomischer Rivale: dekorative Stern-/Strahlenposition oder kopierte Lehrliste ohne Aspekt- oder Gebrauchsfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	NONE	LOCAL_NAMESPACE_AND_EXEMPLAR_LABEL__NO_NAME_ORDER_OR_CROSSPAGE_KEY	V69_R4_SURFACE__V75_SELECTED_GROUP_AND_NAMESPACE
