statement_id	record_unit_id	page	sentence_index_in_record	constituent_fields	physical_lines	visible_event_count	independent_source_positions	event_serials	exact_card_order	operational_formal_order	optional_master_gloss_order	cross_field_transitions	cross_physical_line_transitions	cross_line_owner_reset_events	read_once_visible_pair	derived_formal_visible_atoms	master_memorized_visible_expansions	master_memorized_statement_content	leading_content_model	rival_content_model	rival_statement_content	strongest_contradiction	semantic_recovery_without_master	new_word_contribution	canonical_ceiling
H4-S002	H4	f55v	2	F011	f55v.5	3	3	61|62|63	2f1c5e56e8f0ff459065|6f7ff8287eddf4da9fdb|e026af581c99322fbd46	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Miss eine Portion des Ansatzes ab. Wring sie durch Leinwand und lass sie klar absetzen. Verwahre den klaren Auszug; damit endet der Posten.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
H4-S003	H4	f55v	3	F012	f55v.11	4	4	64|65|66|67	f7dc90b2c31fd341f0a4|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|1b1ffdd869fb1429ad03	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Wasche damit eine unreine äußere Wunde. Verwende dazu den klaren Auszug. Einmal oder nach örtlicher Vorschrift. Beende diesen Gebrauch.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
H4-S004	H4	f55v	4	F013	f55v.11	6	6	68|69|70|71|72|73	2f1c5e56e8f0ff459065|308e8ea2d5d190c498e8|204b04837409088c48f9|7a4bb8136330ee4e6e56|b921a237be883a820352|6afeb5c9ab9f6cbdea0d	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE	0	0	NONE	NONE	6	6	Nimm ein örtliches Maß der zurückbehaltenen Blätter. Lege sie an die bezeichnete äußere Stelle. Erwärme sie gelinde. Führe sie als zweiten Ansatz. Mische sie mit Honig. Lege den warmen Umschlag frisch auf.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
H5-S001	H5	f56r	1	F014|F015	f56r.5|f56r.7	9	9	74|75|76|77|78|79|80|81|82	b9d7b6d68209a9019e7a|2cc054357a929df85f64|0ec6a45e2950e8e7061d|2f1c5e56e8f0ff459065|2cc054357a929df85f64|893c570f3fa3fce99711|10488b911aae52b3b334|276a7c2d74d1143446f4|dd0ecaf5e27d81befffc	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE	1	1	NONE	NONE	9	9	Von der abgebildeten, unbenannten Pflanze. Sammle das ganze oberirdische Kraut an einem feuchten Standort. Nimm es zu Beginn der Blüte. Nimm nur ein kleines örtliches Maß. Zerstoße die frischen klebrigen Blätter. Lege sie als Auflage auf. Auf eine einzelne Warze oder ein Hühnerauge. Lass die Auflage nur kurz einwirken. An der örtlich bezeichneten Hautstelle.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Each head is a separate specimen or growth-stage entry.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
H5-S002	H5	f56r	2	F016	f56r.8	4	4	83|84|85|86	d665560c8ff80799a82c|c10aec6d4dd877ec8bd8|276a7c2d74d1143446f4|95987d6f198d6d247511	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Nimm die Auflage wieder ab. Wasche die Stelle mit Wasser. Wiederhole den Gebrauch nur, wenn er vertragen wird. Beende die äußere Anwendung.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Each head is a separate specimen or growth-stage entry.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
H5-S003	H5	f56r	3	F017	f56r.12	4	4	87|88|89|90	ad3581d3144f69a5912d|2cc054357a929df85f64|b74e9e65637b7c8538dd|1322bc176443fc2a8a86	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Each head is a separate specimen or growth-stage entry.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
H5-S004	H5	f56r	4	F018	f56r.13	3	3	91|92|93	9ad66e67803a12e745de|087a47b5423438cd6b6a|75a523fcf039b006f97b	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Each head is a separate specimen or growth-stage entry.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
H5-S005	H5	f56r	5	F019	f56r.18	4	4	94|95|96|97	2cc054357a929df85f64|9ad66e67803a12e745de|c71c72da4e09e0833392|61a075bc54793c1c781f	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	0	0	NONE	NONE	4	4	Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Each head is a separate specimen or growth-stage entry.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
H5-S006	H5	f56r	6	F020	f56r.19	3	3	98|99|100	faf321940aed922846a9|9bb7122b386ebbc6138f|2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	NONE|NONE|NONE	0	0	NONE	NONE	3	3	Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Each head is a separate specimen or growth-stage entry.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
B1-S001	B1	f81v	1	F021	f81v.2	1	1	101	7db18b2f0fb7ed0fcfd3	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	0	0	NONE	NONE	1	1	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	0	0	STATEMENT_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_PLAINTEXT
