field_id	section	record_unit_id	page	locus	statement_id	event_count	event_serials	image_owner_id	owner_status	exact_card_order	autonomous_primary_order	occurrence_bound_exemplar_sequence	selected_source_field_expansion	strongest_rival	strongest_contradiction	semantic_ceiling
F011	HERBAL	H4	f55v	f55v.5	H4-S002	3	61|62|63	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	2f1c5e56e8f0ff459065 > 6f7ff8287eddf4da9fdb > e026af581c99322fbd46	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Miss eine Portion des Ansatzes ab] [EXEMPLAR:Wring sie durch Leinwand und lass sie klar absetzen] [EXEMPLAR:Verwahre den klaren Auszug; damit endet der Posten]	[EXEMPLAR:Miss eine Portion des Ansatzes ab. Wring sie durch Leinwand und lass sie klar absetzen. Verwahre den klaren Auszug; damit endet der Posten.]	Technischer Pflanzenmaterial-Rivale: Sollmenge aus dem lokalen Posten abteilen. Technischer Pflanzenmaterial-Rivale: weichen Blattrest aus der Flotte heben. Technischer Pflanzenmaterial-Rivale: Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F012	HERBAL	H4	f55v	f55v.11	H4-S003	4	64|65|66|67	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	f7dc90b2c31fd341f0a4 > 807591efc3d3f7ddbfab > 2c1a5fd92b9e3c762242 > 1b1ffdd869fb1429ad03	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Wasche damit eine unreine äußere Wunde] [EXEMPLAR:Verwende dazu den klaren Auszug] [EXEMPLAR:Einmal oder nach örtlicher Vorschrift] [EXEMPLAR:Beende diesen Gebrauch]	[EXEMPLAR:Wasche damit eine unreine äußere Wunde. Verwende dazu den klaren Auszug. Einmal oder nach örtlicher Vorschrift. Beende diesen Gebrauch.]	Technischer Pflanzenmaterial-Rivale: zweite Blattfraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: zweite Fraktion mit frischem Wasser waschen. Technischer Pflanzenmaterial-Rivale: Fraktion warm mazerieren. Technischer Pflanzenmaterial-Rivale: zweite Blattflotte dem lokalen Posten seihen und schließen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F013	HERBAL	H4	f55v	f55v.11	H4-S004	6	68|69|70|71|72|73	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	2f1c5e56e8f0ff459065 > 308e8ea2d5d190c498e8 > 204b04837409088c48f9 > 7a4bb8136330ee4e6e56 > b921a237be883a820352 > 6afeb5c9ab9f6cbdea0d	[FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm ein örtliches Maß der zurückbehaltenen Blätter] [EXEMPLAR:Lege sie an die bezeichnete äußere Stelle] [EXEMPLAR:Erwärme sie gelinde] [EXEMPLAR:Führe sie als zweiten Ansatz] [EXEMPLAR:Mische sie mit Honig] [EXEMPLAR:Lege den warmen Umschlag frisch auf]	[EXEMPLAR:Nimm ein örtliches Maß der zurückbehaltenen Blätter. Lege sie an die bezeichnete äußere Stelle. Erwärme sie gelinde. Führe sie als zweiten Ansatz. Mische sie mit Honig. Lege den warmen Umschlag frisch auf.]	Technischer Pflanzenmaterial-Rivale: Sollmenge der zweiten Flotte buchen. Technischer Pflanzenmaterial-Rivale: opaken Relationsslot für Fraktionspaar und Lagergefäß setzen. Technischer Pflanzenmaterial-Rivale: erste und zweite Flotte nebeneinander prüfen. Technischer Pflanzenmaterial-Rivale: zweite Flotte als aktiven Ansatz dem lokalen Posten führen. Technischer Pflanzenmaterial-Rivale: Presskuchen und Flotten als Paarposten etikettieren. Technischer Pflanzenmaterial-Rivale: Paarposten dem lokalen Posten bedeckt lagern.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F014	HERBAL	H5	f56r	f56r.5	H5-S001	4	74|75|76|77	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	b9d7b6d68209a9019e7a > 2cc054357a929df85f64 > 0ec6a45e2950e8e7061d > 2f1c5e56e8f0ff459065	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze] [EXEMPLAR:Sammle das ganze oberirdische Kraut an einem feuchten Standort] [EXEMPLAR:Nimm es zu Beginn der Blüte] [EXEMPLAR:Nimm nur ein kleines örtliches Maß]	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze. Sammle das ganze oberirdische Kraut an einem feuchten Standort. Nimm es zu Beginn der Blüte. Nimm nur ein kleines örtliches Maß.]	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H5 als drüsiges Feuchtland-Rohlos dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: kleine Gesamtpflanzenprobe sammeln. Technischer Pflanzenmaterial-Rivale: feine Wurzel- und Krautfraktion trennen. Technischer Pflanzenmaterial-Rivale: Sollmenge der Krautfraktion buchen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F015	HERBAL	H5	f56r	f56r.7	H5-S001	5	78|79|80|81|82	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	2cc054357a929df85f64 > 893c570f3fa3fce99711 > 10488b911aae52b3b334 > 276a7c2d74d1143446f4 > dd0ecaf5e27d81befffc	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Zerstoße die frischen klebrigen Blätter] [EXEMPLAR:Lege sie als Auflage auf] [EXEMPLAR:Auf eine einzelne Warze oder ein Hühnerauge] [EXEMPLAR:Lass die Auflage nur kurz einwirken] [EXEMPLAR:An der örtlich bezeichneten Hautstelle]	[EXEMPLAR:Zerstoße die frischen klebrigen Blätter. Lege sie als Auflage auf. Auf eine einzelne Warze oder ein Hühnerauge. Lass die Auflage nur kurz einwirken. An der örtlich bezeichneten Hautstelle.]	Technischer Pflanzenmaterial-Rivale: Krautfraktion in wenig Wasser einweichen. Technischer Pflanzenmaterial-Rivale: weiches Material quetschen. Technischer Pflanzenmaterial-Rivale: klebrige Flüssigkeit als Prüfcharge dem lokalen Posten auffangen. Technischer Pflanzenmaterial-Rivale: aktive Prüfcharge dem lokalen Posten auf Prüffläche dem lokalen Posten einsetzen. Technischer Pflanzenmaterial-Rivale: Zieladresse dem lokalen Posten nach dem Auftrag im Register festhalten.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F016	HERBAL	H5	f56r	f56r.8	H5-S002	4	83|84|85|86	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	d665560c8ff80799a82c > c10aec6d4dd877ec8bd8 > 276a7c2d74d1143446f4 > 95987d6f198d6d247511	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm die Auflage wieder ab] [EXEMPLAR:Wasche die Stelle mit Wasser] [EXEMPLAR:Wiederhole den Gebrauch nur, wenn er vertragen wird] [EXEMPLAR:Beende die äußere Anwendung]	[EXEMPLAR:Nimm die Auflage wieder ab. Wasche die Stelle mit Wasser. Wiederhole den Gebrauch nur, wenn er vertragen wird. Beende die äußere Anwendung.]	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktive Charge wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: zweite Prüffläche dem lokalen Posten bereitstellen. Technischer Pflanzenmaterial-Rivale: aktive Charge auf dem lokalen Posten einsetzen. Technischer Pflanzenmaterial-Rivale: beschichtete Prüffläche lufttrocknen lassen und schließen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F017	HERBAL	H5	f56r	f56r.12	H5-S003	4	87|88|89|90	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	ad3581d3144f69a5912d > 2cc054357a929df85f64 > b74e9e65637b7c8538dd > 1322bc176443fc2a8a86	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm vom übrigen Kraut die blühenden Stiele] [EXEMPLAR:Trockne sie im Schatten] [EXEMPLAR:Zerreibe sie grob] [EXEMPLAR:Verwahre sie trocken]	[EXEMPLAR:Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.]	Technischer Pflanzenmaterial-Rivale: Kopf- oder Knospenfraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: schmale Blattfraktion dem lokalen Posten getrennt einführen. Technischer Pflanzenmaterial-Rivale: beide Fraktionen mit Loszeichen versehen. Technischer Pflanzenmaterial-Rivale: beide im Schatten trocknen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F018	HERBAL	H5	f56r	f56r.13	H5-S004	3	91|92|93	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	9ad66e67803a12e745de > 087a47b5423438cd6b6a > 75a523fcf039b006f97b	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Setze daraus einen schwachen Auszug an] [EXEMPLAR:Nimm milden Wein als Medium] [EXEMPLAR:Seihe ihn durch ein Tuch]	[EXEMPLAR:Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.]	Technischer Pflanzenmaterial-Rivale: getrocknete Blattfraktion dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: Lagerfach dem lokalen Posten zuweisen. Technischer Pflanzenmaterial-Rivale: Fraktion trocken im Lagerfach verwahren.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F019	HERBAL	H5	f56r	f56r.18	H5-S005	4	94|95|96|97	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	2cc054357a929df85f64 > 9ad66e67803a12e745de > c71c72da4e09e0833392 > 61a075bc54793c1c781f	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Gib Honig hinzu] [EXEMPLAR:Erwärme gelinde] [EXEMPLAR:Gib den Auszug als Brusttrank] [EXEMPLAR:Gebrauche ihn bei trockenem Husten]	[EXEMPLAR:Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.]	Technischer Pflanzenmaterial-Rivale: frischen Pflanzenrest dem lokalen Posten als neue Arbeitscharge einführen. Technischer Pflanzenmaterial-Rivale: Rest mit wenig Wasser wieder anfeuchten. Technischer Pflanzenmaterial-Rivale: Rest zu gleichmäßiger Klebmasse arbeiten. Technischer Pflanzenmaterial-Rivale: frische Masse dem lokalen Posten im bedeckten Topf lagern.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F020	HERBAL	H5	f56r	f56r.19	H5-S006	3	98|99|100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	faf321940aed922846a9 > 9bb7122b386ebbc6138f > 2f1c5e56e8f0ff459065	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	[EXEMPLAR:Führe den ausgewählten Trankanteil als Gabe] [EXEMPLAR:Je Gabe] [EXEMPLAR:Nimm ein kleines örtliches Maß]	[EXEMPLAR:Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.]	Technischer Pflanzenmaterial-Rivale: bezeichnete Blütenfraktion dem lokalen Posten wählen. Technischer Pflanzenmaterial-Rivale: geöffnete Blüte als Referenzteil einlegen. Technischer Pflanzenmaterial-Rivale: Sollmenge des Referenzloses buchen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F021	BIOLOGICAL	B1	f81v	f81v.2	B1-S001	1	101	B1_SHARED_TWO_ROW_POOL	PAGE_OWNER_ONLY	7db18b2f0fb7ed0fcfd3	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F022	BIOLOGICAL	B1	f81v	f81v.2	B1-S002	11	102|103|104|105|106|107|108|109|110|111|112	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	b5fcea1eaed06b2f2291 > 22fb87a5a83e5c3fb510 > 308e8ea2d5d190c498e8 > 4d4559019a961b834aa1 > dcda95c81a5460feb191 > 9da1b6ac2c929daea697 > 94df4847b7b16c98394a > dd0ecaf5e27d81befffc > dcda95c81a5460feb191 > 1496a731803a9f48d2e1 > 0f18de177ed7c878bf95	[FORMAL_RELATION_OR_ENTRY] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_RELATION_SLOT_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied] [EXEMPLAR:den zurücklaufenden Strom] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Daraus, aus demselben Ansatz] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Ein abgemessener Anteil] [EXEMPLAR:Das untere Becken] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Bevor es abkühlt] [EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der zurücklaufende Strom. Den aktiven Posten an der örtlich bezeichneten Station führen. Daraus, aus demselben Ansatz. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Ein abgemessener Anteil. Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bevor es abkühlt. Der vorbereitete Bade- oder Waschzusatz.]	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Ausgangsstand im Anlagenbuch markieren; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F023	BIOLOGICAL	B1	f81v	f81v.7	B1-S002	8	113|114|115|116|117|118|119|120	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	dec401773c1f0347793d > dcda95c81a5460feb191 > 4eab1841ed655c20a348 > 2f1c5e56e8f0ff459065 > 93f69c38fdedee1598e9 > 2f1c5e56e8f0ff459065 > 2cc8bb3c2af19607888f > 259b2b3b0bf859882e2c	[EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Den vorigen recordlokalen Posten wieder aufnehmen] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Eine mäßige Menge] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Der eingetauchte Teil] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Durch die verbundenen Läufe] [EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den vorigen recordlokalen Posten wieder aufnehmen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Eine mäßige Menge. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der eingetauchte Teil. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Durch die verbundenen Läufe. Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.]	Badehaus-technischer Rivale am selben Besitzer: Vorcharge im recordlokalen Register B1; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F023; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F024	BIOLOGICAL	B1	f81v	f81v.7	B1-S003	1	121	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	dcda95c81a5460feb191	[FORMAL_LINK_OR_SLOT]	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F024; keine Vererbung über einen Stationswechsel.	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F025	BIOLOGICAL	B1	f81v	f81v.17	B1-S003	1	122	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	54e32e9c1414b20640e9	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Halte es warm und beende den Schritt]	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Halte es warm und beende den Schritt.]	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F026	BIOLOGICAL	B1	f81v	f81v.17	B1-S004	3	123|124|125	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	6f7ff8287eddf4da9fdb > dcda95c81a5460feb191 > bc4f1f5c006c74a4d26d	[EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F026; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F027	BIOLOGICAL	B1	f81v	f81v.17	B1-S005	1	126	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	28ffbc88b97772a75f1e	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.]	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F028	BIOLOGICAL	B1	f81v	f81v.17	B1-S006	4	127|128|129|130	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1645e612504fcef59ced > 2cc8bb3c2af19607888f > 0f18de177ed7c878bf95 > 4da0f0f7b5fc7ac20067	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Durch die verbundenen Läufe] [EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz] [EXEMPLAR:Und lasse es abkühlen]	[EXEMPLAR:[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Gib einen abgemessenen Anteil in das Gefäß. Durch die verbundenen Läufe. Der vorbereitete Bade- oder Waschzusatz. Und lasse es abkühlen.]	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rücklauf erneut zuführen; keine Vererbung über einen Stationswechsel.	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
