event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display_only	image_owner_id	owner_break_before	visible_read_action	source_position_id	source_position_contribution	autonomous_operational_readback	operational_value_provenance	optional_questioned_master_gloss	optional_gloss_provenance	formal_nonword_channel	master_memorized_selected_token	master_memorized_source_expansion_de	content_provenance	leading_content_model	rival_content_model	rival_occurrence_reading	source_class	terminal_status	line_crossing	central_repair	strongest_contradiction	semantic_recovery_without_master	new_word_contribution	canonical_ceiling
11	E011	H1	f10r	f10r.5	F002	H1-S002	9ad66e67803a12e745de	qokchy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S011	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
12	E012	H1	f10r	f10r.5	F002	H1-S002	e8a6105b5c3a6220b440	qotchol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S012	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Erwärme ihn gelinde]	[EXEMPLAR:Erwärme ihn gelinde]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
13	E013	H1	f10r	f10r.5	F002	H1-S002	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S013	1	FORMAL_LINK_OR_SLOT	DERIVED_FORMAL	ET?	MASTER_MEMORIZED_OPTIONAL_HISTORICAL_QUESTION_GLOSS	NO	ET? (UND/AUCH?)	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: formale Verknüpfung mit dem laufenden Wurzelauszug dem lokalen Posten buchen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
14	E014	H1	f10r	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S014	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gebrauchsreife.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
15	E015	H2	f10r	f10r.6	F003	H2-S001	7249edc4df3419c26999	ycheor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	RECORD_START	READ_VISIBLE_EVENT_ONCE	S015	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen, Blütenstände, Blätter.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
16	E016	H2	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S016	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
17	E017	H2	f10r	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S017	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Führe sie als frischen Ansatz]	[EXEMPLAR:Führe sie als frischen Ansatz]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
18	E018	H2	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S018	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Zerstoße das Kraut]	[EXEMPLAR:Zerstoße das Kraut]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Kraut.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
19	E019	H2	f10r	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	qoctholy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S019	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Presse den Saft durch ein Tuch]	[EXEMPLAR:Presse den Saft durch ein Tuch]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Pflanzensaft, Tuch.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
20	E020	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	dy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S020	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Fange die erste Fraktion auf]	[EXEMPLAR:Fange die erste Fraktion auf]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Fraktion.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
21	E021	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	chy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S021	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Gib Olivenöl hinzu]	[EXEMPLAR:Gib Olivenöl hinzu]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Olivenöl.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
22	E022	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S022	1	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	DERIVED_FORMAL	NONE	NONE__FORMAL_NONWORD	YES	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
23	E023	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	shy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S023	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Erwärme gelinde]	[EXEMPLAR:Erwärme gelinde]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
24	E024	H2	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	qotchor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S024	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
25	E025	H2	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	READ_VISIBLE_EVENT_ONCE	S025	1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	NONE	NONE	NO	[EXEMPLAR:Führe den ersten Ansatz weiter]	[EXEMPLAR:Führe den ersten Ansatz weiter]	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen.	HERBAL_ARTICLE_OR_RECEPTARIUM_ENTRY	NONCLOSE	NO__SINGLE_FIELD	NONE	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
