event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	image_owner_id	owner_break_before	terminal_status	operational_class	operational_value_de	optional_historical_master_word	source_token_count	edge_copy_status	master_exemplar_content_de	selected_readable_event	strongest_content_rival	unsupported_nouns	content_status	leading_book_model	rival_book_model	semantic_ceiling
11	E011	H1	f10r	f10r.5	F002	H1-S002	9ad66e67803a12e745de	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen.	Auszug	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
12	E012	H1	f10r	f10r.5	F002	H1-S002	e8a6105b5c3a6220b440	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Erwärme ihn gelinde]	[EXEMPLAR:Erwärme ihn gelinde]	Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen.	Wärme	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
13	E013	H1	f10r	f10r.5	F002	H1-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	FORMAL_LINK_OR_SLOT	formale Verbindung oder Fortsetzung; kein selbständiger Sachwert	ET?__UND_ODER_AUCH?	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	ET? (UND/AUCH?)	Technischer Pflanzenmaterial-Rivale: formale Verknüpfung mit dem laufenden Wurzelauszug dem lokalen Posten buchen.	Arbeitsansatz	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
14	E014	H1	f10r	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	Gebrauchsreife	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
15	E015	H2	f10r	f10r.6	F003	H2-S001	7249edc4df3419c26999	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	RECORD_START	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen.	junge Spitzen|Blütenstände|Blätter	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
16	E016	H2	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren.	Erntezeit	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
17	E017	H2	f10r	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Führe sie als frischen Ansatz]	[EXEMPLAR:Führe sie als frischen Ansatz]	Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen.	Arbeitsansatz	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
18	E018	H2	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Zerstoße das Kraut]	[EXEMPLAR:Zerstoße das Kraut]	Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen.	Kraut	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
19	E019	H2	f10r	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Presse den Saft durch ein Tuch]	[EXEMPLAR:Presse den Saft durch ein Tuch]	Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen.	Pflanzensaft|Tuch	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
20	E020	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Fange die erste Fraktion auf]	[EXEMPLAR:Fange die erste Fraktion auf]	Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen.	Fraktion	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
21	E021	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Gib Olivenöl hinzu]	[EXEMPLAR:Gib Olivenöl hinzu]	Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen.	Olivenöl	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
22	E022	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	FORMAL_NONWORD_CHANNEL	VORGABEPARAMETER_CHANNEL	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	Dosis	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
23	E023	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Erwärme gelinde]	[EXEMPLAR:Erwärme gelinde]	Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	Wärme	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
24	E024	H2	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen.	junge Spitzen|Erntezeit	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
25	E025	H2	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Führe den ersten Ansatz weiter]	[EXEMPLAR:Führe den ersten Ansatz weiter]	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen.	Arbeitsansatz	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
26	E026	H2	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Nimm eine Handvoll]	[EXEMPLAR:Nimm eine Handvoll]	Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben.	Handvoll	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
27	E027	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	FORMAL_LINK_OR_SLOT	formale Verbindung oder Fortsetzung; kein selbständiger Sachwert	ET?__UND_ODER_AUCH?	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	ET? (UND/AUCH?)	Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen.	Arbeitsansatz	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
28	E028	H2	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	OPAQUE_EXEMPLAR_CARD	EXEMPLAR_VALUE_UNKNOWN	NONE	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen.	vorheriger Posten	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
29	E029	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	SAME_OWNER	NONCLOSE	FORMAL_LINK_OR_SLOT	formale Verbindung oder Fortsetzung; kein selbständiger Sachwert	ET?__UND_ODER_AUCH?	1	ORDINARY_VISIBLE_EVENT	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	ET? (UND/AUCH?)	Technischer Pflanzenmaterial-Rivale: diese vorige Charge an Vergleich dem lokalen Posten verknüpfen.	Arbeitsansatz	OCCURRENCE_BOUND_MASTER_EXEMPLAR__NOT_CARD_MEANING	ILLUSTRATED_PRACTITIONER_BATH_AND_CELESTIAL_LOOKUP_COMPENDIUM	NATURALIA_COSMOGRAPHIA_WORKSHOP_MODEL_AND_MEMORY_BOOK	VISIBLE_FORM_PLUS_CREATIVE_EXEMPLAR_LAYER__NOT_PLAINTEXT
