global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	formal_owner_or_namespace	operational_formal_value	formal_provenance	visible_read_action	source_position_id	source_position_contribution	optional_questioned_master_gloss	leading_master_memorized_content	rival_master_memorized_content	content_provenance	leading_content_model	rival_content_model	semantic_recovery_without_master	new_word_contribution	canonical_ceiling
11	PROSE	f10r	H1	f10r.5	9ad66e67803a12e745de	qokchy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S011	1	NONE	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
12	PROSE	f10r	H1	f10r.5	e8a6105b5c3a6220b440	qotchol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S012	1	NONE	[EXEMPLAR:Erwärme ihn gelinde]	Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
13	PROSE	f10r	H1	f10r.5	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_LINK_OR_SLOT	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S013	1	ET?	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	Technischer Pflanzenmaterial-Rivale: formale Verknüpfung mit dem laufenden Wurzelauszug dem lokalen Posten buchen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
14	PROSE	f10r	H1	f10r.5	e0b630cb1b5df5e7105b	cthy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S014	1	NONE	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
15	PROSE	f10r	H2	f10r.6	7249edc4df3419c26999	ycheor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S015	1	NONE	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
16	PROSE	f10r	H2	f10r.6	e0b630cb1b5df5e7105b	cthy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S016	1	NONE	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
17	PROSE	f10r	H2	f10r.6	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S017	1	NONE	[EXEMPLAR:Führe sie als frischen Ansatz]	Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
18	PROSE	f10r	H2	f10r.6	f3c23f42baf625639e1e	cthaiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S018	1	NONE	[EXEMPLAR:Zerstoße das Kraut]	Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
19	PROSE	f10r	H2	f10r.6	af816c04e65874a0f2fa	qoctholy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S019	1	NONE	[EXEMPLAR:Presse den Saft durch ein Tuch]	Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
20	PROSE	f10r	H2	f10r.6	b921a237be883a820352	dy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S020	1	NONE	[EXEMPLAR:Fange die erste Fraktion auf]	Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
21	PROSE	f10r	H2	f10r.6	b921a237be883a820352	chy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S021	1	NONE	[EXEMPLAR:Gib Olivenöl hinzu]	Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
22	PROSE	f10r	H2	f10r.6	2f1c5e56e8f0ff459065	taiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S022	1	NONE	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
23	PROSE	f10r	H2	f10r.6	b921a237be883a820352	shy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S023	1	NONE	[EXEMPLAR:Erwärme gelinde]	Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
24	PROSE	f10r	H2	f10r.8	10488b911aae52b3b334	qotchor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S024	1	NONE	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
25	PROSE	f10r	H2	f10r.8	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S025	1	NONE	[EXEMPLAR:Führe den ersten Ansatz weiter]	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
26	PROSE	f10r	H2	f10r.8	497cbd9c7401810ff56b	otol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S026	1	NONE	[EXEMPLAR:Nimm eine Handvoll]	Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
27	PROSE	f10r	H2	f10r.8	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_LINK_OR_SLOT	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S027	1	ET?	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
28	PROSE	f10r	H2	f10r.8	dec401773c1f0347793d	cholor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S028	1	NONE	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
29	PROSE	f10r	H2	f10r.8	dcda95c81a5460feb191	chol	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_LINK_OR_SLOT	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S029	1	ET?	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	Technischer Pflanzenmaterial-Rivale: diese vorige Charge an Vergleich dem lokalen Posten verknüpfen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
30	PROSE	f10r	H2	f10r.8	2f1c5e56e8f0ff459065	daiin	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S030	1	NONE	[EXEMPLAR:Gib von beiden das gleiche örtliche Maß]	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
31	PROSE	f10r	H2	f10r.8	4d4559019a961b834aa1	dar	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S031	1	NONE	[EXEMPLAR:Vereinige die beiden Fraktionen]	Technischer Pflanzenmaterial-Rivale: frühe Fraktion vollständig mazerieren.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
32	PROSE	f10r	H2	f10r.9	27d97af8c96eb056c2e6	oykchor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S032	1	NONE	[EXEMPLAR:Gib sie in ein glasiertes Gefäß]	Technischer Pflanzenmaterial-Rivale: späte Erntefraktion dem lokalen Posten eröffnen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
33	PROSE	f10r	H2	f10r.9	7a4bb8136330ee4e6e56	shor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S033	1	NONE	[EXEMPLAR:Führe die Mischung als Salbenansatz]	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als ersten aktiven Ansatz führen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
34	PROSE	f10r	H2	f10r.9	7a4bb8136330ee4e6e56	chor	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S034	1	NONE	[EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten]	Technischer Pflanzenmaterial-Rivale: späte Teilcharge dem lokalen Posten als zweiten aktiven Ansatz führen.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
35	PROSE	f10r	H2	f10r.9	b921a237be883a820352	chy	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	DERIVED_FORMAL	READ_VISIBLE_EVENT_ONCE	S035	1	NONE	[EXEMPLAR:Rühre bei kleinem Feuer]	Technischer Pflanzenmaterial-Rivale: beide Ernteauszüge in getrennten Gefäßen umrühren.	MASTER_MEMORIZED	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	NO	0	FORMAL_OPERATION_AND_MASTER_CONTENT_SEPARATE__NOT_PLAINTEXT
