statement_id	record_unit_id	section	page	constituent_fields	physical_lines	event_serials	event_count	operational_sequence	master_exemplar_statement_text	owner_transition	visible_owner_resets	cross_physical_line_transitions	strongest_content_rival	notation_rival	strongest_contradiction	content_status	semantic_ceiling
H4-S002	H4	HERBAL	f55v	F011	f55v.5	61|62|63	3	E061:FORMAL_NONWORD_CHANNEL > E062:OPAQUE_EXEMPLAR_CARD > E063:OPAQUE_EXEMPLAR_CARD	Miss eine Portion des Ansatzes ab. Wring sie durch Leinwand und lass sie klar absetzen. Verwahre den klaren Auszug; damit endet der Posten.	SINGLE_FIELD_OWNER	0	0	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
H4-S003	H4	HERBAL	f55v	F012	f55v.11	64|65|66|67	4	E064:OPAQUE_EXEMPLAR_CARD > E065:OPAQUE_EXEMPLAR_CARD > E066:OPAQUE_EXEMPLAR_CARD > E067:OPAQUE_EXEMPLAR_CARD	Wasche damit eine unreine äußere Wunde. Verwende dazu den klaren Auszug. Einmal oder nach örtlicher Vorschrift. Beende diesen Gebrauch.	SINGLE_FIELD_OWNER	0	0	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
H4-S004	H4	HERBAL	f55v	F013	f55v.11	68|69|70|71|72|73	6	E068:FORMAL_NONWORD_CHANNEL > E069:FORMAL_NONWORD_CHANNEL > E070:OPAQUE_EXEMPLAR_CARD > E071:OPAQUE_EXEMPLAR_CARD > E072:OPAQUE_EXEMPLAR_CARD > E073:OPAQUE_EXEMPLAR_CARD	Nimm ein örtliches Maß der zurückbehaltenen Blätter. Lege sie an die bezeichnete äußere Stelle. Erwärme sie gelinde. Führe sie als zweiten Ansatz. Mische sie mit Honig. Lege den warmen Umschlag frisch auf.	SINGLE_FIELD_OWNER	0	0	One pocket per leaf, inflorescence, root, or independent grotesque creature.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
H5-S001	H5	HERBAL	f56r	F014|F015	f56r.5|f56r.7	74|75|76|77|78|79|80|81|82	9	E074:OPAQUE_EXEMPLAR_CARD > E075:OPAQUE_EXEMPLAR_CARD > E076:OPAQUE_EXEMPLAR_CARD > E077:FORMAL_NONWORD_CHANNEL > E078:OPAQUE_EXEMPLAR_CARD > E079:OPAQUE_EXEMPLAR_CARD > E080:OPAQUE_EXEMPLAR_CARD > E081:OPAQUE_EXEMPLAR_CARD > E082:OPAQUE_EXEMPLAR_CARD	Von der abgebildeten, unbenannten Pflanze. Sammle das ganze oberirdische Kraut an einem feuchten Standort. Nimm es zu Beginn der Blüte. Nimm nur ein kleines örtliches Maß. Zerstoße die frischen klebrigen Blätter. Lege sie als Auflage auf. Auf eine einzelne Warze oder ein Hühnerauge. Lass die Auflage nur kurz einwirken. An der örtlich bezeichneten Hautstelle.	CROSS_FIELD_SAME_OWNER_CONTINUATION	0	1	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
H5-S002	H5	HERBAL	f56r	F016	f56r.8	83|84|85|86	4	E083:OPAQUE_EXEMPLAR_CARD > E084:OPAQUE_EXEMPLAR_CARD > E085:OPAQUE_EXEMPLAR_CARD > E086:OPAQUE_EXEMPLAR_CARD	Nimm die Auflage wieder ab. Wasche die Stelle mit Wasser. Wiederhole den Gebrauch nur, wenn er vertragen wird. Beende die äußere Anwendung.	SINGLE_FIELD_OWNER	0	0	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
H5-S003	H5	HERBAL	f56r	F017	f56r.12	87|88|89|90	4	E087:OPAQUE_EXEMPLAR_CARD > E088:OPAQUE_EXEMPLAR_CARD > E089:OPAQUE_EXEMPLAR_CARD > E090:OPAQUE_EXEMPLAR_CARD	Nimm vom übrigen Kraut die blühenden Stiele. Trockne sie im Schatten. Zerreibe sie grob. Verwahre sie trocken.	SINGLE_FIELD_OWNER	0	0	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
H5-S004	H5	HERBAL	f56r	F018	f56r.13	91|92|93	3	E091:OPAQUE_EXEMPLAR_CARD > E092:OPAQUE_EXEMPLAR_CARD > E093:OPAQUE_EXEMPLAR_CARD	Setze daraus einen schwachen Auszug an. Nimm milden Wein als Medium. Seihe ihn durch ein Tuch.	SINGLE_FIELD_OWNER	0	0	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
H5-S005	H5	HERBAL	f56r	F019	f56r.18	94|95|96|97	4	E094:OPAQUE_EXEMPLAR_CARD > E095:OPAQUE_EXEMPLAR_CARD > E096:OPAQUE_EXEMPLAR_CARD > E097:OPAQUE_EXEMPLAR_CARD	Gib Honig hinzu. Erwärme gelinde. Gib den Auszug als Brusttrank. Gebrauche ihn bei trockenem Husten.	SINGLE_FIELD_OWNER	0	0	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
H5-S006	H5	HERBAL	f56r	F020	f56r.19	98|99|100	3	E098:OPAQUE_EXEMPLAR_CARD > E099:OPAQUE_EXEMPLAR_CARD > E100:FORMAL_NONWORD_CHANNEL	Führe den ausgewählten Trankanteil als Gabe. Je Gabe. Nimm ein kleines örtliches Maß.	SINGLE_FIELD_OWNER	0	0	Each head is a separate specimen or growth-stage entry.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Das Bild bestätigt nur die ganze Pflanze; exakte Art, Teilwahl, Wasser, Wein, Gerät, Indikation und Dosis sind unbebilderte Quellenargumente.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B1-S001	B1	BIOLOGICAL	f81v	F021	f81v.2	101	1	E101:OPAQUE_EXEMPLAR_CARD	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	RESET_RECORD -> SET_PAGE_OWNER[F021:PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B1-S002	B1	BIOLOGICAL	f81v	F022|F023	f81v.2|f81v.7	102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120	19	E102:FORMAL_RELATION_OR_ENTRY_MARK_WITH_ENTRY_BIAS > E103:OPAQUE_EXEMPLAR_CARD > E104:FORMAL_NONWORD_CHANNEL > E105:OPAQUE_EXEMPLAR_CARD > E106:FORMAL_LINK_OR_SLOT > E107:OPAQUE_EXEMPLAR_CARD > E108:OPAQUE_EXEMPLAR_CARD > E109:OPAQUE_EXEMPLAR_CARD > E110:FORMAL_LINK_OR_SLOT > E111:OPAQUE_EXEMPLAR_CARD > E112:OPAQUE_EXEMPLAR_CARD > E113:OPAQUE_EXEMPLAR_CARD > E114:FORMAL_LINK_OR_SLOT > E115:OPAQUE_EXEMPLAR_CARD > E116:FORMAL_NONWORD_CHANNEL > E117:OPAQUE_EXEMPLAR_CARD > E118:FORMAL_NONWORD_CHANNEL > E119:OPAQUE_EXEMPLAR_CARD > E120:OPAQUE_EXEMPLAR_CARD	Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der zurücklaufende Strom. Den aktiven Posten an der örtlich bezeichneten Station führen. Daraus, aus demselben Ansatz. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Ein abgemessener Anteil. Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bevor es abkühlt. Der vorbereitete Bade- oder Waschzusatz. Den vorigen recordlokalen Posten wieder aufnehmen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Eine mäßige Menge. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der eingetauchte Teil. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Durch die verbundenen Läufe. Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	INHERIT_OWNER[F022:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F023:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B1-S003	B1	BIOLOGICAL	f81v	F024|F025	f81v.7|f81v.17	121|122	2	E121:FORMAL_LINK_OR_SLOT > E122:OPAQUE_EXEMPLAR_CARD	Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Halte es warm und beende den Schritt.	INHERIT_OWNER[F024:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F025:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	1	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B1-S004	B1	BIOLOGICAL	f81v	F026	f81v.17	123|124|125	3	E123:OPAQUE_EXEMPLAR_CARD > E124:FORMAL_LINK_OR_SLOT > E125:OPAQUE_EXEMPLAR_CARD	Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	INHERIT_OWNER[F026:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	MEDICAL_RIVAL: lokale therapeutische Bade-, Wasch- oder Anwendungsanweisung an derselben sichtbaren Station.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
B1-S005	B1	BIOLOGICAL	f81v	F027	f81v.17	126	1	E126:OPAQUE_EXEMPLAR_CARD	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	INHERIT_OWNER[F027:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	0	0	FORMAL_RIVAL: bloßer Exemplar-/Zellwert oder Bildlegende ohne rekonstruierbare Handlung.	Formaler Satz-/Eintragsrahmen: genaue Kartenfolge und sichtbare Grenzen bleiben erhalten; die ausgeschriebene Sachhandlung stammt ausschließlich aus dem Masterexemplar.	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	MASTER_EXEMPLAR_LOOKUP_NOT_CARD_TRANSLATION	CONTINUOUS_FORMAL_STATEMENT_PLUS_CREATIVE_SOURCE_EXPANSION
