u_size	primary	state	surface	events	recovered
115	0	P	qoch	16	h
115	0	P	qockh	69	v
115	0	P	qocth	8	h
115	0	P	qofch	67	c
115	0	P	qok	374	t
115	0	P	qokch	43	l
115	0	P	qoksh	67	p
115	0	P	qol	29	d
115	0	P	qolch	41	b
115	0	P	qolk	76	p
115	0	P	qolsh	25	x
115	0	P	qop	97	r
115	0	P	qopch	226	r
115	0	P	qor	33	p
115	0	P	qot	317	i
115	0	P	qotch	73	h
115	0	P	qotsh	25	f
115	0	P	r	357	o
115	0	P	rch	116	t
115	0	P	rsh	45	f
115	0	P	ry	6	q
115	0	P	s	114	m
115	0	P	sair	49	d
115	0	P	sal	197	i
115	0	P	sar	45	v
115	0	P	sch	100	l
115	0	P	sh	636	a
115	0	P	shckh	84	f
115	0	P	shcth	136	m
115	0	P	sk	1	y
115	0	P	so	3	y
115	0	P	soiin	20	v
115	0	P	sol	208	s
115	0	P	solch	39	g
115	0	P	solk	86	o
115	0	P	sor	114	t
115	0	P	ssh	29	g
115	0	P	sy	13	g
115	0	P	t	526	r
115	0	P	tch	210	r
115	0	P	tsh	116	c
115	0	P	x	9	x
115	0	P	y	141	c
115	0	P	ych	315	i
115	0	P	yk	336	i
115	0	P	ykch	83	l
115	0	P	ypch	90	l
115	0	P	ysh	209	r
115	0	P	yt	315	a
115	0	P	ytch	94	s
115	0	S	a	28	d
115	0	S	aiiin	129	c
115	0	S	aiin	698	a
115	0	S	aiir	135	c
115	0	S	aiis	21	v
115	0	S	ail	62	c
115	0	S	aim	84	o
115	0	S	ain	310	e
115	0	S	air	299	a
115	0	S	ais	32	p
115	0	S	al	331	n
115	0	S	als	42	q
115	0	S	aly	140	a
115	0	S	am	196	t
115	0	S	an	109	s
115	0	S	ar	422	s
115	0	S	ary	80	t
115	0	S	as	64	p
115	0	S	ch	23	x
115	0	S	d	190	n
115	0	S	daiiin	29	f
115	0	S	daiin	215	r
115	0	S	dain	136	m
115	0	S	dair	69	o
115	0	S	dal	149	a
115	0	S	daly	42	l
115	0	S	dam	106	r
115	0	S	dar	172	e
115	0	S	dl	10	x
115	0	S	do	22	f
115	0	S	dol	59	d
115	0	S	dor	76	m
115	0	S	dy	795	i
115	0	S	e	77	p
115	0	S	eaiin	12	h
115	0	S	eain	96	n
115	0	S	eal	215	u
115	0	S	ealy	24	q
115	0	S	eam	73	f
115	0	S	ear	195	e
115	0	S	ed	283	a
115	0	S	edaiiin	42	q
115	0	S	edaiin	224	t
115	0	S	edain	136	m
115	0	S	edair	80	l
115	0	S	edal	217	s
115	0	S	edam	154	o
115	0	S	edar	176	p
115	0	S	edo	60	x
115	0	S	edol	83	l
115	0	S	edor	69	v
115	0	S	edy	813	e
115	0	S	ee	105	u
115	0	S	eeal	75	m
115	0	S	eeam	27	g
115	0	S	eear	107	r
115	0	S	eed	226	s
115	0	S	eedaiin	90	l
115	0	S	eedain	119	u
115	0	S	eedal	39	h
115	0	S	eedam	9	h
115	0	S	eedar	142	m
115	0	S	eedo	10	x
115	0	S	eedy	337	r
115	0	S	eeed	19	b
115	0	S	eeedy	148	o
115	0	S	eeeo	18	v
115	0	S	eeeody	35	d
115	0	S	eeeos	16	x
115	0	S	eees	111	n
115	0	S	eeey	238	c
115	0	S	eel	12	f
115	0	S	eeo	190	s
115	0	S	eeod	48	p
115	0	S	eeody	186	d
115	0	S	eeol	216	u
115	0	S	eeor	212	r
115	0	S	eeos	81	d
115	0	S	eeoy	15	h
115	0	S	eer	10	h
115	0	S	ees	231	t
115	0	S	eesy	55	l
115	0	S	eey	438	u
115	0	S	eo	193	u
115	0	S	eod	179	n
115	0	S	eody	332	i
115	0	S	eol	281	a
115	0	S	eols	37	g
115	0	S	eoly	37	p
115	0	S	eom	32	b
115	0	S	eor	340	i
115	0	S	eory	2	y
115	0	S	eos	161	o
115	0	S	eoy	52	b
115	0	S	er	11	h
115	0	S	ery	19	x
115	0	S	es	256	l
115	0	S	esy	48	c
115	0	S	ey	401	e
115	0	S	g	75	g
115	0	S	iiin	28	f
115	0	S	iin	109	q
115	0	S	iir	12	g
115	0	S	kg	1	z
115	0	S	l	91	b
115	0	S	m	157	i
115	0	S	o	380	i
115	0	S	od	161	i
115	0	S	ody	312	m
115	0	S	oiiin	23	q
115	0	S	oiin	204	n
115	0	S	oin	8	y
115	0	S	ok	12	g
115	0	S	ol	291	e
115	0	S	ols	39	q
115	0	S	oly	83	d
115	0	S	om	111	t
115	0	S	or	464	o
115	0	S	ory	53	b
115	0	S	os	107	s
115	0	S	osy	4	y
115	0	S	oy	44	b
115	0	S	r	117	c
115	0	S	ry	3	y
115	0	S	s	173	r
115	0	S	saiin	40	g
115	0	S	sairy	8	f
115	0	S	sd	25	v
115	0	S	sdy	32	v
115	0	S	sy	32	v
115	0	S	y	547	t
115	0	S	yl	3	y
115	0	S	yr	3	y
115	0	U	aiin	327	o
115	0	U	ain	145	o
115	0	U	air	59	o
115	0	U	al	141	o
115	0	U	am	90	o
115	0	U	ar	311	e
115	0	U	chckhey	45	d
115	0	U	chckhy	138	e
115	0	U	chdy	244	a
115	0	U	chedy	696	e
115	0	U	cheedy	73	d
115	0	U	cheey	175	d
115	0	U	cheol	107	a
115	0	U	chey	291	c
115	0	U	chol	136	a
115	0	U	chor	68	d
115	0	U	chs	34	p
115	0	U	daiin	462	n
115	0	U	dain	176	n
115	0	U	dair	89	n
115	0	U	dal	174	n
115	0	U	dam	81	n
115	0	U	dar	587	e
115	0	U	daryeey	20	v
115	0	U	daryeo	11	v
115	0	U	dleal	16	f
115	0	U	dlee	10	h
115	0	U	dleedain	10	h
115	0	U	dleeol	22	v
115	0	U	dleey	51	d
115	0	U	dleo	22	v
115	0	U	dy	157	n
115	0	U	kal	50	p
115	0	U	kar	55	e
115	0	U	lchedy	177	e
115	0	U	lchey	57	c
115	0	U	lkaiin	102	c
115	0	U	lkain	63	d
115	0	U	ofeey	23	g
115	0	U	okaiin	210	t
115	0	U	okain	205	u
115	0	U	okal	91	l
115	0	U	okar	125	m
115	0	U	okchdy	43	b
115	0	U	okchey	32	f
115	0	U	okchy	33	g
115	0	U	okedy	121	c
115	0	U	okeedy	177	r
115	0	U	okeey	173	s
115	0	U	okol	39	q
115	0	U	oky	75	p
115	0	U	ol	664	a
115	0	U	olkaiin	112	t
115	0	U	olkain	83	u
115	0	U	olkal	50	l
115	0	U	olkar	63	m
115	0	U	olkchdy	21	b
115	0	U	olkchedy	8	h
115	0	U	olkchey	15	f
115	0	U	olkchy	13	g
115	0	U	olkeedy	96	r
115	0	U	olkeey	94	s
115	0	U	or	253	a
115	0	U	otaiin	212	t
115	0	U	otain	197	u
115	0	U	otal	97	l
115	0	U	otar	139	m
115	0	U	otchdy	44	b
115	0	U	otchey	27	f
115	0	U	otchy	36	g
115	0	U	otedy	302	i
115	0	U	oteedy	189	r
115	0	U	oteey	169	s
115	0	U	otol	40	q
115	0	U	oty	68	p
115	0	U	qokaiin	504	t
115	0	U	qokain	435	u
115	0	U	qokal	215	l
115	0	U	qokar	328	m
115	0	U	qokchdy	83	b
115	0	U	qokchedy	58	h
115	0	U	qokchey	84	f
115	0	U	qokchy	75	g
115	0	U	qokedy	293	i
115	0	U	qokeedy	443	r
115	0	U	qokeey	480	s
115	0	U	qokey	76	v
115	0	U	qokol	106	q
115	0	U	qokor	45	x
115	0	U	qoky	149	p
115	0	U	qol	225	a
115	0	U	qotaiin	92	t
115	0	U	qotain	94	u
115	0	U	qotal	46	l
115	0	U	qotar	60	m
115	0	U	qotchy	20	g
115	0	U	qotedy	142	i
115	0	U	qoteedy	99	r
115	0	U	qoteey	92	s
115	0	U	raiin	156	i
115	0	U	reedy	35	v
115	0	U	saiin	91	l
115	0	U	sain	142	m
115	0	U	sar	43	c
115	0	U	shckhy	108	c
115	0	U	sheckhy	39	b
115	0	U	shedy	785	i
115	0	U	sheedy	210	u
115	0	U	sheey	211	t
115	0	U	sheody	61	p
115	0	U	sheol	170	r
115	0	U	shey	297	i
115	0	U	shody	44	q
115	0	U	shol	172	s
115	0	U	y	143	o
132	0	P	aiiin	149	m
132	0	P	aiir	98	n
132	0	P	ail	2	y
132	0	P	air	8	q
132	0	P	al	169	a
132	0	P	aly	25	h
132	0	P	ar	232	t
132	0	P	ary	18	b
132	0	P	ch	661	e
132	0	P	chckh	143	a
132	0	P	chcph	25	p
132	0	P	chcth	203	s
132	0	P	ckh	141	u
132	0	P	cph	70	g
132	0	P	cth	213	l
132	0	P	d	56	m
132	0	P	da	13	v
132	0	P	dair	26	f
132	0	P	dal	71	d
132	0	P	daly	33	v
132	0	P	dar	79	d
132	0	P	dary	14	q
132	0	P	dch	179	p
132	0	P	dk	9	x
132	0	P	do	13	x
132	0	P	dol	103	b
132	0	P	dor	37	b
132	0	P	dsh	157	e
132	0	P	dyk	35	v
132	0	P	dyt	22	g
132	0	P	es	18	q
132	0	P	f	26	x
132	0	P	fch	137	u
132	0	P	k	700	i
132	0	P	kch	182	n
132	0	P	ksh	112	s
132	0	P	l	299	m
132	0	P	lch	288	c
132	0	P	lk	412	s
132	0	P	lkch	142	o
132	0	P	lpch	65	x
132	0	P	ls	324	a
132	0	P	lsh	150	e
132	0	P	lt	131	o
132	0	P	ly	26	f
132	0	P	o	188	d
132	0	P	och	122	c
132	0	P	ockh	53	l
132	0	P	octh	37	b
132	0	P	od	254	t
132	0	P	ody	123	o
132	0	P	of	19	q
132	0	P	ofch	74	p
132	0	P	oiiin	16	q
132	0	P	oiin	22	h
132	0	P	ok	220	e
132	0	P	okch	152	n
132	0	P	oksh	66	o
132	0	P	ol	285	e
132	0	P	olch	321	a
132	0	P	olk	253	u
132	0	P	olpch	11	y
132	0	P	olsh	138	i
132	0	P	olt	70	c
132	0	P	oly	173	n
132	0	P	op	251	u
132	0	P	opch	418	n
132	0	P	opsh	3	y
132	0	P	or	189	s
132	0	P	orch	36	g
132	0	P	ory	16	h
132	0	P	os	69	n
132	0	P	osh	43	f
132	0	P	ot	491	u
132	0	P	otch	97	r
132	0	P	otsh	79	d
132	0	P	p	276	u
132	0	P	pch	256	t
132	0	P	psh	25	b
132	0	P	q	65	m
132	0	P	qo	334	e
132	0	P	qoch	16	h
132	0	P	qockh	69	v
132	0	P	qocth	8	h
132	0	P	qofch	67	c
132	0	P	qok	374	t
132	0	P	qokch	43	l
132	0	P	qoksh	67	p
132	0	P	qol	29	d
132	0	P	qolch	41	b
132	0	P	qolk	76	p
132	0	P	qolsh	25	x
132	0	P	qop	97	r
132	0	P	qopch	226	r
132	0	P	qor	33	p
132	0	P	qot	317	i
132	0	P	qotch	73	h
132	0	P	qotsh	25	f
132	0	P	r	357	o
132	0	P	rch	116	t
132	0	P	rsh	45	f
132	0	P	ry	6	q
132	0	P	s	114	m
132	0	P	sair	49	d
132	0	P	sal	197	i
132	0	P	sar	45	v
132	0	P	sch	79	l
132	0	P	sh	591	a
132	0	P	shckh	84	f
132	0	P	shcth	136	m
132	0	P	sk	1	y
132	0	P	so	3	y
132	0	P	soiin	20	v
132	0	P	sol	208	s
132	0	P	solch	39	g
132	0	P	solk	86	o
132	0	P	sor	114	t
132	0	P	ssh	29	g
132	0	P	sy	13	g
132	0	P	t	477	r
132	0	P	tch	210	r
132	0	P	tsh	116	c
132	0	P	x	9	x
132	0	P	y	141	c
132	0	P	ych	315	i
132	0	P	yk	336	i
132	0	P	ykch	83	l
132	0	P	ypch	90	l
132	0	P	ysh	209	r
132	0	P	yt	315	a
132	0	P	ytch	94	s
132	0	S	a	28	d
132	0	S	aiiin	129	c
132	0	S	aiin	612	a
132	0	S	aiir	135	c
132	0	S	aiis	21	v
132	0	S	ail	62	c
132	0	S	aim	84	o
132	0	S	ain	310	e
132	0	S	air	299	a
132	0	S	ais	32	p
132	0	S	al	331	n
132	0	S	als	42	q
132	0	S	aly	140	a
132	0	S	am	196	t
132	0	S	an	109	s
132	0	S	ar	396	s
132	0	S	ary	80	t
132	0	S	as	64	p
132	0	S	ch	23	x
132	0	S	d	190	n
132	0	S	daiiin	29	f
132	0	S	daiin	182	r
132	0	S	dain	136	m
132	0	S	dair	69	o
132	0	S	dal	149	a
132	0	S	daly	42	l
132	0	S	dam	106	r
132	0	S	dar	172	e
132	0	S	dl	10	x
132	0	S	do	22	f
132	0	S	dol	59	d
132	0	S	dor	76	m
132	0	S	dy	741	i
132	0	S	e	77	p
132	0	S	eaiin	12	h
132	0	S	eain	96	n
132	0	S	eal	215	u
132	0	S	ealy	24	q
132	0	S	eam	73	f
132	0	S	ear	195	e
132	0	S	ed	283	a
132	0	S	edaiiin	42	q
132	0	S	edaiin	224	t
132	0	S	edain	136	m
132	0	S	edair	80	l
132	0	S	edal	217	s
132	0	S	edam	154	o
132	0	S	edar	176	p
132	0	S	edo	60	x
132	0	S	edol	83	l
132	0	S	edor	69	v
132	0	S	edy	813	e
132	0	S	ee	105	u
132	0	S	eeal	75	m
132	0	S	eeam	27	g
132	0	S	eear	107	r
132	0	S	eed	226	s
132	0	S	eedaiin	90	l
132	0	S	eedain	119	u
132	0	S	eedal	39	h
132	0	S	eedam	9	h
132	0	S	eedar	142	m
132	0	S	eedo	10	x
132	0	S	eedy	311	r
132	0	S	eeed	19	b
132	0	S	eeedy	148	o
132	0	S	eeeo	18	v
132	0	S	eeeody	35	d
132	0	S	eeeos	16	x
132	0	S	eees	111	n
132	0	S	eeey	238	c
132	0	S	eel	12	f
132	0	S	eeo	190	s
132	0	S	eeod	48	p
132	0	S	eeody	186	d
132	0	S	eeol	207	u
132	0	S	eeor	212	r
132	0	S	eeos	81	d
132	0	S	eeoy	15	h
132	0	S	eer	10	h
132	0	S	ees	231	t
132	0	S	eesy	55	l
132	0	S	eey	416	u
132	0	S	eo	176	u
132	0	S	eod	179	n
132	0	S	eody	332	i
132	0	S	eol	281	a
132	0	S	eols	37	g
132	0	S	eoly	37	p
132	0	S	eom	32	b
132	0	S	eor	340	i
132	0	S	eory	2	y
132	0	S	eos	161	o
132	0	S	eoy	52	b
132	0	S	er	11	h
132	0	S	ery	19	x
132	0	S	es	256	l
132	0	S	esy	48	c
132	0	S	ey	374	e
132	0	S	g	75	g
132	0	S	iiin	28	f
132	0	S	iin	109	q
132	0	S	iir	12	g
132	0	S	kg	1	z
132	0	S	l	91	b
132	0	S	m	157	i
132	0	S	o	380	i
132	0	S	od	161	i
132	0	S	ody	312	m
132	0	S	oiiin	23	q
132	0	S	oiin	204	n
132	0	S	oin	8	y
132	0	S	ok	12	g
132	0	S	ol	291	e
132	0	S	ols	39	q
132	0	S	oly	83	d
132	0	S	om	111	t
132	0	S	or	394	o
132	0	S	ory	53	b
132	0	S	os	107	s
132	0	S	osy	4	y
132	0	S	oy	44	b
132	0	S	r	117	c
132	0	S	ry	3	y
132	0	S	s	173	r
132	0	S	saiin	40	g
132	0	S	sairy	8	f
132	0	S	sd	25	v
132	0	S	sdy	32	v
132	0	S	sy	32	v
132	0	S	y	489	t
132	0	S	yl	3	y
132	0	S	yr	3	y
132	0	U	aiin	327	o
132	0	U	ain	145	o
132	0	U	air	59	o
132	0	U	aireeol	9	y
132	0	U	aireey	9	y
132	0	U	al	141	o
132	0	U	am	90	o
132	0	U	ar	311	e
132	0	U	chckhey	45	d
132	0	U	chckhy	138	e
132	0	U	chdaiin	33	h
132	0	U	chdy	244	a
132	0	U	chedy	696	e
132	0	U	cheedy	73	d
132	0	U	cheey	175	d
132	0	U	cheol	107	a
132	0	U	chey	291	c
132	0	U	chol	136	a
132	0	U	chor	68	d
132	0	U	chs	34	v
132	0	U	cthdy	33	x
132	0	U	daiin	462	n
132	0	U	dain	176	n
132	0	U	dair	89	n
132	0	U	dal	174	n
132	0	U	dam	81	n
132	0	U	dar	587	e
132	0	U	daryeey	20	h
132	0	U	daryeo	11	q
132	0	U	dleal	16	f
132	0	U	dlee	10	y
132	0	U	dleedain	10	h
132	0	U	dleeol	22	f
132	0	U	dleey	51	d
132	0	U	dleo	22	v
132	0	U	dy	157	n
132	0	U	eseey	13	h
132	0	U	eseo	9	y
132	0	U	kal	50	p
132	0	U	kar	55	e
132	0	U	kchy	24	b
132	0	U	laiin	37	x
132	0	U	lchedy	177	e
132	0	U	lchey	57	c
132	0	U	lkaiin	102	c
132	0	U	lkain	63	d
132	0	U	ofeey	23	g
132	0	U	ofeo	8	y
132	0	U	okaiin	210	t
132	0	U	okain	205	u
132	0	U	okal	91	l
132	0	U	okar	125	m
132	0	U	okchdy	43	b
132	0	U	okchey	32	f
132	0	U	okchy	33	g
132	0	U	okedy	121	c
132	0	U	okeedy	177	r
132	0	U	okeey	173	s
132	0	U	okey	27	v
132	0	U	okol	39	q
132	0	U	okor	25	x
132	0	U	oky	75	p
132	0	U	ol	664	a
132	0	U	oleedy	26	h
132	0	U	olkaiin	112	t
132	0	U	olkain	83	u
132	0	U	olkal	50	l
132	0	U	olkar	63	m
132	0	U	olkchdy	21	b
132	0	U	olkchedy	8	y
132	0	U	olkchey	15	f
132	0	U	olkchy	13	g
132	0	U	olkeedy	96	r
132	0	U	olkeey	94	s
132	0	U	olky	34	p
132	0	U	opar	26	x
132	0	U	or	253	a
132	0	U	otaiin	212	t
132	0	U	otain	197	u
132	0	U	otal	97	l
132	0	U	otar	139	m
132	0	U	otchdy	44	b
132	0	U	otchey	27	f
132	0	U	otchy	36	g
132	0	U	otedy	302	i
132	0	U	oteedy	189	r
132	0	U	oteey	169	s
132	0	U	otol	40	q
132	0	U	oty	68	p
132	0	U	qokaiin	504	t
132	0	U	qokain	435	u
132	0	U	qokal	215	l
132	0	U	qokar	328	m
132	0	U	qokchdy	83	b
132	0	U	qokchedy	58	h
132	0	U	qokchey	84	f
132	0	U	qokchy	75	g
132	0	U	qokedy	293	i
132	0	U	qokeedy	443	r
132	0	U	qokeey	480	s
132	0	U	qokey	76	v
132	0	U	qokol	106	q
132	0	U	qokor	45	x
132	0	U	qoky	149	p
132	0	U	qol	225	a
132	0	U	qotaiin	92	t
132	0	U	qotain	94	u
132	0	U	qotal	46	l
132	0	U	qotar	60	m
132	0	U	qotchy	20	g
132	0	U	qotedy	142	i
132	0	U	qoteedy	99	r
132	0	U	qoteey	92	s
132	0	U	raiin	156	i
132	0	U	reedy	35	v
132	0	U	saiin	91	l
132	0	U	sain	142	m
132	0	U	sar	43	c
132	0	U	schdy	21	q
132	0	U	shckhy	108	c
132	0	U	sheckhy	39	b
132	0	U	shedy	785	i
132	0	U	sheedy	210	u
132	0	U	sheey	211	t
132	0	U	sheody	61	p
132	0	U	sheol	170	r
132	0	U	shey	297	i
132	0	U	shody	44	q
132	0	U	shol	172	s
132	0	U	shor	45	v
132	0	U	taiin	49	x
132	0	U	y	143	o
138	1	P	aiiin	149	m
138	1	P	aiir	82	n
138	1	P	ail	2	y
138	1	P	air	8	q
138	1	P	al	169	a
138	1	P	aly	25	h
138	1	P	ar	232	t
138	1	P	ary	18	b
138	1	P	ch	661	e
138	1	P	chckh	143	a
138	1	P	chcph	25	p
138	1	P	chcth	203	s
138	1	P	ckh	141	u
138	1	P	cph	70	g
138	1	P	cth	213	l
138	1	P	d	56	m
138	1	P	da	13	v
138	1	P	dair	26	f
138	1	P	dal	71	d
138	1	P	daly	33	v
138	1	P	dar	79	d
138	1	P	dary	14	q
138	1	P	dch	179	p
138	1	P	dk	9	x
138	1	P	do	13	x
138	1	P	dol	103	b
138	1	P	dor	37	b
138	1	P	dsh	157	e
138	1	P	dyk	35	v
138	1	P	dyt	22	g
138	1	P	es	11	q
138	1	P	f	26	x
138	1	P	fch	137	u
138	1	P	k	700	i
138	1	P	kch	182	n
138	1	P	ksh	112	s
138	1	P	l	299	m
138	1	P	lch	288	c
138	1	P	lk	412	s
138	1	P	lkch	142	o
138	1	P	lpch	65	x
138	1	P	ls	324	a
138	1	P	lsh	150	e
138	1	P	lt	131	o
138	1	P	ly	26	f
138	1	P	o	160	d
138	1	P	och	122	c
138	1	P	ockh	53	l
138	1	P	octh	37	b
138	1	P	od	254	t
138	1	P	ody	123	o
138	1	P	of	6	q
138	1	P	ofch	74	p
138	1	P	oiiin	16	q
138	1	P	oiin	22	h
138	1	P	ok	220	e
138	1	P	okch	152	n
138	1	P	oksh	66	o
138	1	P	ol	285	e
138	1	P	olch	321	a
138	1	P	olk	253	u
138	1	P	olpch	11	y
138	1	P	olsh	138	i
138	1	P	olt	70	c
138	1	P	oly	173	n
138	1	P	op	251	u
138	1	P	opch	418	n
138	1	P	opsh	3	y
138	1	P	or	189	s
138	1	P	orch	36	g
138	1	P	ory	16	h
138	1	P	os	69	n
138	1	P	osh	43	f
138	1	P	ot	491	u
138	1	P	otch	97	r
138	1	P	otsh	79	d
138	1	P	p	276	u
138	1	P	pch	256	t
138	1	P	psh	25	b
138	1	P	q	65	m
138	1	P	qo	334	e
138	1	P	qoch	16	h
138	1	P	qockh	69	v
138	1	P	qocth	8	h
138	1	P	qofch	67	c
138	1	P	qok	354	t
138	1	P	qokch	43	l
138	1	P	qoksh	67	p
138	1	P	qol	29	d
138	1	P	qolch	41	b
138	1	P	qolk	76	p
138	1	P	qolsh	25	x
138	1	P	qop	97	r
138	1	P	qopch	226	r
138	1	P	qor	33	p
138	1	P	qot	317	i
138	1	P	qotch	73	h
138	1	P	qotsh	25	f
138	1	P	r	357	o
138	1	P	rch	116	t
138	1	P	rsh	45	f
138	1	P	ry	6	q
138	1	P	s	114	m
138	1	P	sair	49	d
138	1	P	sal	197	i
138	1	P	sar	45	v
138	1	P	sch	79	l
138	1	P	sh	591	a
138	1	P	shckh	84	f
138	1	P	shcth	136	m
138	1	P	sk	1	y
138	1	P	so	3	y
138	1	P	soiin	20	v
138	1	P	sol	208	s
138	1	P	solch	39	g
138	1	P	solk	86	o
138	1	P	sor	114	t
138	1	P	ssh	29	g
138	1	P	sy	13	g
138	1	P	t	477	r
138	1	P	tch	210	r
138	1	P	tsh	116	c
138	1	P	x	9	x
138	1	P	y	141	c
138	1	P	ych	315	i
138	1	P	yk	336	i
138	1	P	ykch	83	l
138	1	P	ypch	90	l
138	1	P	ysh	209	r
138	1	P	yt	315	a
138	1	P	ytch	94	s
138	1	S	a	28	d
138	1	S	aiiin	129	c
138	1	S	aiin	612	a
138	1	S	aiir	135	c
138	1	S	aiis	21	v
138	1	S	ail	62	c
138	1	S	aim	84	o
138	1	S	ain	310	e
138	1	S	air	299	a
138	1	S	ais	32	p
138	1	S	al	331	n
138	1	S	als	42	q
138	1	S	aly	140	a
138	1	S	am	196	t
138	1	S	an	109	s
138	1	S	ar	396	s
138	1	S	ary	80	t
138	1	S	as	64	p
138	1	S	ch	23	x
138	1	S	d	190	n
138	1	S	daiiin	29	f
138	1	S	daiin	182	r
138	1	S	dain	136	m
138	1	S	dair	69	o
138	1	S	dal	149	a
138	1	S	daly	42	l
138	1	S	dam	106	r
138	1	S	dar	172	e
138	1	S	dl	10	x
138	1	S	do	22	f
138	1	S	dol	59	d
138	1	S	dor	76	m
138	1	S	dy	713	i
138	1	S	e	77	p
138	1	S	eaiin	12	h
138	1	S	eain	96	n
138	1	S	eal	208	u
138	1	S	ealy	24	q
138	1	S	eam	73	f
138	1	S	ear	195	e
138	1	S	ed	283	a
138	1	S	edaiiin	42	q
138	1	S	edaiin	224	t
138	1	S	edain	136	m
138	1	S	edair	80	l
138	1	S	edal	217	s
138	1	S	edam	154	o
138	1	S	edar	176	p
138	1	S	edo	60	x
138	1	S	edol	83	l
138	1	S	edor	69	v
138	1	S	edy	813	e
138	1	S	ee	99	u
138	1	S	eeal	75	m
138	1	S	eeam	27	g
138	1	S	eear	107	r
138	1	S	eed	226	s
138	1	S	eedaiin	90	l
138	1	S	eedain	119	u
138	1	S	eedal	39	h
138	1	S	eedam	9	h
138	1	S	eedar	142	m
138	1	S	eedo	10	x
138	1	S	eedy	311	r
138	1	S	eeed	19	b
138	1	S	eeedy	148	o
138	1	S	eeeo	18	v
138	1	S	eeeody	35	d
138	1	S	eeeos	16	x
138	1	S	eees	111	n
138	1	S	eeey	238	c
138	1	S	eel	12	f
138	1	S	eeo	190	s
138	1	S	eeod	48	p
138	1	S	eeody	186	d
138	1	S	eeol	200	u
138	1	S	eeor	212	r
138	1	S	eeos	81	d
138	1	S	eeoy	15	h
138	1	S	eer	10	h
138	1	S	ees	231	t
138	1	S	eesy	55	l
138	1	S	eey	416	u
138	1	S	eo	156	u
138	1	S	eod	179	n
138	1	S	eody	332	i
138	1	S	eol	281	a
138	1	S	eols	37	g
138	1	S	eoly	37	p
138	1	S	eom	32	b
138	1	S	eor	340	i
138	1	S	eory	2	y
138	1	S	eos	161	o
138	1	S	eoy	52	b
138	1	S	er	11	h
138	1	S	ery	19	x
138	1	S	es	256	l
138	1	S	esy	48	c
138	1	S	ey	374	e
138	1	S	g	75	g
138	1	S	iiin	28	f
138	1	S	iin	109	q
138	1	S	iir	12	g
138	1	S	kg	1	z
138	1	S	l	91	b
138	1	S	m	157	i
138	1	S	o	380	i
138	1	S	od	161	i
138	1	S	ody	312	m
138	1	S	oiiin	23	q
138	1	S	oiin	204	n
138	1	S	oin	8	y
138	1	S	ok	12	g
138	1	S	ol	291	e
138	1	S	ols	39	q
138	1	S	oly	83	d
138	1	S	om	111	t
138	1	S	or	394	o
138	1	S	ory	53	b
138	1	S	os	107	s
138	1	S	osy	4	y
138	1	S	oy	44	b
138	1	S	r	117	c
138	1	S	ry	3	y
138	1	S	s	173	r
138	1	S	saiin	40	g
138	1	S	sairy	8	f
138	1	S	sd	25	v
138	1	S	sdy	32	v
138	1	S	sy	32	v
138	1	S	y	473	t
138	1	S	yl	3	y
138	1	S	yr	3	y
138	1	U	aiin	327	o
