split	physical_folio	unit	count	all_unit_exposure	rate_per_1000_units	within_unit_fraction
train	f83	C	27	1151	23.457862728062555	0.018685121107266434
train	f86	C	39	2306	16.91240242844753	0.02698961937716263
train	f87	C	5	469	10.660980810234541	0.0034602076124567475
train	f9	C	14	337	41.54302670623145	0.009688581314878892
train	f93	C	28	537	52.141527001862194	0.019377162629757784
train	f94	C	12	351	34.18803418803419	0.008304498269896194
train	f95	C	33	717	46.02510460251046	0.022837370242214532
train	f96	C	12	353	33.994334277620396	0.008304498269896194
train	f99	C	9	852	10.56338028169014	0.006228373702422145
train	f10	d	7	268	26.119402985074625	0.006118881118881119
train	f100	d	11	483	22.77432712215321	0.009615384615384616
train	f102	d	30	969	30.959752321981423	0.026223776223776224
train	f104	d	54	1968	27.4390243902439	0.0472027972027972
train	f106	d	34	1891	17.97990481226864	0.02972027972027972
train	f107	d	11	1899	5.792522380200105	0.009615384615384616
train	f11	d	17	198	85.85858585858585	0.01486013986013986
train	f112	d	21	1652	12.711864406779661	0.018356643356643356
train	f13	d	15	274	54.74452554744526	0.013111888111888112
train	f14	d	15	295	50.847457627118644	0.013111888111888112
train	f15	d	9	292	30.82191780821918	0.007867132867132868
train	f16	d	11	323	34.05572755417957	0.009615384615384616
train	f17	d	18	462	38.96103896103896	0.015734265734265736
train	f19	d	16	285	56.14035087719298	0.013986013986013986
train	f2	d	18	330	54.54545454545455	0.015734265734265736
train	f20	d	11	344	31.976744186046513	0.009615384615384616
train	f21	d	5	318	15.723270440251572	0.004370629370629371
train	f22	d	19	341	55.71847507331378	0.016608391608391608
train	f24	d	11	367	29.97275204359673	0.009615384615384616
train	f25	d	12	217	55.29953917050691	0.01048951048951049
train	f26	d	8	368	21.73913043478261	0.006993006993006993
train	f27	d	10	157	63.69426751592356	0.008741258741258742
train	f29	d	7	288	24.305555555555557	0.006118881118881119
train	f3	d	12	428	28.037383177570092	0.01048951048951049
train	f31	d	9	210	42.857142857142854	0.007867132867132868
train	f32	d	24	296	81.08108108108108	0.02097902097902098
train	f34	d	11	522	21.0727969348659	0.009615384615384616
train	f35	d	13	336	38.69047619047619	0.011363636363636364
train	f36	d	12	260	46.15384615384615	0.01048951048951049
train	f37	d	12	325	36.92307692307692	0.01048951048951049
train	f38	d	6	184	32.608695652173914	0.005244755244755245
train	f39	d	22	555	39.63963963963964	0.019230769230769232
train	f4	d	5	300	16.666666666666668	0.004370629370629371
train	f40	d	4	361	11.0803324099723	0.0034965034965034965
train	f41	d	17	374	45.45454545454545	0.01486013986013986
train	f42	d	17	497	34.20523138832998	0.01486013986013986
train	f43	d	17	627	27.11323763955343	0.01486013986013986
train	f44	d	13	346	37.57225433526011	0.011363636363636364
train	f46	d	23	558	41.21863799283154	0.020104895104895104
train	f48	d	12	459	26.143790849673202	0.01048951048951049
train	f49	d	27	552	48.91304347826087	0.0236013986013986
train	f5	d	5	206	24.271844660194176	0.004370629370629371
train	f50	d	8	385	20.77922077922078	0.006993006993006993
train	f51	d	12	372	32.25806451612903	0.01048951048951049
train	f54	d	4	170	23.529411764705884	0.0034965034965034965
train	f55	d	13	395	32.91139240506329	0.011363636363636364
train	f56	d	4	342	11.695906432748538	0.0034965034965034965
train	f58	d	19	1619	11.735639283508338	0.016608391608391608
train	f6	d	10	407	24.57002457002457	0.008741258741258742
train	f66	d	44	1008	43.65079365079365	0.038461538461538464
train	f7	d	20	296	67.56756756756756	0.017482517482517484
train	f75	d	30	1365	21.978021978021978	0.026223776223776224
train	f76	d	44	1798	24.47163515016685	0.038461538461538464
train	f77	d	29	1182	24.534686971235196	0.025349650349650348
train	f78	d	36	1023	35.19061583577712	0.03146853146853147
train	f79	d	21	1366	15.373352855051245	0.018356643356643356
train	f8	d	20	538	37.174721189591075	0.017482517482517484
train	f80	d	15	1496	10.026737967914439	0.013111888111888112
train	f82	d	24	1115	21.524663677130047	0.02097902097902098
train	f83	d	29	1151	25.195482189400522	0.025349650349650348
train	f86	d	44	2306	19.080659150043367	0.038461538461538464
train	f87	d	10	469	21.321961620469082	0.008741258741258742
train	f9	d	11	337	32.640949554896146	0.009615384615384616
train	f93	d	16	537	29.7951582867784	0.013986013986013986
train	f94	d	9	351	25.641025641025642	0.007867132867132868
train	f95	d	15	717	20.92050209205021	0.013111888111888112
train	f96	d	6	353	16.997167138810198	0.005244755244755245
train	f99	d	20	852	23.474178403755868	0.017482517482517484
train	f10	o	11	268	41.04477611940298	0.009769094138543518
train	f100	o	24	483	49.68944099378882	0.021314387211367674
train	f102	o	44	969	45.40763673890609	0.03907637655417407
train	f104	o	74	1968	37.60162601626016	0.06571936056838366
train	f106	o	54	1891	28.556319407720782	0.047957371225577264
train	f107	o	36	1899	18.95734597156398	0.03197158081705151
train	f11	o	3	198	15.151515151515152	0.0026642984014209592
train	f112	o	40	1652	24.213075060532688	0.035523978685612786
train	f13	o	10	274	36.496350364963504	0.008880994671403197
train	f14	o	13	295	44.067796610169495	0.011545293072824156
train	f15	o	10	292	34.24657534246575	0.008880994671403197
train	f16	o	12	323	37.15170278637771	0.010657193605683837
train	f17	o	22	462	47.61904761904762	0.019538188277087035
train	f19	o	5	285	17.54385964912281	0.004440497335701598
train	f2	o	9	330	27.272727272727273	0.007992895204262877
train	f20	o	17	344	49.41860465116279	0.015097690941385435
train	f21	o	15	318	47.16981132075472	0.013321492007104795
train	f22	o	13	341	38.12316715542522	0.011545293072824156
train	f24	o	29	367	79.01907356948229	0.02575488454706927
train	f25	o	5	217	23.04147465437788	0.004440497335701598
train	f26	o	11	368	29.891304347826086	0.009769094138543518
train	f27	o	2	157	12.738853503184714	0.0017761989342806395
train	f29	o	9	288	31.25	0.007992895204262877
train	f3	o	24	428	56.074766355140184	0.021314387211367674
train	f31	o	3	210	14.285714285714286	0.0026642984014209592
train	f32	o	7	296	23.64864864864865	0.006216696269982238
train	f34	o	6	522	11.494252873563218	0.0053285968028419185
train	f35	o	10	336	29.761904761904763	0.008880994671403197
train	f36	o	9	260	34.61538461538461	0.007992895204262877
train	f37	o	20	325	61.53846153846154	0.017761989342806393
train	f38	o	8	184	43.47826086956522	0.007104795737122558
train	f39	o	14	555	25.225225225225227	0.012433392539964476
train	f4	o	14	300	46.666666666666664	0.012433392539964476
train	f40	o	8	361	22.1606648199446	0.007104795737122558
train	f41	o	7	374	18.71657754010695	0.006216696269982238
train	f42	o	11	497	22.132796780684103	0.009769094138543518
train	f43	o	11	627	17.54385964912281	0.009769094138543518
train	f44	o	14	346	40.46242774566474	0.012433392539964476
train	f46	o	10	558	17.921146953405017	0.008880994671403197
train	f48	o	7	459	15.250544662309368	0.006216696269982238
train	f49	o	20	552	36.231884057971016	0.017761989342806393
train	f5	o	11	206	53.398058252427184	0.009769094138543518
train	f50	o	9	385	23.376623376623378	0.007992895204262877
train	f51	o	13	372	34.946236559139784	0.011545293072824156
train	f54	o	4	170	23.529411764705884	0.003552397868561279
train	f55	o	15	395	37.9746835443038	0.013321492007104795
train	f56	o	4	342	11.695906432748538	0.003552397868561279
train	f58	o	39	1619	24.088943792464484	0.03463587921847247
train	f6	o	21	407	51.597051597051596	0.018650088809946713
train	f66	o	20	1008	19.841269841269842	0.017761989342806393
train	f7	o	15	296	50.67567567567568	0.013321492007104795
train	f75	o	17	1365	12.454212454212454	0.015097690941385435
train	f76	o	16	1798	8.898776418242491	0.014209591474245116
train	f77	o	13	1182	10.998307952622673	0.011545293072824156
train	f78	o	8	1023	7.820136852394917	0.007104795737122558
train	f79	o	16	1366	11.71303074670571	0.014209591474245116
train	f8	o	17	538	31.598513011152416	0.015097690941385435
train	f80	o	18	1496	12.032085561497325	0.015985790408525755
train	f82	o	7	1115	6.278026905829597	0.006216696269982238
train	f83	o	9	1151	7.819287576020852	0.007992895204262877
train	f86	o	49	2306	21.248915871639202	0.043516873889875664
train	f87	o	16	469	34.11513859275053	0.014209591474245116
train	f9	o	14	337	41.54302670623145	0.012433392539964476
train	f93	o	27	537	50.279329608938546	0.023978685612788632
train	f94	o	8	351	22.79202279202279	0.007104795737122558
train	f95	o	13	717	18.13110181311018	0.011545293072824156
train	f96	o	19	353	53.82436260623229	0.016873889875666074
train	f99	o	37	852	43.42723004694836	0.03285968028419183
held	f1	ol	11	439	25.056947608200456	0.01544943820224719
held	f103	ol	73	1869	39.05831995719636	0.10252808988764045
held	f105	ol	44	1726	25.492468134414832	0.06179775280898876
held	f108	ol	45	2133	21.09704641350211	0.06320224719101124
held	f111	ol	42	2420	17.355371900826448	0.05898876404494382
held	f113	ol	66	2150	30.697674418604652	0.09269662921348315
held	f114	ol	44	1811	24.29596907785754	0.06179775280898876
held	f115	ol	40	1905	20.99737532808399	0.056179775280898875
held	f116	ol	28	1008	27.77777777777778	0.03932584269662921
held	f18	ol	17	305	55.73770491803279	0.023876404494382022
held	f23	ol	39	388	100.51546391752578	0.054775280898876406
held	f28	ol	15	269	55.762081784386616	0.021067415730337078
held	f30	ol	11	345	31.884057971014492	0.01544943820224719
held	f33	ol	6	323	18.575851393188856	0.008426966292134831
held	f45	ol	16	331	48.338368580060425	0.02247191011235955
held	f47	ol	7	298	23.48993288590604	0.009831460674157303
held	f52	ol	11	316	34.81012658227848	0.01544943820224719
held	f53	ol	12	291	41.23711340206186	0.016853932584269662
held	f81	ol	66	845	78.10650887573965	0.09269662921348315
held	f85	ol	35	1058	33.0812854442344	0.04915730337078652
held	f88	ol	40	665	60.150375939849624	0.056179775280898875
held	f89	ol	36	614	58.63192182410423	0.05056179775280899
held	f90	ol	8	170	47.05882352941177	0.011235955056179775
held	f1	y	25	439	56.94760820045558	0.04512635379061372
held	f103	y	56	1869	29.9625468164794	0.10108303249097472
held	f105	y	45	1726	26.071842410196986	0.0812274368231047
held	f108	y	31	2133	14.533520862634786	0.05595667870036101
held	f111	y	22	2420	9.090909090909092	0.039711191335740074
held	f113	y	38	2150	17.674418604651162	0.06859205776173286
held	f114	y	42	1811	23.191606847045833	0.07581227436823104
held	f115	y	41	1905	21.522309711286088	0.0740072202166065
held	f116	y	29	1008	28.76984126984127	0.052346570397111915
held	f18	y	13	305	42.622950819672134	0.023465703971119134
held	f23	y	18	388	46.391752577319586	0.032490974729241874
held	f28	y	12	269	44.60966542750929	0.021660649819494584
held	f30	y	11	345	31.884057971014492	0.019855595667870037
held	f33	y	7	323	21.671826625387	0.01263537906137184
held	f45	y	14	331	42.29607250755287	0.02527075812274368
held	f47	y	18	298	60.40268456375839	0.032490974729241874
held	f52	y	12	316	37.9746835443038	0.021660649819494584
held	f53	y	13	291	44.67353951890034	0.023465703971119134
held	f81	y	31	845	36.68639053254438	0.05595667870036101
held	f85	y	19	1058	17.958412098298677	0.03429602888086643
held	f88	y	25	665	37.59398496240601	0.04512635379061372
held	f89	y	25	614	40.71661237785016	0.04512635379061372
held	f90	y	7	170	41.1764705882353	0.01263537906137184
held	f1	C	11	439	25.056947608200456	0.015471167369901548
held	f103	C	41	1869	21.936864633493848	0.057665260196905765
held	f105	C	35	1726	20.278099652375435	0.04922644163150492
held	f108	C	52	2133	24.378809188935772	0.07313642756680731
held	f111	C	88	2420	36.36363636363637	0.12376933895921238
held	f113	C	75	2150	34.883720930232556	0.10548523206751055
held	f114	C	62	1811	34.23522915516289	0.08720112517580872
held	f115	C	96	1905	50.39370078740158	0.1350210970464135
held	f116	C	31	1008	30.753968253968253	0.04360056258790436
held	f18	C	15	305	49.18032786885246	0.02109704641350211
held	f23	C	13	388	33.50515463917526	0.01828410689170183
held	f28	C	19	269	70.63197026022304	0.026722925457102673
held	f30	C	29	345	84.05797101449275	0.040787623066104076
held	f33	C	10	323	30.959752321981423	0.014064697609001406
held	f45	C	17	331	51.3595166163142	0.02390998593530239
held	f47	C	23	298	77.18120805369128	0.03234880450070324
held	f52	C	14	316	44.30379746835443	0.01969057665260197
held	f53	C	8	291	27.491408934707902	0.011251758087201125
held	f81	C	16	845	18.93491124260355	0.02250351617440225
held	f85	C	30	1058	28.35538752362949	0.04219409282700422
held	f88	C	12	665	18.045112781954888	0.016877637130801686
held	f89	C	9	614	14.657980456026058	0.012658227848101266
held	f90	C	5	170	29.41176470588235	0.007032348804500703
held	f1	d	15	439	34.16856492027335	0.02512562814070352
held	f103	d	13	1869	6.955591225254147	0.021775544388609715
held	f105	d	56	1726	32.4449594438007	0.09380234505862646
held	f108	d	49	2133	22.97233942803563	0.08207705192629816
held	f111	d	45	2420	18.59504132231405	0.07537688442211055
held	f113	d	20	2150	9.30232558139535	0.03350083752093802
held	f114	d	98	1811	54.1137493097736	0.16415410385259632
held	f115	d	59	1905	30.971128608923884	0.09882747068676717
held	f116	d	13	1008	12.896825396825397	0.021775544388609715
held	f18	d	17	305	55.73770491803279	0.02847571189279732
held	f23	d	21	388	54.123711340206185	0.035175879396984924
held	f28	d	9	269	33.45724907063197	0.01507537688442211
held	f30	d	13	345	37.68115942028985	0.021775544388609715
held	f33	d	8	323	24.76780185758514	0.01340033500837521
held	f45	d	13	331	39.274924471299094	0.021775544388609715
held	f47	d	17	298	57.04697986577181	0.02847571189279732
held	f52	d	11	316	34.81012658227848	0.018425460636515914
held	f53	d	13	291	44.67353951890034	0.021775544388609715
held	f81	d	26	845	30.76923076923077	0.04355108877721943
held	f85	d	39	1058	36.86200378071834	0.06532663316582915
held	f88	d	20	665	30.075187969924812	0.03350083752093802
held	f89	d	17	614	27.68729641693811	0.02847571189279732
held	f90	d	5	170	29.41176470588235	0.008375209380234505
held	f1	o	20	439	45.558086560364465	0.03284072249589491
held	f103	o	23	1869	12.306046013911182	0.03776683087027915
held	f105	o	62	1726	35.92120509849363	0.10180623973727422
held	f108	o	37	2133	17.34646038443507	0.060755336617405585
held	f111	o	49	2420	20.24793388429752	0.08045977011494253
held	f113	o	70	2150	32.55813953488372	0.11494252873563218
held	f114	o	99	1811	54.66593042517946	0.1625615763546798
held	f115	o	62	1905	32.54593175853018	0.10180623973727422
held	f116	o	11	1008	10.912698412698413	0.0180623973727422
held	f18	o	9	305	29.508196721311474	0.014778325123152709
held	f23	o	12	388	30.927835051546392	0.019704433497536946
held	f28	o	5	269	18.587360594795538	0.008210180623973728
held	f30	o	14	345	40.57971014492754	0.022988505747126436
held	f33	o	3	323	9.287925696594428	0.0049261083743842365
held	f45	o	9	331	27.190332326283986	0.014778325123152709
held	f47	o	4	298	13.422818791946309	0.006568144499178982
held	f52	o	8	316	25.31645569620253	0.013136288998357963
held	f53	o	13	291	44.67353951890034	0.021346469622331693
held	f81	o	11	845	13.017751479289942	0.0180623973727422
held	f85	o	28	1058	26.465028355387524	0.04597701149425287
held	f88	o	32	665	48.1203007518797	0.052545155993431854
held	f89	o	23	614	37.45928338762215	0.03776683087027915
held	f90	o	5	170	29.41176470588235	0.008210180623973728
pooled	f1	ol	11	439	25.056947608200456	0.0043358297201418995
pooled	f10	ol	6	268	22.388059701492537	0.002364998029168309
pooled	f100	ol	24	483	49.68944099378882	0.009459992116673236
pooled	f102	ol	49	969	50.56759545923632	0.01931415057154119
pooled	f103	ol	73	1869	39.05831995719636	0.028774142688214426
pooled	f104	ol	52	1968	26.422764227642276	0.020496649586125345
pooled	f105	ol	44	1726	25.492468134414832	0.017343318880567598
pooled	f106	ol	46	1891	24.325753569539927	0.018131651556957035
pooled	f107	ol	54	1899	28.436018957345972	0.02128498226251478
pooled	f108	ol	45	2133	21.09704641350211	0.017737485218762318
pooled	f11	ol	3	198	15.151515151515152	0.0011824990145841545
pooled	f111	ol	42	2420	17.355371900826448	0.016554986204178165
pooled	f112	ol	35	1652	21.1864406779661	0.013795821836815136
pooled	f113	ol	66	2150	30.697674418604652	0.0260149783208514
pooled	f114	ol	44	1811	24.29596907785754	0.017343318880567598
pooled	f115	ol	40	1905	20.99737532808399	0.015766653527788728
pooled	f116	ol	28	1008	27.77777777777778	0.01103665746945211
pooled	f13	ol	13	274	47.44525547445255	0.005124162396531336
pooled	f14	ol	11	295	37.28813559322034	0.0043358297201418995
pooled	f15	ol	12	292	41.0958904109589	0.004729996058336618
pooled	f16	ol	4	323	12.38390092879257	0.0015766653527788726
pooled	f17	ol	26	462	56.277056277056275	0.010248324793062672
pooled	f18	ol	17	305	55.73770491803279	0.006700827749310209
pooled	f19	ol	8	285	28.07017543859649	0.0031533307055577452
pooled	f2	ol	9	330	27.272727272727273	0.0035474970437524636
pooled	f20	ol	10	344	29.069767441860463	0.003941663381947182
pooled	f21	ol	16	318	50.314465408805034	0.0063066614111154905
pooled	f22	ol	21	341	61.58357771260997	0.008277493102089082
pooled	f23	ol	39	388	100.51546391752578	0.015372487189594008
pooled	f24	ol	12	367	32.69754768392371	0.004729996058336618
