split	unit	side	rank	neighbor	count	fraction
held	C	right	8	K	32	0.0450070323488045
held	C	right	9	ody	31	0.04360056258790436
held	C	right	10	od	29	0.040787623066104076
held	C	right	11	t	28	0.03938115330520394
held	C	right	12	ot	28	0.03938115330520394
held	C	right	13	s	28	0.03938115330520394
held	C	right	14	Ty	23	0.03234880450070324
held	C	right	15	l	22	0.030942334739803096
held	d	left	1	<BOS>	298	0.4991624790619765
held	d	left	2	Ce	62	0.10385259631490787
held	d	left	3	e	48	0.08040201005025126
held	d	left	4	C	39	0.06532663316582915
held	d	left	5	E	38	0.06365159128978225
held	d	left	6	Se	15	0.02512562814070352
held	d	left	7	y	14	0.023450586264656615
held	d	left	8	al	11	0.018425460636515914
held	d	left	9	S	10	0.01675041876046901
held	d	left	10	ol	7	0.011725293132328308
held	d	left	11	ar	5	0.008375209380234505
held	d	left	12	s	5	0.008375209380234505
held	d	left	13	a	4	0.006700167504187605
held	d	left	14	t	3	0.005025125628140704
held	d	left	15	l	3	0.005025125628140704
held	d	right	1	<EOS>	118	0.19765494137353434
held	d	right	2	air	65	0.10887772194304858
held	d	right	3	am	52	0.08710217755443886
held	d	right	4	ol	35	0.05862646566164154
held	d	right	5	ai	32	0.05360134003350084
held	d	right	6	or	32	0.05360134003350084
held	d	right	7	l	25	0.04187604690117253
held	d	right	8	o	25	0.04187604690117253
held	d	right	9	a	17	0.02847571189279732
held	d	right	10	Ce	16	0.02680067001675042
held	d	right	11	S	14	0.023450586264656615
held	d	right	12	C	10	0.01675041876046901
held	d	right	13	Se	10	0.01675041876046901
held	d	right	14	Cedy	10	0.01675041876046901
held	d	right	15	Cey	8	0.01340033500837521
held	o	left	1	<BOS>	190	0.31198686371100165
held	o	left	2	Ce	76	0.12479474548440066
held	o	left	3	E	46	0.0755336617405583
held	o	left	4	e	30	0.04926108374384237
held	o	left	5	Se	28	0.04597701149425287
held	o	left	6	d	25	0.041050903119868636
held	o	left	7	s	19	0.031198686371100164
held	o	left	8	l	19	0.031198686371100164
held	o	left	9	CE	14	0.022988505747126436
held	o	left	10	k	13	0.021346469622331693
held	o	left	11	r	11	0.0180623973727422
held	o	left	12	p	11	0.0180623973727422
held	o	left	13	al	11	0.0180623973727422
held	o	left	14	ot	10	0.016420361247947456
held	o	left	15	or	9	0.014778325123152709
held	o	right	1	<EOS>	182	0.2988505747126437
held	o	right	2	daN	58	0.09523809523809523
held	o	right	3	m	46	0.0755336617405583
held	o	right	4	N	31	0.05090311986863711
held	o	right	5	y	27	0.04433497536945813
held	o	right	6	i	23	0.03776683087027915
held	o	right	7	E	23	0.03776683087027915
held	o	right	8	f	22	0.0361247947454844
held	o	right	9	e	20	0.03284072249589491
held	o	right	10	ar	19	0.031198686371100164
held	o	right	11	aN	16	0.026272577996715927
held	o	right	12	T	9	0.014778325123152709
held	o	right	13	al	8	0.013136288998357963
held	o	right	14	I	6	0.009852216748768473
held	o	right	15	Sey	6	0.009852216748768473
pooled	ol	left	1	<BOS>	963	0.3795821836815136
pooled	ol	left	2	d	142	0.05597162002364998
pooled	ol	left	3	Se	131	0.05163579030350808
pooled	ol	left	4	ot	103	0.04059913283405597
pooled	ol	left	5	s	101	0.03981080015766653
pooled	ol	left	6	qok	95	0.037445802128498226
pooled	ol	left	7	ok	91	0.03586913677571935
pooled	ol	left	8	E	88	0.034686637761135196
pooled	ol	left	9	p	86	0.03389830508474576
pooled	ol	left	10	T	70	0.027591643673630272
pooled	ol	left	11	t	66	0.0260149783208514
pooled	ol	left	12	k	61	0.02404414662987781
pooled	ol	left	13	l	55	0.0216791486007095
pooled	ol	left	14	qot	52	0.020496649586125345
pooled	ol	left	15	ol	37	0.014584154513204573
pooled	ol	right	1	<EOS>	1351	0.5325187229010643
pooled	ol	right	2	y	105	0.041387465510445406
pooled	ol	right	3	dy	92	0.03626330311391407
pooled	ol	right	4	Cedy	71	0.02798581001182499
pooled	ol	right	5	aN	68	0.026803310997240835
pooled	ol	right	6	s	67	0.02640914465904612
pooled	ol	right	7	or	49	0.01931415057154119
pooled	ol	right	8	t	48	0.01891998423334647
pooled	ol	right	9	d	46	0.018131651556957035
pooled	ol	right	10	Sedy	42	0.016554986204178165
pooled	ol	right	11	S	41	0.016160819865983445
pooled	ol	right	12	Cey	39	0.015372487189594008
pooled	ol	right	13	ol	37	0.014584154513204573
pooled	ol	right	14	C	32	0.012613322822230981
pooled	ol	right	15	o	32	0.012613322822230981
pooled	y	left	1	<BOS>	608	0.2884250474383302
pooled	y	left	2	qok	143	0.06783681214421253
pooled	y	left	3	t	121	0.05740037950664137
pooled	y	left	4	al	107	0.05075901328273245
pooled	y	left	5	ol	105	0.04981024667931689
pooled	y	left	6	ar	96	0.04554079696394687
pooled	y	left	7	s	90	0.04269449715370019
pooled	y	left	8	qot	88	0.04174573055028463
pooled	y	left	9	o	71	0.033681214421252374
pooled	y	left	10	or	62	0.029411764705882353
pooled	y	left	11	p	42	0.019924098671726755
pooled	y	left	12	P	36	0.017077798861480076
pooled	y	left	13	dal	36	0.017077798861480076
pooled	y	left	14	olk	33	0.015654648956356737
pooled	y	left	15	a	32	0.015180265654648957
pooled	y	right	1	<EOS>	1459	0.6921252371916509
pooled	y	right	2	p	66	0.031309297912713474
pooled	y	right	3	Ce	63	0.02988614800759013
pooled	y	right	4	S	36	0.017077798861480076
pooled	y	right	5	d	31	0.014705882352941176
pooled	y	right	6	C	30	0.014231499051233396
pooled	y	right	7	dy	28	0.013282732447817837
pooled	y	right	8	daN	27	0.012808349146110056
pooled	y	right	9	CEy	27	0.012808349146110056
pooled	y	right	10	Se	23	0.010910815939278937
pooled	y	right	11	CE	22	0.010436432637571158
pooled	y	right	12	s	18	0.008538899430740038
pooled	y	right	13	Sey	18	0.008538899430740038
pooled	y	right	14	Co	17	0.008064516129032258
pooled	y	right	15	Cey	17	0.008064516129032258
pooled	C	left	1	<BOS>	1491	0.6915584415584416
pooled	C	left	2	p	85	0.03942486085343228
pooled	C	left	3	t	52	0.02411873840445269
pooled	C	left	4	l	49	0.022727272727272728
pooled	C	left	5	ot	44	0.02040816326530612
pooled	C	left	6	ok	43	0.019944341372912802
pooled	C	left	7	d	41	0.019016697588126158
pooled	C	left	8	k	32	0.014842300556586271
pooled	C	left	9	ol	32	0.014842300556586271
pooled	C	left	10	y	30	0.013914656771799629
pooled	C	left	11	qok	27	0.012523191094619666
pooled	C	left	12	qot	26	0.012059369202226345
pooled	C	left	13	op	24	0.011131725417439703
pooled	C	left	14	f	23	0.010667903525046383
pooled	C	left	15	yt	15	0.006957328385899814
pooled	C	right	1	ar	151	0.07003710575139147
pooled	C	right	2	ok	137	0.06354359925788497
pooled	C	right	3	ody	137	0.06354359925788497
pooled	C	right	4	Ky	134	0.06215213358070501
pooled	C	right	5	k	120	0.055658627087198514
pooled	C	right	6	al	111	0.05148423005565863
pooled	C	right	7	ot	100	0.04638218923933209
pooled	C	right	8	d	100	0.04638218923933209
pooled	C	right	9	Edy	99	0.04591836734693878
pooled	C	right	10	od	98	0.045454545454545456
pooled	C	right	11	K	83	0.03849721706864564
pooled	C	right	12	aN	82	0.038033395176252316
pooled	C	right	13	Ty	81	0.037569573283859
pooled	C	right	14	t	69	0.03200371057513915
pooled	C	right	15	s	67	0.031076066790352505
pooled	d	left	1	<BOS>	1025	0.5887421022400919
pooled	d	left	2	Ce	113	0.06490522688110281
pooled	d	left	3	C	100	0.05743825387708214
pooled	d	left	4	e	90	0.051694428489373924
pooled	d	left	5	E	68	0.039058012636415854
pooled	d	left	6	Se	51	0.02929350947731189
pooled	d	left	7	ol	46	0.026421596783457783
pooled	d	left	8	S	32	0.018380241240666284
pooled	d	left	9	y	31	0.017805858701895463
pooled	d	left	10	al	19	0.010913268236645606
pooled	d	left	11	l	14	0.0080413555427915
pooled	d	left	12	a	12	0.0068925904652498565
pooled	d	left	13	ar	10	0.005743825387708214
pooled	d	left	14	Col	9	0.005169442848937392
pooled	d	left	15	CE	8	0.004595060310166571
pooled	d	right	1	<EOS>	337	0.1935669155657668
pooled	d	right	2	ol	142	0.08156232050545663
pooled	d	right	3	am	138	0.07926479035037334
pooled	d	right	4	air	137	0.07869040781160253
pooled	d	right	5	or	114	0.06547960941987363
pooled	d	right	6	ai	98	0.056289488799540495
pooled	d	right	7	a	70	0.040206777713957496
pooled	d	right	8	o	62	0.035611717403790925
pooled	d	right	9	l	52	0.02986789201608271
pooled	d	right	10	S	41	0.023549684089603676
pooled	d	right	11	C	41	0.023549684089603676
pooled	d	right	12	Cy	39	0.022400919012062034
pooled	d	right	13	Ce	35	0.020103388856978748
pooled	d	right	14	Sedy	31	0.017805858701895463
pooled	d	right	15	Se	26	0.014933946008041356
pooled	o	left	1	<BOS>	568	0.3273775216138329
pooled	o	left	2	Ce	165	0.09510086455331412
pooled	o	left	3	e	100	0.05763688760806916
pooled	o	left	4	E	88	0.050720461095100866
pooled	o	left	5	Se	75	0.043227665706051875
pooled	o	left	6	s	72	0.0414985590778098
pooled	o	left	7	d	62	0.035734870317002884
pooled	o	left	8	l	49	0.02824207492795389
pooled	o	left	9	t	42	0.02420749279538905
pooled	o	left	10	k	36	0.0207492795389049
pooled	o	left	11	T	36	0.0207492795389049
pooled	o	left	12	p	34	0.019596541786743516
pooled	o	left	13	ok	32	0.018443804034582133
pooled	o	left	14	ol	32	0.018443804034582133
pooled	o	left	15	ar	27	0.015561959654178675
pooled	o	right	1	<EOS>	444	0.2559077809798271
pooled	o	right	2	daN	158	0.09106628242074928
pooled	o	right	3	m	125	0.07204610951008646
pooled	o	right	4	N	123	0.07089337175792507
pooled	o	right	5	E	76	0.04380403458213256
pooled	o	right	6	y	71	0.04092219020172911
pooled	o	right	7	i	64	0.03688760806916427
pooled	o	right	8	f	63	0.03631123919308357
pooled	o	right	9	aN	54	0.03112391930835735
pooled	o	right	10	e	50	0.02881844380403458
pooled	o	right	11	ar	48	0.0276657060518732
pooled	o	right	12	T	34	0.019596541786743516
pooled	o	right	13	Ky	27	0.015561959654178675
pooled	o	right	14	al	23	0.013256484149855908
pooled	o	right	15	K	22	0.012680115273775217
