paragraph	locus	index	raw	role	D	H	status	row_status
f6v|f6v.6-f6v.21	f6v.12	3	qokam	ACTION	erwärme	erwärme	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.12	4	cthy	MATERIAL	Kraut	Kraut	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	1	yodaiin	AMOUNT	weitere Dosis Q	weitere Dosis Q	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	2	cthy	MATERIAL	Kraut	Kraut	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	3	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	4	chor	MATERIAL	Blüten	Blüten	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	5	oees	STATE	gemischt	gemischt	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.13	6	or	AMOUNT	Anteil	Anteil	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.14	1	qokor	ACTION	erhitze	erhitze	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.14	2	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.14	3	cthol	MATERIAL	Krautpulver	Krautpulver	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.14	4	tchalody	STATE	fein gesiebt	fein gesiebt	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	1	chockhy	MIX	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	2	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	3	or	AMOUNT	Anteil	Anteil	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	4	chy	STATE	heiß	heiß	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	5	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	6	ain	NUMBER	Maßzahl P	Maßzahl P	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.15	7	ar	AMOUNT	Teil	Teil	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.16	1	ochy	ACTION	kühle	kühle	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.16	2	cthar	MATERIAL	kleine Kräuterportion	kleine Kräuterportion	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.16	3	cth[a:o]r	OPEN	[ungelesen: cth[a:o]r]	[ungelesen: cth[a:o]r]	UNREAD	recorded
f6v|f6v.6-f6v.21	f6v.16	4	cthy	MATERIAL	Kraut	Kraut	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	1	y	LINK	und	und	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	2	chaies	STATE	weich	weich	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	3	ckhal	ACTION	presse aus	presse aus	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	4	cthodam	MATERIAL	Kräuterrückstand	Kräuterrückstand	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.17	5	dy	STATE	fertig	fertig	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.18	1	ytchocthol	MATERIAL	benetztes Krautmehl	benetztes Krautmehl	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.18	2	ches	ACTION	stampfe	stampfe	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.18	3	{ith}or	OPEN	[ungelesen: {ith}or]	[ungelesen: {ith}or]	UNREAD	recorded
f6v|f6v.6-f6v.21	f6v.19	1	ocholy	MATERIAL	trockenes Feinmehl [nominale Qualität: Stoffkonstitution]	trockenes Feinmehl [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.19	2	kchos	ACTION	zerreibe	zerreibe	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.19	3	chy	STATE	heiß	heiß	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.19	4	dor	AMOUNT	abgemessene Menge	abgemessene Menge	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.20	1	dchor	MATERIAL	Blütenportion	Blütenportion	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.20	2	choldar	MATERIAL	Trockenanteil [nominale Qualität: Stoffkonstitution]	Trockenanteil [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.20	3	okol	MATERIAL	Grundansatz	Grundansatz	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.20	4	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.21	1	ycheor	LINK	zum Schluss	zum Schluss	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.21	2	chor	MATERIAL	Blüten	Blüten	ASSUMED	recorded
f6v|f6v.6-f6v.21	f6v.21	3	octham	ACTION	bewahre auf	bewahre auf	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	1	pchor	ACTION	nimm	nimm	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	2	ypcheey	OPEN	[ungelesen: ypcheey]	[ungelesen: ypcheey]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	3	qotor	ACTION	kühle ab	kühle ab	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	4	ypchy	OPEN	[ungelesen: ypchy]	[ungelesen: ypchy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	5	olcfholy	OPEN	[ungelesen: olcfholy]	[ungelesen: olcfholy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	6	t[o:e]	OPEN	[ungelesen: t[o:e]]	[ungelesen: t[o:e]]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	7	ar	AMOUNT	Teil	Teil	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.5	8	chty	OPEN	[ungelesen: chty]	[ungelesen: chty]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.5	9	daiiin	OPEN	[ungelesen: daiiin]	[ungelesen: daiiin]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	1	odol	MATERIAL	abgemessene Zubereitung	abgemessene Zubereitung	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	2	choy	STATE	grob	grob	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	3	ksheody	OPEN	[ungelesen: ksheody]	[ungelesen: ksheody]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	4	chody	MATERIAL	getrocknetes Material	getrocknetes Material	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	5	da[in:iin]	OPEN	[ungelesen: da[in:iin]]	[ungelesen: da[in:iin]]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	6	otchy	OPEN	[ungelesen: otchy]	[ungelesen: otchy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	7	cthod	OPEN	[ungelesen: cthod]	[ungelesen: cthod]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	8	yko	OPEN	[ungelesen: yko]	[ungelesen: yko]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.7	1	qo	ACTION	nimm	nimm	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	2	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	3	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	4	{ct}chy	OPEN	[ungelesen: {ct}chy]	[ungelesen: {ct}chy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.7	5	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	6	otal	MATERIAL	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	7	dor	AMOUNT	abgemessene Menge	abgemessene Menge	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	8	daim	OPEN	[ungelesen: daim]	[ungelesen: daim]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	1	soiin	OPEN	[ungelesen: soiin]	[ungelesen: soiin]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	2	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.8	3	qokcho	ACTION	verarbeite warm	verarbeite warm	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.8	4	rokyd	OPEN	[ungelesen: rokyd]	[ungelesen: rokyd]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	5	daly	OPEN	[ungelesen: daly]	[ungelesen: daly]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	1	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.9	2	chy	STATE	heiß	heiß	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.9	3	tor	OPEN	[ungelesen: tor]	[ungelesen: tor]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	4	chyty	OPEN	[ungelesen: chyty]	[ungelesen: chyty]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	5	dary	OPEN	[ungelesen: dary]	[ungelesen: dary]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	6	ytoldy	OPEN	[ungelesen: ytoldy]	[ungelesen: ytoldy]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.10	1	oty	STATE	kühl	kühl	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	2	kchol	MATERIAL	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	3	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	4	chy	STATE	heiß	heiß	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	5	kyty	OPEN	[ungelesen: kyty]	[ungelesen: kyty]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.11	1	ychor	LINK	nimm	nimm	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	2	chshoty	MATERIAL	kühl-feuchtes Material [nominale Qualität: Stoffkonstitution]	kühl-feuchtes Material [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	3	oky	STATE	warm	warm	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	4	kaiin	QUALITY_VALUE	Wärmestufe Q	Wärmestufe Q	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.12	1	chkaiin	OPEN	[ungelesen: chkaiin]	[ungelesen: chkaiin]	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.12	2	ckhy	ACTION	stampfe	stampfe	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.12	3	chor	MATERIAL	Blüten	Blüten	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	1	pchodol	OPEN	[ungelesen: pchodol]	[ungelesen: pchodol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	2	chor	MATERIAL	Blüten	Blüten	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	3	pchy	OPEN	[ungelesen: pchy]	[ungelesen: pchy]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	4	opydaiin	OPEN	[ungelesen: opydaiin]	[ungelesen: opydaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	5	odal	AMOUNT	abgemessener Anteil	abgemessener Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	6	dy	STATE	fertig	fertig	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	1	ycheey	OPEN	[ungelesen: ycheey]	[ungelesen: ycheey]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.2	2	keeor	MATERIAL	Feinauszug	Feinauszug	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	3	cthodal	OPEN	[ungelesen: cthodal]	[ungelesen: cthodal]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.2	4	okol	MATERIAL	Grundansatz	Grundansatz	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	5	odaiin	AMOUNT	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	6	okal	MATERIAL	Ausgangsmaterial	Ausgangsmaterial	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	1	oldaig	OPEN	[ungelesen: oldaig]	[ungelesen: oldaig]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	2	odaiin	AMOUNT	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	3	okal	MATERIAL	Ausgangsmaterial	Ausgangsmaterial	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	4	oldaiin	OPEN	[ungelesen: oldaiin]	[ungelesen: oldaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	5	chockhol	OPEN	[ungelesen: chockhol]	[ungelesen: chockhol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	6	olol	OPEN	[ungelesen: olol]	[ungelesen: olol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	1	kchor	MATERIAL	trockene Blüten [nominale Qualität: Stoffkonstitution]	trockene Blüten [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.4	2	fchol	OPEN	[ungelesen: fchol]	[ungelesen: fchol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	3	cphol	OPEN	[ungelesen: cphol]	[ungelesen: cphol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	4	olcheol	OPEN	[ungelesen: olcheol]	[ungelesen: olcheol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	5	ok[eee:eeee]y	OPEN	[ungelesen: ok[eee:eeee]y]	[ungelesen: ok[eee:eeee]y]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.5	1	ychol	ACTION	trockne	trockne	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	2	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	3	dolcheey	OPEN	[ungelesen: dolcheey]	[ungelesen: dolcheey]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.5	4	tchol	MATERIAL	getrockneter Anteil	getrockneter Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	5	dar	AMOUNT	Teilmenge	Teilmenge	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	6	ckhy	ACTION	stampfe	stampfe	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	1	oekor	OPEN	[ungelesen: oekor]	[ungelesen: oekor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.6	2	or	AMOUNT	Anteil	Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	3	okaiin	MATERIAL_DOSE	Dosis des Grundansatzes	Dosis des Grundansatzes	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	4	or	AMOUNT	Anteil	Anteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	5	otaiin	MATERIAL_DOSE	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	6	d	OPEN	[ungelesen: d]	[ungelesen: d]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.7	1	sor	LINK	weiterer Bestandteil	weiterer Bestandteil	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	2	chkeey	ACTION	zerreibe vollständig	zerreibe vollständig	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	3	poiis	OPEN	[ungelesen: poiis]	[ungelesen: poiis]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.7	4	cheor	MATERIAL	Auszug	Auszug	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	5	os	DISTRIBUTIVE	zusammen	zusammen	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	6	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	7	aiin	NUMBER	Maßzahl Q	Maßzahl Q	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	1	qokeey	ACTION	erhitze anhaltend	erhitze anhaltend	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	2	kchar	OPEN	[ungelesen: kchar]	[ungelesen: kchar]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.8	3	ol	RELATION	mit	mit	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	4	dy	STATE	fertig	fertig	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	5	choldaiin	OPEN	[ungelesen: choldaiin]	[ungelesen: choldaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.8	6	sy	STATE	abgesetzt	abgesetzt	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	1	ycheol	LINK	danach	danach	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	2	shol	ACTION	befeuchte	befeuchte	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	3	kchol	MATERIAL	Trockenmaterial [nominale Qualität: Stoffkonstitution]	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	4	choltaiin	OPEN	[ungelesen: choltaiin]	[ungelesen: choltaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.9	5	ol	RELATION	mit	mit	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	1	oytor	OPEN	[ungelesen: oytor]	[ungelesen: oytor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	2	okeor	MATERIAL	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	3	okar	OPEN	[ungelesen: okar]	[ungelesen: okar]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	4	okol	MATERIAL	Grundansatz	Grundansatz	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	5	daiir	OPEN	[ungelesen: daiir]	[ungelesen: daiir]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	6	a[r:m]	OPEN	[ungelesen: a[r:m]]	[ungelesen: a[r:m]]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	1	qokcheo	OPEN	[ungelesen: qokcheo]	[ungelesen: qokcheo]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	2	qokoiir	OPEN	[ungelesen: qokoiir]	[ungelesen: qokoiir]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	3	ctheol	OPEN	[ungelesen: ctheol]	[ungelesen: ctheol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	4	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	1	oy	OPEN	[ungelesen: oy]	[ungelesen: oy]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	2	choy	STATE	grob	grob	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	3	keaiin	OPEN	[ungelesen: keaiin]	[ungelesen: keaiin]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	4	chckhey	OPEN	[ungelesen: chckhey]	[ungelesen: chckhey]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	5	ol	RELATION	mit	mit	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	6	chor	MATERIAL	Blüten	Blüten	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	1	ykeor	OPEN	[ungelesen: ykeor]	[ungelesen: ykeor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.13	2	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	3	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	4	cthol	MATERIAL	Krautpulver	Krautpulver	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	5	chkor	OPEN	[ungelesen: chkor]	[ungelesen: chkor]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.13	6	sheol	MATERIAL	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	1	olo	OPEN	[ungelesen: olo]	[ungelesen: olo]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.14	2	r	LINK	darauf	darauf	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	3	okeeol	OPEN	[ungelesen: okeeol]	[ungelesen: okeeol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.14	4	chodaiin	MATERIAL_DOSE	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	5	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	6	tchory	OPEN	[ungelesen: tchory]	[ungelesen: tchory]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.15	1	ychor	LINK	nimm	nimm	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	2	cthy	MATERIAL	Kraut	Kraut	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	3	che'eky	OPEN	[ungelesen: che'eky]	[ungelesen: che'eky]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.15	4	cheo	MATERIAL	Zubereitung	Zubereitung	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	5	otor	MATERIAL	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	6	oteol	MATERIAL	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	1	okcheol	OPEN	[ungelesen: okcheol]	[ungelesen: okcheol]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.16	2	chol	ACTION	trockne	erhitze	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	3	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	4	cthol	MATERIAL	Krautpulver	Krautpulver	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	5	otcheolom	OPEN	[ungelesen: otcheolom]	[ungelesen: otcheolom]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	1	qoain	OPEN	[ungelesen: qoain]	[ungelesen: qoain]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	2	[s:e']ar	OPEN	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	3	she	ACTION	lasse stehen	lasse stehen	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.17	4	dol	AMOUNT	Portion	Portion	ASSUMED	recorded
