statement_id	page	record	owner_object_class	reset_here	reset_reason	input_object	phase_signature	transition_path	output_object	output_qualifiers	committed	corrected_complete_reading_de	transition_complete
B1-S005	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES
B1-S006	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	MEASURE_CHARGE>ROUTE>THERMAL	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	TEMPERED	NO	Bei dem gemeinsamen Becken: eine abgemessene Portion der Beckenflüssigkeit einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES
B1-S007	f81v	B1	BASIN_LIQUID	NO	CONTINUE_OPEN_OBJECT	TARGETED_TRANSFER_PORTION	MEASURE_CHARGE>ROUTE>CLOSE	TARGETED_TRANSFER_PORTION>MEASURED_PORTION>WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Fülle eine abgemessene Portion der Beckenflüssigkeit ein, führe sie weiter und schließe den Schritt. Vollfolge: einsetzen + überführen.	YES
B1-S008	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	HOLD>SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING|SETTLED_OR_COLLECTED	YES	Lass die Bad- oder Beckenflüssigkeit einwirken, dann absetzen, und schließe den Schritt. Vollfolge: warm halten → absetzen lassen.	YES
B1-S009	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING	YES	Lass die Bad- oder Beckenflüssigkeit einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B1-S010	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING	YES	Lass die Bad- oder Beckenflüssigkeit einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B1-S011	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	NO	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station. Vollfolge: einleiten.	YES
B1-S012	f81v	B1	BASIN_LIQUID	NO	CONTINUE_OPEN_OBJECT	TARGETED_TRANSFER_PORTION	WASH>HOLD>WASH>CLOSE	TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	WASHED|HELD_OR_ACTING|WASHED	YES	Bei dem gemeinsamen Becken: waschen; dann wirken lassen; dann durchwaschen.	YES
B1-S013	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	WASH>CLOSE	WORKING_LIQUID	WORKING_LIQUID	WASHED	YES	Bei dem gemeinsamen Becken: durchwaschen.	YES
B1-S014	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE>SETTLE>ROUTE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	SETTLED_OR_COLLECTED	NO	Bei dem gemeinsamen Becken: umschöpfen; dann auffangen; dann hinleiten + umfüllen. Angaben: fortsetzen | danach · von dort.	YES
B1-S015	f81v	B1	BASIN_LIQUID	NO	CONTINUE_OPEN_OBJECT	TARGETED_TRANSFER_PORTION	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION>MEASURED_PORTION>WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Übernimm die Bad- oder Beckenflüssigkeit, gib eine abgemessene Portion der Beckenflüssigkeit zu, führe weiter und schließe den Schritt. Vollfolge: übertragen → einsetzen + überführen.	YES
B1-S016	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	APPLY>HOLD>SETTLE>CLOSE	WORKING_LIQUID>APPLICATION_CHARGE	APPLICATION_CHARGE	HELD_OR_ACTING|SETTLED_OR_COLLECTED	YES	Bei dem gemeinsamen Becken: anlegen; dann wirken lassen; dann absetzen lassen. Angaben: fortsetzen.	YES
B1-S017	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: umfüllen.	YES
B1-S018	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE>HOLD>SETTLE>HOLD>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	HELD_OR_ACTING|SETTLED_OR_COLLECTED|HELD_OR_ACTING	YES	Bei dem gemeinsamen Becken: führen; dann stehen lassen; dann auffangen und stehen lassen. Angaben: Arbeitsgang · Sollstufe.	YES
B1-S019	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	SETTLED_OR_COLLECTED	YES	Lass die Bad- oder Beckenflüssigkeit ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: absetzen lassen.	YES
B1-S020	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING	YES	Lass die Bad- oder Beckenflüssigkeit einwirken oder stehen; schließe danach den Schritt. Vollfolge: warm halten → zurückhalten.	YES
B1-S021	f81v	B1	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	STATE_ONLY	WORKING_LIQUID	WORKING_LIQUID	UNCHANGED	NO	Bei dem gemeinsamen Becken: die gelernte Zustands- und Adressfolge setzen. Angaben: bezeichnete Stelle.	YES
B2-S001	f82r	B2	BASIN_LIQUID	YES	RECORD_START	WORKING_LIQUID	ROUTE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES
B2-S002	f82r	B2	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: in die nächste Station weitergeben.	YES
B2-S003	f82r	B2	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	MEASURE_CHARGE>HOLD>CLOSE	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING	YES	Fülle eine abgemessene Portion der Beckenflüssigkeit ein, lass sie einwirken und schließe den Schritt. Vollfolge: eine abgemessene Portion der Beckenflüssigkeit einfüllen → einwirken lassen.	YES
B2-S004	f82r	B2	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	APPLY>ROUTE>SPECIALIST>HOLD>ROUTE>CLOSE	WORKING_LIQUID>APPLICATION_CHARGE>TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	SPECIALIST_PROCESSED|HELD_OR_ACTING	YES	Bei dem oberen Beckenpaar: anlegen; dann durchleiten; dann führen + umsetzen; dann wirken lassen; dann durchleiten.	YES
B2-S005	f82r	B2	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	APPLY>SETTLE>ROUTE>HOLD>ROUTE>CLOSE	WORKING_LIQUID>APPLICATION_CHARGE>TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	SETTLED_OR_COLLECTED|HELD_OR_ACTING	YES	Bei dem oberen Beckenpaar: anlegen; dann bis zum Maß auffangen; dann einleiten; dann einleiten; dann warm halten; dann abführen. Angaben: Durchlass · dieser Posten | Arbeitsgang · bereit · kurz · fortsetzen.	YES
B2-S006	f82r	B2	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	APPLY>HOLD>MEASURE_CHARGE	WORKING_LIQUID>APPLICATION_CHARGE>MEASURED_PORTION>WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING	NO	Bei dem oberen Beckenpaar: anlegen; dann zurückhalten; dann die Bad- oder Beckenflüssigkeit einsetzen. Angaben: danach · länger · dieser Posten.	YES
B2-S007	f82r	B2	HAND_DEVICE_LIQUID	YES	VISIBLE_OWNER_CHANGE	WORKING_LIQUID	SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	SETTLED_OR_COLLECTED	YES	Lass die Arbeitsflüssigkeit im Handgerät ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: ruhen lassen.	YES
B2-S008	f82r	B2	HAND_DEVICE_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	MEASURE_CHARGE>SETTLE>CLOSE	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID	WORKING_LIQUID	SETTLED_OR_COLLECTED	YES	Beschicke mit eine abgemessene Portion der Arbeitsflüssigkeit, lass den Inhalt absetzen und schließe den Schritt. Vollfolge: aus der bezeichneten Quelle beschicken → absetzen lassen.	YES
B2-S009	f82r	B2	HAND_DEVICE_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	SETTLED_OR_COLLECTED	YES	Lass die Arbeitsflüssigkeit im Handgerät ruhen und sich absetzen; schließe danach den Schritt. Vollfolge: ruhen lassen.	YES
B2-S010	f82r	B2	HAND_DEVICE_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	HOLD>MEASURE_CHARGE>HOLD	WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING|HELD_OR_ACTING	NO	Bei dem mittleren Handgerät: wirken lassen; dann die Arbeitsflüssigkeit im Handgerät einsetzen; dann stehen lassen. Angaben: weiter.	YES
B2-S011	f82r	B2	UNCLEAR_WORK_PORTION	YES	VISIBLE_OWNER_CHANGE	TARGETED_TRANSFER_PORTION	MEASURE_CHARGE>HOLD>CLOSE	TARGETED_TRANSFER_PORTION>MEASURED_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	HELD_OR_ACTING	YES	Fülle eine abgemessene Arbeitsportion ein, lass sie einwirken und schließe den Schritt. Vollfolge: eine abgemessene Arbeitsportion einfüllen → eine abgemessene Arbeitsportion einfüllen → einwirken lassen.	YES
B2-S012	f82r	B2	UNCLEAR_WORK_PORTION	YES	PREVIOUS_CELL_COMMITTED	TARGETED_TRANSFER_PORTION	ROUTE>MATERIAL_PREP>HOLD>ROUTE>MEASURE_CHARGE>CLOSE	TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION>MEASURED_PORTION>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	HELD_OR_ACTING	YES	Bei der mittleren rechten Station: führen + abnehmen; dann stehen lassen; dann wirken lassen; dann führen; dann vollständig beschicken und abschließen. Angaben: bereit · kurz · dieser Posten | vorgeschriebenes Maß | dieser Posten.	YES
B2-S013	f82r	B2	BASIN_LIQUID	YES	VISIBLE_OWNER_CHANGE	WORKING_LIQUID	ROUTE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B2-S014	f82r	B2	BASIN_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	NO	Führe die Bad- oder Beckenflüssigkeit zur nächsten sichtbaren Station. Vollfolge: ableiten.	YES
B2-S015	f82r	B2	TECHNICAL_STATION_LIQUID	YES	VISIBLE_OWNER_CHANGE	WORKING_LIQUID	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING	YES	Lass die Flüssigkeit dieser Station einwirken oder stehen; schließe danach den Schritt. Vollfolge: stehen lassen → einwirken lassen.	YES
B2-S016	f82r	B2	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE>MATERIAL_PREP>MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION>TARGETED_TRANSFER_PORTION>MEASURED_PORTION>WORKING_LIQUID>MEASURED_PORTION>WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	HELD_OR_ACTING	YES	Bei den kleinen Randstationen: ableiten + umfüllen; dann abnehmen + abteilen; dann bis zum Sollmaß beschicken; dann wirken lassen; dann einfüllen + überführen. Angaben: bezeichnete Stelle | vorgeschriebenes Maß | danach · länger · dieser Posten.	YES
B2-S017	f82r	B2	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	THERMAL>SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	TEMPERED|SETTLED_OR_COLLECTED	YES	Temperiere die Flüssigkeit dieser Station, lass ruhen oder absetzen und schließe den Schritt. Vollfolge: abkühlen lassen + ruhen lassen.	YES
B2-S018	f82r	B2	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING	YES	Lass die Flüssigkeit dieser Station einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B2-S019	f82r	B2	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	THERMAL>SETTLE>CLOSE	WORKING_LIQUID	WORKING_LIQUID	TEMPERED|SETTLED_OR_COLLECTED	YES	Temperiere die Flüssigkeit dieser Station, lass ruhen oder absetzen und schließe den Schritt. Vollfolge: auskühlen lassen + absetzen lassen.	YES
B2-S020	f82r	B2	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	CLOSE	WORKING_LIQUID	WORKING_LIQUID	UNCHANGED	YES	Schließe den laufenden Arbeitsschritt für die Flüssigkeit dieser Station. Vollfolge: NO_EXPLICIT_ACTION_CARD.	YES
B2-S021	f82r	B2	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	HELD_OR_ACTING	YES	Lass die Flüssigkeit dieser Station einwirken oder stehen; schließe danach den Schritt. Vollfolge: einwirken lassen.	YES
B2-S022	f82r	B2	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	ROUTE>CLOSE	WORKING_LIQUID>TARGETED_TRANSFER_PORTION	TARGETED_TRANSFER_PORTION	UNCHANGED	YES	Führe die Flüssigkeit dieser Station zur nächsten sichtbaren Station und schließe dort den Schritt. Vollfolge: abführen + überführen.	YES
B3-S001	f83r	B3	TECHNICAL_STATION_LIQUID	YES	RECORD_START	WORKING_LIQUID	SETTLE>HOLD>CLOSE	WORKING_LIQUID	WORKING_LIQUID	SETTLED_OR_COLLECTED|HELD_OR_ACTING	YES	Bei der oberen Fächerstation: auffangen und stehen lassen.	YES
B3-S002	f83r	B3	TECHNICAL_STATION_LIQUID	YES	PREVIOUS_CELL_COMMITTED	WORKING_LIQUID	THERMAL>CLOSE	WORKING_LIQUID	WORKING_LIQUID	TEMPERED	YES	Bei der oberen Fächerstation: anwärmen. Angaben: danach · bezeichnete Stelle.	YES
