case_id	phase	event_id	statement_id	page	record	surface	card_no	component_parse	operation_de	primary_object_de	local_output_de
C4	PREPARE_PRODUCT	E060	H4-S001	f55v	H4	ody	PROC041	O+DY	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C4	PREPARE_PRODUCT	E061	H4-S002	f55v	H4	daiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C4	PREPARE_PRODUCT	E062	H4-S002	f55v	H4	chedy	PROC042	CHD+Y	umsetzen	aktuell gemeinter Arbeitsposten	umgesetzter Arbeitsposten
C4	PREPARE_PRODUCT	E063	H4-S002	f55v	H4	talam	PROC043	TALAM	verwahren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	verwahrter Arbeitsposten
C4	PREPARE_PRODUCT	E064	H4-S003	f55v	H4	ykaiin	PROC044	Y+K+AIIN	zufuehren	aktuell gemeinter Arbeitsposten	zugefuehrte Portion
C4	PREPARE_PRODUCT	E065	H4-S003	f55v	H4	cheoar	PROC045	CH+E+O+AR	abziehen	lokaler Quellvorrat	abgenommener oder abgezogener Anteil
C4	PREPARE_PRODUCT	E066	H4-S003	f55v	H4	cheeky	PROC046	CHK+EE+Y	waermen	aktuell gemeinter Arbeitsposten	erwaermter Arbeitsposten
C4	PREPARE_PRODUCT	E067	H4-S003	f55v	H4	oldy	PROC047	OL+DY	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C4	PREPARE_PRODUCT	E068	H4-S004	f55v	H4	aiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C4	PREPARE_PRODUCT	E069	H4-S004	f55v	H4	okal	PROC048	OK+AL	ansetzen	bezeichnete Zielstelle	angesetzter Arbeitsposten
C4	PREPARE_PRODUCT	E070	H4-S004	f55v	H4	oltchy	PROC049	OL+T+Y	eintragen	aktuell gemeinter Arbeitsposten	im Arbeitsfach eingetragener Posten
C4	PREPARE_PRODUCT	E071	H4-S004	f55v	H4	or	PROC016	OR	adressieren oder spezifizieren	aktueller Ansatz	aktueller Ansatz
C4	PREPARE_PRODUCT	E072	H4-S004	f55v	H4	y	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C4	PREPARE_PRODUCT	E073	H4-S004	f55v	H4	orain	PROC050	OR+AIN	adressieren oder spezifizieren	aktueller Ansatz	aktueller Ansatz
C5	PREPARE_PRODUCT	E074	H5-S001	f56r	H5	chochor	PROC051	HO+CH+OR	abziehen	aktueller Ansatz	abgenommener oder abgezogener Anteil
C5	PREPARE_PRODUCT	E075	H5-S001	f56r	H5	cho	PROC052	HO	adressieren oder spezifizieren	einzusetzende Materialgabe	einzusetzende Materialgabe
C5	PREPARE_PRODUCT	E076	H5-S001	f56r	H5	chodaly	PROC053	HO+AL+Y	adressieren oder spezifizieren	einzusetzende Materialgabe	einzusetzende Materialgabe
C5	PREPARE_PRODUCT	E077	H5-S001	f56r	H5	daiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C5	PREPARE_PRODUCT	E078	H5-S001	f56r	H5	sho	PROC052	HO	adressieren oder spezifizieren	einzusetzende Materialgabe	einzusetzende Materialgabe
C5	PREPARE_PRODUCT	E079	H5-S001	f56r	H5	kchol	PROC054	K+OL	zufuehren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	zugefuehrte Portion
C5	PREPARE_PRODUCT	E080	H5-S001	f56r	H5	otchor	PROC020	OT+CH+OR	abziehen	aktueller Ansatz	abgenommener oder abgezogener Anteil
C5	PREPARE_PRODUCT	E081	H5-S001	f56r	H5	choky	PROC008	OK+Y	ansetzen	aktuell gemeinter Arbeitsposten	angesetzter Arbeitsposten
C5	PREPARE_PRODUCT	E082	H5-S001	f56r	H5	dal	PROC055	AL	adressieren oder spezifizieren	bezeichnete Zielstelle	bezeichnete Zielstelle
C5	PREPARE_PRODUCT	E083	H5-S002	f56r	H5	schol	PROC034	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C5	PREPARE_PRODUCT	E084	H5-S002	f56r	H5	choy	PROC056	HO+Y	adressieren oder spezifizieren	einzusetzende Materialgabe	einzusetzende Materialgabe
C5	PREPARE_PRODUCT	E085	H5-S002	f56r	H5	choky	PROC008	OK+Y	ansetzen	aktuell gemeinter Arbeitsposten	angesetzter Arbeitsposten
C5	PREPARE_PRODUCT	E086	H5-S002	f56r	H5	cheeckhody	PROC057	CH+EE+CKH+O+DY	abziehen	Durchlass oder Gang	abgenommener oder abgezogener Anteil
C5	PREPARE_PRODUCT	E087	H5-S003	f56r	H5	sh	PROC058	SH	halten	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	gehaltener oder einwirkender Arbeitsposten
C5	PREPARE_PRODUCT	E088	H5-S003	f56r	H5	cho	PROC052	HO	adressieren oder spezifizieren	einzusetzende Materialgabe	einzusetzende Materialgabe
C5	PREPARE_PRODUCT	E089	H5-S003	f56r	H5	kchey	PROC059	K+E+Y	zufuehren	aktuell gemeinter Arbeitsposten	zugefuehrte Portion
C5	PREPARE_PRODUCT	E090	H5-S003	f56r	H5	qokokchy	PROC060	OK+OK+Y	ansetzen + ansetzen	aktuell gemeinter Arbeitsposten	angesetzter Arbeitsposten -> angesetzter Arbeitsposten
C5	PREPARE_PRODUCT	E091	H5-S004	f56r	H5	okchy	PROC011	OK+Y	ansetzen	aktuell gemeinter Arbeitsposten	angesetzter Arbeitsposten
C5	PREPARE_PRODUCT	E092	H5-S004	f56r	H5	chokcheo	PROC061	OK+CH+E+O	ansetzen + abziehen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	angesetzter Arbeitsposten -> abgenommener oder abgezogener Anteil
C5	PREPARE_PRODUCT	E093	H5-S004	f56r	H5	kchal	PROC062	K+AL	zufuehren	bezeichnete Zielstelle	zugefuehrte Portion
C5	PREPARE_PRODUCT	E094	H5-S005	f56r	H5	sho	PROC052	HO	adressieren oder spezifizieren	einzusetzende Materialgabe	einzusetzende Materialgabe
C5	PREPARE_PRODUCT	E095	H5-S005	f56r	H5	chokchy	PROC011	OK+Y	ansetzen	aktuell gemeinter Arbeitsposten	angesetzter Arbeitsposten
C5	PREPARE_PRODUCT	E096	H5-S005	f56r	H5	kchoar	PROC063	K+HO+AR	zufuehren	einzusetzende Materialgabe	zugefuehrte Portion
C5	PREPARE_PRODUCT	E097	H5-S005	f56r	H5	sotodan	PROC064	OT+O+AIN	adressieren oder spezifizieren	abgeteilte Portion	abgeteilte Portion
C5	PREPARE_PRODUCT	E098	H5-S006	f56r	H5	otchey	PROC065	OT+Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C5	PREPARE_PRODUCT	E099	H5-S006	f56r	H5	keol	PROC066	K+E+OL	zufuehren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	zugefuehrte Portion
C5	PREPARE_PRODUCT	E100	H5-S006	f56r	H5	daiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E101	B1-S001	f81v	B1	qokedy	PROC067	OK+E+DY	ansetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	angesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E102	B1-S002	f81v	B1	okaiin	PROC038	OK+AIIN	ansetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	angesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E103	B1-S002	f81v	B1	kair	PROC068	K+AIR	zufuehren	laufende Arbeitsfluessigkeit	zugefuehrte Portion
C1	OPERATE_OR_APPLY	E104	B1-S002	f81v	B1	okal	PROC048	OK+AL	ansetzen	bezeichnete Zielstelle	angesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E105	B1-S002	f81v	B1	sar	PROC003	AR	adressieren oder spezifizieren	lokaler Quellvorrat	lokaler Quellvorrat
C1	OPERATE_OR_APPLY	E106	B1-S002	f81v	B1	ol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E107	B1-S002	f81v	B1	kain	PROC069	K+AIN	zufuehren	abgeteilte Portion	zugefuehrte Portion
C1	OPERATE_OR_APPLY	E108	B1-S002	f81v	B1	olkain	PROC070	OL+K+AIN	zufuehren	abgeteilte Portion	zugefuehrte Portion
C1	OPERATE_OR_APPLY	E109	B1-S002	f81v	B1	al	PROC055	AL	adressieren oder spezifizieren	bezeichnete Zielstelle	bezeichnete Zielstelle
C1	OPERATE_OR_APPLY	E110	B1-S002	f81v	B1	ol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E111	B1-S002	f81v	B1	rol	PROC071	R+OL	abkuehlen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	abgekuehlter Arbeitsposten
C1	OPERATE_OR_APPLY	E112	B1-S002	f81v	B1	dl	PROC072	L	fuehren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	weitergefuehrter Arbeitsposten
C1	OPERATE_OR_APPLY	E113	B1-S002	f81v	B1	olor	PROC022	OL+OR	adressieren oder spezifizieren	aktueller Ansatz	aktueller Ansatz
C1	OPERATE_OR_APPLY	E114	B1-S002	f81v	B1	ol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E115	B1-S002	f81v	B1	sheckhal	PROC073	SH+E+CKH+AL	halten	bezeichnete Zielstelle	gehaltener oder einwirkender Arbeitsposten
C1	OPERATE_OR_APPLY	E116	B1-S002	f81v	B1	daiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E117	B1-S002	f81v	B1	qokeedal	PROC074	OK+EE+AL	ansetzen	bezeichnete Zielstelle	angesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E118	B1-S002	f81v	B1	daiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E119	B1-S002	f81v	B1	chckhy	PROC075	CKH+Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C1	OPERATE_OR_APPLY	E120	B1-S002	f81v	B1	schedy	PROC076	CHD+DY	umsetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umgesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E121	B1-S003	f81v	B1	qol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E122	B1-S003	f81v	B1	sshkchdy	PROC077	SH+K+CHD+DY	halten + zufuehren + umsetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	gehaltener oder einwirkender Arbeitsposten -> zugefuehrte Portion -> umgesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E123	B1-S004	f81v	B1	chedy	PROC042	CHD+Y	umsetzen	aktuell gemeinter Arbeitsposten	umgesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E124	B1-S004	f81v	B1	ol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E125	B1-S004	f81v	B1	shedy	PROC078	SHED+DY	absetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	abgesetzter Stoff mit Ueberstand und Rueckstand
C1	OPERATE_OR_APPLY	E126	B1-S005	f81v	B1	qolchedy	PROC079	OL+CHD+DY	umsetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umgesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E127	B1-S006	f81v	B1	qokain	PROC080	OK+AIN	ansetzen	abgeteilte Portion	angesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E128	B1-S006	f81v	B1	shckhy	PROC075	CKH+Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C1	OPERATE_OR_APPLY	E129	B1-S006	f81v	B1	dl	PROC072	L	fuehren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	weitergefuehrter Arbeitsposten
C1	OPERATE_OR_APPLY	E130	B1-S006	f81v	B1	ral	PROC081	R+AL	abkuehlen	bezeichnete Zielstelle	abgekuehlter Arbeitsposten
C1	OPERATE_OR_APPLY	E131	B1-S007	f81v	B1	qokchdy	PROC082	OK+CHD+DY	ansetzen + umsetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	angesetzter Arbeitsposten -> umgesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E132	B1-S008	f81v	B1	chey	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C1	OPERATE_OR_APPLY	E133	B1-S008	f81v	B1	ol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E134	B1-S008	f81v	B1	cheky	PROC083	CHK+E+Y	waermen	aktuell gemeinter Arbeitsposten	erwaermter Arbeitsposten
C1	OPERATE_OR_APPLY	E135	B1-S008	f81v	B1	ol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	OPERATE_OR_APPLY	E136	B1-S008	f81v	B1	shedy	PROC078	SHED+DY	absetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	abgesetzter Stoff mit Ueberstand und Rueckstand
C1	OPERATE_OR_APPLY	E137	B1-S009	f81v	B1	qokedy	PROC067	OK+E+DY	ansetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	angesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E138	B1-S010	f81v	B1	qokedy	PROC067	OK+E+DY	ansetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	angesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E139	B1-S011	f81v	B1	chckhy	PROC075	CKH+Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C1	OPERATE_OR_APPLY	E140	B1-S011	f81v	B1	qoky	PROC008	OK+Y	ansetzen	aktuell gemeinter Arbeitsposten	angesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E141	B1-S012	f81v	B1	lsho	PROC084	LSH+O	waschen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	gewaschener Arbeitsposten oder Waschfluessigkeit
C1	OPERATE_OR_APPLY	E142	B1-S012	f81v	B1	qokey	PROC085	OK+E+Y	ansetzen	aktuell gemeinter Arbeitsposten	angesetzter Arbeitsposten
C1	OPERATE_OR_APPLY	E143	B1-S012	f81v	B1	lshedy	PROC086	LSH+E+DY	waschen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	gewaschener Arbeitsposten oder Waschfluessigkeit
C1	OPERATE_OR_APPLY	E144	B1-S013	f81v	B1	lshedy	PROC086	LSH+E+DY	waschen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	gewaschener Arbeitsposten oder Waschfluessigkeit
