case_id	phase	statement_id	record	page	owner_or_station	input_product_id	output_or_working_product_id	source_operations_de	concrete_case_step_de	sequence_policy
C1	OPERATE_OR_APPLY	B1-S014	B1	f81v	gemeinsame zweireihige Figuren-/Beckenstation	H3	H3	umsetzen -> auffangen -> fuehren + umsetzen	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C1	OPERATE_OR_APPLY	B1-S015	B1	f81v	gemeinsame zweireihige Figuren-/Beckenstation	H3	H3	eintragen -> ansetzen + umsetzen	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C1	OPERATE_OR_APPLY	B1-S016	B1	f81v	gemeinsame zweireihige Figuren-/Beckenstation	H3	H3	ansetzen -> ansetzen -> absetzen	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C1	OPERATE_OR_APPLY	B1-S017	B1	f81v	gemeinsame zweireihige Figuren-/Beckenstation	H3	H3	umsetzen	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C1	OPERATE_OR_APPLY	B1-S018	B1	f81v	gemeinsame zweireihige Figuren-/Beckenstation	H3	H3	fuehren -> halten -> auffangen	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C1	OPERATE_OR_APPLY	B1-S019	B1	f81v	gemeinsame zweireihige Figuren-/Beckenstation	H3	H3	absetzen	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C1	OPERATE_OR_APPLY	B1-S020	B1	f81v	gemeinsame zweireihige Figuren-/Beckenstation	H3	H3	waermen -> halten	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C1	OPERATE_OR_APPLY	B1-S021	B1	f81v	gemeinsame zweireihige Figuren-/Beckenstation	H3	H3	nur Objekt, Mass, Ziel oder Zustand setzen	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nur die Angaben. Angaben: Ziel.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	PREPARE_PRODUCT	H2-S001	H2	f10r	abgebildete breit gezähnte radialblütige Pflanze	RAW_PLANT_MATERIAL	H2	abziehen	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	SOURCE_RECORD_ORDER
C2	PREPARE_PRODUCT	H2-S002	H2	f10r	abgebildete breit gezähnte radialblütige Pflanze	RAW_PLANT_MATERIAL	H2	abziehen	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	SOURCE_RECORD_ORDER
C2	PREPARE_PRODUCT	H2-S003	H2	f10r	abgebildete breit gezähnte radialblütige Pflanze	RAW_PLANT_MATERIAL	H2	zufuehren -> zufuehren -> abziehen	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	SOURCE_RECORD_ORDER
C2	OPERATE_OR_APPLY	B2-S001	B2	f82r	oberes Beckenpaar mit Zylinder	H2	H2	umsetzen	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S002	B2	f82r	oberes Beckenpaar mit Zylinder	H2	H2	umsetzen	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S003	B2	f82r	oberes Beckenpaar mit Zylinder	H2	H2	ansetzen -> ansetzen	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S004	B2	f82r	oberes Beckenpaar mit Zylinder	H2	H2	ansetzen -> fuehren -> fuehren + umsetzen -> ansetzen -> fuehren	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S005	B2	f82r	oberes Beckenpaar mit Zylinder	H2	H2	ansetzen -> auffangen -> ansetzen -> ansetzen -> waermen -> fuehren	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S006	B2	f82r	oberes Beckenpaar mit Zylinder	H2	H2	ansetzen -> halten -> ansetzen	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S007	B2	f82r	mittleres linkes Handgerät mit Inline-Knoten	H4	H4	halten	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S008	B2	f82r	mittleres linkes Handgerät mit Inline-Knoten	H4	H4	ansetzen -> absetzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S009	B2	f82r	mittleres linkes Handgerät mit Inline-Knoten	H4	H4	halten	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S010	B2	f82r	mittleres linkes Handgerät mit Inline-Knoten	H4	H4	ansetzen -> ansetzen -> halten	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S011	B2	f82r	mittlere rechte unklare Station	H4	H4	ansetzen -> ansetzen -> ansetzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittlere rechte unklare Station ein. Therapeutische Lesung: Bildort: mittlere rechte unklare Station. Arbeitsfolge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S012	B2	f82r	mittlere rechte unklare Station	H4	H4	fuehren + abziehen -> halten -> ansetzen -> fuehren -> ansetzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittlere rechte unklare Station ein. Therapeutische Lesung: Bildort: mittlere rechte unklare Station. Arbeitsfolge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S013	B2	f82r	unteres grünes Mehrfigurenbecken	H5	H5	fuehren + umsetzen	Setze mehrfach beschickter konzentrierter Pflanzenauszug an unteres grünes Mehrfigurenbecken ein. Therapeutische Lesung: Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: abführen + überführen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S014	B2	f82r	unteres grünes Mehrfigurenbecken	H5	H5	fuehren	Setze mehrfach beschickter konzentrierter Pflanzenauszug an unteres grünes Mehrfigurenbecken ein. Therapeutische Lesung: Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: ableiten.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S015	B2	f82r	kleine Randstationen des unteren Beckens	H4	H4	halten -> ansetzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: stehen lassen → einwirken lassen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S016	B2	f82r	kleine Randstationen des unteren Beckens	H4	H4	fuehren + umsetzen -> abziehen + teilen -> ansetzen -> ansetzen -> hineingeben + umsetzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S017	B2	f82r	kleine Randstationen des unteren Beckens	H4	H4	abkuehlen + halten	Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S018	B2	f82r	kleine Randstationen des unteren Beckens	H4	H4	ansetzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S019	B2	f82r	kleine Randstationen des unteren Beckens	H4	H4	abkuehlen + absetzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: auskühlen lassen + absetzen lassen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S020	B2	f82r	kleine Randstationen des unteren Beckens	H4	H4	nur Objekt, Mass, Ziel oder Zustand setzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S021	B2	f82r	kleine Randstationen des unteren Beckens	H4	H4	ansetzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C2	OPERATE_OR_APPLY	B2-S022	B2	f82r	kleine Randstationen des unteren Beckens	H4	H4	fuehren + umsetzen	Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abführen + überführen.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	PREPARE_PRODUCT	H3-S001	H3	f11r	abgebildete dicht blau blühende Kronenpflanze	RAW_PLANT_MATERIAL	H3	eintragen + halten -> halten -> auswringen -> halten -> hineingeben -> halten -> eintragen + abziehen	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen.	SOURCE_RECORD_ORDER
C3	PREPARE_PRODUCT	H3-S002	H3	f11r	abgebildete dicht blau blühende Kronenpflanze	RAW_PLANT_MATERIAL	H3	halten + eintragen	Eine zweite Bluetenportion im gleichen Ziehgang halten und eintragen.	SOURCE_RECORD_ORDER
C3	PREPARE_PRODUCT	H3-S003	H3	f11r	abgebildete dicht blau blühende Kronenpflanze	RAW_PLANT_MATERIAL	H3	zufuehren	Vom vorhandenen Bluetenmaterial oder Medium eine gemessene Portion weiter zugeben.	SOURCE_RECORD_ORDER
C3	PREPARE_PRODUCT	H3-S004	H3	f11r	abgebildete dicht blau blühende Kronenpflanze	RAW_PLANT_MATERIAL	H3	ansetzen	Den zweiten Ansatz fortsetzen, bis der Bluetenauszug gebrauchsfertig ist.	SOURCE_RECORD_ORDER
C3	OPERATE_OR_APPLY	B3-S001	B3	f83r	obere offene Fächerstation am Rand	H5	H5	auffangen	Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: auffangen und stehen lassen. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S002	B3	f83r	obere offene Fächerstation am Rand	H5	H5	waermen	Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: anwärmen. Angaben: danach · Ziel. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S003	B3	f83r	obere offene Fächerstation am Rand	H5	H5	fuehren + umsetzen	Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S004	B3	f83r	obere offene Fächerstation am Rand	H5	H5	ansetzen	Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: setze nach Maß an. Angaben: danach · Ziel | davon. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S005	B3	f83r	mittlere Randfigur im runden Gefäß	H3	H3	umsetzen	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umfüllen. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S006	B3	f83r	mittlere Randfigur im runden Gefäß	H3	H3	umsetzen -> ansetzen -> umsetzen	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umschöpfen → anlegen → führe zur nächsten Station. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S007	B3	f83r	mittlere Randfigur im runden Gefäß	H3	H3	ansetzen -> umsetzen -> ansetzen	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze nach Maß an → umschöpfen → einwirken lassen. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S008	B3	f83r	mittlere Randfigur im runden Gefäß	H3	H3	fuehren + umsetzen	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: abführen + überführen. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S009	B3	f83r	mittlere Randfigur im runden Gefäß	H3	H3	ansetzen	Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze dies ein. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S010	B3	f83r	untere Randfigur im korbartigen Gefäß	H2	H2	hineingeben + umsetzen	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S011	B3	f83r	untere Randfigur im korbartigen Gefäß	H2	H2	halten + umsetzen -> ansetzen -> umsetzen	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S012	B3	f83r	untere Randfigur im korbartigen Gefäß	H2	H2	absetzen	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: absetzen lassen. Angaben: Ansatz. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
C3	OPERATE_OR_APPLY	B3-S013	B3	f83r	untere Randfigur im korbartigen Gefäß	H2	H2	ansetzen -> zufuehren -> ansetzen	Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug.	SOURCE_RECORD_ORDER__LOCAL_OWNER_ONLY
