page	locus	position	word	mention	current_material	claimed_as_right_argument
f32v	f32v.7	9	s	f32v.7:9	UNWRITTEN_TOPIC:f32v	NA
f32v	f32v.7	10	odan	f32v.7:10	UNWRITTEN_TOPIC:f32v	NA
f32v	f32v.8	1	otchol	f32v.8:1	f32v.8:1	NA
f32v	f32v.8	2	daiin	f32v.8:2	f32v.8:1	NA
f32v	f32v.8	3	daiin	f32v.8:3	f32v.8:1	NA
f32v	f32v.8	4	ctho	f32v.8:4	f32v.8:4	NA
f32v	f32v.8	5	daiin	f32v.8:5	f32v.8:4	NA
f32v	f32v.8	6	qotaiin	f32v.8:6	f32v.8:6	NA
f32v	f32v.8	7	otchy	f32v.8:7	f32v.8:6	NA
f32v	f32v.8	8	d	f32v.8:8	f32v.8:6	NA
f32v	f32v.8	9	shan	f32v.8:9	f32v.8:9	NA
f32v	f32v.9	1	qotchy	f32v.9:1	f32v.8:9	NA
f32v	f32v.9	2	cfhy	f32v.9:2	f32v.8:9	f32v.9:1
f32v	f32v.9	3	skey	f32v.9:3	f32v.8:9	NA
f32v	f32v.9	4	chocthy	f32v.9:4	f32v.9:4	NA
f32v	f32v.9	5	daiin	f32v.9:5	f32v.9:4	NA
f32v	f32v.9	6	cthaiin	f32v.9:6	f32v.9:6	NA
f32v	f32v.9	7	daiin	f32v.9:7	f32v.9:6	NA
f32v	f32v.10	1	sho	f32v.10:1	f32v.9:6	NA
f32v	f32v.10	2	keol	f32v.10:2	f32v.9:6	f32v.10:1
f32v	f32v.10	3	chor	f32v.10:3	f32v.10:3	NA
f32v	f32v.10	4	chol	f32v.10:4	f32v.10:3	NA
f32v	f32v.10	5	daiin	f32v.10:5	f32v.10:3	NA
f32v	f32v.10	6	cpho	f32v.10:6	f32v.10:3	NA
f32v	f32v.10	7	l	f32v.10:7	f32v.10:3	NA
f32v	f32v.10	8	cthol	f32v.10:8	f32v.10:8	NA
f32v	f32v.10	9	da	f32v.10:9	f32v.10:8	NA
f32v	f32v.10	10	ar	f32v.10:10	f32v.10:8	NA
f32v	f32v.11	1	ol	f32v.11:1	f32v.10:8	NA
f32v	f32v.11	2	sho	f32v.11:2	f32v.10:8	NA
f32v	f32v.11	3	chy	f32v.11:3	f32v.10:8	f32v.11:2
f29v	f29v.1	1	kooiin	f29v.1:1	f29v.1:1	NA
f29v	f29v.1	2	shor	f29v.1:2	f29v.1:2	NA
f29v	f29v.1	3	chetchy	f29v.1:3	f29v.1:2	NA
f29v	f29v.1	4	ol	f29v.1:4	f29v.1:2	NA
f29v	f29v.1	5	ls	f29v.1:5	f29v.1:2	NA
f29v	f29v.1	6	shytchy	f29v.1:6	f29v.1:2	NA
f29v	f29v.1	7	cthy	f29v.1:7	f29v.1:7	NA
f29v	f29v.1	8	shy	f29v.1:8	f29v.1:7	NA
f29v	f29v.1	9	cho	f29v.1:9	f29v.1:7	NA
f29v	f29v.1	10	shy	f29v.1:10	f29v.1:7	NA
f29v	f29v.1	11	daiin	f29v.1:11	f29v.1:7	NA
f29v	f29v.2	1	qotcheaiin	f29v.2:1	f29v.2:1	NA
f29v	f29v.2	2	s	f29v.2:2	f29v.2:1	NA
f29v	f29v.2	3	chol	f29v.2:3	f29v.2:1	NA
f29v	f29v.2	4	chol	f29v.2:4	f29v.2:1	NA
f29v	f29v.2	5	cthy	f29v.2:5	f29v.2:5	NA
f29v	f29v.2	6	chey	f29v.2:6	f29v.2:5	NA
f29v	f29v.2	7	cthold	f29v.2:7	f29v.2:7	NA
f29v	f29v.2	8	ytchor	f29v.2:8	f29v.2:8	NA
f29v	f29v.2	9	dary	f29v.2:9	f29v.2:8	NA
f29v	f29v.3	1	chol	f29v.3:1	f29v.2:8	NA
f29v	f29v.3	2	chol	f29v.3:2	f29v.2:8	NA
f29v	f29v.3	3	kor	f29v.3:3	f29v.2:8	NA
f29v	f29v.3	4	shey	f29v.3:4	f29v.2:8	NA
f29v	f29v.3	5	odaiin	f29v.3:5	f29v.3:5	NA
f29v	f29v.3	6	qotchy	f29v.3:6	f29v.3:5	NA
f29v	f29v.3	7	taiin	f29v.3:7	f29v.3:5	f29v.3:6
f29v	f29v.3	8	s	f29v.3:8	f29v.3:5	NA
f29v	f29v.3	9	she	f29v.3:9	f29v.3:5	NA
f29v	f29v.3	10	otey	f29v.3:10	f29v.3:5	NA
f29v	f29v.3	11	sy	f29v.3:11	f29v.3:5	NA
f29v	f29v.4	1	ysho	f29v.4:1	f29v.3:5	NA
f29v	f29v.4	2	otshy	f29v.4:2	f29v.3:5	NA
f29v	f29v.4	3	okaiin	f29v.4:3	f29v.4:3	NA
f29v	f29v.4	4	cthy	f29v.4:4	f29v.4:4	NA
f29v	f29v.4	5	oltchy	f29v.4:5	f29v.4:4	NA
f29v	f29v.4	6	s	f29v.4:6	f29v.4:4	NA
f29v	f29v.4	7	shot	f29v.4:7	f29v.4:4	NA
f29v	f29v.4	8	sho	f29v.4:8	f29v.4:4	NA
f29v	f29v.4	9	okaiin	f29v.4:9	f29v.4:4	f29v.4:8
