page	locus	position	word	mention	reading	status
f21r	f21r.10	8	ctheey	f21r.10:8	⟦ctheey⟧	OPEN
f21r	f21r.10	9	otaiin	f21r.10:9	⟦otaiin⟧	OPEN
f21r	f21r.11	1	shol	f21r.11:1	befeuchte	HYPOTHESIS_ONLY
f21r	f21r.11	2	chol	f21r.11:2	trockne	HYPOTHESIS_ONLY
f21r	f21r.11	3	shol	f21r.11:3	befeuchte	HYPOTHESIS_ONLY
f21r	f21r.11	4	tchol	f21r.11:4	⟦tchol⟧	OPEN
f21r	f21r.11	5	chcthy	f21r.11:5	⟦chcthy⟧	OPEN
f21r	f21r.11	6	otyky	f21r.11:6	⟦otyky⟧	OPEN
f21r	f21r.11	7	shey	f21r.11:7	erwärme	HYPOTHESIS_ONLY
f21r	f21r.11	8	yteol	f21r.11:8	⟦yteol⟧	OPEN
f21r	f21r.11	9	shody	f21r.11:9	⟦shody⟧	OPEN
f21r	f21r.12	1	ykeey	f21r.12:1	⟦ykeey⟧	OPEN
f21r	f21r.12	2	chor	f21r.12:2	Blüten	HYPOTHESIS_ONLY
f21r	f21r.12	3	sheey	f21r.12:3	⟦sheey⟧	OPEN
f21r	f21r.12	4	ysheol	f21r.12:4	⟦ysheol⟧	OPEN
f21r	f21r.12	5	chor	f21r.12:5	Blüten	HYPOTHESIS_ONLY
f21r	f21r.12	6	chol	f21r.12:6	trockne	HYPOTHESIS_ONLY
f21r	f21r.12	7	daiin	f21r.12:7	Maß Γ	HYPOTHESIS_ONLY
f21r	f21r.12	8	chkaiin	f21r.12:8	vermische	HYPOTHESIS_ONLY
f32v	f32v.7	1	ksho	f32v.7:1	⟦ksho⟧	OPEN
f32v	f32v.7	2	cphos	f32v.7:2	⟦cphos⟧	OPEN
f32v	f32v.7	3	she	f32v.7:3	⟦she⟧	OPEN
f32v	f32v.7	4	sheaiin	f32v.7:4	⟦sheaiin⟧	OPEN
f32v	f32v.7	5	otshcho	f32v.7:5	⟦otshcho⟧	OPEN
f32v	f32v.7	6	r	f32v.7:6	⟦r⟧	OPEN
f32v	f32v.7	7	dain	f32v.7:7	Maß Β	HYPOTHESIS_ONLY
f32v	f32v.7	8	shckhy	f32v.7:8	⟦shckhy⟧	OPEN
f32v	f32v.7	9	s	f32v.7:9	und	HYPOTHESIS_ONLY
f32v	f32v.7	10	odan	f32v.7:10	⟦odan⟧	OPEN
f32v	f32v.8	1	otchol	f32v.8:1	Trockenmaterial	HYPOTHESIS_ONLY
f32v	f32v.8	2	daiin	f32v.8:2	Maß Γ	HYPOTHESIS_ONLY
f32v	f32v.8	3	daiin	f32v.8:3	Maß Γ	HYPOTHESIS_ONLY
f32v	f32v.8	4	ctho	f32v.8:4	Pflanzenpulver	HYPOTHESIS_ONLY
f32v	f32v.8	5	daiin	f32v.8:5	Maß Γ	HYPOTHESIS_ONLY
f32v	f32v.8	6	qotaiin	f32v.8:6	abgeteilte Portion	HYPOTHESIS_ONLY
f32v	f32v.8	7	otchy	f32v.8:7	⟦otchy⟧	OPEN
f32v	f32v.8	8	d	f32v.8:8	⟦d⟧	OPEN
f32v	f32v.8	9	shan	f32v.8:9	Feinanteil	HYPOTHESIS_ONLY
f32v	f32v.9	1	qotchy	f32v.9:1	überführe nach	HYPOTHESIS_ONLY
f32v	f32v.9	2	cfhy	f32v.9:2	Filterstelle	HYPOTHESIS_ONLY
f32v	f32v.9	3	skey	f32v.9:3	⟦skey⟧	OPEN
f32v	f32v.9	4	chocthy	f32v.9:4	Pflanzenmark	HYPOTHESIS_ONLY
f32v	f32v.9	5	daiin	f32v.9:5	Maß Γ	HYPOTHESIS_ONLY
f32v	f32v.9	6	cthaiin	f32v.9:6	Pflanzenportion	HYPOTHESIS_ONLY
f32v	f32v.9	7	daiin	f32v.9:7	Maß Γ	HYPOTHESIS_ONLY
f32v	f32v.10	1	sho	f32v.10:1	führe zu	HYPOTHESIS_ONLY
f32v	f32v.10	2	keol	f32v.10:2	Öl	HYPOTHESIS_ONLY
f32v	f32v.10	3	chor	f32v.10:3	Blüten	HYPOTHESIS_ONLY
f32v	f32v.10	4	chol	f32v.10:4	trockne	HYPOTHESIS_ONLY
f32v	f32v.10	5	daiin	f32v.10:5	Maß Γ	HYPOTHESIS_ONLY
f32v	f32v.10	6	cpho	f32v.10:6	⟦cpho⟧	OPEN
f32v	f32v.10	7	l	f32v.10:7	⟦l⟧	OPEN
f32v	f32v.10	8	cthol	f32v.10:8	Trockenmaterial	HYPOTHESIS_ONLY
f32v	f32v.10	9	da	f32v.10:9	⟦da⟧	OPEN
f32v	f32v.10	10	ar	f32v.10:10	⟦ar⟧	OPEN
f32v	f32v.11	1	ol	f32v.11:1	auch	HYPOTHESIS_ONLY
f32v	f32v.11	2	sho	f32v.11:2	führe zu	HYPOTHESIS_ONLY
f32v	f32v.11	3	chy	f32v.11:3	Wasser	HYPOTHESIS_ONLY
f29v	f29v.1	1	kooiin	f29v.1:1	Wurzelmaterial	HYPOTHESIS_ONLY
f29v	f29v.1	2	shor	f29v.1:2	Früchte	HYPOTHESIS_ONLY
f29v	f29v.1	3	chetchy	f29v.1:3	⟦chetchy⟧	OPEN
f29v	f29v.1	4	ol	f29v.1:4	auch	HYPOTHESIS_ONLY
f29v	f29v.1	5	ls	f29v.1:5	⟦ls⟧	OPEN
f29v	f29v.1	6	shytchy	f29v.1:6	⟦shytchy⟧	OPEN
f29v	f29v.1	7	cthy	f29v.1:7	Kraut	HYPOTHESIS_ONLY
f29v	f29v.1	8	shy	f29v.1:8	feucht	HYPOTHESIS_ONLY
f29v	f29v.1	9	cho	f29v.1:9	Inneres	HYPOTHESIS_ONLY
f29v	f29v.1	10	shy	f29v.1:10	feucht	HYPOTHESIS_ONLY
f29v	f29v.1	11	daiin	f29v.1:11	Maß Γ	HYPOTHESIS_ONLY
f29v	f29v.2	1	qotcheaiin	f29v.2:1	Feinpulver	HYPOTHESIS_ONLY
f29v	f29v.2	2	s	f29v.2:2	und	HYPOTHESIS_ONLY
f29v	f29v.2	3	chol	f29v.2:3	trockne	HYPOTHESIS_ONLY
f29v	f29v.2	4	chol	f29v.2:4	trockne	HYPOTHESIS_ONLY
f29v	f29v.2	5	cthy	f29v.2:5	Kraut	HYPOTHESIS_ONLY
f29v	f29v.2	6	chey	f29v.2:6	⟦chey⟧	OPEN
f29v	f29v.2	7	cthold	f29v.2:7	Pflanzenrückstand	HYPOTHESIS_ONLY
f29v	f29v.2	8	ytchor	f29v.2:8	zerkleinerte Blüten	HYPOTHESIS_ONLY
f29v	f29v.2	9	dary	f29v.2:9	Teilmenge	HYPOTHESIS_ONLY
f29v	f29v.3	1	chol	f29v.3:1	trockne	HYPOTHESIS_ONLY
f29v	f29v.3	2	chol	f29v.3:2	trockne	HYPOTHESIS_ONLY
f29v	f29v.3	3	kor	f29v.3:3	Mörser	HYPOTHESIS_ONLY
f29v	f29v.3	4	shey	f29v.3:4	erwärme	HYPOTHESIS_ONLY
f29v	f29v.3	5	odaiin	f29v.3:5	Zusatzportion	HYPOTHESIS_ONLY
f29v	f29v.3	6	qotchy	f29v.3:6	überführe nach	HYPOTHESIS_ONLY
f29v	f29v.3	7	taiin	f29v.3:7	Auffanggefäß	HYPOTHESIS_ONLY
f29v	f29v.3	8	s	f29v.3:8	und	HYPOTHESIS_ONLY
f29v	f29v.3	9	she	f29v.3:9	⟦she⟧	OPEN
f29v	f29v.3	10	otey	f29v.3:10	⟦otey⟧	OPEN
f29v	f29v.3	11	sy	f29v.3:11	⟦sy⟧	OPEN
f29v	f29v.4	1	ysho	f29v.4:1	⟦ysho⟧	OPEN
f29v	f29v.4	2	otshy	f29v.4:2	kalt-feucht	HYPOTHESIS_ONLY
f29v	f29v.4	3	okaiin	f29v.4:3	Ansatz	HYPOTHESIS_ONLY
f29v	f29v.4	4	cthy	f29v.4:4	Kraut	HYPOTHESIS_ONLY
f29v	f29v.4	5	oltchy	f29v.4:5	kalt-trocken	HYPOTHESIS_ONLY
f29v	f29v.4	6	s	f29v.4:6	und	HYPOTHESIS_ONLY
f29v	f29v.4	7	shot	f29v.4:7	⟦shot⟧	OPEN
f29v	f29v.4	8	sho	f29v.4:8	führe zu	HYPOTHESIS_ONLY
f29v	f29v.4	9	okaiin	f29v.4:9	Ansatz	HYPOTHESIS_ONLY
