held_physical_folio	candidate_id	remaining_case_count	fold_score	best_rival_score	margin_over_best_rival	fold_minimum_candidates	candidate_unique_fold_winner
f58	OL_DIRECTIONAL_AUS	14	23	5	-18	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f58	OL_QUANTIFIABLE_NOMINAL_HEAD	14	5	9	4	OL_QUANTIFIABLE_NOMINAL_HEAD	1
f58	OL_FIELD_SEQUENCE_MARKER	14	13	5	-8	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f58	OL_MEASURE_UNIT_COMPLEMENT	14	13	5	-8	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f75	OL_PARTITIVE_VON	13	9	5	-4	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f75	OL_DIRECTIONAL_AUS	13	21	5	-16	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f75	OL_QUANTIFIABLE_NOMINAL_HEAD	13	5	9	4	OL_QUANTIFIABLE_NOMINAL_HEAD	1
f75	OL_FIELD_SEQUENCE_MARKER	13	11	5	-6	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f75	OL_MEASURE_UNIT_COMPLEMENT	13	14	5	-9	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f78	OL_PARTITIVE_VON	14	8	6	-2	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f78	OL_DIRECTIONAL_AUS	14	22	6	-16	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f78	OL_QUANTIFIABLE_NOMINAL_HEAD	14	6	8	2	OL_QUANTIFIABLE_NOMINAL_HEAD	1
f78	OL_FIELD_SEQUENCE_MARKER	14	12	6	-6	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f78	OL_MEASURE_UNIT_COMPLEMENT	14	14	6	-8	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f81	OL_PARTITIVE_VON	11	8	4	-4	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f81	OL_DIRECTIONAL_AUS	11	18	4	-14	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f81	OL_QUANTIFIABLE_NOMINAL_HEAD	11	4	8	4	OL_QUANTIFIABLE_NOMINAL_HEAD	1
f81	OL_FIELD_SEQUENCE_MARKER	11	9	4	-5	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f81	OL_MEASURE_UNIT_COMPLEMENT	11	13	4	-9	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f82	OL_PARTITIVE_VON	14	10	6	-4	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f82	OL_DIRECTIONAL_AUS	14	22	6	-16	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f82	OL_QUANTIFIABLE_NOMINAL_HEAD	14	6	10	4	OL_QUANTIFIABLE_NOMINAL_HEAD	1
f82	OL_FIELD_SEQUENCE_MARKER	14	12	6	-6	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f82	OL_MEASURE_UNIT_COMPLEMENT	14	14	6	-8	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f85	OL_PARTITIVE_VON	14	10	6	-4	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f85	OL_DIRECTIONAL_AUS	14	22	6	-16	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f85	OL_QUANTIFIABLE_NOMINAL_HEAD	14	6	10	4	OL_QUANTIFIABLE_NOMINAL_HEAD	1
f85	OL_FIELD_SEQUENCE_MARKER	14	12	6	-6	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f85	OL_MEASURE_UNIT_COMPLEMENT	14	14	6	-8	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f112	OL_PARTITIVE_VON	14	10	6	-4	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f112	OL_DIRECTIONAL_AUS	14	22	6	-16	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f112	OL_QUANTIFIABLE_NOMINAL_HEAD	14	6	10	4	OL_QUANTIFIABLE_NOMINAL_HEAD	1
f112	OL_FIELD_SEQUENCE_MARKER	14	12	6	-6	OL_QUANTIFIABLE_NOMINAL_HEAD	0
f112	OL_MEASURE_UNIT_COMPLEMENT	14	14	6	-8	OL_QUANTIFIABLE_NOMINAL_HEAD	0
