cohort_id	locus	physical_folio	ordinal	surface	is_ol_target	working_default_de	default_source	render_once	span_id	span_member_role	default_is_translation	confirmed_lexeme	component_export_credit
G772-L016	f112r.36	f112	2	ol	1	Ansatz:	G773-D01	1	NONE	NONE	0	0	0
G772-L016	f112r.36	f112	3	checkhy	0	trockene Zubereitungsform, Anfangsstufe	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L016	f112r.36	f112	4	olchain	0	trockener Zubereitungsposten, Stufe II; Stoff offen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L016	f112r.36	f112	5	okeey	0	vollständig erhitzter Ansatz	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L016	f112r.36	f112	6	olam	0	Maßposten I; Stoff offen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	1	qotchor	0	kalt-trockener Inhaltsposten	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	2	chy	0	leicht getrocknet	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	3	she	0	feucht, attributiv gebunden	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	4	kchor	0	heiß-trockener Inhaltsposten	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	5	chory	0	Pflanzenteil in Grundform	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	6	keor	0	heißer Mengen-/Inhaltsposten	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	7	ol	1	;	G773-D05	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	8	chy	0	leicht getrocknet	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	9	daiin	0	Grad-/Maßwert III	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L017	f30v.2	f30	10	ctholdy	0	Blatt-/Krautgut fertigstellen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L018	f75r.26	f75	1	dain	0	Grad-/Maßwert II	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L018	f75r.26	f75	2	ol	1	Ansatz:	G773-D01	1	NONE	NONE	0	0	0
G772-L018	f75r.26	f75	3	sheol	0	feuchtes Material	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L018	f75r.26	f75	4	dain	0	Qualitätsgrad II	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L018	f75r.26	f75	5	ol	1	;	G773-D05	1	NONE	NONE	0	0	0
G772-L018	f75r.26	f75	6	qoly	0	gib Vorstehendes hinzu und schließe die Zugabe ab	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L018	f75r.26	f75	7	dar	0	abgemessene Fraktion I	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L018	f75r.26	f75	8	ajy	0	fülle ein Bündel ab und schließe	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L019	f81r.15	f81	1	sain	0	Wert-/Mengenform II	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L019	f81r.15	f81	2	ol	1	Ansatz:	G773-D01	1	NONE	NONE	0	0	0
G772-L019	f81r.15	f81	3	cheedy	0	vollständig getrocknet, abgeschlossen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L019	f81r.15	f81	4	qokeedy	0	vollständig erhitzt; abgeschlossen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L019	f81r.15	f81	5	otedy	0	bis zur Mittelstufe abgekühlter Ansatz; abgeschlossen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L020	f81r.22	f81	1	qotal	0	Rohstoffklasse I, leicht abgekühlt	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L020	f81r.22	f81	2	chedy	0	bis zur Mittelstufe getrocknet; abgeschlossen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L020	f81r.22	f81	3	qol	0	Zugabe-/Inhaltsfeld; genaue Funktion offen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L020	f81r.22	f81	4	ol	1	:	G773-D05	1	NONE	NONE	0	0	0
G772-L020	f81r.22	f81	5	daiin	0	Qualitätsgrad III	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L020	f81r.22	f81	6	ol	1	;	G773-D05	1	NONE	NONE	0	0	0
G772-L020	f81r.22	f81	7	chedar	0	abgemessene Trockenfraktion I, Mittelstufe	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L020	f81r.22	f81	8	ol	1	und dann	G773-D03	1	NONE	NONE	0	0	0
G772-L020	f81r.22	f81	9	oly	0	abseihen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L021	f82r.33	f82	1	sain	0	Wert-/Mengenform II	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L021	f82r.33	f82	2	ol	1	Ansatz:	G773-D01	1	NONE	NONE	0	0	0
G772-L021	f82r.33	f82	3	cheol	0	Trockenmaterial	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L021	f82r.33	f82	4	ey	0	anschließend	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L021	f82r.33	f82	5	cheor	0	Trockenportion	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L021	f82r.33	f82	6	chey	0	bis zur Mittelstufe getrocknet	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	1	daiir	0	abgemessene Fraktion III	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	2	cheody	0	getrockneter Ansatz	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	3	oraiin	0	drei Portionen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	4	ol	1	Ansatz:	G773-D01	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	5	okaiin	0	heiß, Grad III, im Ansatzrahmen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	6	cheocthey	0	trockene Zubereitungsform I	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	7	olor	0	Zutat	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	8	otedy	0	bis zur Mittelstufe abgekühlter Ansatz; abgeschlossen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	9	qotaiin	0	kalt, Grad III	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	10	chor	0	Pflanzen-/Reproduktionsteil	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
G772-L022	f85r1.21	f85	11	chedy	0	bis zur Mittelstufe getrocknet; abgeschlossen	GDT772_INHERITED_NON_OL_DEFAULT	1	NONE	NONE	0	0	0
