event_id	page	record	statement_id	surface	full_recipe	pocket_core_recipe	specialist_recipe	event_class	full_reading_de
E108	f81v	B1	B1-S002	olkain	OL+K+AIN	OL+K	AIN	MIXED_OR_SPECIALIST_CARD	FORTSETZEN · ZUDOSIEREN · PORTION
E109	f81v	B1	B1-S002	al	AL	AL	NONE	CORE_CARD	ZIEL
E110	f81v	B1	B1-S002	ol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E111	f81v	B1	B1-S002	rol	R+OL	OL	R	MIXED_OR_SPECIALIST_CARD	KUEHLEN · FORTSETZEN
E112	f81v	B1	B1-S002	dl	L	NONE	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN
E113	f81v	B1	B1-S002	olor	OL+OR	OL+OR	NONE	CORE_CARD	FORTSETZEN · ANSATZ
E114	f81v	B1	B1-S002	ol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E115	f81v	B1	B1-S002	sheckhal	SH+E+CKH+AL	E+AL	SH+CKH	MIXED_OR_SPECIALIST_CARD	HALTEN · KURZ · DURCHLASS · ZIEL
E116	f81v	B1	B1-S002	daiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E117	f81v	B1	B1-S002	qokeedal	OK+EE+AL	OK+EE+AL	NONE	CORE_CARD	ANSETZEN · LANG · ZIEL
E118	f81v	B1	B1-S002	daiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E119	f81v	B1	B1-S002	chckhy	CKH+Y	Y	CKH	MIXED_OR_SPECIALIST_CARD	DURCHLASS · DIES
E120	f81v	B1	B1-S002	schedy	CHD+DY	DY	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · SCHLUSS
E121	f81v	B1	B1-S003	qol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E122	f81v	B1	B1-S003	sshkchdy	SH+K+CHD+DY	K+DY	SH+CHD	MIXED_OR_SPECIALIST_CARD	HALTEN · ZUDOSIEREN · UMSETZEN · SCHLUSS
E123	f81v	B1	B1-S004	chedy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E124	f81v	B1	B1-S004	ol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E125	f81v	B1	B1-S004	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E126	f81v	B1	B1-S005	qolchedy	OL+CHD+DY	OL+DY	CHD	MIXED_OR_SPECIALIST_CARD	FORTSETZEN · UMSETZEN · SCHLUSS
E127	f81v	B1	B1-S006	qokain	OK+AIN	OK	AIN	MIXED_OR_SPECIALIST_CARD	ANSETZEN · PORTION
E128	f81v	B1	B1-S006	shckhy	CKH+Y	Y	CKH	MIXED_OR_SPECIALIST_CARD	DURCHLASS · DIES
E129	f81v	B1	B1-S006	dl	L	NONE	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN
E130	f81v	B1	B1-S006	ral	R+AL	AL	R	MIXED_OR_SPECIALIST_CARD	KUEHLEN · ZIEL
E131	f81v	B1	B1-S007	qokchdy	OK+CHD+DY	OK+DY	CHD	MIXED_OR_SPECIALIST_CARD	ANSETZEN · UMSETZEN · SCHLUSS
E132	f81v	B1	B1-S008	chey	Y	Y	NONE	CORE_CARD	DIES
E133	f81v	B1	B1-S008	ol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E134	f81v	B1	B1-S008	cheky	CHK+E+Y	E+Y	CHK	MIXED_OR_SPECIALIST_CARD	WAERMEN · KURZ · DIES
E135	f81v	B1	B1-S008	ol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E136	f81v	B1	B1-S008	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E137	f81v	B1	B1-S009	qokedy	OK+E+DY	OK+E+DY	NONE	CORE_CARD	ANSETZEN · KURZ · SCHLUSS
E138	f81v	B1	B1-S010	qokedy	OK+E+DY	OK+E+DY	NONE	CORE_CARD	ANSETZEN · KURZ · SCHLUSS
E139	f81v	B1	B1-S011	chckhy	CKH+Y	Y	CKH	MIXED_OR_SPECIALIST_CARD	DURCHLASS · DIES
E140	f81v	B1	B1-S011	qoky	OK+Y	OK+Y	NONE	CORE_CARD	ANSETZEN · DIES
E141	f81v	B1	B1-S012	lsho	LSH+O	O	LSH	MIXED_OR_SPECIALIST_CARD	WASCHEN · GANG
E142	f81v	B1	B1-S012	qokey	OK+E+Y	OK+E+Y	NONE	CORE_CARD	ANSETZEN · KURZ · DIES
E143	f81v	B1	B1-S012	lshedy	LSH+E+DY	E+DY	LSH	MIXED_OR_SPECIALIST_CARD	WASCHEN · KURZ · SCHLUSS
E144	f81v	B1	B1-S013	lshedy	LSH+E+DY	E+DY	LSH	MIXED_OR_SPECIALIST_CARD	WASCHEN · KURZ · SCHLUSS
E145	f81v	B1	B1-S014	chedy	CHD+Y	Y	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · DIES
E146	f81v	B1	B1-S014	qolky	SOLK+Y	Y	SOLK	MIXED_OR_SPECIALIST_CARD	AUFFANGEN · DIES
E147	f81v	B1	B1-S014	lchedal	L+CHD+AL	AL	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · ZIEL
E148	f81v	B1	B1-S014	qol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E149	f81v	B1	B1-S014	otar	OT+AR	OT+AR	NONE	CORE_CARD	DANACH · QUELLE
E150	f81v	B1	B1-S015	ytey	T+E+Y	E+Y	T	MIXED_OR_SPECIALIST_CARD	EINTRAGEN · KURZ · DIES
E151	f81v	B1	B1-S015	okchedy	OK+CHD+DY	OK+DY	CHD	MIXED_OR_SPECIALIST_CARD	ANSETZEN · UMSETZEN · SCHLUSS
E152	f81v	B1	B1-S016	qokal	OK+AL	OK+AL	NONE	CORE_CARD	ANSETZEN · ZIEL
E153	f81v	B1	B1-S016	okeey	OK+EE+Y	OK+EE+Y	NONE	CORE_CARD	ANSETZEN · LANG · DIES
E154	f81v	B1	B1-S016	qol	OL	OL	NONE	CORE_CARD	FORTSETZEN
E155	f81v	B1	B1-S016	cheedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E156	f81v	B1	B1-S017	sal	AL	AL	NONE	CORE_CARD	ZIEL
E157	f81v	B1	B1-S017	teol	E+OL	E+OL	NONE	CORE_CARD	KURZ · FORTSETZEN
E158	f81v	B1	B1-S017	dchdy	CHD+DY	DY	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · SCHLUSS
E159	f81v	B1	B1-S018	ly	L+Y	Y	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · DIES
E160	f81v	B1	B1-S018	dsheol	SH+E+OL	E+OL	SH	MIXED_OR_SPECIALIST_CARD	HALTEN · KURZ · FORTSETZEN
E161	f81v	B1	B1-S018	oiiin	O+IIN	O	IIN	MIXED_OR_SPECIALIST_CARD	GANG · STUFE
E162	f81v	B1	B1-S018	olkeedy	SOLK+EE+DY	EE+DY	SOLK	MIXED_OR_SPECIALIST_CARD	AUFFANGEN · LANG · SCHLUSS
E163	f81v	B1	B1-S019	tedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E164	f81v	B1	B1-S020	cheky	CHK+E+Y	E+Y	CHK	MIXED_OR_SPECIALIST_CARD	WAERMEN · KURZ · DIES
E165	f81v	B1	B1-S020	shckhedy	SH+CKH+E+DY	E+DY	SH+CKH	MIXED_OR_SPECIALIST_CARD	HALTEN · DURCHLASS · KURZ · SCHLUSS
E166	f81v	B1	B1-S021	chal	AL	AL	NONE	CORE_CARD	ZIEL
E167	f82r	B2	B2-S001	dchedy	CHD+DY	DY	CHD	MIXED_OR_SPECIALIST_CARD	UMSETZEN · SCHLUSS
E168	f82r	B2	B2-S002	qolchedy	OL+CHD+DY	OL+DY	CHD	MIXED_OR_SPECIALIST_CARD	FORTSETZEN · UMSETZEN · SCHLUSS
E169	f82r	B2	B2-S003	qokain	OK+AIN	OK	AIN	MIXED_OR_SPECIALIST_CARD	ANSETZEN · PORTION
E170	f82r	B2	B2-S003	dy	Y	Y	NONE	CORE_CARD	DIES
E171	f82r	B2	B2-S003	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E172	f82r	B2	B2-S004	qokal	OK+AL	OK+AL	NONE	CORE_CARD	ANSETZEN · ZIEL
E173	f82r	B2	B2-S004	lcheckhy	L+CKH+Y	Y	L+CKH	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · DURCHLASS · DIES
E174	f82r	B2	B2-S004	lched	L+CHD	NONE	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN
E175	f82r	B2	B2-S004	qokeey	OK+EE+Y	OK+EE+Y	NONE	CORE_CARD	ANSETZEN · LANG · DIES
E176	f82r	B2	B2-S004	lcheckhedy	L+CKH+E+DY	E+DY	L+CKH	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS
E177	f82r	B2	B2-S005	qokaly	OK+AL+Y	OK+AL+Y	NONE	CORE_CARD	ANSETZEN · ZIEL · DIES
E178	f82r	B2	B2-S005	solkaiin	SOLK+AIIN	AIIN	SOLK	MIXED_OR_SPECIALIST_CARD	AUFFANGEN · MASS
E179	f82r	B2	B2-S005	chckhy	CKH+Y	Y	CKH	MIXED_OR_SPECIALIST_CARD	DURCHLASS · DIES
E180	f82r	B2	B2-S005	qokaiin	OK+AIIN	OK+AIIN	NONE	CORE_CARD	ANSETZEN · MASS
E181	f82r	B2	B2-S005	qokaiin	OK+AIIN	OK+AIIN	NONE	CORE_CARD	ANSETZEN · MASS
E182	f82r	B2	B2-S005	octheol	O+CTH+E+OL	O+E+OL	CTH	MIXED_OR_SPECIALIST_CARD	GANG · BEREIT · KURZ · FORTSETZEN
E183	f82r	B2	B2-S005	chkeey	CHK+EE+Y	EE+Y	CHK	MIXED_OR_SPECIALIST_CARD	WAERMEN · LANG · DIES
E184	f82r	B2	B2-S005	ldy	L+DY	DY	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · SCHLUSS
E185	f82r	B2	B2-S006	oteey	OT+EE+Y	OT+EE+Y	NONE	CORE_CARD	DANACH · LANG · DIES
E186	f82r	B2	B2-S006	qokal	OK+AL	OK+AL	NONE	CORE_CARD	ANSETZEN · ZIEL
E187	f82r	B2	B2-S006	sheckhy	SH+E+CKH+Y	E+Y	SH+CKH	MIXED_OR_SPECIALIST_CARD	HALTEN · KURZ · DURCHLASS · DIES
E188	f82r	B2	B2-S006	qoky	OK+Y	OK+Y	NONE	CORE_CARD	ANSETZEN · DIES
E189	f82r	B2	B2-S007	dshedy	SH+E+DY	E+DY	SH	MIXED_OR_SPECIALIST_CARD	HALTEN · KURZ · SCHLUSS
E190	f82r	B2	B2-S008	sotaiin	OT+AIIN	OT+AIIN	NONE	CORE_CARD	DANACH · MASS
E191	f82r	B2	B2-S008	qokar	OK+AR	OK+AR	NONE	CORE_CARD	ANSETZEN · QUELLE
E192	f82r	B2	B2-S008	shedy	SHED+DY	DY	SHED	MIXED_OR_SPECIALIST_CARD	ABSETZEN · SCHLUSS
E193	f82r	B2	B2-S009	solshedy	OL+SH+E+DY	OL+E+DY	SH	MIXED_OR_SPECIALIST_CARD	FORTSETZEN · HALTEN · KURZ · SCHLUSS
E194	f82r	B2	B2-S010	qokeey	OK+EE+Y	OK+EE+Y	NONE	CORE_CARD	ANSETZEN · LANG · DIES
E195	f82r	B2	B2-S010	qoky	OK+Y	OK+Y	NONE	CORE_CARD	ANSETZEN · DIES
E196	f82r	B2	B2-S010	ls	OL	OL	NONE	CORE_CARD	FORTSETZEN
E197	f82r	B2	B2-S010	cheey	SH+EE+Y	EE+Y	SH	MIXED_OR_SPECIALIST_CARD	HALTEN · LANG · DIES
E198	f82r	B2	B2-S011	okain	OK+AIN	OK	AIN	MIXED_OR_SPECIALIST_CARD	ANSETZEN · PORTION
E199	f82r	B2	B2-S011	char	AR	AR	NONE	CORE_CARD	QUELLE
E200	f82r	B2	B2-S011	okain	OK+AIN	OK	AIN	MIXED_OR_SPECIALIST_CARD	ANSETZEN · PORTION
E201	f82r	B2	B2-S011	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E202	f82r	B2	B2-S012	lchy	L+CH+Y	Y	L+CH	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · ABNEHMEN · DIES
E203	f82r	B2	B2-S012	cheey	SH+EE+Y	EE+Y	SH	MIXED_OR_SPECIALIST_CARD	HALTEN · LANG · DIES
E204	f82r	B2	B2-S012	qcthey	CTH+E+Y	E+Y	CTH	MIXED_OR_SPECIALIST_CARD	BEREIT · KURZ · DIES
E205	f82r	B2	B2-S012	qokeey	OK+EE+Y	OK+EE+Y	NONE	CORE_CARD	ANSETZEN · LANG · DIES
E206	f82r	B2	B2-S012	lcheey	L+EE+Y	EE+Y	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · LANG · DIES
E207	f82r	B2	B2-S012	daiin	AIIN	AIIN	NONE	CORE_CARD	MASS
E208	f82r	B2	B2-S012	chey	Y	Y	NONE	CORE_CARD	DIES
E209	f82r	B2	B2-S012	qokeeedy	OK+EEE+DY	OK+DY	EEE	MIXED_OR_SPECIALIST_CARD	ANSETZEN · VOLL · SCHLUSS
E210	f82r	B2	B2-S013	lchedy	L+CHD+DY	DY	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · SCHLUSS
E211	f82r	B2	B2-S014	lar	L+AR	AR	L	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · QUELLE
E212	f82r	B2	B2-S015	tshey	SH+E+Y	E+Y	SH	MIXED_OR_SPECIALIST_CARD	HALTEN · KURZ · DIES
E213	f82r	B2	B2-S015	qokeedy	OK+EE+DY	OK+EE+DY	NONE	CORE_CARD	ANSETZEN · LANG · SCHLUSS
E214	f82r	B2	B2-S016	cheal	AL	AL	NONE	CORE_CARD	ZIEL
E215	f82r	B2	B2-S016	lchedar	L+CHD+AR	AR	L+CHD	MIXED_OR_SPECIALIST_CARD	WEITERLEITEN · UMSETZEN · QUELLE
E216	f82r	B2	B2-S016	ches	CH+E+S	E	CH+S	MIXED_OR_SPECIALIST_CARD	ABNEHMEN · KURZ · TEILEN
