adapter_card_id	card_class	register_scope	root_or_trigger	generic_phrase_de	owner_voice_phrase_de	double_y_phrase_de	source_state_event_count	owner_bound_target_support_count	support_rate	physical_page_count	statement_count	example_event_ids	guard
GDT567-A12	ARGUMENT_OWNER_VOICE	BIOLOGICAL	Y	den Posten	den Stationsposten	die beiden Stationsposten	661	661	1.000000000000	7	427	G407-E1430|G407-E1431|G407-E1435|G407-E1436|G407-E1438|G407-E1458|G407-E1470|G407-E1475	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A13	ARGUMENT_OWNER_VOICE	BIOLOGICAL	AIIN	den Wert	den Stationswert	NOT_APPLICABLE	116	116	1.000000000000	7	81	G407-E1681|G407-E1682|G407-E1810|G407-E1947|G407-E2044|G407-E2265|G407-E2266|G407-E2278	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A14	ARGUMENT_OWNER_VOICE	BIOLOGICAL	AIN	den Anteil	den Stationsanteil	NOT_APPLICABLE	114	114	1.000000000000	7	88	G407-E1447|G407-E1465|G407-E1466|G407-E1541|G407-E1551|G407-E1586|G407-E1647|G407-E1648	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A15	ARGUMENT_OWNER_VOICE	BIOLOGICAL	OR	die Einheit	die Stationseinheit	NOT_APPLICABLE	51	51	1.000000000000	7	44	G407-E1504|G407-E1560|G407-E1561|G407-E1612|G407-E1637|G407-E1655|G407-E1832|G407-E1833	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A16	ARGUMENT_OWNER_VOICE	PHARMA	Y	den Posten	den Drogenposten	die beiden Drogenposten	86	86	1.000000000000	3	26	G407-E3797|G407-E3827|G407-E3832|G407-E3844|G407-E3847|G407-E3848|G407-E3851|G407-E3871	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A17	ARGUMENT_OWNER_VOICE	PHARMA	AIIN	den Wert	den Mengenwert	NOT_APPLICABLE	33	33	1.000000000000	3	12	G407-E3853|G407-E3854|G407-E3855|G407-E3856|G407-E3858|G407-E3868|G407-E3878|G407-E3880	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A18	ARGUMENT_OWNER_VOICE	PHARMA	AIN	den Anteil	den Drogenanteil	NOT_APPLICABLE	9	9	1.000000000000	2	7	G407-E4026|G407-E4027|G407-E4032|G407-E4070|G407-E4071|G407-E4100|G407-E4140|G407-E4182	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A19	ARGUMENT_OWNER_VOICE	PHARMA	OR	die Einheit	die Ansatzeinheit	NOT_APPLICABLE	11	11	1.000000000000	3	6	G407-E3801|G407-E3803|G407-E3806|G407-E3819|G407-E3865|G407-E3881|G407-E3915|G407-E4043	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A20	RELATION_OWNER_VOICE	SOURCE_SECTION_T	AL	zum Zielort	zur Zielspalte	NOT_APPLICABLE	5	5	1.000000000000	1	5	G515-E0332|G515-E0379|G515-E0417|G515-E0550|G515-E0569	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A21	RELATION_OWNER_VOICE	SOURCE_SECTION_T	AR	vom Ausgang	von der Ausgangszeile	NOT_APPLICABLE	5	5	1.000000000000	2	5	G407-E0189|G515-E0394|G515-E0416|G515-E0456|G515-E0470	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A22	RELATION_OWNER_VOICE	SOURCE_SECTION_T	L	über die Verbindung	über die Eintragsverbindung	NOT_APPLICABLE	6	6	1.000000000000	1	6	G515-E0508|G515-E0539|G515-E0561|G515-E0565|G515-E0566|G515-E0585	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A23	RELATION_OWNER_VOICE	SOURCE_SECTION_T	AIR	entlang der Bahn	entlang der Lesebahn	NOT_APPLICABLE	2	2	1.000000000000	2	2	G407-E0082|G515-E0425	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A24	RELATION_OWNER_VOICE	HERBAL	AL	zum Zielort	zur Zielstelle	NOT_APPLICABLE	8	8	1.000000000000	4	8	G407-E0439|G407-E0483|G407-E0679|G407-E4427|G407-E4443|G407-E4475|G407-E4494|G407-E4500	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A25	RELATION_OWNER_VOICE	HERBAL	AR	vom Ausgang	vom Ausgangsmaterial	NOT_APPLICABLE	8	8	1.000000000000	4	5	G407-E0302|G407-E0750|G407-E0773|G407-E4472|G407-E4517|G407-E4520|G407-E4524|G515-E0175	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A26	RELATION_OWNER_VOICE	HERBAL	L	über die Verbindung	über die Verbindung im Pflanzenartikel	NOT_APPLICABLE	3	3	1.000000000000	3	3	G407-E0555|G407-E4453|G515-E0203	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A27	RELATION_OWNER_VOICE	HERBAL	AIR	entlang der Bahn	entlang der Verarbeitungsbahn	NOT_APPLICABLE	1	1	1.000000000000	1	1	G407-E0521	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A28	RELATION_OWNER_VOICE	CELESTIAL	AL	zum Zielort	zur Zielposition	NOT_APPLICABLE	8	8	1.000000000000	2	6	G407-E1076|G407-E1077|G407-E1120|G407-E1123|G407-E1273|G407-E1276|G407-E1282|G407-E1394	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A29	RELATION_OWNER_VOICE	CELESTIAL	AR	vom Ausgang	von der Ausgangsposition	NOT_APPLICABLE	15	15	1.000000000000	3	10	G407-E1014|G407-E1079|G407-E1081|G407-E1086|G407-E1093|G407-E1179|G407-E1192|G407-E1198	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A30	RELATION_OWNER_VOICE	CELESTIAL	L	über die Verbindung	über die Ringverbindung	NOT_APPLICABLE	4	4	1.000000000000	3	4	G407-E1038|G407-E1122|G407-E1139|G407-E1420	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A31	RELATION_OWNER_VOICE	BIOLOGICAL	AL	zum Zielort	zur Zielstation	NOT_APPLICABLE	34	34	1.000000000000	7	34	G407-E1659|G407-E1698|G407-E1710|G407-E2021|G407-E2029|G407-E2047|G407-E2067|G407-E2132	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A32	RELATION_OWNER_VOICE	BIOLOGICAL	AR	vom Ausgang	von der Ausgangsstation	NOT_APPLICABLE	28	28	1.000000000000	7	27	G407-E1430|G407-E1447|G407-E1488|G407-E1504|G407-E1551|G407-E1633|G407-E1661|G407-E1718	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A33	RELATION_OWNER_VOICE	BIOLOGICAL	L	über die Verbindung	über die sichtbare Verbindung	NOT_APPLICABLE	77	77	1.000000000000	7	77	G407-E1483|G407-E1492|G407-E1512|G407-E1644|G407-E1675|G407-E1720|G407-E1729|G407-E1762	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A34	RELATION_OWNER_VOICE	BIOLOGICAL	AIR	entlang der Bahn	entlang der Stationsbahn	NOT_APPLICABLE	3	3	1.000000000000	3	3	G407-E1669|G407-E1974|G407-E3744	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A35	RELATION_OWNER_VOICE	PHARMA	AL	zum Zielort	zum Zielgefäß	NOT_APPLICABLE	4	4	1.000000000000	3	4	G407-E3881|G407-E4056|G407-E4121|G407-E4140	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A36	RELATION_OWNER_VOICE	PHARMA	AR	vom Ausgang	vom Ausgangsgefäß	NOT_APPLICABLE	1	1	1.000000000000	1	1	G407-E4115	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A37	RELATION_OWNER_VOICE	PHARMA	L	über die Verbindung	über die Gefäßverbindung	NOT_APPLICABLE	2	2	1.000000000000	2	2	G407-E3897|G407-E4244	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A38	UNIVERSAL_OWNER_VOICE	ALL_REGISTERS	HIER_FRAGMENT	hier	an der bezeichneten Stelle	NOT_APPLICABLE	123	123	1.000000000000	26	96	G407-E0010|G407-E0033|G407-E0067|G407-E0133|G407-E0189|G407-E0219|G407-E0334|G407-E0375	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
GDT567-A39	UNIVERSAL_OWNER_VOICE	ALL_REGISTERS	DY_CLOSURE_WORDING	abschließen	schließe den Schritt	NOT_APPLICABLE	705	705	1.000000000000	28	703	G407-E0056|G407-E0068|G407-E0071|G407-E0133|G407-E0200|G407-E0253|G407-E0313|G407-E0407	OWNER_VOICE_RENDERING_ONLY__ROOT_VALUE_UNCHANGED
