candidate	edition	locus	source_id	raw	gloss	status
S	IT2a	f75r.36	IT2a|f75r.36|G005	okar	gekochte	STIPULATED
S	IT2a	f75r.36	IT2a|f75r.36|G006	otar	frische Blätter	STIPULATED
S	IT2a	f75r.36	IT2a|f75r.36|G007	dar	abteilen	STIPULATED
S	IT2a	f75r.36	IT2a|f75r.36|G008	dar	abteilen	STIPULATED
S	IT2a	f75r.36	IT2a|f75r.36|G009	dy	fertig	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G001	tshoiin	Vorrat	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G002	cheor	geschnittene	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G003	chor	Wurzeln	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G004	o	und	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G005	chty	Rinde	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G006	qotol	ein Ansatz	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G007	sheol	mit	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G008	shor	Samen	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G009	daiin	abgemessen	STIPULATED
N	RF1b	f28v.4	RF1b|f28v.4|G010	qoty	bereit	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G001	tshoiin	Vorrat	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G002	cheor	geschnittene	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G003	chor	frische Wurzel	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G004	o	und	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G005	chty	Rinde	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G006	qotol	ein Ansatz	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G007	sheol	mit	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G008	shor	Samen	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G009	daiin	abgemessen	STIPULATED
S	RF1b	f28v.4	RF1b|f28v.4|G010	qoty	bereit	STIPULATED
N	RF1b	f2v.8	RF1b|f2v.8|G001	chokoi{ch'}e	[UNGEKLÄRT: chokoi{ch'}e]	OPEN_READER_VARIANT
N	RF1b	f2v.8	RF1b|f2v.8|G002	chor	Wurzeln	STIPULATED
N	RF1b	f2v.8	RF1b|f2v.8|G003	cheol	geschnittene	STIPULATED
N	RF1b	f2v.8	RF1b|f2v.8|G004	chol	Wurzel	STIPULATED
N	RF1b	f2v.8	RF1b|f2v.8|G005	dolody	verschlossen	STIPULATED
S	RF1b	f2v.8	RF1b|f2v.8|G001	chokoi{ch'}e	[UNGEKLÄRT: chokoi{ch'}e]	OPEN_READER_VARIANT
S	RF1b	f2v.8	RF1b|f2v.8|G002	chor	frische Wurzel	STIPULATED
S	RF1b	f2v.8	RF1b|f2v.8|G003	cheol	gemahlene	STIPULATED
S	RF1b	f2v.8	RF1b|f2v.8|G004	chol	getrocknete Wurzel	STIPULATED
S	RF1b	f2v.8	RF1b|f2v.8|G005	dolody	verschlossen	STIPULATED
N	RF1b	f58r.18	RF1b|f58r.18|G001	darar	Vorrat an	STIPULATED
N	RF1b	f58r.18	RF1b|f58r.18|G002	shol	Flüssigkeit	STIPULATED
N	RF1b	f58r.18	RF1b|f58r.18|G003	cholraly	daraus Wurzelsaft	STIPULATED
N	RF1b	f58r.18	RF1b|f58r.18|G004	cholaiin	Wurzelportionen	STIPULATED
N	RF1b	f58r.18	RF1b|f58r.18|G005	o@152;aiin	[UNGEKLÄRT: o@152;aiin]	OPEN_READER_VARIANT
N	RF1b	f58r.18	RF1b|f58r.18|G006	chaly	zuletzt	STIPULATED
N	RF1b	f58r.18	RF1b|f58r.18|G007	dalar	abteilen	STIPULATED
N	RF1b	f58r.18	RF1b|f58r.18|G008	aiin	in ein Gefäß	STIPULATED
N	RF1b	f58r.18	RF1b|f58r.18|G009	okal	gekochtes	STIPULATED
N	RF1b	f58r.18	RF1b|f58r.18|G010	otal	Blatt	STIPULATED
S	RF1b	f58r.18	RF1b|f58r.18|G001	darar	Vorrat an	STIPULATED
S	RF1b	f58r.18	RF1b|f58r.18|G002	shol	Flüssigkeit	STIPULATED
S	RF1b	f58r.18	RF1b|f58r.18|G003	cholraly	daraus Wurzelsaft	STIPULATED
S	RF1b	f58r.18	RF1b|f58r.18|G004	cholaiin	Wurzelportionen	STIPULATED
S	RF1b	f58r.18	RF1b|f58r.18|G005	o@152;aiin	[UNGEKLÄRT: o@152;aiin]	OPEN_READER_VARIANT
S	RF1b	f58r.18	RF1b|f58r.18|G006	chaly	zuletzt	STIPULATED
S	RF1b	f58r.18	RF1b|f58r.18|G007	dalar	abteilen	STIPULATED
S	RF1b	f58r.18	RF1b|f58r.18|G008	aiin	in ein Gefäß	STIPULATED
S	RF1b	f58r.18	RF1b|f58r.18|G009	okal	geröstete	STIPULATED
S	RF1b	f58r.18	RF1b|f58r.18|G010	otal	getrocknete Blätter	STIPULATED
N	RF1b	f75r.36	RF1b|f75r.36|G001	sol	Salz	STIPULATED
N	RF1b	f75r.36	RF1b|f75r.36|G002	keedy	erwärmen	STIPULATED
N	RF1b	f75r.36	RF1b|f75r.36|G003	qokee@152;y	[UNGEKLÄRT: qokee@152;y]	OPEN_READER_VARIANT
N	RF1b	f75r.36	RF1b|f75r.36|G004	qokey	anschließend	STIPULATED
N	RF1b	f75r.36	RF1b|f75r.36|G005	okar	gekochte	STIPULATED
N	RF1b	f75r.36	RF1b|f75r.36|G006	otar	Blätter	STIPULATED
N	RF1b	f75r.36	RF1b|f75r.36|G007	dar	abteilen	STIPULATED
N	RF1b	f75r.36	RF1b|f75r.36|G008	dar	abteilen	STIPULATED
N	RF1b	f75r.36	RF1b|f75r.36|G009	dy	fertig	STIPULATED
S	RF1b	f75r.36	RF1b|f75r.36|G001	sol	Salz	STIPULATED
S	RF1b	f75r.36	RF1b|f75r.36|G002	keedy	erwärmen	STIPULATED
S	RF1b	f75r.36	RF1b|f75r.36|G003	qokee@152;y	[UNGEKLÄRT: qokee@152;y]	OPEN_READER_VARIANT
S	RF1b	f75r.36	RF1b|f75r.36|G004	qokey	anschließend	STIPULATED
S	RF1b	f75r.36	RF1b|f75r.36|G005	okar	gekochte	STIPULATED
S	RF1b	f75r.36	RF1b|f75r.36|G006	otar	frische Blätter	STIPULATED
S	RF1b	f75r.36	RF1b|f75r.36|G007	dar	abteilen	STIPULATED
S	RF1b	f75r.36	RF1b|f75r.36|G008	dar	abteilen	STIPULATED
S	RF1b	f75r.36	RF1b|f75r.36|G009	dy	fertig	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G001	tshoiin	Vorrat	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G002	cheor	geschnittene	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G003	chor	Wurzeln	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G004	o	und	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G005	chty	Rinde	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G006	qotol	ein Ansatz	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G007	sheol	mit	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G008	shor	Samen	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G009	daiin	abgemessen	STIPULATED
N	ZL3b	f28v.4	ZL3b|f28v.4|G010	qoty	bereit	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G001	tshoiin	Vorrat	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G002	cheor	geschnittene	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G003	chor	frische Wurzel	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G004	o	und	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G005	chty	Rinde	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G006	qotol	ein Ansatz	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G007	sheol	mit	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G008	shor	Samen	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G009	daiin	abgemessen	STIPULATED
S	ZL3b	f28v.4	ZL3b|f28v.4|G010	qoty	bereit	STIPULATED
N	ZL3b	f2v.8	ZL3b|f2v.8|G001	chokoishe	Aufbewahrung von	STIPULATED
N	ZL3b	f2v.8	ZL3b|f2v.8|G002	chor	Wurzeln	STIPULATED
N	ZL3b	f2v.8	ZL3b|f2v.8|G003	cheol	geschnittene	STIPULATED
N	ZL3b	f2v.8	ZL3b|f2v.8|G004	chol	Wurzel	STIPULATED
N	ZL3b	f2v.8	ZL3b|f2v.8|G005	dolody	verschlossen	STIPULATED
S	ZL3b	f2v.8	ZL3b|f2v.8|G001	chokoishe	Aufbewahrung von	STIPULATED
S	ZL3b	f2v.8	ZL3b|f2v.8|G002	chor	frische Wurzel	STIPULATED
S	ZL3b	f2v.8	ZL3b|f2v.8|G003	cheol	gemahlene	STIPULATED
S	ZL3b	f2v.8	ZL3b|f2v.8|G004	chol	getrocknete Wurzel	STIPULATED
S	ZL3b	f2v.8	ZL3b|f2v.8|G005	dolody	verschlossen	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G001	darar	Vorrat an	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G002	shol	Flüssigkeit	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G003	cholraly	daraus Wurzelsaft	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G004	cholaiin	Wurzelportionen	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G005	odaiin	Pulver	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G006	chaly	zuletzt	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G007	dalar	abteilen	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G008	aiin	in ein Gefäß	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G009	okal	gekochtes	STIPULATED
N	ZL3b	f58r.18	ZL3b|f58r.18|G010	otal	Blatt	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G001	darar	Vorrat an	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G002	shol	Flüssigkeit	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G003	cholraly	daraus Wurzelsaft	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G004	cholaiin	Wurzelportionen	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G005	odaiin	Pulver	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G006	chaly	zuletzt	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G007	dalar	abteilen	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G008	aiin	in ein Gefäß	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G009	okal	geröstete	STIPULATED
S	ZL3b	f58r.18	ZL3b|f58r.18|G010	otal	getrocknete Blätter	STIPULATED
N	ZL3b	f75r.36	ZL3b|f75r.36|G001	sol	Salz	STIPULATED
N	ZL3b	f75r.36	ZL3b|f75r.36|G002	keedy	erwärmen	STIPULATED
N	ZL3b	f75r.36	ZL3b|f75r.36|G003	qokeedy	auflösen	STIPULATED
N	ZL3b	f75r.36	ZL3b|f75r.36|G004	qokey	anschließend	STIPULATED
N	ZL3b	f75r.36	ZL3b|f75r.36|G005	okar	gekochte	STIPULATED
N	ZL3b	f75r.36	ZL3b|f75r.36|G006	otar	Blätter	STIPULATED
N	ZL3b	f75r.36	ZL3b|f75r.36|G007	dardardy	abteilen, abteilen, fertig	STIPULATED
S	ZL3b	f75r.36	ZL3b|f75r.36|G001	sol	Salz	STIPULATED
S	ZL3b	f75r.36	ZL3b|f75r.36|G002	keedy	erwärmen	STIPULATED
S	ZL3b	f75r.36	ZL3b|f75r.36|G003	qokeedy	auflösen	STIPULATED
S	ZL3b	f75r.36	ZL3b|f75r.36|G004	qokey	anschließend	STIPULATED
S	ZL3b	f75r.36	ZL3b|f75r.36|G005	okar	gekochte	STIPULATED
S	ZL3b	f75r.36	ZL3b|f75r.36|G006	otar	frische Blätter	STIPULATED
S	ZL3b	f75r.36	ZL3b|f75r.36|G007	dardardy	abteilen, abteilen, fertig	STIPULATED
