teaching_unit_id	layer	unit_type	recognition_forms	spoken_value_de	concrete_context_values_de	specialist_surface_forms	observed_specialist_events	pages	teaching_rule_de
R-P	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	P	EINSETZEN	den Pflanzenteil einbringen | in Becken oder Anschluss einsetzen | in Ring/Tabelle eintragen		0		Grundtafel: frei zusammensetzen.
R-CTH	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CTH	BEREIT	gebrauchsfertig | anwendungsbereit | gültiger/freigegebener Eintrag		0		Grundtafel: frei zusammensetzen.
R-SHED	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	SHED	ABSETZEN	stehen und absetzen lassen | im Becken absetzen lassen | Eintrag ablegen		0		Grundtafel: frei zusammensetzen.
R-CKH	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CKH	DURCHLASS	durch Tuch, Sieb oder Auslass | durch sichtbaren Anschluss/Durchlass | formale Verbindung		0		Grundtafel: frei zusammensetzen.
R-AM_ADDR	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	AM_ADDR	INNEN	im Gefäß oder inneren Anteil | im inneren Becken | Innenring/-platz		0		Grundtafel: frei zusammensetzen.
R-CHEO	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CHEO	AUSZUG	der gewonnene Auszug | Arbeitsauszug oder laufende Flüssigkeit | lokale Eintragsklasse		0		Grundtafel: frei zusammensetzen.
R-DA	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	DA	ZWEIT	zweiter Ansatz oder zweite Zugabe | zweite Station oder zweite Füllung | zweiter Ring/zweite Stufe		0		Grundtafel: frei zusammensetzen.
R-CARRIER_Q	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CARRIER_Q	BEGINN	einen neuen Ansatz beginnen | neue Stationszelle beginnen | neue Reihe beginnen		0		Grundtafel: frei zusammensetzen.
R-A_ADDR	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	A_ADDR	ORT	die bezeichnete Gefäß-/Gebrauchsstelle | sichtbare Station | lokale Adresse		0		Grundtafel: frei zusammensetzen.
R-AIR	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	AIR	LAUF	der Flüssigkeitslauf | lokaler Wasser-/Arbeitslauf | Ringlauf		0		Grundtafel: frei zusammensetzen.
R-CHK	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	CHK	BEHANDELN	zerkleinern, wärmen, mischen oder bearbeiten | baden, waschen oder technisch bearbeiten | eingetragene Regel anwenden		0		Grundtafel: frei zusammensetzen.
R-IIN	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	IIN	STUFE	Ernte-, Reife- oder Arbeitsstufe | Stationsstufe | Grad/Stufe		0		Grundtafel: frei zusammensetzen.
R-S_ADDR	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	S_ADDR	SONDERORT	besonders bezeichnete Materialstelle | besondere Stationsstelle | Sternstelle		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-SOLK	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	SOLK	AUFFANGEN	im Gefäß auffangen | im Empfangsbecken auffangen | Ergebnisplatz	otytchol	1	f10r	Grundtafel: frei zusammensetzen.
R-EEE	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	EEE	GRAD III	vollständig oder bis zum Abschluss		0		Grundtafel: als allgemeinen Arbeitsgrad zusammensetzen; die lokale Handlung liefert Zeit-, Stärke- oder Umfangslesung.
R-LSH	A_COMMON_PRODUCTIVE_ROOT	ROOT_OR_LOCAL_SIGN	LSH	SPÜLEN	mit Arbeitsflüssigkeit spülen | Becken oder Körperstelle spülen | Reihe durchlaufen		0		Grundtafel: frei zusammensetzen.
R-LOCAL_CHAR_F	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_F	NEBENWEG	zweiter Auszug oder Nebenweg | Nebenrinne oder Nebenstation | Nebenring/-zweig		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-CPH	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	CPH	UMLEITEN	in einen anderen Empfänger leiten | zum anderen Becken umleiten | auf Alternativplatz führen		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-HO	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	HO	TEILSTOFF	weiterer Pflanzenteil oder Hilfsstoff | Badezusatz oder Arbeitsstoff | Unterklasse		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-AN	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	AN	ZUSATZ	ein Zusatz | Zusatz in der Station | Zusatzmarke	dl	2	f81v	Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-G_LABEL	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	G_LABEL	PRÜFEN	Farbe, Klarheit oder Zustand prüfen | sichtbaren Zustand prüfen | Platz/Regel prüfen		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-CFH	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	CFH	TRENNEN	Fraktion oder Pflanzenteil trennen | Lauf oder Fraktion trennen | Klasse oder Ring trennen		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_G	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_G	EINMAL	einmal oder eine Portion | ein Durchgang | ein Platz/ein Umlauf		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_I	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_I	UNTERSTUFE	untere/zweite Arbeitsstufe | untere Station/Stufe | Untergrad		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-OS	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	OS	DAZU	zum bisherigen Ansatz | zur aktuellen Station | zugeordnet		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-D_LABEL	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	D_LABEL	RAND	am Gefäßrand oder äußeren Anteil | am Beckenrand | Außenrand		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-S_LABEL	D_LOCAL_DIAGRAM_SIGN	ROOT_OR_LOCAL_SIGN	S_LABEL	RAHMEN	RAHMEN		0		Nur auf der lokalen Bild-/Diagrammtafel lernen; kein allgemeiner Wortstamm.
R-LOCAL_CHAR_B	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_B	PAAR	ein Paar oder zwei gleiche Portionen | Paarbecken oder Paarposten | Paarposten		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-M_LOCAL	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	M_LOCAL	MITTE	im Mittelgefäß oder mittleren Anteil | Mittelbecken/Mittelstelle | Mittelpunkt/Mittelplatz		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-Z_ADDR	D_LOCAL_DIAGRAM_SIGN	ROOT_OR_LOCAL_SIGN	Z_ADDR	AUSSEN	AUSSEN		0		Nur auf der lokalen Bild-/Diagrammtafel lernen; kein allgemeiner Wortstamm.
R-LD	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LD	BEFESTIGEN	Auflage oder Einsatz befestigen | Auflage oder Einsatz befestigen | Marke fixieren	qokylddy	1	f83r	Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_J	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_J	VERBINDEN	Materialien oder Gefäßwege verbinden | zwei Stationen verbinden | Plätze verbinden		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
R-LOCAL_CHAR_Z	D_LOCAL_DIAGRAM_SIGN	ROOT_OR_LOCAL_SIGN	LOCAL_CHAR_Z	ZWISCHEN	ZWISCHEN		0		Nur auf der lokalen Bild-/Diagrammtafel lernen; kein allgemeiner Wortstamm.
R-RESUME_CARD	B_RARE_PRODUCTIVE_EXTENSION	ROOT_OR_LOCAL_SIGN	RESUME_CARD	WIEDER	den Gang wiederholen | Stationsgang wiederholen | Platzfolge wiederholen		0		Erweiterungstafel: nur in belegten Fachverbindungen verwenden.
F001	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F002	C_LEARNED_FORMULA_CARD	FORMULA_CARD	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F003	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+E+DY	SETZEN · GRAD I · SCHLUSS	SETZEN · KURZ · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F004	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	SETZEN · LÄNGER · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F005	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+Y	SETZEN · POSTEN	SETZEN · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F006	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AIN	SETZEN · PORTION	SETZEN · PORTION		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F007	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+EE+Y	SETZEN · GRAD II · POSTEN	SETZEN · LÄNGER · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F008	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AIIN	SETZEN · MASS	SETZEN · MASS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F009	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AL	SETZEN · ZIEL	SETZEN · ZIEL		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F010	C_LEARNED_FORMULA_CARD	FORMULA_CARD	SH+E+Y	HALTEN · GRAD I · POSTEN	HALTEN · KURZ · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F011	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+Y	DANACH · POSTEN	DANACH · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F012	C_LEARNED_FORMULA_CARD	FORMULA_CARD	D_ADDR+AR	TEIL · QUELLE	TEIL · QUELLE		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F013	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+AR	SETZEN · QUELLE	SETZEN · QUELLE		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F014	C_LEARNED_FORMULA_CARD	FORMULA_CARD	SH+EE+Y	HALTEN · GRAD II · POSTEN	HALTEN · LÄNGER · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F015	C_LEARNED_FORMULA_CARD	FORMULA_CARD	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F016	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+AR	DANACH · QUELLE	DANACH · QUELLE		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F017	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+E+Y	SETZEN · GRAD I · POSTEN	SETZEN · KURZ · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F018	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F019	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F020	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CKH+Y	DURCHLASS · POSTEN	DURCHLASS · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F021	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+E+DY	DANACH · GRAD I · SCHLUSS	DANACH · KURZ · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F022	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+EE+DY	DANACH · GRAD II · SCHLUSS	DANACH · LÄNGER · SCHLUSS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F023	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+EE+Y	DANACH · GRAD II · POSTEN	DANACH · LÄNGER · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F024	C_LEARNED_FORMULA_CARD	FORMULA_CARD	S+AR	AUSWÄHLEN · QUELLE	AUSWÄHLEN · QUELLE		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F025	C_LEARNED_FORMULA_CARD	FORMULA_CARD	CTH+Y	BEREIT · POSTEN	BEREIT · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F026	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+OR	DANACH · ANSATZ	DANACH · ANSATZ		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F027	C_LEARNED_FORMULA_CARD	FORMULA_CARD	S+AIIN	AUSWÄHLEN · MASS	AUSWÄHLEN · MASS		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F035	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OK+OL	SETZEN · FORTSETZEN	SETZEN · FORTSETZEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F036	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OL+Y	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
F039	C_LEARNED_FORMULA_CARD	FORMULA_CARD	OT+AL	DANACH · ZIEL	DANACH · ZIEL		0		Als ganze Schreibkarte lernen; die Bedeutung bleibt die Summe der Wurzeln.
C-W001-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	chary	QUELLE · POSTEN	abkühlen	chary	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W001-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	ral	MERKEN · ZIEL	abkühlen	ral	1	f81v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W002-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	lar	LEITEN · QUELLE	Bodenablauf	lar	2	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W002-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	lo	LEITEN · AUSFÜHREN	Bodenablauf	lo	2	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W002-03	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	sheey	HALTEN · GRAD II · POSTEN	Ablauf	sheey	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W003-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	kchal	GEBEN · NEHMEN · ZIEL	abseihen	kchal	1	f56r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W004-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	oltchy	FORTSETZEN · STELLEN · POSTEN	anwärmen	oltchy	1	f55v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W004-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	qotchol	DANACH · NEHMEN · FORTSETZEN	anwärmen	qotchol	1	f10r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W005-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	sotodan	AUSWÄHLEN · DANACH · AUSFÜHREN · TEIL · ZUSATZ	anwenden	sotodan	1	f56r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W006-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	raly	MERKEN · ZIEL · POSTEN	Seitenarm	raly	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W007-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	kchol	GEBEN · FORTSETZEN	auflegen	kchol	2	f56r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W008-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	shecthedchy	HALTEN · GRAD I · BEREIT · UMSETZEN · POSTEN	aufstreichen	shecthedchy	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W009-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	cheeckhody	NEHMEN · GRAD II · DURCHLASS · AUSFÜHREN · SCHLUSS	auftragen	cheeckhody	1	f56r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W010-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	skar	GEBEN · QUELLE	warm ausgießen	skar	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W011-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	cfhy	TRENNEN · POSTEN	auswringen	cfhy	1	f11r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W012-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	cheedar	GRAD II · QUELLE	Sammelbecken	cheedar	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W012-02	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	qolchey	FORTSETZEN · POSTEN	Becken	qolchey	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W013-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	ls	FORTSETZEN	Düse	ls	1	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W014-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	dsheol	HALTEN · GRAD I · FORTSETZEN	einreiben	dsheol	1	f81v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W015-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	dshedy	HALTEN · GRAD I · SCHLUSS	Frischwasser	dshedy	2	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W016-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	ytey	STELLEN · GRAD I · POSTEN	füllen	ytey	1	f81v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W017-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	keol	GEBEN · GRAD I · FORTSETZEN	Gabe	keol	1	f56r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W018-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	os	DAZU	Gefäß	os	1	f10r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W019-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	octheol	AUSFÜHREN · BEREIT · GRAD I · FORTSETZEN	gleichstellen	octheol	1	f82r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W020-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	teol	GRAD I · FORTSETZEN	Hahn	teol	1	f81v	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
C-W021-01	C_CONTEXTUAL_COMPOSITION	CONTEXTUAL_COMPOSITION_NOT_NEW_WORD	chealror	ZIEL · MERKEN · ANSATZ	klar	chealror	1	f83r	Komposition zuerst; lokale Bild-/Exemplarbedeutung nur als Kontextausbau.
