null_variant	metric	observed	null_draws	null_mean	null_q05	null_q50	null_q95	null_max	upper_tail_p_add_one	interpretation_note
PRIMARY_AGGREGATE_MATCHED_200000_KEEP5000	open_positioned_amount_neighbour_form_breadth	4	5000	3.7122	2	4	5	7	0.573685262947	Outcome-blind aggregate match on total events, union pages, style and line-end distance
PRIMARY_AGGREGATE_MATCHED_200000_KEEP5000	gdt760_clean_content_contact_form_breadth	0	5000	0.4004	0	0	1	3	1	Outcome-blind aggregate match on total events, union pages, style and line-end distance
PRIMARY_AGGREGATE_MATCHED_200000_KEEP5000	field_and_positioned_neighbour_form_breadth	5	5000	3.2304	2	3	4	5	0.0303939212158	Outcome-blind aggregate match on total events, union pages, style and line-end distance
PRIMARY_AGGREGATE_MATCHED_200000_KEEP5000	field_and_open_positioned_neighbour_form_breadth	4	5000	3.051	2	3	4	4	0.147170565887	Outcome-blind aggregate match on total events, union pages, style and line-end distance
PRIMARY_AGGREGATE_MATCHED_200000_KEEP5000	field_and_clean_content_form_breadth	0	5000	0.1794	0	0	1	1	1	Outcome-blind aggregate match on total events, union pages, style and line-end distance
PRIMARY_AGGREGATE_MATCHED_200000_KEEP5000	field_or_positioned_neighbour_union_pages	21	5000	18.0196	14	19	21	24	0.155168966207	Outcome-blind aggregate match on total events, union pages, style and line-end distance
PRIMARY_AGGREGATE_MATCHED_200000_KEEP5000	field_or_open_positioned_neighbour_union_pages	20	5000	17.6192	14	18	21	23	0.248950209958	Outcome-blind aggregate match on total events, union pages, style and line-end distance
PRIMARY_AGGREGATE_MATCHED_200000_KEEP5000	global_l_occurrences	1098	5000	1025.0096	891	1025	1137	1184	0.25774845031	Outcome-blind aggregate match on total events, union pages, style and line-end distance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_hit_cells	18	100000	8.24415	4	8	13	18	9.999900001e-05	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_exposure_cells	45	100000	23.22348	9	23	37	49	0.00144998550014	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_specificity_rate	0.4	100000	0.365038809161	0.24	0.352941176471	0.5	0.75	0.371076289237	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	positioned_amount_neighbour_cells	15	100000	8.83457	2	9	15	20	0.090159098409	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	open_positioned_amount_neighbour_cells	14	100000	8.40697	2	9	15	19	0.119378806212	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	gdt760_clean_content_contact_cells	0	100000	0.4276	0	0	1	2	1	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_or_positioned_neighbour_union_cells	30	100000	15.51867	6	16	26	33	0.00414995850041	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_or_open_positioned_neighbour_union_cells	29	100000	15.09107	5	16	26	32	0.00705992940071	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_form_breadth	6	100000	3.70421	2	4	5	8	0.0467595324047	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	positioned_amount_neighbour_form_breadth	5	100000	3.08643	1	3	5	8	0.106298937011	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	open_positioned_amount_neighbour_form_breadth	4	100000	2.65883	1	3	4	7	0.20043799562	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	gdt760_clean_content_contact_form_breadth	0	100000	0.4276	0	0	1	2	1	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_and_positioned_neighbour_form_breadth	5	100000	2.01708	1	2	3	5	0.00192998070019	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_and_open_positioned_neighbour_form_breadth	4	100000	1.9152	1	2	3	4	0.0181598184018	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_and_clean_content_form_breadth	0	100000	0.10188	0	0	1	1	1	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_or_positioned_neighbour_union_pages	21	100000	12.59797	6	13	20	24	0.0220197798022	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	field_or_open_positioned_neighbour_union_pages	20	100000	12.17037	5	13	19	23	0.040049599504	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
SENSITIVITY_INDIVIDUAL_NEAREST10_100000	global_l_occurrences	1098	100000	810.89416	569	812	1083	1290	0.0407095929041	Individual outcome-blind nearest pools; retains aggregate frequency imbalance
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_hit_cells	9	100000	6.56005	2	6	11	17	0.236657633424	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_exposure_cells	26	100000	18.57408	6	19	32	45	0.208057919421	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_specificity_rate	0.346153846154	100000	0.367460794711	0.222222222222	0.363636363636	0.5	1	0.536934630654	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	positioned_amount_neighbour_cells	6	100000	7.10893	1	7	14	19	0.566864331357	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	open_positioned_amount_neighbour_cells	5	100000	6.68732	1	6	13	19	0.608823911761	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	gdt760_clean_content_contact_cells	0	100000	0.42161	0	0	1	2	1	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_or_positioned_neighbour_union_cells	15	100000	12.41752	4	13	23	32	0.422535774642	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_or_open_positioned_neighbour_union_cells	14	100000	11.99591	3	13	23	31	0.463235367646	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_form_breadth	5	100000	3.10259	1	3	5	7	0.0919890801092	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	positioned_amount_neighbour_form_breadth	4	100000	2.63933	1	3	5	8	0.216257837422	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	open_positioned_amount_neighbour_form_breadth	3	100000	2.21772	1	2	4	7	0.377306226938	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	gdt760_clean_content_contact_form_breadth	0	100000	0.42161	0	0	1	2	1	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_and_positioned_neighbour_form_breadth	4	100000	1.59015	0	2	3	5	0.0114798852011	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_and_open_positioned_neighbour_form_breadth	3	100000	1.48894	0	1	3	4	0.090149098509	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_and_clean_content_form_breadth	0	100000	0.10121	0	0	1	1	1	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_or_positioned_neighbour_union_pages	14	100000	10.46259	4	11	18	23	0.258057419426	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	field_or_open_positioned_neighbour_union_pages	13	100000	10.04098	3	10	18	22	0.324206757932	Sensitivity showing the cohort's raw cell counts are ol-sensitive
LEAVE_OL_OUT_INDIVIDUAL_NEAREST10_100000	global_l_occurrences	635	100000	665.51587	467	650	924	1122	0.568314316857	Sensitivity showing the cohort's raw cell counts are ol-sensitive
