retained_rank	source_draw	aggregate_match_distance	control_surfaces	aggregate_events	aggregate_pages	field_hit_cells	field_exposure_cells	field_specificity_rate	positioned_amount_neighbour_cells	open_positioned_amount_neighbour_cells	gdt760_clean_content_contact_cells	field_or_positioned_neighbour_union_cells	field_or_open_positioned_neighbour_union_cells	field_form_breadth	positioned_amount_neighbour_form_breadth	open_positioned_amount_neighbour_form_breadth	gdt760_clean_content_contact_form_breadth	field_and_positioned_neighbour_form_breadth	field_and_open_positioned_neighbour_form_breadth	field_and_clean_content_form_breadth	field_or_positioned_neighbour_union_pages	field_or_open_positioned_neighbour_union_pages	global_l_occurrences
11	91054	0.27368975993	al|dal|dol|okeol|opalal|qokal|sheol|shol|sol|tal|taral	1028	157	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	1028
12	94340	0.274065398693	al|dal|dol|oal|okeol|qokal|qokalol|rol|sheol|shol|sol	1028	157	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	1028
13	38925	0.274868396918	airal|al|chl|dal|keel|lol|qokal|ral|sheol|shol|sol	967	151	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	16	16	967
14	190757	0.277604289996	al|chcthal|dal|dol|olchal|qokal|rol|sal|sheol|shol|sol	1021	156	10	33	0.30303030303	14	14	0	21	21	4	5	5	0	3	3	0	15	15	1021
15	24883	0.27859850653	al|cheal|dal|lcheal|lchedal|lol|okeol|qokal|sal|sheol|shol	973	151	11	36	0.305555555556	15	14	1	23	22	5	6	5	1	4	3	1	17	16	973
16	65263	0.279626255759	al|cheal|dal|lol|okeol|olchal|qokal|qopal|sal|sheol|shol	973	151	11	37	0.297297297297	16	15	1	24	23	5	7	6	1	4	3	1	17	16	973
17	31949	0.280858819205	al|chl|dal|keol|lcheal|okeol|qokal|qokalol|sheol|shol|sol	978	154	11	34	0.323529411765	13	12	1	21	20	5	4	3	1	3	3	0	16	15	978
18	119144	0.280897751884	al|chl|dal|lol|pal|qokal|qokalol|qotol|sheol|shol|sol	994	155	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	16	16	994
19	163117	0.281007785585	al|cheal|chl|dal|keel|lcheal|okeol|qokal|sal|sheol|shol	966	151	12	38	0.315789473684	14	13	1	23	22	6	5	4	1	4	3	1	17	16	966
20	34165	0.282029737194	al|chdal|chl|dal|oal|opalal|qokal|sal|sheol|shol|sol	972	153	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	16	16	972
21	198996	0.28205819976	al|dal|okeol|pal|qokal|ral|sheol|shol|sol|tedal|tol	982	155	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	982
22	92826	0.283159221432	al|dal|lcheal|okeol|opalal|qokal|qotol|sheal|sheol|shol|sol	989	156	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	14	14	989
23	26730	0.283280087147	al|chcthal|chdal|chl|dal|dol|qokal|sheol|shol|sol|tail	1011	156	11	34	0.323529411765	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1011
24	138858	0.283396474772	al|chl|daiil|dal|okeedal|qokal|qotol|sal|sheol|shol|sol	998	156	12	35	0.342857142857	13	13	0	22	22	6	4	4	0	3	3	0	17	17	998
25	190394	0.283681807447	al|chlal|dal|okeol|qokal|qokalol|qotol|rol|sheol|shol|sol	995	156	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	995
26	89343	0.285404433785	al|chcthal|chl|dal|kal|qokail|qokal|sheal|sheol|shol|sol	955	152	12	36	0.333333333333	12	12	0	21	21	6	3	3	0	3	3	0	15	15	955
27	20901	0.285631670013	al|chl|dal|dl|lol|qokail|qokal|sheol|shol|sol|taral	969	152	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	16	16	969
28	176834	0.28680555934	al|chl|dal|dol|lkeal|oal|odal|qokal|sheol|shol|sol	1006	155	11	34	0.323529411765	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1006
29	197860	0.28706868002	al|dal|dol|oal|okol|qokal|qokalol|sheol|shol|sol|tal	1037	158	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1037
30	157889	0.287232676997	al|dal|kal|lolol|okeol|okol|oldal|qokal|sheol|shol|sol	1010	158	11	34	0.323529411765	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1010
31	143003	0.28754721829	al|dal|keel|oal|okeol|qokal|qotol|sheol|shol|sol|tal	995	156	10	32	0.3125	12	12	0	19	19	4	3	3	0	3	3	0	14	14	995
32	5058	0.288448115644	al|chcthal|daiil|dal|dol|qokal|sheal|sheol|shol|sol|tol	1012	157	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	14	14	1012
33	3828	0.289190430931	al|chlal|dal|dl|kal|okeol|opalal|qokal|sheol|shol|sol	975	155	10	33	0.30303030303	12	12	0	19	19	4	3	3	0	3	3	0	14	14	975
34	6498	0.289947224163	al|dal|keol|lol|qokal|qokalol|sal|sheol|shol|sol|tchal	978	153	10	32	0.3125	15	14	1	22	21	4	6	5	1	3	3	0	17	16	978
35	39954	0.289962083046	al|dal|lolol|qokal|sal|sheol|shol|sol|tal|tchal|tol	979	154	10	32	0.3125	13	13	0	20	20	4	4	4	0	3	3	0	15	15	979
36	195979	0.290184908116	al|chol|dal|kal|lol|okeol|qokal|qokalol|qokeeal|shal|sol	1097	161	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1097
37	24450	0.290216071957	al|chcthal|dal|dl|kal|keel|okeol|qokal|sheol|shol|sol	975	155	10	33	0.30303030303	12	12	0	19	19	4	3	3	0	3	3	0	14	14	975
38	63974	0.290976215738	airal|al|cheal|dal|keel|oteol|qokal|sal|sheol|shol|sol	977	154	11	36	0.305555555556	15	13	2	23	21	5	6	4	2	4	3	1	17	15	977
39	142568	0.290976215738	al|cheal|dal|oteol|qokail|qokal|sal|sheol|shol|sol|tchal	977	154	11	36	0.305555555556	15	13	2	23	21	5	6	4	2	4	3	1	17	15	977
40	137877	0.291117571426	al|dal|lcheal|lchedal|okeol|okol|qokal|rol|sheol|shol|sol	1005	157	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1005
41	193149	0.291192472939	al|chlal|dal|okol|qokal|qokalol|sal|sheal|sheol|shol|sol	992	156	12	34	0.352941176471	13	13	0	22	22	6	4	4	0	3	3	0	16	16	992
42	132008	0.291257640401	al|cheal|chol|daiil|dal|okeedal|okeol|qokal|sal|sol|tal	1107	160	14	41	0.341463414634	16	15	1	29	28	6	5	4	1	4	3	1	21	20	1107
43	27677	0.291635267128	al|chl|chol|dal|lchedal|okeol|qokal|qotol|sheal|sol|taral	1107	160	14	39	0.358974358974	14	14	0	27	27	6	3	3	0	3	3	0	20	20	1107
44	113864	0.291660356429	al|cheal|dal|dol|lol|okol|oldal|qokal|qokalol|sheol|shol	1021	155	12	37	0.324324324324	14	13	1	23	22	6	5	4	1	4	3	1	17	16	1021
45	170273	0.291697988648	al|cheal|chl|chol|dal|lolol|oldal|qokal|rol|sal|sol	1089	160	14	42	0.333333333333	16	15	1	29	28	6	5	4	1	4	3	1	22	21	1089
46	98065	0.291890468004	al|dal|kal|lolol|odal|okeol|pal|qokal|sheol|shol|sol	971	155	10	33	0.30303030303	12	12	0	19	19	4	3	3	0	3	3	0	14	14	971
47	187114	0.292440805612	al|cheal|chl|chol|dal|okeol|pal|qokal|qokalol|shal|sheol	1124	160	14	43	0.325581395349	15	14	1	28	27	6	4	3	1	4	3	1	21	20	1124
48	148592	0.292689107836	al|cheal|dal|keol|lol|qokal|qokalol|sheol|shol|sol|taral	967	152	11	36	0.305555555556	15	13	2	23	21	5	6	4	2	4	3	1	17	15	967
49	147747	0.292980305457	al|dal|okol|qokal|qopal|rol|sal|sheol|shol|sol|tail	998	156	11	33	0.333333333333	13	13	0	21	21	5	4	4	0	3	3	0	16	16	998
50	116865	0.293021546775	al|chl|daiil|dal|pal|qokal|qotol|sheol|shol|sol|tol	993	157	11	34	0.323529411765	12	12	0	20	20	5	3	3	0	3	3	0	15	15	993
51	150700	0.293233312255	airal|al|chdal|dal|lol|okeol|olchal|qokal|sal|sheol|shol	966	152	10	33	0.30303030303	15	15	0	22	22	4	6	6	0	3	3	0	16	16	966
52	119255	0.293490546914	al|chol|dal|kal|okeol|qokal|qokalol|sheal|sol|taral|tol	1095	162	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	19	19	1095
53	181040	0.294032542948	al|chol|daiil|dal|kal|odal|okeol|qokal|qopal|sal|sol	1098	161	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1098
54	71570	0.294210510128	al|chl|dal|lcheal|lol|okeol|qokail|qokal|sheol|shol|tal	958	151	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	16	16	958
55	175266	0.294210510128	al|chcthal|chl|dal|keel|lol|okeol|qokal|rol|sheol|shol	958	151	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	16	16	958
56	130145	0.294221287464	al|cheal|daiil|dal|okeedal|qokal|ral|sheol|shol|sol|tol	966	153	12	37	0.324324324324	13	12	1	22	21	6	4	3	1	4	3	1	16	15	966
57	27897	0.295008191129	al|chol|dal|lkeal|lol|okeol|qokal|qopal|ral|sal|sol	1110	160	12	36	0.333333333333	16	16	0	27	27	4	5	5	0	3	3	0	21	21	1110
58	120153	0.295032362075	al|chol|dal|kal|oal|okeol|qokal|qokalol|sal|sol|tal	1104	161	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1104
59	86000	0.295038938592	al|chl|chol|dal|qokail|qokal|qotol|ral|sal|sol|tchal	1102	160	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1102
60	87237	0.295070279235	al|chl|dal|kal|lol|olchal|pal|qokal|sal|sheol|shol	956	151	11	36	0.305555555556	15	15	0	23	23	5	6	6	0	3	3	0	17	17	956
61	41137	0.295125305269	al|chl|chol|dal|lol|okeedal|qokal|qokalol|qotol|shal|sol	1101	160	14	39	0.358974358974	15	15	0	28	28	6	4	4	0	3	3	0	21	21	1101
62	152378	0.295235300223	al|chol|dal|kal|okeol|qokail|qokal|qokeeal|rol|sal|sol	1104	161	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1104
63	144854	0.295322911911	al|chl|dal|lolol|oteol|qokal|rol|sheol|shol|sol|taral	962	153	11	34	0.323529411765	13	12	1	21	20	5	4	3	1	3	3	0	16	15	962
64	198451	0.295422733707	al|chol|dal|lol|okeol|qokal|qokeeal|qotol|sal|sheal|tedal	1094	159	13	37	0.351351351351	16	16	0	28	28	5	5	5	0	3	3	0	21	21	1094
65	88394	0.295519539547	al|cheal|chl|chol|daiil|dal|oal|qokal|qotol|sol|tal	1095	160	14	42	0.333333333333	15	14	1	28	27	6	4	3	1	4	3	1	21	20	1095
66	168510	0.295632674461	al|chl|chol|dal|okeedal|okeol|oteol|qokal|qokalol|sol|tal	1098	162	14	39	0.358974358974	15	14	1	28	27	6	4	3	1	3	3	0	21	20	1098
67	15348	0.295731855996	airal|al|dal|okeol|okol|opalal|qokal|ral|sheol|shol|sol	1001	157	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1001
68	185630	0.295895272105	al|chl|dal|qokail|qokal|qopal|qotol|rol|sheol|shol|sol	979	155	11	34	0.323529411765	12	12	0	20	20	5	3	3	0	3	3	0	15	15	979
69	121638	0.295947529131	al|dal|kal|lol|okeedal|okeol|opalal|qokal|ral|sheol|shol	953	151	11	34	0.323529411765	13	13	0	21	21	5	4	4	0	3	3	0	16	16	953
70	150023	0.296023617632	airal|al|dal|kal|keel|qokal|sal|shal|sheol|shol|sol	965	154	10	33	0.30303030303	13	13	0	20	20	4	4	4	0	3	3	0	15	15	965
71	146710	0.296023679142	al|chdal|cheal|chol|dal|okeol|qokal|qokalol|qopal|sal|sol	1104	162	13	40	0.325	16	15	1	28	27	5	5	4	1	4	3	1	21	20	1104
72	161092	0.296033570483	al|chl|chol|dal|lchedal|lol|okeedal|qokal|qotol|shal|sol	1101	160	14	39	0.358974358974	15	15	0	28	28	6	4	4	0	3	3	0	21	21	1101
73	167916	0.296148118897	al|dal|lol|oal|oteol|qokail|qokal|ral|sheol|shol|sol	965	153	10	32	0.3125	14	13	1	21	20	4	5	4	1	3	3	0	16	15	965
74	122610	0.296167431939	al|dal|dl|dol|okol|qokal|qokalol|qokeeal|sheol|shol|sol	1035	159	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1035
75	192155	0.296355046303	airal|al|cheal|dal|okeol|qokal|qokalol|ral|sal|sheol|shol	954	151	11	36	0.305555555556	14	13	1	22	21	5	5	4	1	4	3	1	16	15	954
76	78939	0.296673530007	al|chl|chol|dal|kal|keol|oal|okeol|qokal|qokalol|sol	1093	161	13	39	0.333333333333	15	14	1	27	26	5	4	3	1	3	3	0	21	20	1093
77	198751	0.296934989717	al|chl|chlal|chol|dal|kal|lol|odal|olchal|qokal|sheol	1113	161	13	41	0.317073170732	16	16	0	28	28	5	5	5	0	3	3	0	21	21	1113
78	199663	0.296948040824	al|chl|chol|dal|lkeal|lol|odal|qokal|qotol|sol|taral	1098	160	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1098
79	71479	0.297056751795	airal|al|chl|chol|daiil|dal|okeol|qokal|ral|sol|tol	1100	162	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1100
80	178189	0.297107944989	al|dal|lolol|oteol|qokal|qokeeal|sal|sheol|shol|sol|tal	971	154	10	32	0.3125	14	13	1	21	20	4	5	4	1	3	3	0	16	15	971
81	72282	0.2971670352	al|chl|dal|lol|okeedal|qokal|rol|sal|sheol|shol|tail	953	150	12	35	0.342857142857	14	14	0	23	23	6	5	5	0	3	3	0	18	18	953
82	160238	0.297208009709	al|chol|dal|keel|lol|okeol|oteol|qokal|qokeeal|sheal|sol	1097	162	13	37	0.351351351351	16	15	1	28	27	5	5	4	1	3	3	0	21	20	1097
83	134377	0.297331153733	airal|al|cheal|dal|lkeal|lol|okeol|qokal|sheol|shol|tol	970	153	11	36	0.305555555556	14	13	1	22	21	5	5	4	1	4	3	1	16	15	970
84	106987	0.29735547898	al|cheal|chl|chol|dal|lchedal|qokal|qotol|sheal|sheol|taral	1122	160	15	44	0.340909090909	15	14	1	29	28	7	4	3	1	4	3	1	21	20	1122
85	56853	0.29772023822	al|chl|dal|kal|keel|lcheal|odal|qokal|sheol|shol|sol	955	153	11	35	0.314285714286	12	12	0	20	20	5	3	3	0	3	3	0	15	15	955
86	182970	0.29772064896	al|chl|dal|lol|okeol|okol|qokal|sheol|shol|taral|tedal	991	155	12	35	0.342857142857	13	13	0	22	22	6	4	4	0	3	3	0	17	17	991
87	32157	0.297763655418	al|chl|chol|dal|kal|keel|okeol|oldal|qokal|sal|sol	1112	161	13	39	0.333333333333	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1112
88	40511	0.297858787636	al|chl|chol|dal|kal|okeol|pal|qokal|qokalol|qotol|sal	1098	160	13	39	0.333333333333	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1098
89	58861	0.297908939525	al|chdal|dal|lolol|okol|qokal|qopal|sal|sheol|shol|sol	997	157	11	33	0.333333333333	13	13	0	21	21	5	4	4	0	3	3	0	16	16	997
90	75623	0.297918804826	al|chl|dal|dol|kal|lolol|okeedal|qokal|sal|sheol|shol	999	155	12	36	0.333333333333	13	13	0	22	22	6	4	4	0	3	3	0	17	17	999
91	50127	0.298080345928	al|chdal|dal|lolol|okeol|okol|qokal|sheol|shol|sol|taral	1004	158	11	33	0.333333333333	12	12	0	20	20	5	3	3	0	3	3	0	15	15	1004
92	110598	0.298096156492	al|cheal|dal|kal|oteol|qokal|qokeeal|sheol|shol|sol|tedal	965	154	11	37	0.297297297297	14	12	2	22	20	5	5	3	2	4	3	1	16	14	965
93	166976	0.29831163287	al|chl|chol|dal|lcheal|lolol|qokal|qotol|sal|sol|tal	1106	160	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1106
94	54995	0.298317163036	al|dal|okeedal|olchal|oteol|qokal|ral|sal|sheol|shol|sol	969	154	11	34	0.323529411765	15	14	1	23	22	5	6	5	1	3	3	0	17	16	969
95	176474	0.298444982495	al|chlal|cthol|dal|kal|okeol|qokal|sheol|shol|sol|tail	1008	157	10	34	0.294117647059	12	12	0	19	19	4	3	3	0	3	3	0	14	14	1008
96	141163	0.298470038301	al|chcthal|chl|chol|dal|okeol|opalal|qokal|qotol|ral|sol	1109	160	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1109
97	76789	0.298507532923	airal|al|cheal|daiil|dal|kal|okol|qokal|sheol|shol|sol	992	157	12	38	0.315789473684	13	12	1	22	21	6	4	3	1	4	3	1	16	15	992
98	89962	0.298510748059	al|chdal|dal|dol|olchal|qokal|qopal|qotol|sheol|shol|sol	1026	159	10	33	0.30303030303	13	13	0	20	20	4	4	4	0	3	3	0	14	14	1026
99	26396	0.298662935994	al|chl|chol|dal|kal|lolol|okeol|qokal|qopal|sal|sol	1112	161	13	39	0.333333333333	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1112
100	188467	0.298769534449	al|chl|chol|dal|kal|lchedal|okeol|pal|qokal|qotol|sal	1098	160	13	39	0.333333333333	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1098
101	17221	0.298809918964	al|chol|dal|lol|lolol|okeol|qokal|sal|sol|tal|taral	1114	160	12	36	0.333333333333	16	16	0	27	27	4	5	5	0	3	3	0	21	21	1114
102	110330	0.298893053368	al|chcthal|dal|dol|keel|okeol|okol|qokal|sheal|sheol|shol	1018	156	12	34	0.352941176471	12	12	0	21	21	6	3	3	0	3	3	0	15	15	1018
103	184467	0.298904413455	al|chol|dal|kal|lcheal|lol|qokal|qotol|sheal|sol|tedal	1095	161	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	20	20	1095
104	87782	0.299091543877	al|chl|chol|daiil|dal|odal|okeol|qokal|qotol|sol|tchal	1107	160	13	38	0.342105263158	14	14	0	26	26	5	3	3	0	3	3	0	20	20	1107
105	54884	0.299195253303	al|chdal|dal|lcheal|lol|okol|olchal|qokal|sheol|shol|sol	995	157	11	34	0.323529411765	14	14	0	22	22	5	5	5	0	3	3	0	16	16	995
106	40482	0.299267281585	al|chol|dal|lchedal|lol|okeol|qokal|qotol|sal|shal|taral	1095	159	12	36	0.333333333333	16	16	0	27	27	4	5	5	0	3	3	0	21	21	1095
107	134238	0.299370371163	al|chl|chol|dal|lcheal|okeol|oteol|qokal|shal|sol|tail	1091	162	13	38	0.342105263158	15	14	1	27	26	5	4	3	1	3	3	0	21	20	1091
108	89986	0.299538207643	al|chl|dal|lol|oal|qokal|rol|sal|sheol|shol|tail	951	150	11	34	0.323529411765	14	14	0	22	22	5	5	5	0	3	3	0	17	17	951
109	161343	0.299617307943	al|cheal|chol|daiil|dal|okeol|qokal|qotol|rol|sol|taral	1111	160	13	40	0.325	15	14	1	27	26	5	4	3	1	4	3	1	20	19	1111
110	54878	0.299680778518	al|chdal|dal|dol|kal|lol|oldal|qokail|qokal|sheol|shol	986	153	10	33	0.30303030303	13	13	0	20	20	4	4	4	0	3	3	0	15	15	986
111	20059	0.299738812431	al|chl|dal|lol|okeol|okol|oldal|qokal|sheol|shol|tail	991	155	12	35	0.342857142857	13	13	0	22	22	6	4	4	0	3	3	0	17	17	991
112	751	0.299817655464	al|chol|dal|kal|lol|qokal|qotol|sheal|sol|tail|taral	1095	161	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	20	20	1095
113	42057	0.299817655464	al|chol|dal|kal|lol|pal|qokal|qotol|sheal|sol|tail	1095	161	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	20	20	1095
114	161236	0.299946530865	al|chdal|chol|dal|kal|okeol|oldal|qokal|sal|sol|tedal	1103	162	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1103
115	136940	0.299969072895	al|chl|chol|dal|kal|okeedal|okeol|olchal|qokal|sal|sol	1114	161	14	41	0.341463414634	16	16	0	29	29	6	5	5	0	3	3	0	21	21	1114
116	65886	0.300134337804	al|chcthal|chdal|daiil|dal|lol|oteol|qokal|sheol|shol|sol	968	154	10	32	0.3125	14	13	1	21	20	4	5	4	1	3	3	0	16	15	968
117	113239	0.30026116935	al|cheal|dal|okeedal|okeol|okol|qokal|sal|sheol|shol|tedal	993	155	13	38	0.342105263158	14	13	1	24	23	7	5	4	1	4	3	1	18	17	993
118	147556	0.300659359706	al|dal|kal|lolol|oldal|qokal|shal|sheol|shol|sol|tol	962	154	10	33	0.30303030303	12	12	0	19	19	4	3	3	0	3	3	0	14	14	962
119	44647	0.300671315754	al|chlal|chol|dal|lolol|okeol|qokal|sal|sheal|sol|tol	1107	162	13	37	0.351351351351	15	15	0	27	27	5	4	4	0	3	3	0	20	20	1107
120	174763	0.300785713537	al|chcthal|chdal|chol|dal|kal|lchedal|lol|okeol|qokal|sol	1101	162	12	37	0.324324324324	15	15	0	26	26	4	4	4	0	3	3	0	20	20	1101
121	26615	0.300824059399	al|chl|daiil|dal|dol|okeol|qokal|qopal|ral|sheol|shol	995	155	11	34	0.323529411765	12	12	0	20	20	5	3	3	0	3	3	0	15	15	995
122	41353	0.300863831341	al|cheal|chol|dal|kal|oal|okeol|qokal|qokalol|sol|tol	1107	162	13	41	0.317073170732	15	14	1	27	26	5	4	3	1	4	3	1	20	19	1107
123	125663	0.300874866376	al|chl|chol|dal|okeol|qokal|qokalol|qokeeal|qotol|ral|sal	1089	159	13	38	0.342105263158	15	15	0	27	27	5	4	4	0	3	3	0	21	21	1089
124	87680	0.300875055166	al|chl|chol|dal|kal|lol|okeol|qetal|qokal|sal|taral	1090	160	13	39	0.333333333333	16	16	0	28	28	5	5	5	0	3	3	0	22	22	1090
125	99026	0.300875055166	al|chl|chol|daiil|dal|kal|lol|oal|okeol|qokal|sal	1090	160	13	39	0.333333333333	16	16	0	28	28	5	5	5	0	3	3	0	22	22	1090
126	53435	0.300988524885	al|dal|kal|oal|okeol|qokal|rol|sal|sheol|shol|tail	957	152	10	33	0.30303030303	13	13	0	20	20	4	4	4	0	3	3	0	15	15	957
127	141751	0.300990023547	al|daiil|dal|kal|lol|okeol|qokal|qokeeal|qotol|sheol|shol	978	155	10	33	0.30303030303	13	13	0	20	20	4	4	4	0	3	3	0	15	15	978
128	196456	0.301393559861	al|chl|dal|lol|okeol|pal|qokal|sal|shol|sol|tail	942	150	11	33	0.333333333333	14	14	0	22	22	5	5	5	0	3	3	0	17	17	942
129	175287	0.301483264353	al|chcthal|dal|dol|lol|lolol|qokal|ral|sal|sheol|shol	995	154	10	32	0.3125	14	14	0	21	21	4	5	5	0	3	3	0	16	16	995
130	144909	0.301562139589	al|chdal|dal|dol|lkeal|oal|okeol|qokal|sal|sheol|shol	1007	156	10	32	0.3125	13	13	0	20	20	4	4	4	0	3	3	0	15	15	1007
131	49677	0.301626113851	al|cheal|chol|dal|lcheal|lkeal|okeol|qokal|qotol|sal|shal	1086	159	13	40	0.325	16	15	1	28	27	5	5	4	1	4	3	1	21	20	1086
132	176909	0.301674283169	al|chl|chol|dal|keel|lol|okeol|qokal|qopal|qotol|sal	1108	159	13	38	0.342105263158	16	16	0	28	28	5	5	5	0	3	3	0	22	22	1108
133	134768	0.301779728242	al|dal|lol|odal|qokal|qokalol|qotol|sheol|shol|sol|tchal	980	155	10	32	0.3125	13	13	0	20	20	4	4	4	0	3	3	0	15	15	980
134	98830	0.301826441901	al|cheal|chol|dal|kal|lcheal|lol|okeol|qokail|qokal|qotol	1094	160	13	41	0.317073170732	16	15	1	28	27	5	5	4	1	4	3	1	21	20	1094
135	43958	0.301965866709	al|dal|dol|lol|okol|oldal|qetal|qokal|sheal|sheol|shol	1009	155	12	34	0.352941176471	13	13	0	22	22	6	4	4	0	3	3	0	16	16	1009
136	138502	0.302033456965	al|dal|kal|oal|okeol|qokail|qokal|sal|sheol|shol|tal	957	152	10	33	0.30303030303	13	13	0	20	20	4	4	4	0	3	3	0	15	15	957
137	151667	0.302258014548	al|cheal|chl|chol|dal|lol|qetal|qokal|qotol|sal|tchal	1090	159	14	42	0.333333333333	17	16	1	30	29	6	6	5	1	4	3	1	23	22	1090
138	148863	0.302279287375	al|chlal|dal|dl|dol|lolol|okeol|qokal|sal|sheol|shol	1006	156	10	32	0.3125	13	13	0	20	20	4	4	4	0	3	3	0	15	15	1006
139	29914	0.302367607617	al|cheal|chol|dal|keol|okeol|qokail|qokal|qotol|sol|tchal	1109	160	13	40	0.325	16	14	2	28	26	5	5	3	2	4	3	1	21	19	1109
140	132659	0.302621182376	al|chdal|cheal|chol|dal|okeol|qokal|qopal|sol|tail|tol	1101	163	13	40	0.325	15	14	1	27	26	5	4	3	1	4	3	1	20	19	1101
