path	sha256	purpose
experiments/yolo/gdt759_quantity_part_state_construction_atlas/artifacts/PART_STATE_23_EXACT_PAIR_ATLAS.tsv	ad16ce2036a2cbc67f85e506a34b8e2ca46bb270d0562c6027f278ab4056b990	pre-existing chor/chol construction evidence
experiments/yolo/gdt762_moist_medium_candidate_discrimination/artifacts/THREE_CANDIDATE_WORKING_REVISION.tsv	20c73e67897c228853e77779aaddff498baf900c61f29c1868b9f18c2eb6d68b	pre-existing ol carrier correction
experiments/yolo/gdt753_qokeol_okeol_whole_role_census/artifacts/SURFACE_22_ROLE_CENSUS.tsv	4a3257877a045d4a6dcc7f14fe65e56ff22f2ed9fa509dd7aec4170778b05427	pre-existing qokeol whole-role correction
experiments/yolo/gdt764_bounded_value_field_dispatch/artifacts/HISTORICAL_REGISTER_TEMPLATE_MAP.tsv	835aedf34bcd903939395d48c2762a17c2935eca0b61ed99c3ae74969d571243	attested historical register architecture E010
experiments/yolo/gdt793_okal_whole_record_candidate_discriminator/artifacts/GDT793_CANDIDATE_ADJUDICATION.tsv	d5ad5bd5173bba4bcda4a5fb57b53548fd06cef0eb028077892cd5b7846360f7	pre-existing exact okal system-entry rival
experiments/yolo/gdt804_bracket_middle_independent_field_bridge/src/MIDDLE_ROLE_PRIORS.tsv	33d72e31caa60fee3aac41fb93c8de6761a13ee0004de7d66c5ca97898a0c38a	manual replaceable middle-whole role deck
experiments/yolo/gdt804_bracket_middle_independent_field_bridge/src/BRACKET_WORKING_READINGS.tsv	cae33effb06bd50631244248f5637f2ad3dfd6a59a64400dbb405b098d492ea8	manual safe and aggressive bracket renderer deck
experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	543c4119a20249269a1f244de67ae516b19fa83a069853df598cc24e5dd6a11e	source of the inherited qokain hot-degree-II aggressive rival
experiments/yolo/gdt631_prefixed_cth_quality_parts/artifacts/PAGE_ALLOWLIST.tsv	f0def5a04bd91443cf4770c78f1b67e62cac2060627d8de38faba27899188483	inherited 179-page selector allow-list
transcription/voynich_zl3b_tokens.tsv	6a061a26edc05ff37dc386c2215774c229a5ff087d3091e68bdd4983a6c007aa	guarded ZL3b token source for reader stability
transcription/voynich_cross_transcription_lines.tsv	ff3a4559004a29764c60102326de154b29fbba06a2a206bdd76d7feda432e16c	guarded alternate-reader line source for sequence stability
experiments/yolo/gdt634_known_core_terminal_semantics/src/run.py	24a78647ce1d9d88b0b557d6b9e555fdff71000ecc86dbd44f748bc370dce44b	published token-stability map definition
tools/relation_edge_intake.py	fb8447470aa81ed608b90aedf7478893ddf6a445351aa12ab23c6fd725be3a47	GDT388 relation-packet intake validator
tools/guarded_tsv_query.py	eeb8f325b3f7b10ad94eef4907d2d3baaa20bb1b81a9aa36782f96c9008551e3	selector-before-materialization TSV query implementation
tools/vmanus_experiment.py	0b84a5503f8d4aa2e1d23c449da1cd1b2d2059f4d7f74727c6b899928e59cce2	sealed-selector guard implementation
vmanus-exp	53b69eec8412b54d1248fd52d91c06e0eabc7f436b9015d0cfdb0746606c1528	guarded edge-packet command dispatcher
