gdt744_field_id	page	locus	target_ordinal	target_surface	field_channel_after_common_mask	field_confidence_tier	boundary_complete	foreign_anchor_count	foreign_anchor_surfaces	foreign_anchor_tags	foreign_anchor_signature	common_mask	literal_identity_credit	component_export_credit
G744-F0045	f108v	f108v.49	4	lkaiin	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	1	keear	HOT|MATERIAL|PART	R3@7:keear:HOT|MATERIAL|PART	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0054	f76r	f76r.44	6	lkaiin	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	1	ykar	HOT|MATERIAL|PART	L2@4:ykar:HOT|MATERIAL|PART	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0058	f86v5	f86v5.18	5	lkaiin	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	2	ody|otcho	CLOSE|COLD|DRY|PREPARATION	L1@4:otcho:COLD|DRY|PREPARATION|R3@8:ody:CLOSE|PREPARATION	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0059	f86v6	f86v6.36	8	lkaiin	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	1	1	qokeey	HOT|VALUE	L1@7:qokeey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0062	f104r	f104r.13	5	lkain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	2	chokar|qodain	DRY|HOT|PART|PREPARATION|VALUE	L3@2:qodain:VALUE|L2@3:chokar:DRY|HOT|PART|PREPARATION	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0063	f104r	f104r.23	6	lkain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	otchor	AMOUNT|COLD|DRY|MATERIAL|PREPARATION	R3@9:otchor:AMOUNT|COLD|DRY|MATERIAL|PREPARATION	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0064	f107r	f107r.24	6	lkain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	3	kair|qokeeo	HOT|MATERIAL|PART|PREPARATION|VALUE	L1@5:kair:HOT|MATERIAL|PART|R1@7:qokeeo:HOT|PREPARATION|VALUE|R2@8:kair:HOT|MATERIAL|PART	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0065	f107r	f107r.39	9	lkain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	cho	DRY|PREPARATION	L1@8:cho:DRY|PREPARATION	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0066	f107v	f107v.38	9	lkain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	2	oteey	COLD|PREPARATION|VALUE	L2@7:oteey:COLD|PREPARATION|VALUE|L1@8:oteey:COLD|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0067	f107v	f107v.41	13	lkain	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	1	1	qokeey	HOT|VALUE	L1@12:qokeey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0068	f108v	f108v.37	8	lkain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	3	okey|qokey|sheckhey	HOT|MOIST|PREPARATION|VALUE	L4@4:sheckhey:MOIST|PREPARATION|VALUE|L3@5:qokey:HOT|VALUE|L2@6:okey:HOT|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0069	f111v	f111v.21	9	lkain	PRESCRIPTIVE_RECIPE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	3	cheokain|qo|sheo	DRY|HOT|MOIST|PREPARATION|PROCESS|VALUE	R1@10:cheokain:DRY|HOT|PREPARATION|PROCESS|VALUE|R2@11:sheo:MOIST|PREPARATION|R3@12:qo:PROCESS	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0071	f111v	f111v.30	10	lkain	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	qokeey	HOT|VALUE	L4@6:qokeey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0073	f111v	f111v.35	4	lkain	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	1	1	oain	PART|PREPARATION	L3@1:oain:PART|PREPARATION	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0075	f111v	f111v.40	2	lkain	PRESCRIPTIVE_RECIPE	F3_RECURRENT_COMPLETE_CONTEXT	1	2	chokain|sheckhedy	CLOSE|DRY|HOT|MOIST|PREPARATION|PROCESS|VALUE	R2@4:chokain:DRY|HOT|PREPARATION|PROCESS|VALUE|R4@6:sheckhedy:CLOSE|MOIST|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0076	f112v	f112v.38	10	lkain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	2	chedar|cheo	DRY|PART|PREPARATION|VALUE	L1@9:chedar:DRY|PART|VALUE|R1@11:cheo:DRY|PREPARATION	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0080	f116r	f116r.27	7	lkain	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	1	1	orain	AMOUNT|MATERIAL	L2@5:orain:AMOUNT|MATERIAL	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0081	f116r	f116r.29	7	lkain	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	1	1	keedy	CLOSE|HOT|VALUE	R5@12:keedy:CLOSE|HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0085	f78r	f78r.32	6	lkain	PRESCRIPTIVE_RECIPE	F3_RECURRENT_COMPLETE_CONTEXT	1	2	dalky|ykeedy	AMOUNT|CLOSE|HOT|MATERIAL|PROCESS|VALUE	L1@5:dalky:AMOUNT|HOT|MATERIAL|PROCESS|R1@7:ykeedy:CLOSE|HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0086	f79r	f79r.23	5	lkain	PRESCRIPTIVE_RECIPE	F3_RECURRENT_COMPLETE_CONTEXT	1	1	shear	MOIST|PART|PROCESS|VALUE	L3@2:shear:MOIST|PART|PROCESS|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0088	f103r	f103r.5	6	lkar	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	2	oteey|qokey	COLD|HOT|PREPARATION|VALUE	L2@4:oteey:COLD|PREPARATION|VALUE|L1@5:qokey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0092	f104v	f104v.18	4	lkar	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	1	1	ytaiin	COLD|VALUE	R1@5:ytaiin:COLD|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0093	f106r	f106r.35	3	lkar	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	1	choky	DRY|HOT|PREPARATION	L1@2:choky:DRY|HOT|PREPARATION	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0100	f111r	f111r.30	7	lkar	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	qotchey	COLD|DRY|VALUE	L4@3:qotchey:COLD|DRY|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0106	f115r	f115r.15	11	lkar	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	1	1	air	MATERIAL|PART	R1@12:air:MATERIAL|PART	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0107	f115v	f115v.42	9	lkar	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	1	1	qokchey	DRY|HOT|VALUE	L1@8:qokchey:DRY|HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0112	f80r	f80r.33	3	lkar	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	qokeey	HOT|VALUE	L1@2:qokeey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0113	f86v3	f86v3.20	8	lkar	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	1	1	ary	CLOSE|MATERIAL|PART	R1@9:ary:CLOSE|MATERIAL|PART	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0126	f52v	f52v.7	1	pcheol	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	1	1	cthor	AMOUNT|MATERIAL	R2@3:cthor:AMOUNT|MATERIAL	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0127	f77v	f77v.29	6	pcheol	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	1	1	daly	AMOUNT|MATERIAL	L3@3:daly:AMOUNT|MATERIAL	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0131	f103r	f103r.8	5	rain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	okey	HOT|PREPARATION|VALUE	L1@4:okey:HOT|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0135	f115r	f115r.11	8	rain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	3	cheo|chkain|cho	DRY|HOT|PREPARATION|VALUE	R1@9:cheo:DRY|PREPARATION|R2@10:chkain:DRY|HOT|VALUE|R3@11:cho:DRY|PREPARATION	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0138	f116r	f116r.19	9	rain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	otey	COLD|PREPARATION|VALUE	R1@10:otey:COLD|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0144	f81r	f81r.20	6	rain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	2	odaiin|qokeey	HOT|PREPARATION|VALUE	L2@4:qokeey:HOT|VALUE|L1@5:odaiin:PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0151	f106v	f106v.19	9	sain	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	1	1	olaiin	AMOUNT|MATERIAL	L2@7:olaiin:AMOUNT|MATERIAL	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0153	f108r	f108r.28	1	sain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	1	olkedy	CLOSE|HOT|MATERIAL	R3@4:olkedy:CLOSE|HOT|MATERIAL	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0156	f108v	f108v.37	1	sain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	4	okey|qokey|sheckhey|sheor	HOT|MATERIAL|MOIST|PART|PREPARATION|VALUE	R1@2:sheor:MATERIAL|MOIST|PART|R3@4:sheckhey:MOIST|PREPARATION|VALUE|R4@5:qokey:HOT|VALUE|R5@6:okey:HOT|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0159	f111r	f111r.24	1	sain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	2	chckhey|cheos	AMOUNT|DRY|PREPARATION|VALUE	R1@2:chckhey:DRY|PREPARATION|VALUE|R2@3:cheos:AMOUNT|DRY|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0160	f111r	f111r.52	8	sain	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	qokeey	HOT|VALUE	L5@3:qokeey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0161	f111v	f111v.47	1	sain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	2	olain|qokeey	AMOUNT|HOT|MATERIAL|VALUE	R2@3:qokeey:HOT|VALUE|R4@5:olain:AMOUNT|MATERIAL	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0163	f112r	f112r.35	1	sain	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	1	1	olaiin	AMOUNT|MATERIAL	R1@2:olaiin:AMOUNT|MATERIAL	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0164	f112r	f112r.36	1	sain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	2	checkhy|okeey	DRY|HOT|PREPARATION|VALUE	R2@3:checkhy:DRY|PREPARATION|VALUE|R4@5:okeey:HOT|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0166	f112v	f112v.5	1	sain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	okey	HOT|PREPARATION|VALUE	R2@3:okey:HOT|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0169	f113r	f113r.49	1	sain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	3	cheo|kcheey|qokeey	DRY|HOT|PREPARATION|VALUE	R2@3:cheo:DRY|PREPARATION|R3@4:kcheey:DRY|HOT|VALUE|R4@5:qokeey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0170	f114r	f114r.36	8	sain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	otchedy	CLOSE|COLD|DRY|PREPARATION|VALUE	R1@9:otchedy:CLOSE|COLD|DRY|PREPARATION|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0174	f75r	f75r.24	4	sain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	1	qolkary	HOT|MATERIAL|PART	L1@3:qolkary:HOT|MATERIAL|PART	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0178	f76r	f76r.30	11	sain	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	qokey	HOT|VALUE	L5@6:qokey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0181	f76r	f76r.49	5	sain	QUANTITY_OR_PART	F3_RECURRENT_COMPLETE_CONTEXT	1	1	olaiin	AMOUNT|MATERIAL	L3@2:olaiin:AMOUNT|MATERIAL	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0183	f77r	f77r.14	2	sain	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	1	1	qoteedy	CLOSE|COLD|VALUE	R2@4:qoteedy:CLOSE|COLD|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0185	f78r	f78r.23	1	sain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	1	sheor	MATERIAL|MOIST|PART	R1@2:sheor:MATERIAL|MOIST|PART	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0186	f78r	f78r.35	2	sain	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	cheeky	DRY|HOT|VALUE	R3@5:cheeky:DRY|HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0188	f78v	f78v.30	3	sain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	2	oiiin|sheety	MOIST|PREPARATION	R1@4:sheety:MOIST|R3@6:oiiin:PREPARATION	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0189	f79r	f79r.6	6	sain	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	qokey	HOT|VALUE	L1@5:qokey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0192	f79v	f79v.25	8	sain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	1	olkain	HOT|MATERIAL|VALUE	L2@6:olkain:HOT|MATERIAL|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0193	f81r	f81r.15	1	sain	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	1	1	cheedy	CLOSE|DRY|VALUE	R2@3:cheedy:CLOSE|DRY|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0194	f82r	f82r.33	1	sain	DESCRIPTIVE_MATERIA	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	cheor	DRY|MATERIAL|PART	R4@5:cheor:DRY|MATERIAL|PART	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0195	f83r	f83r.19	4	sain	DESCRIPTIVE_MATERIA	F3_RECURRENT_COMPLETE_CONTEXT	1	2	ched|ockhey	CLOSE|DRY|PREPARATION|VALUE	L1@3:ockhey:PREPARATION|VALUE|R1@5:ched:CLOSE|DRY|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0196	f83r	f83r.33	6	sain	DESCRIPTIVE_QUALITY	F3_RECURRENT_COMPLETE_CONTEXT	1	2	qokey|sheekchy	DRY|HOT|MOIST|VALUE	L2@4:sheekchy:DRY|HOT|MOIST|L1@5:qokey:HOT|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
G744-F0198	f86v3	f86v3.7	1	sain	DESCRIPTIVE_QUALITY	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	0	1	ytaiin	COLD|VALUE	R1@2:ytaiin:COLD|VALUE	ALL_155_PAIRED_XL_SURFACES_REMOVED_AS_SEMANTIC_ANCHORS	0	0
