surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
otair	zweite kalte Drogenfraktion im Ansatz	O_PREP+T_COLD+AIR_FRACTION_II	zweite Drogenfraktion im Ansatz abkühlen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	22	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
otarain	zwei Teile der ersten kalten Drogenfraktion im Ansatz	O_PREP+T_COLD+AR_FRACTION_I+AIN_II	kalter Ansatz, Fraktion I auf Stufe II	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
chekain	bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	CH_DRY+E_MIDDLE+K_HOT+AIN_II	zwei Teile mäßig getrockneter und erhitzter Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	7	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
olaiiny	drei Teile Holzdrogenansatz abschließen	O_PREP+L_WOOD+AIIN_III+Y_START_OR_CLOSE	Holzdrogenansatz auf Stufe III, abgeschlossen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
shkain	eingeweichte und erhitzte Droge auf Stufe II	SH_MOIST+K_HOT+AIN_II	zwei Teile einweichen und erhitzen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
ofalsheky	Blütenrohstoff I im Ansatz bis zur Mittelstufe einweichen, erhitzen und abschließen	O_PREP+F_FLOWER+AL_RAW_I+SH_MOIST+E_MIDDLE+K_HOT+Y_START_OR_CLOSE	gelernter Blütenrohstoff-I-Ansatz vor dem SHEKY-Block	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
chedol	Drogenstoff bis zur Mittelstufe trocknen und abmessen	CH_DRY+E_MIDDLE+D_MEASURE+OL_MATERIAL	RF1b: bis zur Mittelstufe trocknen und abschließen; ein Pfund	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
qetal	kühle Rohdroge I bis zur Mittelstufe	LEARNED_QETAL_WHOLE	Rohdroge I auf mittlerer Kühlstufe	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
rtain	Wurzeldroge auf Kältestufe II	R_ROOT+T_COLD+AIN_II	zwei Teile gekühlte Wurzeldroge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
otodar	Kaltansatz erneut ansetzen und die erste Fraktion abmessen	O_PREP+T_COLD+O_PREP+D_MEASURE+AR_FRACTION_I	gekühlter Ansatz mit erster Fraktion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
alsy	Saatrohdroge I in Grundform abschließen	AL_RAW_I+S_SEED+Y_START_OR_CLOSE	abgeschlossene Rohdrogencharge I	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
chearory	eine Portion der ersten Fraktion bis zur Mittelstufe trocknen und abschließen	CH_DRY+E_MIDDLE+AR_FRACTION_I+OR_PORTION+Y_START_OR_CLOSE	abgeschlossene Trockenportion aus Fraktion I	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
secheeol	vollständig getrockneter Saatdrogenstoff	LEARNED_SECHEEOL_WHOLE	Saatgut-Drogenstoff von der Mittelstufe bis zur Endstufe trocknen	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
