rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
11	1	f29r	f29r.3	H	A	1	7	7	0	0	0	0	1.000000	7	7	1	1	qokchy qoty kchaiin shear cthor dchor choly	heiß und trocken am Anfang des Grades | kalt am Anfang des Grades | heiß-getrocknete Droge auf Stufe III | erste Fraktion bis zur Mittelstufe einweichen | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | abgemessener Pflanzenteil | Trockenrückstand	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT670:EXACT_WHOLE:kchaiin | GDT669:EXACT_WHOLE:shear | GDT638:ROUND_04 | GDT663:EXACT_WHOLE:dchor | GDT663:EXACT_WHOLE:choly	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	heiß und angetrocknet; leicht gekühlt; heiß-getrocknete Droge auf Stufe III; erste Fraktion bis zur Mittelstufe einweichen; Drogenteil/-portion; Portion Blatt-/Krautdroge; abgemessener Pflanzenteil; Trockenrückstand
12	1	f32v	f32v.3	H	A	1	9	9	6	0	0	0	1.000000	9	9	1	1	shor daiin chckhy dsho dain daiin s shokey ka	Blüten-/Fruchtstand; reproduktiver Teil | Menge/Portion III | Arzneikompositum: trocken, Gradanfang | eine Dosis Feuchtansatz abmessen | Grad-/Maßwert II | Grad-/Maßwert III | Samen-/Saatgutposten | heiß-feuchter Ansatz in der Gradmitte | ein erhitzter Teil	V13:PART_OR_FORM | V13:CONTEXTUAL_VALUE_SERIES | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT669:EXACT_WHOLE:dsho | V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES | GDT660:S_MEDIAL | GDT652:STRONG_COMPONENT_GRID | GDT670:EXACT_WHOLE:NONE	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Menge/Portion III; Arzneikompositum: trocken, Gradanfang; eine Dosis Feuchtansatz abmessen; zwei Maße; drei Maße; Samen-/Saatgutposten; heiß-feuchter Ansatz in der Gradmitte; ein erhitzter Teil
13	0	f3v	f3v.13	H	A	1	6	6	0	0	1	0	1.000000	5	5	1	0	shar shkaiin qokchy yty cthal chky	angefeuchtete Drogenfraktion I | eingeweichte und erhitzte Droge auf Stufe III | heiß und trocken am Anfang des Grades | kühle hiervon leicht ab | Kraut- oder Blattdroge aus Rohdroge I | getrocknete Droge leicht erhitzen	GDT662:EXACT_WHOLE:shar | GDT670:EXACT_WHOLE:shkaiin | GDT647:FAMILY_MIGRATION | GDT665:EXACT_WHOLE:yty | GDT669:EXACT_WHOLE:cthal | GDT666:EXACT_WHOLE:chky	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	angefeuchtete Drogenfraktion I; eingeweichte und erhitzte Droge auf Stufe III; heiß und angetrocknet; kühle hiervon leicht ab; Kraut- oder Blattdroge aus Rohdroge I; getrocknete Droge leicht erhitzen
14	0	f42r	f42r.12	H	A	1	8	8	3	0	1	0	1.000000	7	7	1	0	dcheey chol shol chokaiin choeky d dain dal	eine Dosis vollständig trocknen und abschließen | trocken; nominal trockenes Gut/Material | feucht; nominal feuchtes Gut/Material | Trockenansatz, heiß auf Stufe III | trocknen, ansetzen, bis zur Mittelstufe erhitzen und abschließen | Dosis | Grad-/Maßwert II | abgemessene Rohstoffmenge I	GDT669:EXACT_WHOLE:dcheey | V13:DRY_OL_FORM | V13:MOIST_OL_FORM | GDT663:EXACT_WHOLE:chokaiin | GDT670:EXACT_WHOLE:choeky | GDT661:D_BODY | V13:CONTEXTUAL_VALUE_SERIES | GDT655:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	eine Dosis vollständig trocknen und abschließen; Trockengut; Feuchtgut; Trockenansatz, heiß auf Stufe III; trocknen, ansetzen, bis zur Mittelstufe erhitzen und abschließen; Dosis; zwei Maße; abgemessene Rohstoffmenge I
15	0	f47r	f47r.11	H	A	1	4	4	1	0	1	0	1.000000	3	4	1	0	dsho cphy daiin daiiny	eine Dosis Feuchtansatz abmessen | Arzneikompositum in Grundform | Grad-/Maßwert III | drei Teile abmessen und abschließen	GDT669:EXACT_WHOLE:dsho | GDT670:EXACT_WHOLE:cphy | V13:CONTEXTUAL_VALUE_SERIES | GDT666:EXACT_WHOLE:daiiny	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	NONE	NONE	eine Dosis Feuchtansatz abmessen; Arzneikompositum in Grundform; drei Maße; drei Teile abmessen und abschließen
16	0	f51r	f51r.2	H	A	1	4	4	0	0	1	0	1.000000	3	3	1	0	dcheodaiin ckheody ckhody chody	eine Dosis bis zur Mittelstufe trocknen und ansetzen; drei Dosen abmessen | fertiger Ansatz eines Arzneikompositums | Arzneikompositum ansetzen und fertigstellen | Trockenansatz, abgeschlossen	GDT670:EXACT_WHOLE:dcheodaiin | GDT663:EXACT_WHOLE:ckheody | GDT669:EXACT_WHOLE:ckhody | GDT663:EXACT_WHOLE:chody	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	eine Dosis bis zur Mittelstufe trocknen und ansetzen; drei Dosen abmessen; fertiger Ansatz eines Arzneikompositums; Arzneikompositum ansetzen und fertigstellen; Trockenansatz, abgeschlossen
17	1	f56r	f56r.12	H	A	1	4	4	1	0	0	0	1.000000	4	4	1	1	sh cho kchey qokokchy	einweichen | Trockenansatz | heiß und trocken in der Mitte des Grades | erhitze, setze an, erhitze erneut, trockne und schließe ab	GDT669:SH_ACTION:NONE | GDT661:EXACT_WHOLE:cho | GDT647:FAMILY_MIGRATION | GDT670:EXACT_WHOLE:qokokchy	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	einweichen; Trockenansatz; heiß und bis zur mittleren Trockenstufe; erhitze, setze an, erhitze erneut, trockne und schließe ab
18	1	f58v	f58v.37	S	A	3	9	9	0	0	0	0	1.000000	9	9	1	1	olkeey okar ar choky otair otol chokey cheeky dalar	Holzdrogenansatz vollständig erhitzt | heiße Drogenfraktion I im Ansatz | Drogenfraktion I | heiß-trockene Zubereitung, Grundform | zweite kalte Drogenfraktion im Ansatz | kaltes Zubereitungsgut | heiß-trockener Ansatz in der Gradmitte | trocken am Gradende, dann heiß am Gradanfang | erste Fraktion Rohdroge I abmessen	GDT664:EXACT_WHOLE:olkeey | GDT654:NEW_EXACT_WHOLE | GDT654:NEW_EXACT_WHOLE | GDT643:ROUND_03 | GDT670:EXACT_WHOLE:otair | GDT648:STRICT_WHOLE_COMPLETION | GDT652:STRONG_COMPONENT_GRID | GDT661:EXACT_WHOLE:cheeky | GDT669:EXACT_WHOLE:dalar	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Holzdrogenansatz vollständig erhitzt; heiße Drogenfraktion I im Ansatz; Drogenfraktion I; heiß-trockene Zubereitung, Grundform; zweite kalte Drogenfraktion im Ansatz; kaltes Zubereitungsgut; heiß-trockener Ansatz in der Gradmitte; trocken am Gradende, dann heiß am Gradanfang; erste Fraktion Rohdroge I abmessen
19	0	f76r	f76r.46	T	B	2	10	10	0	0	4	0	1.000000	6	7	1	0	dain shear okedy otedy okedy lchedy chedy okar chedy otarain	Grad-/Maßwert II | erste Fraktion bis zur Mittelstufe einweichen | heißer Ansatz in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I im Ansatz | trocken in der Mitte des Grades, abgeschlossen | zwei Teile der ersten kalten Drogenfraktion im Ansatz	V13:CONTEXTUAL_VALUE_SERIES | GDT669:EXACT_WHOLE:shear | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT670:EXACT_WHOLE:otarain	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	zwei Maße; erste Fraktion bis zur Mittelstufe einweichen; Ansatz bis zur mittleren Heizstufe, abgeschlossen; Ansatz auf mittlerer Kühlstufe abgeschlossen; Ansatz bis zur mittleren Heizstufe, abgeschlossen; getrocknetes Drogenholz; bis zur mittleren Trockenstufe gebracht; heiße Drogenfraktion I im Ansatz; bis zur mittleren Trockenstufe gebracht; zwei Teile der ersten kalten Drogenfraktion im Ansatz
20	0	f76r	f76r.8	T	B	2	13	13	0	0	6	0	1.000000	7	7	1	0	qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar aiin chekain oldy	nimm drei Teile | trockenes Drogenmaterial, Mittelstufe | Ansatz vollständig erhitzen und Rohdroge I abmessen | bis zur Mittelstufe erhitzen und abschließen | heiß am Ende des Grades | feucht in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades | Drogenholz, heiß am Gradende, abgeschlossen | heißer Ansatz in der Mitte des Grades | abgemessene Fraktion I | Menge III | bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen | fertiger, abgeseihter Auszug	GDT666:EXACT_WHOLE:qoaiin | GDT661:EXACT_WHOLE:ches | GDT669:EXACT_WHOLE:okeedal | GDT666:EXACT_WHOLE:qoked | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:lkeedy | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT670:EXACT_WHOLE:chekain | GDT662:EXACT_WHOLE:oldy	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	nimm drei Teile; trockenes Drogenmaterial, Mittelstufe; Ansatz vollständig erhitzen und Rohdroge I abmessen; bis zur Mittelstufe erhitzen und abschließen; bis zur Heizendstufe; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Trockenstufe; Drogenholz, heiß am Gradende, abgeschlossen; Ansatz bis zur mittleren Heizstufe; abgemessene Fraktion I; drei Teile; bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen; fertiger Holzdrogenansatz
21	1	f77r	f77r.21	B	B	2	8	8	0	0	0	0	1.000000	8	8	1	1	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	abgemessene Trockendroge, Dosis III | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | erste Fraktion bis zur Mittelstufe einweichen | drei Teile Holzdrogenansatz abschließen	GDT663:EXACT_WHOLE:chedaiin | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT669:EXACT_WHOLE:shear | GDT670:EXACT_WHOLE:olaiiny	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	abgemessene Trockendroge, Dosis III; bis zur mittleren Einweichstufe gebracht; bis zur Heizendstufe gebracht; bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe; bis zur mittleren Trockenstufe gebracht; erste Fraktion bis zur Mittelstufe einweichen; drei Teile Holzdrogenansatz abschließen
