card_rank	family	surface	card_type	composition	working_meaning_de	applied_render_de	strongest_rival_de	confidence	action_license	page	locus	section	language	hand	ordinal	token_count	line_position	left_surface	right_surface	context_decision	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	all_three_present	all_present_exact	zl3b_line	context_before_de	context_after_de	literal_after_de	review_note
9	POWDER_PREPARATION	op	PRODUCTIVE_SHORT_CARD	O_PREP+P_POWDER	Pulveransatz	Pulveransatz	bound opchedy finished powder preparation at f78v.20	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f78v	f78v.20	B	B	2	4	9	MEDIAL	qokain	chedy	BILATERAL_RIGHT_JOIN_RETAIN_HEAD	MERGE_2	opchedy	MERGE_3	opchedylchey	NEITHER_EXACT	1	0	qofcheol opchedy qokain op chedy lchey cphar ol okalor	⟦qofcheol:?⟧ · vollständig getrocknetes Pulverpräparat · heiß, Grad II · ⟦op:?⟧ · trocken in der Mitte des Grades, abgeschlossen · Drogenholz, trocken gebunden, Form I · erste Kompositumfraktion · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · ⟦okalor:?⟧.	⟦qofcheol:?⟧ · vollständig getrocknetes Pulverpräparat · heiß, Grad II · Pulveransatz · trocken in der Mitte des Grades, abgeschlossen · Drogenholz, trocken gebunden, Form I · erste Kompositumfraktion · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · ⟦okalor:?⟧.	[qofcheol:?] | vollständig getrocknetes Pulverpräparat | heiß, Grad II | Pulveransatz | trocken in der Mitte des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | erste Kompositumfraktion | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [okalor:?]	Both alternate readers reject a free boundary here; the local head remains powder preparation and binds to the following finished dry result.
10	HEATED_MOIST_PREPARATION	shoko	LEARNED_COMPOUND	SH_MOIST+OKO_HEATED_PREPARATION	erhitzter Feuchtansatz	erhitzter Feuchtansatz	Feuchtansatz zum Erhitzen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f114v	f114v.36	S	B	3	4	11	MEDIAL	op	otchey	HOLD_SAME_CARD	EXACT	shoko	EXACT	shoko	BOTH_EXACT	1	0	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	kalt und feucht in der Mitte des Grades · ⟦oidal:?⟧ · ⟦op:?⟧ · ⟦shoko:?⟧ · kalt-trockener Ansatz in der Mitte des Grades · nimm getrockneten Pulverstoff · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I, heiß am Gradanfang · Wurzel/Wurzeldroge: Maß-/Einheitsform I.	kalt und feucht in der Mitte des Grades · ⟦oidal:?⟧ · ⟦op:?⟧ · erhitzter Feuchtansatz · kalt-trockener Ansatz in der Mitte des Grades · nimm getrockneten Pulverstoff · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I, heiß am Gradanfang · Wurzel/Wurzeldroge: Maß-/Einheitsform I.	kalt und feucht in der Mitte des Grades | [oidal:?] | [op:?] | erhitzter Feuchtansatz | kalt-trockener Ansatz in der Mitte des Grades | nimm getrockneten Pulverstoff | [qopaiin:?] | kalte Drogenfraktion I | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | Wurzel/Wurzeldroge: Maß-/Einheitsform I	The fully exact singleton sits between powder preparation and a cold-dry preparation in one preparation register.
11	POWDER_PREPARATION_QUANTITY_COMMAND	qopaiin	PRODUCTIVE_COMPOUND	QO_COMMAND+P_POWDER+AIIIN_III	drei Teile Pulveransatz nehmen	drei Teile Pulveransatz nehmen	drei Teile Pulverpräparat as a nominal quantity	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f104r	f104r.30	S	B	3	11	11	FINAL	opcheof	EOS	HOLD_SAME_CARD	EXACT	qopaiin	EXACT	qopaiin	BOTH_EXACT	1	0	okeeo l keeo dain lkeodaiin qokeeo lkeeeey okeody otechdy opcheof qopaiin	⟦okeeo:?⟧ · Holzdroge in der gebundenen Anschlussform · ⟦keeo:?⟧ · Grad-/Maßwert II · ⟦lkeodaiin:?⟧ · heißer Ansatz, Bindungsstufe II · ⟦lkeeeey:?⟧ · ⟦okeody:?⟧ · ⟦otechdy:?⟧ · ⟦opcheof:?⟧ · ⟦qopaiin:?⟧.	⟦okeeo:?⟧ · Holzdroge in der gebundenen Anschlussform · ⟦keeo:?⟧ · Grad-/Maßwert II · ⟦lkeodaiin:?⟧ · heißer Ansatz, Bindungsstufe II · ⟦lkeeeey:?⟧ · ⟦okeody:?⟧ · ⟦otechdy:?⟧ · ⟦opcheof:?⟧ · drei Teile Pulveransatz nehmen.	[okeeo:?] | Holzdroge in der gebundenen Anschlussform | [keeo:?] | Grad-/Maßwert II | [lkeodaiin:?] | heißer Ansatz, Bindungsstufe II | [lkeeeey:?] | [okeody:?] | [otechdy:?] | [opcheof:?] | drei Teile Pulveransatz nehmen	Six bilateral exact occurrences and one RF1b-exact occurrence preserve the QOP take-command over a concrete three-part powder object.
11	POWDER_PREPARATION_QUANTITY_COMMAND	qopaiin	PRODUCTIVE_COMPOUND	QO_COMMAND+P_POWDER+AIIIN_III	drei Teile Pulveransatz nehmen	drei Teile Pulveransatz nehmen	drei Teile Pulverpräparat as a nominal quantity	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f105r	f105r.1	S	B	3	5	11	MEDIAL	qokeey	ypcheeey	HOLD_SAME_CARD	EXACT	qopaiin	EXACT	qopaiin	BOTH_EXACT	1	0	aiin dar chcphy qokeey qopaiin ypcheeey saraisl aiin cheedy aiin arody	Menge III · abgemessene Fraktion I · ⟦chcphy:?⟧ · heiß am Ende des Grades · ⟦qopaiin:?⟧ · ⟦ypcheeey:?⟧ · ⟦saraisl:?⟧ · Menge III · trocken am Ende des Grades, abgeschlossen · Menge III · ⟦arody:?⟧.	Menge III · abgemessene Fraktion I · ⟦chcphy:?⟧ · heiß am Ende des Grades · drei Teile Pulveransatz nehmen · ⟦ypcheeey:?⟧ · ⟦saraisl:?⟧ · Menge III · trocken am Ende des Grades, abgeschlossen · Menge III · ⟦arody:?⟧.	Menge III | abgemessene Fraktion I | [chcphy:?] | heiß am Ende des Grades | drei Teile Pulveransatz nehmen | [ypcheeey:?] | [saraisl:?] | Menge III | trocken am Ende des Grades, abgeschlossen | Menge III | [arody:?]	Six bilateral exact occurrences and one RF1b-exact occurrence preserve the QOP take-command over a concrete three-part powder object.
11	POWDER_PREPARATION_QUANTITY_COMMAND	qopaiin	PRODUCTIVE_COMPOUND	QO_COMMAND+P_POWDER+AIIIN_III	drei Teile Pulveransatz nehmen	drei Teile Pulveransatz nehmen	drei Teile Pulverpräparat as a nominal quantity	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f105v	f105v.21	S	B	3	9	11	MEDIAL	eeykeody	or	HOLD_SAME_CARD	EXACT	qopaiin	EXACT	qopaiin	BOTH_EXACT	1	0	ykeeo daiim sheey qokaiin cheot daiin qoek eeykeody qopaiin or aiikam	⟦ykeeo:?⟧ · ⟦daiim:?⟧ · feucht am Ende des Grades · heiß, Grad III · ⟦cheot:?⟧ · Grad-/Maßwert III · ⟦qoek:?⟧ · ⟦eeykeody:?⟧ · ⟦qopaiin:?⟧ · Drogenportion · ⟦aiikam:?⟧.	⟦ykeeo:?⟧ · ⟦daiim:?⟧ · feucht am Ende des Grades · heiß, Grad III · ⟦cheot:?⟧ · Grad-/Maßwert III · ⟦qoek:?⟧ · ⟦eeykeody:?⟧ · drei Teile Pulveransatz nehmen · Drogenportion · ⟦aiikam:?⟧.	[ykeeo:?] | [daiim:?] | feucht am Ende des Grades | heiß, Grad III | [cheot:?] | Grad-/Maßwert III | [qoek:?] | [eeykeody:?] | drei Teile Pulveransatz nehmen | Drogenportion | [aiikam:?]	Six bilateral exact occurrences and one RF1b-exact occurrence preserve the QOP take-command over a concrete three-part powder object.
11	POWDER_PREPARATION_QUANTITY_COMMAND	qopaiin	PRODUCTIVE_COMPOUND	QO_COMMAND+P_POWDER+AIIIN_III	drei Teile Pulveransatz nehmen	drei Teile Pulveransatz nehmen	drei Teile Pulverpräparat as a nominal quantity	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f114r	f114r.42	S	B	3	9	10	MEDIAL	cheopy	cheody	RF1B_EXACT_RETAIN	ONE	qopoiin	EXACT	qopaiin	RF1B_ONLY_EXACT	1	0	poedair qotol qodaiin otaiin qotar qotchey qotaiin cheopy qopaiin cheody	⟦poedair:?⟧ · kaltes Material · Qualitätsgrad III · kalt im Zubereitungsrahmen, Grad III · kalte Drogenfraktion I · kalt und trocken in der Mitte des Grades · kalt, Grad III · ⟦cheopy:?⟧ · ⟦qopaiin:?⟧ · getrockneter Ansatz.	⟦poedair:?⟧ · kaltes Material · Qualitätsgrad III · kalt im Zubereitungsrahmen, Grad III · kalte Drogenfraktion I · kalt und trocken in der Mitte des Grades · kalt, Grad III · ⟦cheopy:?⟧ · drei Teile Pulveransatz nehmen · getrockneter Ansatz.	[poedair:?] | kaltes Material | Qualitätsgrad III | kalt im Zubereitungsrahmen, Grad III | kalte Drogenfraktion I | kalt und trocken in der Mitte des Grades | kalt, Grad III | [cheopy:?] | drei Teile Pulveransatz nehmen | getrockneter Ansatz	IT2a qopoiin changes the inner value; six other positions preserve the qopaiin powder-quantity take command.
11	POWDER_PREPARATION_QUANTITY_COMMAND	qopaiin	PRODUCTIVE_COMPOUND	QO_COMMAND+P_POWDER+AIIIN_III	drei Teile Pulveransatz nehmen	drei Teile Pulveransatz nehmen	drei Teile Pulverpräparat as a nominal quantity	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f114v	f114v.36	S	B	3	7	11	MEDIAL	qopchol	qotar	HOLD_SAME_CARD	EXACT	qopaiin	EXACT	qopaiin	BOTH_EXACT	1	0	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	kalt und feucht in der Mitte des Grades · ⟦oidal:?⟧ · ⟦op:?⟧ · ⟦shoko:?⟧ · kalt-trockener Ansatz in der Mitte des Grades · nimm getrockneten Pulverstoff · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I, heiß am Gradanfang · Wurzel/Wurzeldroge: Maß-/Einheitsform I.	kalt und feucht in der Mitte des Grades · ⟦oidal:?⟧ · ⟦op:?⟧ · ⟦shoko:?⟧ · kalt-trockener Ansatz in der Mitte des Grades · nimm getrockneten Pulverstoff · drei Teile Pulveransatz nehmen · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I, heiß am Gradanfang · Wurzel/Wurzeldroge: Maß-/Einheitsform I.	kalt und feucht in der Mitte des Grades | [oidal:?] | [op:?] | [shoko:?] | kalt-trockener Ansatz in der Mitte des Grades | nimm getrockneten Pulverstoff | drei Teile Pulveransatz nehmen | kalte Drogenfraktion I | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | Wurzel/Wurzeldroge: Maß-/Einheitsform I	Six bilateral exact occurrences and one RF1b-exact occurrence preserve the QOP take-command over a concrete three-part powder object.
11	POWDER_PREPARATION_QUANTITY_COMMAND	qopaiin	PRODUCTIVE_COMPOUND	QO_COMMAND+P_POWDER+AIIIN_III	drei Teile Pulveransatz nehmen	drei Teile Pulveransatz nehmen	drei Teile Pulverpräparat as a nominal quantity	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f66r	f66r.57	T	B	5	6	8	MEDIAL	qokshy	dairykodas	HOLD_SAME_CARD	EXACT	qopaiin	EXACT	qopaiin	BOTH_EXACT	1	0	tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd	⟦tocpheey:?⟧ · Materialmaß · fertiggestellter heiß-trockener Ansatz · ⟦qokeody:?⟧ · heiß und feucht am Anfang des Grades · ⟦qopaiin:?⟧ · ⟦dairykodas:?⟧ · ⟦okyd:?⟧.	⟦tocpheey:?⟧ · Materialmaß · fertiggestellter heiß-trockener Ansatz · ⟦qokeody:?⟧ · heiß und feucht am Anfang des Grades · drei Teile Pulveransatz nehmen · ⟦dairykodas:?⟧ · ⟦okyd:?⟧.	[tocpheey:?] | Materialmaß | fertiggestellter heiß-trockener Ansatz | [qokeody:?] | heiß und feucht am Anfang des Grades | drei Teile Pulveransatz nehmen | [dairykodas:?] | [okyd:?]	Six bilateral exact occurrences and one RF1b-exact occurrence preserve the QOP take-command over a concrete three-part powder object.
11	POWDER_PREPARATION_QUANTITY_COMMAND	qopaiin	PRODUCTIVE_COMPOUND	QO_COMMAND+P_POWDER+AIIIN_III	drei Teile Pulveransatz nehmen	drei Teile Pulveransatz nehmen	drei Teile Pulverpräparat as a nominal quantity	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f86v6	f86v6.13	T	B	2	2	9	MEDIAL	oly	yfchdy	HOLD_SAME_CARD	EXACT	qopaiin	EXACT	qopaiin	BOTH_EXACT	1	0	oly qopaiin yfchdy cpholkaiin cholfchy qopar aroiiin opchedy opoly	abseihen · ⟦qopaiin:?⟧ · ⟦yfchdy:?⟧ · ⟦cpholkaiin:?⟧ · ⟦cholfchy:?⟧ · ⟦qopar:?⟧ · ⟦aroiiin:?⟧ · vollständig getrocknetes Pulverpräparat · ⟦opoly:?⟧.	abseihen · drei Teile Pulveransatz nehmen · ⟦yfchdy:?⟧ · ⟦cpholkaiin:?⟧ · ⟦cholfchy:?⟧ · ⟦qopar:?⟧ · ⟦aroiiin:?⟧ · vollständig getrocknetes Pulverpräparat · ⟦opoly:?⟧.	abseihen | drei Teile Pulveransatz nehmen | [yfchdy:?] | [cpholkaiin:?] | [cholfchy:?] | [qopar:?] | [aroiiin:?] | vollständig getrocknetes Pulverpräparat | [opoly:?]	Six bilateral exact occurrences and one RF1b-exact occurrence preserve the QOP take-command over a concrete three-part powder object.
12	COLD_SOAKED_MATERIAL	tshol	PRODUCTIVE_COMPOUND	T_COLD+SH_MOIST+OL_MATERIAL	kalt eingeweichter Drogenstoff	kalt eingeweichter Drogenstoff	kalt angefeuchteter Drogenstoff	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f11r	f11r.1	H	A	1	1	8	INITIAL	BOS	schoal	HOLD_SAME_CARD	EXACT	tshol	EXACT	tshol	BOTH_EXACT	1	0	tshol schoal cfhy shfydaiin cphy shey tchody shoyty	⟦tshol:?⟧ · ⟦schoal:?⟧ · ⟦cfhy:?⟧ · ⟦shfydaiin:?⟧ · Arzneikompositum in Grundform · feucht in der Mitte des Grades · ⟦tchody:?⟧ · ⟦shoyty:?⟧.	kalt eingeweichter Drogenstoff · ⟦schoal:?⟧ · ⟦cfhy:?⟧ · ⟦shfydaiin:?⟧ · Arzneikompositum in Grundform · feucht in der Mitte des Grades · ⟦tchody:?⟧ · ⟦shoyty:?⟧.	kalt eingeweichter Drogenstoff | [schoal:?] | [cfhy:?] | [shfydaiin:?] | Arzneikompositum in Grundform | feucht in der Mitte des Grades | [tchody:?] | [shoyty:?]	All six bilateral exact positions occur in material, preparation or fraction contexts without conflict.
12	COLD_SOAKED_MATERIAL	tshol	PRODUCTIVE_COMPOUND	T_COLD+SH_MOIST+OL_MATERIAL	kalt eingeweichter Drogenstoff	kalt eingeweichter Drogenstoff	kalt angefeuchteter Drogenstoff	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f20v	f20v.5	H	A	1	1	9	INITIAL	BOS	folchol	HOLD_SAME_CARD	EXACT	tshol	EXACT	tshol	BOTH_EXACT	1	0	tshol folchol otor shol shor fshodchy otchy chcphy dy	⟦tshol:?⟧ · ⟦folchol:?⟧ · kalte Drogenportion im Ansatz · feucht; nominal feuchtes Gut/Material · Blüten-/Fruchtstand; reproduktiver Teil · ⟦fshodchy:?⟧ · kalt-trockener Ansatz am Anfang des Grades · ⟦chcphy:?⟧ · Qualitäts-/Wertfeld geschlossen.	kalt eingeweichter Drogenstoff · ⟦folchol:?⟧ · kalte Drogenportion im Ansatz · feucht; nominal feuchtes Gut/Material · Blüten-/Fruchtstand; reproduktiver Teil · ⟦fshodchy:?⟧ · kalt-trockener Ansatz am Anfang des Grades · ⟦chcphy:?⟧ · Qualitäts-/Wertfeld geschlossen.	kalt eingeweichter Drogenstoff | [folchol:?] | kalte Drogenportion im Ansatz | feucht; nominal feuchtes Gut/Material | Blüten-/Fruchtstand; reproduktiver Teil | [fshodchy:?] | kalt-trockener Ansatz am Anfang des Grades | [chcphy:?] | Qualitäts-/Wertfeld geschlossen	All six bilateral exact positions occur in material, preparation or fraction contexts without conflict.
12	COLD_SOAKED_MATERIAL	tshol	PRODUCTIVE_COMPOUND	T_COLD+SH_MOIST+OL_MATERIAL	kalt eingeweichter Drogenstoff	kalt eingeweichter Drogenstoff	kalt angefeuchteter Drogenstoff	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f23r	f23r.6	H	A	1	1	12	INITIAL	BOS	y	HOLD_SAME_CARD	EXACT	tshol	EXACT	tshol	BOTH_EXACT	1	0	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	⟦tshol:?⟧ · hierzu: · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · ⟦ytcho:?⟧ · ⟦ldals:?⟧.	kalt eingeweichter Drogenstoff · hierzu: · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · ⟦ytcho:?⟧ · ⟦ldals:?⟧.	kalt eingeweichter Drogenstoff | hierzu: | heiße Drogenportion | heiß, Grad III | hierzu leicht erhitzen | abgemessene Fraktion I | heißer Ansatzstoff | abgemessene Trockendroge der Mittelstufe, abgeschlossen | [daiidal:?] | Dosis I | [ytcho:?] | [ldals:?]	All six bilateral exact positions occur in material, preparation or fraction contexts without conflict.
12	COLD_SOAKED_MATERIAL	tshol	PRODUCTIVE_COMPOUND	T_COLD+SH_MOIST+OL_MATERIAL	kalt eingeweichter Drogenstoff	kalt eingeweichter Drogenstoff	kalt angefeuchteter Drogenstoff	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f23v	f23v.6	H	A	1	1	7	INITIAL	BOS	shor	HOLD_SAME_CARD	EXACT	tshol	EXACT	tshol	BOTH_EXACT	1	1	tshol shor shkshy okol daiin otshor olsar	⟦tshol:?⟧ · Blüten-/Fruchtstand; reproduktiver Teil · ⟦shkshy:?⟧ · heißer Ansatzstoff · Qualitätsgrad III · ⟦otshor:?⟧ · ⟦olsar:?⟧.	kalt eingeweichter Drogenstoff · Blüten-/Fruchtstand; reproduktiver Teil · ⟦shkshy:?⟧ · heißer Ansatzstoff · Qualitätsgrad III · ⟦otshor:?⟧ · ⟦olsar:?⟧.	kalt eingeweichter Drogenstoff | Blüten-/Fruchtstand; reproduktiver Teil | [shkshy:?] | heißer Ansatzstoff | Qualitätsgrad III | [otshor:?] | [olsar:?]	All six bilateral exact positions occur in material, preparation or fraction contexts without conflict.
12	COLD_SOAKED_MATERIAL	tshol	PRODUCTIVE_COMPOUND	T_COLD+SH_MOIST+OL_MATERIAL	kalt eingeweichter Drogenstoff	kalt eingeweichter Drogenstoff	kalt angefeuchteter Drogenstoff	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f50r	f50r.3	H	B	2	1	10	INITIAL	BOS	kar	HOLD_SAME_CARD	EXACT	tshol	EXACT	tshol	BOTH_EXACT	1	0	tshol kar sheedy okeody qokedy chody kchdy pchdy chkaiin odam	⟦tshol:?⟧ · heiße Drogenfraktion I · feucht am Ende des Grades, abgeschlossen · ⟦okeody:?⟧ · heiß in der Mitte des Grades, abgeschlossen · Trockenansatz, abgeschlossen · heiß und trocken am Anfang des Grades, abgeschlossen · Pulver, getrocknete Kurz-/Kompaktform · heiß-trocken, Grad III · ein Maß Ansatz abmessen.	kalt eingeweichter Drogenstoff · heiße Drogenfraktion I · feucht am Ende des Grades, abgeschlossen · ⟦okeody:?⟧ · heiß in der Mitte des Grades, abgeschlossen · Trockenansatz, abgeschlossen · heiß und trocken am Anfang des Grades, abgeschlossen · Pulver, getrocknete Kurz-/Kompaktform · heiß-trocken, Grad III · ein Maß Ansatz abmessen.	kalt eingeweichter Drogenstoff | heiße Drogenfraktion I | feucht am Ende des Grades, abgeschlossen | [okeody:?] | heiß in der Mitte des Grades, abgeschlossen | Trockenansatz, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | heiß-trocken, Grad III | ein Maß Ansatz abmessen	All six bilateral exact positions occur in material, preparation or fraction contexts without conflict.
12	COLD_SOAKED_MATERIAL	tshol	PRODUCTIVE_COMPOUND	T_COLD+SH_MOIST+OL_MATERIAL	kalt eingeweichter Drogenstoff	kalt eingeweichter Drogenstoff	kalt angefeuchteter Drogenstoff	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f99r	f99r.15	P	A	1	5	9	MEDIAL	cpheey	dal	HOLD_SAME_CARD	EXACT	tshol	EXACT	tshol	BOTH_EXACT	1	0	pcheody oteody daiin cpheey tshol dal cfheol olaiin sar	⟦pcheody:?⟧ · ⟦oteody:?⟧ · Grad-/Maßwert III · ⟦cpheey:?⟧ · ⟦tshol:?⟧ · abgemessene Rohstoffmenge I · ⟦cfheol:?⟧ · Drogenstoff, Menge III · Samenfraktion I.	⟦pcheody:?⟧ · ⟦oteody:?⟧ · Grad-/Maßwert III · ⟦cpheey:?⟧ · kalt eingeweichter Drogenstoff · abgemessene Rohstoffmenge I · ⟦cfheol:?⟧ · Drogenstoff, Menge III · Samenfraktion I.	[pcheody:?] | [oteody:?] | Grad-/Maßwert III | [cpheey:?] | kalt eingeweichter Drogenstoff | abgemessene Rohstoffmenge I | [cfheol:?] | Drogenstoff, Menge III | Samenfraktion I	All six bilateral exact positions occur in material, preparation or fraction contexts without conflict.
13	RAW_DRUG_TRIPLE_MEASURE	daiidal	LEARNED_MEASURE_COMPOUND	DAII_TRIPLE_MEASURE+DAL_RAW_DRUG_I	drei abgemessene Mengen Rohdroge I	drei abgemessene Mengen Rohdroge I	dritte abgemessene Rohdrogenfraktion I	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f23r	f23r.6	H	A	1	9	12	MEDIAL	dchey	dam	HOLD_SAME_CARD	EXACT	daiidal	EXACT	daiidal	BOTH_EXACT	1	0	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	⟦tshol:?⟧ · hierzu: · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · ⟦ytcho:?⟧ · ⟦ldals:?⟧.	⟦tshol:?⟧ · hierzu: · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · drei abgemessene Mengen Rohdroge I · Dosis I · ⟦ytcho:?⟧ · ⟦ldals:?⟧.	[tshol:?] | hierzu: | heiße Drogenportion | heiß, Grad III | hierzu leicht erhitzen | abgemessene Fraktion I | heißer Ansatzstoff | abgemessene Trockendroge der Mittelstufe, abgeschlossen | drei abgemessene Mengen Rohdroge I | Dosis I | [ytcho:?] | [ldals:?]	The form follows a measured dry drug and precedes dose I, so a triple raw-drug measure is concrete and locally coherent.
14	ANAPHORIC_COLD_DRY_COMMAND	ytcho	PRODUCTIVE_COMPOUND	Y_REFERENCE+TCHO_COLD_DRY_PREP	hieraus einen Kalt-Trockenansatz herstellen	hieraus einen Kalt-Trockenansatz herstellen	Kalt-Trockenansatz dieser Droge as a nominal result	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f23r	f23r.6	H	A	1	11	12	MEDIAL	dam	ldals	HOLD_SAME_CARD	EXACT	ytcho	EXACT	ytcho	BOTH_EXACT	1	0	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	⟦tshol:?⟧ · hierzu: · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · ⟦ytcho:?⟧ · ⟦ldals:?⟧.	⟦tshol:?⟧ · hierzu: · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · hieraus einen Kalt-Trockenansatz herstellen · ⟦ldals:?⟧.	[tshol:?] | hierzu: | heiße Drogenportion | heiß, Grad III | hierzu leicht erhitzen | abgemessene Fraktion I | heißer Ansatzstoff | abgemessene Trockendroge der Mittelstufe, abgeschlossen | [daiidal:?] | Dosis I | hieraus einen Kalt-Trockenansatz herstellen | [ldals:?]	The fully exact form opens a final two-command group after explicit dose values.
15	WOOD_RAW_DRUG_MEASURE_COMMAND	ldals	PRODUCTIVE_COMPOUND	L_WOOD+DALS_RAW_DRUG_I_MEASURE	eine Charge Holzrohdroge I abmessen	eine Charge Holzrohdroge I abmessen	Charge Holzrohdroge I as a nominal label	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f23r	f23r.6	H	A	1	12	12	FINAL	ytcho	EOS	HOLD_SAME_CARD	EXACT	ldals	EXACT	ldals	BOTH_EXACT	1	0	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	⟦tshol:?⟧ · hierzu: · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · ⟦ytcho:?⟧ · ⟦ldals:?⟧.	⟦tshol:?⟧ · hierzu: · heiße Drogenportion · heiß, Grad III · hierzu leicht erhitzen · abgemessene Fraktion I · heißer Ansatzstoff · abgemessene Trockendroge der Mittelstufe, abgeschlossen · ⟦daiidal:?⟧ · Dosis I · ⟦ytcho:?⟧ · eine Charge Holzrohdroge I abmessen.	[tshol:?] | hierzu: | heiße Drogenportion | heiß, Grad III | hierzu leicht erhitzen | abgemessene Fraktion I | heißer Ansatzstoff | abgemessene Trockendroge der Mittelstufe, abgeschlossen | [daiidal:?] | Dosis I | [ytcho:?] | eine Charge Holzrohdroge I abmessen	The line-final form follows ytcho and naturally completes the source procedure with a concrete wood-drug measure.
